VOLL,planning_reserve_margin,BigM,PT_RPS,PT_emis,Inv_bugt_gen,Inv_bugt_line,Inv_bugt_storage,alpha_storage_anchor,reg_up_requirement,reg_dn_requirement,spin_requirement,nspin_requirement,delta_reg,delta_spin,delta_nspin,theta_max
100000.0,0.02,1.0e13,1.0e10,1.0e10,1.0e16,1.0e16,1.0e16,0.5,0.0,0.0,0.03,0.0,0.08333333333333333,0.16666666666666666,0.5,1000.0
