Line,Regions_From,Regions_To,Diff_Region,AnnualSum,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287,t288,t289,t290,t291,t292,t293,t294,t295,t296,t297,t298,t299,t300,t301,t302,t303,t304,t305,t306,t307,t308,t309,t310,t311,t312,t313,t314,t315,t316,t317,t318,t319,t320,t321,t322,t323,t324,t325,t326,t327,t328,t329,t330,t331,t332,t333,t334,t335,t336,t337,t338,t339,t340,t341,t342,t343,t344,t345,t346,t347,t348,t349,t350,t351,t352,t353,t354,t355,t356,t357,t358,t359,t360,t361,t362,t363,t364,t365,t366,t367,t368,t369,t370,t371,t372,t373,t374,t375,t376,t377,t378,t379,t380,t381,t382,t383,t384,t385,t386,t387,t388,t389,t390,t391,t392,t393,t394,t395,t396,t397,t398,t399,t400,t401,t402,t403,t404,t405,t406,t407,t408,t409,t410,t411,t412,t413,t414,t415,t416,t417,t418,t419,t420,t421,t422,t423,t424,t425,t426,t427,t428,t429,t430,t431,t432,t433,t434,t435,t436,t437,t438,t439,t440,t441,t442,t443,t444,t445,t446,t447,t448,t449,t450,t451,t452,t453,t454,t455,t456,t457,t458,t459,t460,t461,t462,t463,t464,t465,t466,t467,t468,t469,t470,t471,t472,t473,t474,t475,t476,t477,t478,t479,t480
1,11,11,false,-7.976840223871246e7,-10481.83844067388,-10642.047378832423,-10355.662874587844,-10376.89911155999,-10459.251429203081,-10703.159476811854,-11057.999997300301,-10932.470152876724,-10793.533651091075,-10357.59220385269,-8827.071988377815,-6886.038553676391,-6386.384537881796,-6333.874172385147,-5951.583272526142,-5971.383958469515,-6688.814934199815,-7254.1062932821815,-6591.203756801864,-6910.016919608569,-9875.753710358533,-9318.65586941848,-8769.610819142554,-7999.251732062182,-6876.815088522586,-6029.872790534658,-6204.6388822701,-7229.945110251624,-8491.217074041471,-8603.109391810814,-7078.48739822726,-5789.146502361849,-6025.577960805705,-8920.219751021292,-8668.240579806701,-8204.40066007274,-7780.869157286683,-7659.127098236454,-7593.570947488325,-7629.874509276338,-7556.1170000065695,-7173.30217264693,-5708.025479448128,-4504.530526933323,-5025.498535696838,-5266.246373893693,-4955.75009937991,-3483.560168511497,-6560.354739601587,-4637.4696328983955,-4359.91147334579,-3884.842753968259,-4073.9028188927095,-3942.601575218447,-2280.9832515635812,-2702.582787449931,-3068.3494103384573,-4143.9890829855885,-4772.61216657889,-4870.368766246312,-4949.089107343089,-5028.805788555773,-4468.911913484238,-4293.827629313739,-4499.083123288468,-5219.091281577378,-8437.217222749452,-8500.187366810535,-8226.571328655546,-8269.854819505339,-6652.656143584809,-5893.427844366619,-5045.720622797358,-4568.25814508804,-4447.456493351358,-4639.462251301459,-4493.211857213167,-3997.407276661661,-4861.74475851535,-5559.669952565737,-5048.531473679717,-6261.551494526874,-7139.0238812824255,-7921.480638017723,-8223.036402985428,-8290.634326803098,-8265.377508904217,-7966.620572798004,-7688.874940865983,-7253.943001135169,-7002.733340123194,-5363.159682967731,-5358.012141536717,-5708.909267813267,-4148.778567490358,-4963.375711458242,-8412.345371678175,-8027.158782958923,-8333.440610568301,-8333.681905868236,-8888.57531683974,-10280.917048606978,-11057.999998400066,-11057.999999222817,-11057.99999846472,-11057.999998733396,-11057.999998917814,-11057.999998626037,-11057.999998270318,-11057.999998487692,-11057.999998570753,-11057.999998987343,-11057.999998502604,-11057.999998038586,-11057.999998279,-11057.999998962567,-11057.999998783847,-11057.999998306543,-11057.99999798011,-10339.693816322866,-4308.32761347646,-3676.4579902896176,-3326.1901093796355,-3570.820352117342,-3714.6127201443173,-3759.0085337013215,-4424.615045659664,-6594.802735422791,-6580.704362346471,-5861.512138805849,-5174.5672247631965,-5791.132310655084,-6691.270903195216,-8404.968667923007,-9887.875227413664,-9922.183114081734,-9362.98681683559,-8735.860625579262,-8576.674090541459,-6110.299844063001,-5644.234944998107,-7785.363416626459,-9686.446981704898,-11057.999998264195,-6491.136484600931,-5357.6899139153575,-4767.364855705159,-6551.892852702424,-7060.730459582145,-7539.390181032662,-10077.139691022361,-11057.999972366959,-10898.34060405116,-10511.326685931876,-9734.726674326746,-10257.311379206476,-10397.056678325258,-10218.730033794576,-9734.385937598936,-8240.100634312006,-6956.521371306022,-6725.808570149641,-8934.823960166419,-11057.99999956995,-11057.999999393876,-11057.99999738897,-11057.999998073366,-10353.842130091723,-10398.936678248408,-9671.08497505626,-9836.855300486006,-10499.87395861148,-10698.653535046165,-11057.999981595724,-10273.626688247674,-10733.984546680453,-10972.722750366152,-11057.999998450863,-11057.999998650948,-8164.4012206964,-6370.975310636011,-6035.814111288529,-6389.859620284075,-6661.5129082395515,-6633.447099632291,-5902.647363952407,-5870.7861600787555,-7509.4699978841345,-8877.203638570445,-8992.039156889383,-9734.17628995078,-8451.220885786803,-10975.032490588595,-10738.813459993058,-10695.733042968777,-10653.761755782489,-10760.726334331075,-11057.999998451925,-11057.999999011232,-11057.999999153744,-11057.999999350694,-11057.99999907,-11057.999998268291,-9933.087573490606,-9372.249844684171,-10571.788497732674,-10339.333201164818,-9179.245033777208,-8088.984819416798,-7012.497609072276,-7577.409808603705,-9805.837701522036,-10960.598887552247,-11057.999998764137,-11057.999998582076,-10778.990568686122,-6201.772375410968,-5205.398997003079,-5699.45347869254,-6148.840348282809,-6514.105634712334,-7686.261075733828,-9568.47718857988,-11036.391694153204,-10220.139200976155,-7397.752509387513,-7047.051157020528,-8255.752307494377,-8735.255587706424,-8586.02319854396,-8607.102065060802,-9195.635318794748,-10322.12816675666,-10521.013896950963,-11057.999998088557,-11057.999998472882,-11057.999997144298,-11057.999998650956,-10610.220015702444,-10286.015784740286,-11057.999999035168,-11057.9999984641,-10534.26810132035,-9973.501035257992,-9200.349927871208,-9438.06632750706,-9290.377482292635,-9828.576662150597,-9020.623220514934,-9179.403668027253,-8095.246439485078,-10162.061664034569,-9784.888698457604,-9278.9596131476,-8240.53156350583,-7005.296366809064,-5892.0380100008615,-6729.463995395951,-6830.190136338757,-7752.6952985884445,-7845.867294134348,-9005.640807751848,-9798.830939988497,-8031.4487088471315,-8626.995871430008,-9330.913374763382,-9878.833324284882,-9150.793244573442,-9195.744151927376,-9093.128925586278,-9554.172705207859,-9588.815420311725,-8592.040261387707,-7831.7583323223935,-7709.865290169563,-5935.8463457254575,-5354.362691733848,-5349.206448820742,-5586.419946609353,-5844.286594315315,-6309.272203987117,-7114.773059006199,-6967.462733326119,-8246.132321340147,-8771.63499976925,-8127.291121002274,-8082.910059520134,-8517.891922504567,-2553.6341302103037,-1932.301858301478,-2198.632353844094,-2446.2935448760686,-2587.6515588682414,-2917.5832057580956,-3336.1914724166068,-4663.35265963477,-7380.194952889692,-8121.647462280149,-8778.528451945698,-9540.083016174389,-10441.090100545392,-11014.30099409536,-11057.999996965762,-11057.999997023751,-11057.999997476396,-11057.999997467225,-11057.999998313207,-10855.70243634903,-9122.64277751757,-9385.227452954994,-10116.314326014992,-10499.78535162469,-11057.999998755891,-11057.999998295225,-11057.999999622043,-11057.999998046982,-11057.999998457895,-11057.999998846775,-11057.999997962668,-11057.999998314284,-11057.999999109503,-11057.99999784521,-11057.999999169238,-11057.999998303649,-11057.999998417119,-11057.999998471585,-11057.999999002337,-11057.99999841094,-11057.999998565423,-11057.99999815991,-11057.99999822992,-11057.999998203504,-11058.000000172848,-11057.999998709538,-11057.99999865603,-11057.999998297968,-11057.999999727126,-10992.178187708774,-10236.751042248812,-9277.339632928919,-8607.940467556466,-8648.416696603657,-9735.493493500182,-9799.001709208487,-10620.679519930241,-10936.364688520547,-10959.942552295239,-10303.300597293213,-9944.774848741472,-9640.004043866267,-9887.924704847108,-10285.459764654981,-10682.623693462447,-10675.40955929923,-10483.599399569148,-10117.4785306417,-9856.432816239898,-11019.643223351593,-11057.99999941316,-11057.999999507443,-11057.999999301646,-11057.999998568275,-11057.999998311283,-11057.999970676612,-11057.999970475184,-11057.99997020922,-11057.999969985158,-11057.999969579692,-11057.999969462893,-11057.999998822772,-10477.377547201982,-11057.999997134828,-11057.999996470997,-11057.99999772137,-11057.999997570474,-11057.99999680446,-11057.999997168405,-11057.999998180125,-11057.999998489393,-11057.999998882295,-11057.999998786301,-11057.999998568079,-11057.999998445584,-11057.99999918143,-11057.999999127274,-11057.999999669926,-11057.999998743984,-11057.999999271888,-11057.9999994409,-11057.999999506847,-11057.999998885265,-11057.999999459567,-11058.000000039552,-11057.999998861922,-11057.999999010122,-11057.99999905218,-11057.999998760108,-11057.999998629466,-11057.999999637852,-11057.999997886505,-11057.999999312628,-11057.999997998495,-11057.99999864601,-11037.21768630711,-10218.175144338706,-11033.679237872548,-11057.999998707473,-11057.999999651749,-10882.565982062126,-10800.362906054472,-10282.429991021743,-9286.822336678364,-8401.285408159802,-7569.263973747389,-6858.864945843992,-7188.040376252128,-9177.093068635944,-8585.263704707333,-9218.507283312258,-9617.63639406777,-9310.850459792757,-9328.59598251886,-9608.575967449993,-9512.445634342299,-9685.449719147366,-10351.890826721936,-10179.339856104878,-8351.537236336619,-8449.087268256719,-10583.39157591714,-11057.999040243738,-11057.999038281772,-10784.931111828,-10478.04574642912,-10138.86147954817,-9723.202898011144,-8966.09411404165,-8583.95815280498,-7978.895251881513,-7539.386121462835,-8612.738968257478,-8179.087587684133,-8602.818902375062,-8918.586451063627,-9490.651340405195,-10300.325690702462,-11057.999999142523,-11057.999999288242,-11057.999998580459,-11057.999999230633,-11057.99999948777,-9922.046783476138,-8972.521911387752,-9470.47207695055,-8924.417618309739,-9049.888876902853,-11057.999998546644,-11057.999998333418,-11057.99999826964,-11057.9999986201,-11057.999998415255,-10966.466507971474,-9841.147984287047,-10054.518582461093,-10264.163189664949,-11057.999999047566,-10804.276253402573,-9345.239393846026,-9902.0482617164,-10072.090716963085,-11057.999993602964,-11057.99999754855,-11057.999993865871,-11011.355941172755,-9736.111014818476,-10020.87714083112,-11057.999997301822,-11057.999998684669,-11057.999998471407,-11057.999998708741
2,11,9,true,-1.350025320687827e6,-599.9999988849728,-599.9999984312059,-599.9999973106212,-599.999997374485,-599.9999973639596,-599.999997298085,-599.99999874369,-599.9999986401228,-599.9999995190594,-599.9999995204778,-599.9999995196982,-599.9999988201969,-599.9999987904602,-599.9999987872964,499.8392878901716,599.9999988458264,599.999998873838,599.9999988650447,597.7030269680138,186.94382463652607,599.9999987278786,599.9999988146335,599.9999988164518,599.9999988545658,28.830456905152914,10.436213410783125,16.436818572965535,99.59856427242175,582.7208109810961,346.2657374880665,-599.9999921052578,-599.9999966022383,-599.999992711174,-599.9999932430917,-599.9999919760435,-599.9999939991279,-599.9999937435508,-599.999994169882,-599.9999943033242,-599.9999939964584,-599.9999937210763,-599.9999937246872,-599.9999978830662,-599.9999995172351,-599.9999995099962,-599.9999995095754,-599.9999979975706,-599.9999980145662,599.9999994778746,599.9999994862503,599.999999486492,599.9999995326154,599.9999995342057,-599.999990720594,-599.9999499990986,-599.9999239946388,-599.9999949117317,-599.9999971490419,-599.9999983154886,599.9999993118938,599.9999993166409,599.9999993012825,599.9999992131472,599.9999993133235,599.9999994914228,599.9999994946779,599.9999995121957,-599.999994047005,-599.9999995023309,-599.9999997965672,-502.77758100920397,-599.9999530474739,-599.9992497270603,-599.9992566786295,-599.9992484681993,-599.9992405171797,-599.9990917891942,-599.995117362393,-599.9995760705749,-599.999775341988,-599.9987483670769,-599.999542327484,-447.82775352887035,0.0003630173690680749,358.72903756503035,58.28904075989965,0.0009681726838834948,-97.84352091237037,0.001184093206234138,0.0006600170456749765,-182.5978274826735,-349.5120382240248,-599.9999772586764,-599.9999770373461,-599.9945457316657,-599.9990794851481,-79.03597522334951,-73.51867052173236,-79.29208525133856,-77.88366522349486,-91.79887386838061,-197.7583078269322,-599.9999991047061,-599.9999992488399,-599.9999991036846,-599.9999991169168,-599.9999968417034,-599.9999991072222,-599.9999991048769,-599.999999103771,-599.9999991059324,-599.9999991066131,-599.99999910678,-599.99999910511,-599.9999995081579,-599.9999995080274,-599.9999995076275,-599.9999990983296,-599.9999991005258,-219.18650944427435,-22.787746334313624,-12.125381924158319,-4.28495810982065,-7.720750891820103,-7.371269323578531,-0.6498985696869113,3.9559584501964764,172.12981148340884,-7.598347801330874,-17.188874908147454,-13.03140159724876,-24.660780613239467,-34.96304138579717,-65.11407756466735,-135.41586569971565,-140.51197449295194,-106.52282061589943,-21.79551930339096,-105.57641580614597,-599.9999995761048,-599.9999995147823,-599.9999994934159,599.9999957733471,599.9999937652533,599.9999995123865,599.9999994279362,599.9999995135038,599.999999573326,599.9999995738885,599.999999613671,599.999999635508,599.9999996471954,599.9999996798156,599.9999996892498,599.999999670189,599.9999996689237,599.9999996630122,599.9999996581778,599.999999643104,599.9999987248902,599.9999987467245,599.99999873047,599.9999995119438,-599.9999990365808,-599.9999997152544,-599.9999995002073,136.08436730823314,599.9999996615979,599.9999992983605,599.9999992523306,599.9999992565654,599.9999992547694,599.9999992813093,-599.9999911879025,-3.623991904078139e-5,7.973992237837479,-599.9999960677802,-599.9999910793995,-599.999933709828,-8.757529371905548e-6,-599.9999420306643,-599.9999866286186,-599.9999878918777,-599.9999908076969,-599.9999757631384,-9.793693266146875e-6,-599.9999995657203,-599.9999995411723,-599.9999995633794,-599.9999994695874,-599.9999984237179,-599.999998511981,599.9999995055148,599.9999994664104,599.9999994454308,599.9999994618433,599.9999994593684,599.9999968612708,599.9999988062493,-599.9999994550931,599.9999912222318,-599.9999926507041,-599.99999494124,-599.9999950169928,-599.9999983427228,-599.9999992271651,-599.999999076653,-599.999999227856,-599.9999992273695,-599.9999992268753,-599.9999973018894,-599.9999936074004,-599.9999929236374,-599.9999959985709,-599.9999967850758,-341.5156882328496,-18.08356186699234,-21.465994383056568,-29.800953130554035,-28.49554698752081,-31.45758878776485,-21.27199727486618,34.90619319238556,-367.09939955645234,-29.727548319964058,-31.732922687428868,109.15935829326293,486.67358749615505,334.65102195303746,-14.992067760921032,-73.05709326196029,-101.06472367875779,-210.0119125816335,-254.11280060676427,-599.9999997986571,-599.999999798864,-599.9999997985885,-599.99999924846,-270.2521485533902,-178.7860404568985,-599.9999991999341,-599.9999992013385,-281.02576929871975,-155.7677617688936,-55.39183141234798,228.79084818158742,599.999997718088,-599.9999844422804,-599.9999867664166,-4.23551707626757e-5,-599.9999871437819,-599.9999981233846,-599.9999981964693,-599.999997947224,-599.9999978614878,-599.9999965385526,-599.9999952620982,-599.9999991350246,-599.9999979436002,-599.9999993147322,5.948896500740375e-6,-599.9999647859894,-599.9999920700718,8.098462103589554e-6,-599.9996284289873,-599.9996488015884,-599.9988920069187,-598.0613573697731,-599.9997428647697,0.0009035422009446847,599.9998930375518,-599.9948197827238,599.9997607575344,599.9998113147049,-0.0003979299383445323,599.9986651793504,599.999712416947,599.9998649111897,599.999735504927,599.9997795101519,0.0003710518444677291,600.0000000844907,31.082469893642497,-599.999977127214,-599.9997170877571,-599.9963366859506,599.9995300299161,0.00014543812449119287,-1.778956993803149e-5,-599.999917325727,-599.9999165555612,-599.9999159710515,-599.9999192039543,-1.1450945407887048e-5,-2.4556048856538837e-6,7.409452109641279e-7,-599.9999971706354,-599.9999945100243,-599.9999977095912,-599.9999974902482,-599.9999964834423,-599.9999938918029,-599.9999938852989,-599.9999939274416,-599.9999877922285,-599.9999981552294,599.9999988919576,599.9999992166775,85.07370983614771,170.35329632083392,-599.9999834137316,-599.9999976765193,-599.999926921925,-599.99992329001,-599.9999860426102,557.9313274136412,560.4607378399521,550.5830678371567,116.3322472682147,468.5530001341865,-599.9999849886335,-599.9999248272691,-599.999998949396,-599.9999989285146,-599.9999989257907,-599.999998923789,-599.9999980177523,-599.9999963734285,-599.9999921387212,599.9999812416513,-3.1683983934271964e-6,-599.9999946180398,-599.9999974027951,-599.9999949963861,-234.99591881482195,-599.9999200351249,599.999997833107,599.999999657203,599.9999996215943,599.9999996212364,599.9999996212723,599.9999996570818,599.9999996772772,599.9999996708148,599.9999996911699,599.9999956172032,599.9999820303221,599.9999955657545,-599.9999974483256,-599.9999955379639,-599.9999936659724,-599.9999895654673,-6.280904472077964e-6,599.9999953484705,599.9999996887716,-599.9999995479676,-599.9999997947687,-5.026788016948558e-6,-599.9999896882285,-599.9999989544468,-599.9999993755122,-599.9999990774022,-599.999999079428,-599.9999744563409,-599.9999744940806,-599.9999742423573,-599.9999740349926,-599.9999736008461,-599.9999734442687,-599.9999990773213,-599.999995777998,-599.9999982219387,-599.9999980586224,-599.9999979262909,-599.9999979082595,-599.9999974765839,-599.9999970863498,-599.9999961950965,-141.5531847547735,-599.9999993315708,-599.9999986606326,-599.9999989405237,-1.6876531390153104e-6,-599.9999972463227,-599.999990841407,-599.9999958731037,-599.9999967624556,-599.9999971022773,-599.9999964943221,-599.9999965232274,-599.9999906914446,-168.5798997755702,-5.549483148570289e-7,-5.663823685608804e-7,-599.9999987263677,-599.9999974890356,-599.9999962735013,-599.9999950167179,-599.9999991113002,-599.9999991117701,-599.9999991043451,-599.9999991041444,-599.9999928013684,1.0205988019151846e-6,65.90615626398733,120.88597165766896,-599.9999988734071,-599.9999990466061,-599.9990840173388,-599.9995647397833,-599.9995979244376,-599.9995987205767,-599.9995815161197,-599.999268488159,-599.9992493413611,-599.9996333953712,-599.9996161341152,-599.9990796956218,-599.9990705765927,-0.0006275258704135922,0.0005262490720951973,-0.0007127312086367965,-599.9999998690892,-599.9999998541969,-599.9999998611462,-599.9999998675172,-599.9999998404247,-599.999999870733,599.9998617546364,599.9998913774441,599.9997007644351,-0.000706147377400157,-599.9999985750624,-599.9999985638423,-599.999998564633,-599.9999985655498,-599.9999985167128,-599.9999979424587,-599.9999975347018,-599.9999983365768,-599.9999985408498,-599.9999936695197,-1.4627403857048193e-5,3.0259608138294425e-5,599.9999922971776,599.9999967023055,-156.2557057498372,-599.9999930918764,-163.96509792009977,599.999995056856,599.9999981239969,599.9999978695209,599.9999973435342,-599.999987174959,599.999922814512,-599.999870712113,599.9999937518464,-1.964350985872443e-6,-599.9999289776935,-599.9999865127687,-599.9999925132806,-599.9999925810107,-599.9999936148769,-599.9999943417182,-599.9999960418103,-599.9999940924973,-295.0800015964854,-599.9999955483761,-599.9999906976376,-458.9916410603036,-599.9999982462707,-599.9999978541431,-386.96906500082264,599.9999982919205,-599.9999995655033,599.9999964666858,599.9999990957804,599.999994338292,-3.0231061600716203e-6,-401.8162663559714
