Resource,Zone,THERM,MUST_RUN,STOR,FLEX,HYDRO,VRE,LDS,Num_VRE_Bins,New_Build,Previous,Existing_Cap_MW,Existing_Cap_MWh,Existing_Charge_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Max_Charge_Cap_MW,Min_Cap_MW,Min_Cap_MWh,Min_Charge_Cap_MW,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Heat_Rate_MMBTU_per_MWh,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Hydro_Energy_to_Power_Ratio,Min_Power,Self_Disch,Eff_Up,Eff_Down,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Resource_Type,CapRes_1,CapRes_2,CapRes_3,CapRes_4,CapRes_5,CapRes_6,CapRes_7,CapRes_8,CapRes_9,CapRes_10,CapRes_11,CapRes_12,CapRes_13,CapRes_14,CapRes_15,CapRes_16,CapRes_17,CapRes_18,CapRes_19,CapRes_20,CapRes_21,CapRes_22,CapRes_23,CapRes_24,CapRes_25,CapRes_26,CapRes_27,CapRes_28,CapRes_29,CapRes_30,CapRes_31,CapRes_32,CapRes_33,CapRes_34,CapRes_35,CapRes_36,CapRes_37,CapRes_38,CapRes_39,CapRes_40,CapRes_41,CapRes_42,CapRes_43,CapRes_44,CapRes_45,CapRes_46,CapRes_47,CapRes_48,CapRes_49,CapRes_50,CapRes_51,CapRes_52,CapRes_53,CapRes_54,CapRes_55,CapRes_56,CapRes_57,CapRes_58,CapRes_59,CapRes_60,CapRes_61,CapRes_62,CapRes_63,CapRes_64,region,cluster,VRE_Inv_Cost_per_Mwyr_withoutInterconnect,CCS_Rate,MGA,Production_Tax_Credit_Dollars_MWh,Investment_Tax_Credit_Percentage,Captured_CO2_Incentive_PerMetricTon,Transmission Region,interconnect_annuity,Regional Cost Multiplier_InvCost,OFFSHORE_WIND,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,ESR_7,ESR_8,ESR_9,ESR_10,ESR_11,ESR_12,ESR_13,ESR_14,ESR_15,ESR_16,ESR_17,ESR_18,ESR_19,ESR_20,ESR_21,ESR_22,ESR_23,ESR_24
NY_Z_F_natural_gas_fired_combined_cycle_1,23,1,0,0,0,0,0,0,0,0,1600.4,1600.4,0,0,0,-1,-1,0,-1,0,0,0,0,9787,0,0,3.61,0,7.19,middle_atlantic_naturalgas,800.2,90.959,2,6,6,0.64,0.64,0,0.622,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_F,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_F_natural_gas_fired_combined_cycle_2,23,1,0,0,0,0,0,0,0,0,581.3,581.3,0,0,0,-1,-1,0,-1,0,0,0,0,16492,0,0,4.55,0,8.04,middle_atlantic_naturalgas,193.77,90.959,2,6,6,0.64,0.64,0,0.464,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_F,2,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_F_natural_gas_fired_combined_cycle_3,23,1,0,0,0,0,0,0,0,0,160,160,0,0,0,-1,-1,0,-1,0,0,0,0,16492,0,0,4.55,0,9.43,middle_atlantic_naturalgas,80,90.959,2,6,6,0.64,0.64,0,0.688,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_F,3,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_F_natural_gas_fired_combined_cycle_4,23,1,0,0,0,0,0,0,0,0,1187.2,1187.2,0,0,0,-1,-1,0,-1,0,0,0,0,12332,0,0,3.56,0,7.25,middle_atlantic_naturalgas,395.73,90.959,2,6,6,0.64,0.64,0,0.718,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_F,4,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_F_natural_gas_fired_combustion_turbine_1,23,1,0,0,0,0,0,0,0,0,4.4,4.4,0,0,0,-1,-1,0,-1,0,0,0,0,13945,0,0,5.28,0,9.66,middle_atlantic_naturalgas,4.4,117.941,3.5,1,1,3.78,3.78,0,0.3,0,1,1,0,0,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_F,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_F_natural_gas_steam_turbine_1,23,1,0,0,0,0,0,0,0,0,39,39,0,0,0,-1,-1,0,-1,0,0,0,0,51303,0,0,1.06,0,9.21,middle_atlantic_naturalgas,39,99,13.7,24,24,0.57,0.57,0,0,0,1,1,0,0,0.095,0.19,0,0,Natural Gas Steam Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_F,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_F_small_hydroelectric_1,23,0,1,0,0,0,0,0,0,-1,104.4,104.4,0,0,0,-1,-1,0,-1,0,0,0,0,47048,0,0,0,0,10.34,None,1.58,0,0,0,0,1,1,0,0.229,0,1,1,0,0,0,0,0,0,Small Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_F,1,,0,1,0,0.162,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_F_solar_photovoltaic_1,23,0,0,0,0,0,1,0,1,0,422.9,422.9,0,0,0,-1,-1,0,-1,0,0,0,0,22623,0,0,0,0,10.34,None,5.29,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Solar Photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_F,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NY_Z_G-I_batteries_1,24,0,0,1,0,0,0,0,0,0,32.3,32.3,89.5,0,0,-1,-1,0,-1,0,0,0,0,6235,0,0,0,0,10.34,None,2.31,0,0,0,0,1,1,0,0,0,0.92,0.92,1,10,0,0,0,0,Batteries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_G-I,1,,0,1,0,0.162,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,24,1,0,0,0,0,0,0,0,0,1138.2,1138.2,0,0,0,-1,-1,0,-1,0,0,0,0,12332,0,0,3.56,0,6.41,middle_atlantic_naturalgas,189.7,90.959,2,6,6,0.64,0.64,0,0.3,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_G-I,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_G-I_natural_gas_fired_combined_cycle_2,24,1,0,0,0,0,0,0,0,0,21.7,21.7,0,0,0,-1,-1,0,-1,0,0,0,0,16492,0,0,4.55,0,12.81,middle_atlantic_naturalgas,21.7,90.959,2,6,6,0.64,0.64,0,0.429,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_G-I,2,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_G-I_natural_gas_fired_combined_cycle_3,24,1,0,0,0,0,0,0,0,0,741.1,741.1,0,0,0,-1,-1,0,-1,0,0,0,0,9787,0,0,3.61,0,6.95,middle_atlantic_naturalgas,741.1,90.959,2,6,6,0.64,0.64,0,0.521,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_G-I,3,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,24,1,0,0,0,0,0,0,0,0,83.8,83.8,0,0,0,-1,-1,0,-1,0,0,0,0,13945,0,0,5.28,0,17.02,middle_atlantic_naturalgas,41.9,117.941,3.5,1,1,3.78,3.78,0,0.119,0,1,1,0,0,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_G-I,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,24,1,0,0,0,0,0,0,0,0,24.8,24.8,0,0,0,-1,-1,0,-1,0,0,0,0,13945,0,0,5.28,0,19.89,middle_atlantic_naturalgas,24.8,117.941,3.5,1,1,3.78,3.78,0,0.081,0,1,1,0,0,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_G-I,2,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_G-I_natural_gas_steam_turbine_1,24,1,0,0,0,0,0,0,0,0,2847.3,2847.3,0,0,0,-1,-1,0,-1,0,0,0,0,31020,0,0,1.06,0,11.54,middle_atlantic_naturalgas,355.91,99,13.7,24,24,0.57,0.57,0,0.211,0,1,1,0,0,0.095,0.19,0,0,Natural Gas Steam Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_G-I,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_G-I_small_hydroelectric_1,24,0,1,0,0,0,0,0,0,-1,28.7,28.7,0,0,0,-1,-1,0,-1,0,0,0,0,47048,0,0,0,0,10.34,None,1.19,0,0,0,0,1,1,0,0.2533,0,1,1,0,0,0,0,0,0,Small Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_G-I,1,,0,1,0,0.162,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_G-I_solar_photovoltaic_1,24,0,0,0,0,0,1,0,1,0,195.7,195.7,0,0,0,-1,-1,0,-1,0,0,0,0,22623,0,0,0,0,10.34,None,2.22,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Solar Photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_G-I,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NY_Z_J_batteries_1,25,0,0,1,0,0,0,0,0,0,17.2,17.2,39.8,0,0,-1,-1,0,-1,0,0,0,0,6235,0,0,0,0,10.34,None,2.87,0,0,0,0,1,1,0,0,0,0.92,0.92,1,10,0,0,0,0,Batteries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_J,1,,0,1,0,0.162,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_J_natural_gas_fired_combined_cycle_1,25,1,0,0,0,0,0,0,0,0,1837,1837,0,0,0,-1,-1,0,-1,0,0,0,0,9787,0,0,3.61,0,7.59,middle_atlantic_naturalgas,612.33,90.959,2,6,6,0.64,0.64,0,0.459,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_J,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_J_natural_gas_fired_combined_cycle_2,25,1,0,0,0,0,0,0,0,0,433.6,433.6,0,0,0,-1,-1,0,-1,0,0,0,0,16492,0,0,4.55,0,9.66,middle_atlantic_naturalgas,72.27,90.959,2,6,6,0.64,0.64,0,0.743,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_J,2,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_J_natural_gas_fired_combined_cycle_3,25,1,0,0,0,0,0,0,0,0,246.9,246.9,0,0,0,-1,-1,0,-1,0,0,0,0,16492,0,0,4.55,0,7.48,middle_atlantic_naturalgas,246.9,90.959,2,6,6,0.64,0.64,0,0.466,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_J,3,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_J_natural_gas_fired_combined_cycle_4,25,1,0,0,0,0,0,0,0,0,979.5,979.5,0,0,0,-1,-1,0,-1,0,0,0,0,9787,0,0,3.61,0,9.69,middle_atlantic_naturalgas,979.5,90.959,2,6,6,0.64,0.64,0,0.411,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_J,4,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_J_natural_gas_fired_combustion_turbine_1,25,1,0,0,0,0,0,0,0,0,630.6,630.6,0,0,0,-1,-1,0,-1,0,0,0,0,13945,0,0,5.28,0,12.27,middle_atlantic_naturalgas,26.28,117.941,3.5,1,1,3.78,3.78,0,0.167,0,1,1,0,0,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_J,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_J_natural_gas_fired_combustion_turbine_2,25,1,0,0,0,0,0,0,0,0,2313.2,2313.2,0,0,0,-1,-1,0,-1,0,0,0,0,9701,0,0,5.28,0,12.06,middle_atlantic_naturalgas,41.31,117.941,3.5,1,1,3.78,3.78,0,0.584,0,1,1,0,0,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_J,2,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_J_natural_gas_steam_turbine_1,25,1,0,0,0,0,0,0,0,0,4265.4,4265.4,0,0,0,-1,-1,0,-1,0,0,0,0,29694,0,0,1.06,0,11.88,middle_atlantic_naturalgas,355.45,99,13.7,24,24,0.57,0.57,0,0.202,0,1,1,0,0,0.095,0.19,0,0,Natural Gas Steam Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_J,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_J_solar_photovoltaic_1,25,0,0,0,0,0,1,0,1,0,6.7,6.7,0,0,0,-1,-1,0,-1,0,0,0,0,22623,0,0,0,0,10.34,None,1.68,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Solar Photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_J,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NY_Z_K_batteries_1,26,0,0,1,0,0,0,0,0,0,10,10,80,0,0,-1,-1,0,-1,0,0,0,0,6235,0,0,0,0,10.34,None,5,0,0,0,0,1,1,0,0,0,0.92,0.92,1,10,0,0,0,0,Batteries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_K,1,,0,1,0,0.162,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_K_natural_gas_fired_combined_cycle_1,26,1,0,0,0,0,0,0,0,0,136.1,136.1,0,0,0,-1,-1,0,-1,0,0,0,0,16492,0,0,4.55,0,8.93,middle_atlantic_naturalgas,68.05,90.959,2,6,6,0.64,0.64,0,0.588,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_K,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_K_natural_gas_fired_combined_cycle_2,26,1,0,0,0,0,0,0,0,0,365.2,365.2,0,0,0,-1,-1,0,-1,0,0,0,0,16492,0,0,4.55,0,7.47,middle_atlantic_naturalgas,365.2,90.959,2,6,6,0.64,0.64,0,0.63,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_K,2,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_K_natural_gas_fired_combined_cycle_3,26,1,0,0,0,0,0,0,0,0,162.7,162.7,0,0,0,-1,-1,0,-1,0,0,0,0,16492,0,0,4.55,0,8.28,middle_atlantic_naturalgas,162.7,90.959,2,6,6,0.64,0.64,0,0.012,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_K,3,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_K_natural_gas_fired_combined_cycle_4,26,1,0,0,0,0,0,0,0,0,84,84,0,0,0,-1,-1,0,-1,0,0,0,0,16492,0,0,4.55,0,8.69,middle_atlantic_naturalgas,84,90.959,2,6,6,0.64,0.64,0,0.476,0,1,1,0,0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_K,4,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_K_natural_gas_fired_combustion_turbine_1,26,1,0,0,0,0,0,0,0,0,335.2,335.2,0,0,0,-1,-1,0,-1,0,0,0,0,9701,0,0,5.28,0,16.72,middle_atlantic_naturalgas,30.47,117.941,3.5,1,1,3.78,3.78,0,0.582,0,1,1,0,0,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_K,1,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY_Z_K_natural_gas_fired_combustion_turbine_2,26,1,0,0,0,0,0,0,0,0,533.8,533.8,0,0,0,-1,-1,0,-1,0,0,0,0,13945,0,0,5.28,0,10.59,middle_atlantic_naturalgas,48.53,117.941,3.5,1,1,3.78,3.78,0,0.637,0,1,1,0,0,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY_Z_K,2,,0,1,0,0,0,New York,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
