From_zone,To_zone,EC_Category,New_Build,AnnSum,t1h1,t1h2,t1h3,t1h4,t1h5,t1h6,t1h7,t1h8,t1h9,t1h10,t1h11,t1h12,t1h13,t1h14,t1h15,t1h16,t1h17,t1h18,t1h19,t1h20,t1h21,t1h22,t1h23,t1h24
DEOK_OH,EKPC_KY,Existing,0,-103.46101544387193,-600.0,600.0,-600.0,-50.08068571088006,600.0,-53.38032973299187,-600.0,600.0,-600.0,-600.0,600.0,600.0,-600.0,600.0,600.0,-600.0,-600.0,-600.0,600.0,-600.0,600.0,600.0,-600.0,600.0
DEOK_OH,DAY_OH,Existing,0,13892.428116194313,600.0,600.0,400.65820975413203,465.1879549010082,600.0,600.0,426.581951539172,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
DEOK_OH,DAY_OH,Existing,0,-6622.613924341107,169.0260791417479,-184.48467380506793,-600.0,-600.0,-600.0,-600.0,-600.0,-151.48019434283196,-76.84601611025147,408.27133137280805,-130.5271163428323,-149.3747855894121,237.56038678966408,-210.8258883964038,-204.6337317708401,78.67642450192795,-162.04596384350782,-600.0,-600.0,-277.5299866052478,-407.14521828961585,-371.2769526303839,-389.9776184208599,-600.0
DUQ_PA,AEP_OH,Existing,0,12605.568721542131,600.0,600.0,-600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,5.5687215421303335
DUQ_PA,ATSI_OH,Existing,0,-11560.699633714841,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,371.76260527412796,-600.0,-600.0,-600.0,-600.0,-600.0,67.53776101103024,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0
DUQ_PA,ATSI_PA,Existing,0,7260.8649476231185,-600.0,600.0,-600.0,-600.0,-600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,590.4108777575709,600.0,600.0,600.0,600.0,600.0,-529.5459301344529,-600.0,600.0
DUQ_PA,AP_PA,Existing,0,10138.518383594475,533.0730896977304,600.0,600.0,458.3873761001744,600.0,600.0,600.0,600.0,600.0,-600.0,600.0,600.0,600.0,600.0,286.74894236874434,600.0,600.0,600.0,600.0,-600.0,460.308975427826,600.0,600.0,-600.0
DUQ_PA,AP_PA,Existing,0,10800.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,-600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,-600.0,600.0,600.0,600.0,-600.0
DUQ_PA,AP_PA,Existing,0,-2791.6950261906995,-600.0,-332.13666604037826,564.2796239069274,-600.0,-1.7092054751333308,-246.2191836089819,460.8100942608419,-311.12107579619806,600.0,-600.0,-430.1433446209117,-600.0,600.0,600.0,-600.0,13.92972027824112,-600.0,600.0,-600.0,-459.3872967136276,-600.0,414.7296751921849,535.2726324263358,-600.0
AP_PA,PN_PA,Existing,0,-7200.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,600.0,600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,-600.0
AP_PA,PN_PA,Existing,0,-7200.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,600.0,600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,-600.0
AP_PA,AEP_OH,Existing,0,12932.021936427005,600.0,600.0,600.0,600.0,600.0,200.17196866789914,600.0,600.0,515.2274555875763,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,-383.3774878284721
RECO_NJ,PS_NJ,Existing,0,12954.219903314563,-33.210977445721,401.0248031757319,-13.593922415448999,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
AP_PA,PN_PA,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
AP_PA,PN_PA,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
AP_PA,PN_PA,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
AP_PA,PN_PA,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
AP_MD,PEP_MD,Existing,0,-8291.000303547,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-90.44861081724994,-400.0,-400.0,-125.79680188924999,-400.0,-78.05198651925002,3.2970956787498835,-400.0
PL_PA,PN_PA,Existing,0,6470.196132398239,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,193.72855635531891,400.0,252.03590436092077,400.0,-400.0,-400.0,24.431671681999486,400.0,400.0,400.0,400.0,-400.0,400.0,400.0
PL_PA,PN_PA,Existing,0,5881.292035549093,400.0,400.0,400.0,-118.70796445090616,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,-400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0
PL_PA,PN_PA,Existing,0,2371.6466754610205,400.0,400.0,0.3536378926002044,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,400.0,400.0,-28.70696243157954,-400.0,400.0,-400.0
PL_PA,AP_PA,Existing,0,-4960.632074344579,-400.0,-262.9106397529674,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0,-400.0,-400.0,400.0,400.0,-400.0,102.27856540838798,-400.0
PL_PA,ME_PA,Existing,0,6400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
PL_PA,ME_PA,Existing,0,6400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
PL_PA,ME_PA,Existing,0,6400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
PL_PA,ME_PA,Existing,0,6400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
PL_PA,ME_PA,Existing,0,6400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
PL_PA,ME_PA,Existing,0,6400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
PL_PA,ME_PA,Existing,0,6400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
PL_PA,ME_PA,Existing,0,6400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
PL_PA,ME_PA,Existing,0,6400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
PL_PA,ME_PA,Existing,0,6400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
PL_PA,ME_PA,Existing,0,6400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
PL_PA,ME_PA,Existing,0,6400.0,400.0,400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
PL_PA,PE_PA,Existing,0,-3742.891920636359,400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,233.66992079406742,-400.0,-400.0,23.43815856957417,-400.0,400.0,-400.0,-400.0,-400.0,400.0
PL_PA,PE_PA,Existing,0,-5271.217487123136,400.0,-238.89870721641066,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-232.31877990672535,-400.0,-400.0,-400.0,400.0
PL_PA,PE_PA,Existing,0,-8182.302576720516,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,217.46932369618708,-399.7719004167039,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
PN_PA,AP_PA,Existing,0,-4800.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0
PN_PA,AP_PA,Existing,0,-4800.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0
ME_PA,PL_PA,Existing,0,5302.745672062905,400.0,400.0,-400.0,131.54379790887685,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,371.2018741540288,400.0,400.0,400.0,400.0
ME_PA,PL_PA,Existing,0,2262.2794871737115,400.0,1.4483748092078983,-400.0,400.0,-400.0,400.0,19.941066854594034,-400.0,400.0,400.0,-137.9647257326161,400.0,400.0,-400.0,-400.0,-400.0,400.0,400.0,-212.12461227515814,400.0,400.0,-209.02061648231592,400.0,400.0
ME_PA,PL_PA,Existing,0,4000.0,400.0,400.0,-400.0,-400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0
ME_PA,PL_PA,Existing,0,800.0,400.0,-400.0,-400.0,400.0,-400.0,400.0,-400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,-400.0,-400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0
ME_PA,PL_PA,Existing,0,4000.0,400.0,400.0,-400.0,-400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0
ME_PA,PL_PA,Existing,0,800.0,400.0,-400.0,-400.0,400.0,-400.0,400.0,-400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,-400.0,-400.0,400.0,400.0,-400.0,-400.0,400.0,-400.0,400.0,400.0
ME_PA,PL_PA,Existing,0,4800.0,400.0,400.0,-400.0,-400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
ME_PA,PL_PA,Existing,0,0.0,400.0,-400.0,-400.0,400.0,-400.0,400.0,-400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0,400.0
ME_PA,PL_PA,Existing,0,4800.0,400.0,400.0,-400.0,-400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
ME_PA,PL_PA,Existing,0,109.59507785685184,400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,189.460879944482,-79.86580208763017,400.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0,400.0
ME_PA,JC_NJ,Existing,0,6400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,-400.0,400.0
ME_PA,JC_NJ,Existing,0,6400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,-400.0,400.0
JC_NJ,PL_PA,Existing,0,-4510.712418202648,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-110.71241820264845,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0,400.0,-400.0,-400.0,400.0,-400.0
JC_NJ,ME_PA,Existing,0,-5600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0,-400.0,400.0,-400.0
JC_NJ,ME_PA,Existing,0,-6400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0,-400.0
JC_NJ,PS_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
JC_NJ,PS_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
JC_NJ,PS_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
JC_NJ,PS_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
JC_NJ,PS_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
JC_NJ,PS_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
JC_NJ,PS_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
JC_NJ,PS_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
JC_NJ,PS_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
JC_NJ,PS_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
BC_MD,PL_PA,Existing,0,8000.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0
BC_MD,ME_PA,Existing,0,-4477.772010942515,-400.0,400.0,-400.0,-400.0,-77.77201094251564,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0
BC_MD,PEP_MD,Existing,0,-800.0,-400.0,400.0,400.0,-400.0,400.0,400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,400.0
BC_MD,PEP_MD,Existing,0,-800.0,-400.0,400.0,400.0,-400.0,400.0,400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,400.0
BC_MD,PE_PA,Existing,0,2151.508602282678,400.0,-400.0,400.0,-74.58879541530109,400.0,-173.90260230202057,400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,-400.0,-400.0,-400.0
BC_MD,PE_PA,Existing,0,-313.48742191609153,400.0,-400.0,400.0,-400.0,400.0,-400.0,102.06394001680928,400.0,400.0,400.0,274.9033230373295,-400.0,-400.0,400.0,-290.45468497023035,400.0,-400.0,-400.0,-400.0,400.0,400.0,-400.0,-400.0,-400.0
DPL_MD,PE_PA,Existing,0,7200.0,-400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0
DPL_DE,PE_PA,Existing,0,6400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0
DPL_DE,PE_PA,Existing,0,5046.8324821736005,400.0,-220.99540878418,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,-332.17210904222003
DPL_MD,BC_MD,Existing,0,8000.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0
DPL_DE,AE_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
PE_PA,AE_NJ,Existing,0,8800.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0
PE_PA,JC_NJ,Existing,0,-4000.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0,-400.0,-400.0,400.0,400.0,-400.0,-400.0
PS_NJ,PE_PA,Existing,0,3200.0,400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0
PS_NJ,PE_PA,Existing,0,3200.0,400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0
PS_NJ,JC_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
PS_NJ,JC_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
PS_NJ,JC_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
PS_NJ,JC_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
PS_NJ,JC_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
PS_NJ,JC_NJ,Existing,0,-9600.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0
PS_NJ,AE_NJ,Existing,0,6943.81442930966,400.0,-400.0,400.0,400.0,400.0,143.81442930966,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0
PS_NJ,AE_NJ,Existing,0,3679.313796172573,400.0,-400.0,-400.0,400.0,-246.42687040632012,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,-74.25933342110739,-400.0
PS_NJ,AE_NJ,Existing,0,1286.4580705089538,400.0,-400.0,-400.0,400.0,-400.0,-400.0,400.0,400.0,375.6592448767001,-34.4209829430402,398.8392856958001,-394.6763016098604,55.55149551449972,400.0,-400.0,400.0,288.8476455548598,-400.0,255.6961713833548,340.9615120366399,400.0,400.0,-400.0,-400.0
AE_NJ,JC_NJ,Existing,0,4000.0,400.0,-400.0,-400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,400.0,-400.0
AE_NJ,PS_NJ,Existing,0,-1441.9139510605796,-400.0,400.0,400.0,-357.91672244959994,400.0,400.0,-400.0,-10.732578196839995,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,400.0,-152.88215782331997,-400.0,400.0,-400.0,-400.0,110.90071969929991,168.71678770988032,-400.0,400.0
AE_NJ,PS_NJ,Existing,0,-1600.0,-400.0,400.0,400.0,-400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0
AE_NJ,PS_NJ,Existing,0,-2475.0739306514797,-400.0,400.0,400.0,-400.0,400.0,400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,324.92606934852006,400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0
PEP_MD,BC_MD,Existing,0,800.0,400.0,-400.0,-400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,-400.0,-400.0,-400.0,-400.0,400.0,400.0,400.0,-400.0,400.0,400.0,-400.0
PEP_MD,BC_MD,Existing,0,800.0,400.0,-400.0,-400.0,400.0,-400.0,-400.0,400.0,400.0,400.0,400.0,-400.0,400.0,400.0,-400.0,-400.0,-400.0,-400.0,400.0,400.0,400.0,-400.0,400.0,400.0,-400.0
PEP_MD,AP_MD,Existing,0,-1712.2184107404996,-400.0,-400.0,-400.0,-400.0,-400.0,-400.0,-209.72956503375008,-198.20884778200002,-400.0,-102.13719489100004,-20.278368101750008,16.57313928500009,19.00218005775008,29.697706630250046,34.96221156999991,-400.0,400.0,139.9122238845,160.34177450900006,400.0,85.00637778650002,400.0,400.0,-67.3600486549999
PEP_MD,DOM_VA,Existing,0,-4800.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0
PEP_MD,DOM_VA,Existing,0,-4800.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0
PEP_MD,DOM_VA,Existing,0,-4800.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0
PEP_MD,DOM_VA,Existing,0,-4800.0,-400.0,-400.0,-400.0,400.0,-400.0,400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0,400.0,-400.0
