From_zone,To_zone,EC_Category,New_Build,AnnSum,t1h1,t1h2,t1h3,t1h4,t1h5,t1h6,t1h7,t1h8,t1h9,t1h10,t1h11,t1h12,t1h13,t1h14,t1h15,t1h16,t1h17,t1h18,t1h19,t1h20,t1h21,t1h22,t1h23,t1h24
AE_NJ,DPL_DE,Existing,0,814.6548646754145,504.6017505595,-135.32316122767998,296.2230106729601,464.58729334000003,461.971052294,36.318207625500015,116.04429272544007,-1119.777360047,482.5347654285,489.624091716,499.72737921400005,78.98327285449999,512.6891069755,-1500.0,-1500.0,529.054184398,564.5320029674999,430.04397592128,476.891428016635,581.688367548,140.8686742935,126.155471705,-1495.676455319,-227.10648698672003
JC_NJ,AE_NJ,Existing,0,-16248.62836360938,-1428.86162546354,1500.0,1500.0,-1500.0,1500.0,1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,180.23326185415988,-1500.0,-1500.0,1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,1500.0
JC_NJ,PS_NJ,Existing,0,27847.7186177855,1500.0,1500.0,1500.0,1241.8825178056,1500.0,1500.0,1500.0,1208.1160075108398,1500.0,1500.0,1500.0,491.71307833713956,1500.0,819.6788317524802,-1500.0,1273.6108806683196,1500.0,1500.0,1500.0,1500.0,1500.0,1090.7262686411193,1500.0,-778.00896693
JC_NJ,PE_PA,Existing,0,12000.580449920548,1500.0,1500.0,1500.0,1500.0,-1500.0,1500.0,1500.0,1500.0,-1500.0,1500.0,-1500.0,-1150.4812765436955,1500.0,1500.0,1500.0,-1500.0,1500.0,-1500.0,1500.0,1500.0,-1500.0,-1500.0,1151.0617264642424,1500.0
JC_NJ,PL_PA,Existing,0,3088.1494265153406,-502.69864222158935,-1500.0,1500.0,-1500.0,1397.666597485922,-1500.0,-1500.0,-1500.0,1500.0,-1500.0,1425.4662543533177,1500.0,-1500.0,1500.0,1500.0,1500.0,-1500.0,1500.0,1500.0,1500.0,-1500.0,767.7152168976897,1500.0,-1500.0
JC_NJ,PS_NJ,Existing,0,-1921.9855392623172,1075.8125615967208,1500.0,967.6432705344487,-1500.0,1500.0,1500.0,-734.1756930199999,-1500.0,-992.6813651332998,-1116.9236649030402,908.9511336328004,-1500.0,-267.60065593550036,-1500.0,-1500.0,1500.0,-1133.5063343221404,1500.0,-937.8902385506453,-941.6302424333606,-249.98431072830058,1500.0,1500.0,-1500.0
PS_NJ,JC_NJ,Existing,0,-18000.0,-1500.0,1500.0,1500.0,-1500.0,1500.0,1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,1500.0,-1500.0,-1500.0,-1500.0,-1500.0,1500.0,-1500.0
PS_NJ,JC_NJ,Existing,0,-21352.644020240863,-1500.0,1438.5743700977318,1500.0,-1500.0,1428.821202415958,1391.31755616334,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0,140.6316933140006,-1500.0,-1500.0,-1500.0,-1500.0,-251.9888422318927,-1500.0
PL_PA,JC_NJ,Existing,0,-11321.133021038098,1500.0,-829.826664009324,1465.187528212141,-1223.5054097266002,-1500.0,-189.4847851504603,-499.1480976534881,1500.0,-1500.0,-1500.0,-1500.0,-1500.0,1500.0,855.1958674594482,948.9938614706718,396.57323188881173,-274.8048165818004,-1500.0,-1500.0,-1500.0,-1249.8500782370538,-1500.0,-1500.0,-220.46365871044418
PL_PA,AP_PA,Existing,0,-12290.528856012537,-1500.0,-1500.0,1500.0,-1500.0,1202.1628092696235,-1500.0,-1324.0799724875917,-758.5532451681802,-450.24128997658414,584.4824798734796,-1500.0,-1500.0,-1500.0,-1500.0,1500.0,-316.4308892700368,1500.0,-1500.0,-1500.0,1500.0,1500.0,-727.8687482532468,-1500.0,-1500.0
PL_PA,ME_PA,Existing,0,-6012.156318122952,99.8978493793827,-1500.0,1089.8479694029938,-1500.0,1036.9638404617156,1097.905178183599,-1500.0,1335.6526022355954,-31.106265160377994,1500.0,-1500.0,1394.0910288853715,375.9418533578753,-1500.0,-1500.0,-1500.0,286.3341145527937,-1500.0,-1500.0,-1500.0,-25.08021344169795,-1500.0,956.989674916056,1370.4060491037421
ME_PA,PN_PA,Existing,0,14021.772474851039,1500.0,1500.0,-1500.0,1500.0,-1500.0,-212.98466943919743,1500.0,1500.0,-1500.0,1500.0,1500.0,1500.0,1500.0,1141.0045464315901,-1500.0,1500.0,-1500.0,1500.0,1500.0,-406.24740214135454,-1500.0,1500.0,1500.0,1500.0
AEP_OH,ATSI_OH,Existing,0,6882.276002481174,600.0,600.0,600.0,600.0,19.633619820167723,600.0,143.60922794087196,600.0,600.0,600.0,-600.0,600.0,600.0,540.8097977826249,600.0,466.80467900312516,600.0,-600.0,-600.0,-600.0,600.0,400.89139994512516,510.5272779892598,-600.0
AEP_OH,ATSI_OH,Existing,0,-1276.1239183053658,600.0,-116.3103978211002,-483.8976545303676,600.0,600.0,600.0,600.0,600.0,600.0,600.0,-600.0,-217.10410651014604,600.0,-600.0,-467.7089995111265,-600.0,-591.1027599326252,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0
AEP_OH,ATSI_OH,Existing,0,-1805.515843349096,600.0,600.0,-600.0,600.0,-600.0,600.0,-600.0,-449.1558587149409,-600.0,600.0,-600.0,600.0,-156.35998463415513,-600.0,600.0,600.0,600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0
AEP_OH,ATSI_OH,Existing,0,1200.0,600.0,600.0,-600.0,600.0,600.0,600.0,-600.0,600.0,600.0,600.0,-600.0,-600.0,600.0,600.0,-600.0,600.0,600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0
AEP_OH,ATSI_OH,Existing,0,-6580.797667135267,600.0,-600.0,-600.0,600.0,-600.0,600.0,-600.0,-600.0,-600.0,600.0,-57.45223926675019,-600.0,-600.0,600.0,-600.0,-600.0,600.0,-523.3454278685169,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0
AEP_OH,DAY_OH,Existing,0,-12000.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0
AEP_OH,DAY_OH,Existing,0,-12000.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0
AEP_OH,DAY_OH,Existing,0,-12000.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0
AEP_OH,DAY_OH,Existing,0,-12000.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0
AEP_OH,DAY_OH,Existing,0,-12000.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0
AEP_OH,AP_WV,Existing,0,10800.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,-600.0,-600.0,600.0,600.0,-600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
AEP_OH,AP_WV,Existing,0,9748.132488222844,109.80485296049778,600.0,600.0,600.0,600.0,600.0,600.0,38.32763526234521,-600.0,-600.0,600.0,600.0,-600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
OVEC_OH,EKPC_KY,Existing,0,-2400.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,600.0,-600.0,600.0,600.0,-600.0,-600.0,600.0,-600.0,-600.0,600.0,600.0,600.0,-600.0,600.0,-600.0,-600.0,600.0,-600.0
OVEC_OH,EKPC_KY,Existing,0,-2400.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,600.0,-600.0,600.0,600.0,-600.0,-600.0,600.0,-600.0,-600.0,600.0,600.0,600.0,-600.0,600.0,-600.0,-600.0,600.0,-600.0
OVEC_OH,DEOK_OH,Existing,0,3265.5705708200003,585.214901826,587.91007688,590.382273255,-600.0,592.611390552,590.567785131,587.9734597050001,584.754230989,-600.0,-600.0,-600.0,567.3368045560001,566.223652956,-600.0,569.605613241,569.523550678,-600.0,-600.0,564.44574599,566.212155657,569.347499308,573.461430096,-600.0,-600.0
OVEC_OH,DEOK_OH,Existing,0,8178.206751103001,600.0,600.0,-600.0,591.8625625710001,600.0,600.0,-600.0,600.0,580.979753117,575.443019629,570.4502524099998,600.0,-600.0,568.0015599220001,600.0,-600.0,566.24656721,561.9209406300001,600.0,-600.0,600.0,600.0,578.611140123,584.6909554909998
OVEC_OH,DEOK_OH,Existing,0,-4800.0,-600.0,600.0,-600.0,600.0,600.0,600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,600.0,600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0
OVEC_OH,DEOK_OH,Existing,0,-2400.0,600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,600.0,600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,600.0,600.0,-600.0,600.0
DAY_OH,AEP_OH,Existing,0,-12000.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0
DAY_OH,AEP_OH,Existing,0,-12000.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0
ATSI_OH,AEP_OH,Existing,0,-7753.778236167875,600.0,-600.0,-600.0,600.0,-600.0,600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,46.22176383212491
ATSI_OH,AEP_OH,Existing,0,-9931.303512145203,179.4445931847498,-600.0,-600.0,600.0,-600.0,600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-510.74810532995207,-600.0,-600.0,-600.0,-600.0
ATSI_OH,AEP_OH,Existing,0,-8400.0,600.0,-600.0,-600.0,600.0,-600.0,600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0,-600.0,-600.0,-600.0,-600.0
ATSI_OH,AEP_OH,Existing,0,-13219.907927774242,-600.0,-600.0,-600.0,-533.3075422236083,-600.0,-36.89220631279886,-600.0,-600.0,-600.0,-49.70817923783403,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0
ATSI_OH,DUQ_PA,Existing,0,11854.86613580545,310.1650297420004,600.0,251.59200826600738,116.34402886960834,600.0,600.0,600.0,600.0,600.0,376.765068927834,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,-600.0
ATSI_OH,DUQ_PA,Existing,0,9462.431002120555,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,-600.0,600.0,-120.57008319839618,600.0,600.0,-330.0354448677516,600.0,600.0,600.0,600.0,-286.9634698132977,600.0,600.0,600.0,-600.0
ATSI_OH,DUQ_PA,Existing,0,2135.3128998568186,-600.0,600.0,-600.0,-600.0,-370.1485006452074,600.0,600.0,600.0,600.0,-600.0,600.0,-600.0,600.0,600.0,-600.0,-600.0,600.0,105.46140050202598,600.0,-600.0,600.0,600.0,600.0,-600.0
ATSI_OH,PN_PA,Existing,0,5103.938327855791,600.0,500.5693712297748,-600.0,600.0,600.0,-600.0,-600.0,157.71064519343406,600.0,600.0,600.0,600.0,600.0,-600.0,600.0,600.0,600.0,245.65831143258265,-600.0,-600.0,600.0,600.0,-600.0,600.0
EKPC_KY,DEOK_OH,Existing,0,-9037.102810650751,-600.0,-600.0,11.09750081916809,-600.0,-600.0,-600.0,28.082480650208026,-600.0,600.0,-78.23038348470396,-600.0,-600.0,-196.79561957455203,-600.0,-600.0,-264.6308767477841,-378.90471393862373,-514.0609624613439,-600.0,-443.6602359131198,-600.0,-600.0,600.0,-600.0
EKPC_KY,AEP_OH,Existing,0,-11734.596742145937,-600.0,-600.0,-600.0,-600.0,65.84065013676809,-600.0,-600.0,-14.893684701663915,-600.0,-600.0,-159.68626821248802,-200.73479143711194,-600.0,-600.0,-233.04063750520004,-600.0,-600.0,-600.0,-600.0,-600.0,-392.08201042624,-600.0,-600.0,-600.0
EKPC_KY,DAY_OH,Existing,0,11745.252551171096,-600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,-25.360918302024125,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,-229.38653052688005,600.0
EKPC_KY,AEP_OH,Existing,0,-12012.574839883511,-600.0,241.07041810476812,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-228.872510528984,-600.0,-600.0,-600.0,-600.0,-498.4878054783037,-600.0,-600.0,-319.59049439526405,-600.0,193.30555241427214
DEOK_OH,EKPC_KY,Existing,0,1929.580016009344,129.58001600934404,600.0,-600.0,600.0,600.0,600.0,-600.0,600.0,-600.0,-600.0,600.0,600.0,-600.0,600.0,600.0,-600.0,-600.0,-600.0,600.0,-600.0,600.0,600.0,-600.0,600.0
