Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26,Load_MW_z27,Load_MW_z28,Load_MW_z29,Load_MW_z30,Load_MW_z31,Load_MW_z32,Load_MW_z33,Load_MW_z34,Load_MW_z35,Load_MW_z36,Load_MW_z37,Load_MW_z38,Load_MW_z39,Load_MW_z40,Load_MW_z41,Load_MW_z42,Load_MW_z43,Load_MW_z44,Load_MW_z45,Load_MW_z46,Load_MW_z47,Load_MW_z48,Load_MW_z49,Load_MW_z50,Load_MW_z51,Load_MW_z52,Load_MW_z53,Load_MW_z54,Load_MW_z55,Load_MW_z56,Load_MW_z57,Load_MW_z58,Load_MW_z59,Load_MW_z60,Load_MW_z61,Load_MW_z62,Load_MW_z63,Load_MW_z64
,,,,,,,,47,39306,1746,535,21256,1653,3205,9559,2048,3090,9902,4052,6508,8489,2695,4044,3160,2972,4857,3035,8302,1303,1677,1039,1837,5523,1692,1118,847,191,3996,15479,5825,17028,5404,11862,8402,10957,1945,18536,3542,667,16555,22460,2748,7130,10358,1474,1521,10220,7700,2556,8065,2017,1442,2570,1242,3355,4287,21116,7638,2685,9632,4120,152
,,,,,,,,48,36043,1602,484,18940,1574,2978,9081,1910,2878,9252,3702,6080,8013,2475,3729,2906,2750,4479,2701,7452,1169,1531,947,1676,4983,1526,1020,772,175,3697,14159,5296,15948,5008,11036,7833,10035,1799,17545,3362,610,15337,20614,2508,6543,9499,1361,1432,10213,7691,2553,8055,1935,1441,2475,1232,3329,4048,20288,7340,2579,9173,3847,152
,,,,,,,,49,33271,1478,648,17591,1532,2790,8722,1821,2741,8879,3477,5833,7681,2287,3455,2695,2573,4150,2398,6659,1053,1412,874,1546,4574,1401,941,713,161,3443,13105,4901,15140,4680,10349,7396,9333,1675,17024,3262,573,14538,19535,2371,6150,8846,1255,1404,9790,7369,2446,7719,1836,1382,2270,1197,3236,3713,19098,6830,2462,8572,3552,145
,,,,,,,,50,31544,1401,601,17108,1505,2647,8550,1776,2673,8691,3367,5658,7425,2168,3271,2555,2456,3929,2235,6243,998,1359,841,1488,4387,1344,906,686,155,3345,12676,4727,14761,4543,9824,7179,9046,1627,17010,3230,554,14095,19073,2302,5929,8461,1189,1386,9007,6775,2249,7096,1738,1272,2091,1128,3047,3514,17614,6397,2387,7957,3365,133
,,,,,,,,51,30815,1369,572,16637,1507,2584,8383,1769,2663,8506,3342,5634,7363,2122,3215,2514,2417,3860,2075,5834,945,1306,808,1430,4207,1288,871,659,149,3250,12253,4554,14386,4407,9590,6964,8761,1581,17001,3202,550,13932,18710,2294,5866,8359,1160,1390,8223,6181,2051,6473,1682,1160,1984,1061,2863,3356,16471,6084,2328,7607,3280,122
,,,,,,,,52,30119,1338,551,17201,1511,2520,8382,1764,2653,8581,3317,5619,7302,2077,3159,2474,2379,3794,2014,5688,945,1283,794,1405,4152,1272,855,647,146,3214,12119,4539,14370,4371,9355,6884,8739,1564,17980,3342,547,13870,18838,2287,5804,8262,1140,1395,7710,5798,1925,6073,1650,1088,1940,1004,2710,3318,15917,5983,2319,7487,3239,114
,,,,,,,,53,30344,1348,547,19133,1609,2531,8640,1833,2757,9016,3432,5902,7534,2093,3184,2495,2417,3823,1996,5647,949,1292,799,1415,4207,1288,861,651,147,3300,12381,4683,14778,4475,9385,6976,8938,1606,20209,3671,565,14263,19869,2350,5952,8377,1144,1479,7438,5598,1859,5863,1622,1050,1898,983,2654,3283,15822,5885,2323,7378,3230,110
,,,,,,,,54,31931,1418,557,21555,1769,2630,9216,1994,3001,10014,3743,6539,8152,2201,3345,2635,2567,4017,2043,5797,982,1363,843,1492,4462,1367,908,688,155,3557,13308,5110,15802,4805,9741,7429,9809,1731,22234,3973,617,15509,22297,2537,6410,8888,1195,1646,7166,5399,1792,5655,1642,1012,1903,962,2599,3335,15742,5900,2379,7399,3329,106
,,,,,,,,55,34789,1546,584,23039,1927,2861,9867,2210,3329,11153,4236,7306,9205,2402,3670,2911,2803,4407,2257,6370,1098,1546,957,1694,5133,1572,1031,781,176,4047,15183,5945,17401,5455,10579,8344,11305,1970,22459,4052,698,16912,24399,2884,7236,9898,1293,1801,7113,5366,1782,5622,1707,1004,1953,963,2602,3470,16148,6091,2501,7662,3551,105
,,,,,,,,56,37268,1656,620,24131,1988,3159,10087,2286,3443,11372,4458,7486,9792,2574,3937,3125,2950,4729,2710,7521,1295,1727,1069,1892,5717,1750,1152,872,197,4369,16552,6381,18359,5868,11663,8961,12093,2126,22528,4090,735,17278,24478,3139,7753,10634,1392,1835,7238,5470,1816,5730,1816,1021,2106,978,2645,3820,17284,6443,2612,8295,3849,107
,,,,,,,,57,37884,1683,691,25512,1960,3277,10071,2293,3457,11445,4443,7530,9711,2608,3958,3141,2978,4754,3040,8295,1380,1800,1114,1972,5910,1810,1200,908,205,4391,16737,6372,18288,5862,12113,8931,11935,2137,22559,4109,732,17349,24669,3107,7766,10640,1427,1797,7740,5851,1942,6129,1954,1092,2391,1022,2765,4244,19286,6940,2701,9069,3987,115
,,,,,,,,58,38958,1731,758,26633,1932,3311,10128,2297,3464,11539,4431,7566,9613,2668,3987,3163,3017,4789,3109,8477,1414,1840,1139,2016,5975,1830,1227,929,210,4350,16723,6330,18296,5820,12255,8931,11889,2116,22532,4107,730,17532,24978,3079,7798,10711,1458,1758,8617,6525,2166,6835,2026,1216,2607,1079,2918,4455,21123,7117,2707,9154,4051,129
,,,,,,,,59,40169,1785,823,27748,1910,3329,10133,2291,3453,11534,4426,7552,9558,2742,4064,3222,3070,4881,3132,8594,1409,1859,1151,2036,6037,1849,1239,938,212,4374,16765,6390,18360,5853,12328,8977,11934,2128,22452,4113,729,17776,25312,3077,7848,10832,1488,1736,9380,7077,2350,7413,2081,1323,2638,1090,2947,4493,21872,7073,2661,9028,4092,139
,,,,,,,,60,41157,1829,892,28765,1876,3366,10104,2294,3460,11508,4435,7518,9439,2804,4136,3278,3123,4968,3156,8685,1398,1866,1156,2045,6054,1854,1244,942,213,4370,16718,6406,18347,5848,12457,8967,11984,2127,22486,4143,731,18004,25540,3072,7868,10961,1512,1706,9541,7188,2386,7528,2070,1346,2625,1089,2942,4490,21841,7107,2648,8935,4120,142
,,,,,,,,61,41743,1855,962,29745,1856,3380,10169,2295,3466,11496,4453,7510,9392,2849,4221,3343,3195,5070,3159,8717,1382,1864,1155,2043,6023,1845,1243,941,213,4353,16641,6442,18370,5837,12515,8975,11975,2118,22544,4157,734,18259,25778,3062,7907,11119,1525,1684,9736,7320,2430,7667,2066,1374,2615,1123,3030,4465,21698,7104,2652,8826,4119,144
,,,,,,,,62,42512,1889,1016,30600,1851,3381,10211,2296,3469,11416,4461,7469,9395,2911,4353,3432,3268,5228,3136,8681,1362,1866,1155,2044,6021,1844,1244,942,213,4369,16658,6469,18336,5845,12519,8955,11941,2126,22599,4150,736,18453,25927,3079,7951,11287,1544,1674,9857,7413,2461,7765,2046,1391,2594,1139,3072,4414,21327,7129,2627,8822,4130,146
,,,,,,,,63,43011,1911,1039,31364,1832,3389,10117,2287,3456,11256,4461,7352,9255,2950,4428,3484,3310,5318,3133,8669,1353,1856,1148,2032,5974,1830,1237,936,212,4321,16613,6480,18240,5808,12549,8888,12008,2103,22606,4171,736,18594,26055,3069,7950,11405,1555,1668,9900,7433,2467,7786,2022,1397,2578,1155,3113,4351,20929,7150,2617,8770,4131,147
,,,,,,,,64,43591,1937,1057,31892,1811,3372,10118,2278,3445,11096,4461,7240,9144,2997,4526,3555,3364,5436,3105,8629,1337,1845,1142,2021,5969,1828,1229,931,210,4271,16611,6470,18117,5765,12477,8782,12116,2078,22709,4196,736,18904,26306,3051,7946,11536,1571,1658,9845,7386,2452,7737,1993,1390,2552,1147,3091,4340,20652,7168,2625,8796,4158,146
,,,,,,,,65,44229,1965,1091,31742,1822,3362,10102,2280,3456,11013,4504,7195,9131,3046,4623,3631,3417,5553,3083,8579,1350,1842,1140,2018,5999,1837,1228,930,210,4268,16672,6510,18062,5767,12427,8747,12147,2077,22900,4234,742,19189,26436,3055,7995,11700,1587,1663,9823,7367,2445,7717,1973,1387,2505,1156,3113,4273,20186,7274,2663,8808,4168,145
,,,,,,,,66,44354,1971,1131,31386,1848,3344,10231,2297,3490,10974,4529,7189,9131,3062,4679,3669,3449,5619,3095,8626,1378,1843,1140,2019,6062,1857,1228,930,210,4269,16762,6556,18005,5777,12342,8640,12238,2078,23520,4304,747,19435,26591,3042,7995,11724,1594,1700,9773,7327,2432,7674,1973,1379,2504,1155,3108,4256,19908,7377,2719,8888,4186,144
,,,,,,,,67,44073,1958,1148,31286,1873,3308,10228,2299,3500,11064,4546,7305,9177,3050,4686,3677,3475,5628,3114,8691,1392,1828,1132,2002,6088,1864,1219,923,208,4236,16747,6457,17990,5718,12196,8527,12200,2062,24566,4497,749,19407,26933,3038,8012,11739,1589,1723,9697,7277,2416,7622,1982,1368,2528,1164,3131,4271,19982,7483,2761,9015,4178,143
,,,,,,,,68,44151,1962,1069,30382,1887,3331,10551,2379,3614,11626,4710,7679,9504,3060,4723,3707,3552,5672,3140,8766,1431,1892,1171,2072,6310,1932,1261,955,216,4424,17631,6706,18368,5928,12286,8689,12677,2153,23952,4420,777,19967,28081,3086,8160,11855,1597,1746,9663,7259,2410,7603,1999,1364,2584,1172,3153,4350,20097,7604,2812,9248,4206,143
,,,,,,,,69,44896,1995,959,27747,1836,3452,10495,2350,3555,11346,4733,7457,9461,3102,4760,3729,3506,5717,3330,9168,1485,1898,1175,2078,6318,1935,1265,958,217,4503,17789,6783,18847,6075,12748,9139,12956,2191,22339,4174,781,19472,27125,3147,8242,12080,1639,1687,9676,7282,2418,7628,2037,1366,2628,1181,3177,4477,20445,7541,2809,9591,4384,144
,,,,,,,,70,43333,1926,902,24540,1721,3373,10069,2219,3353,10667,4487,7003,9002,2998,4610,3596,3360,5536,3270,8881,1434,1812,1122,1985,6000,1837,1208,915,207,4291,16875,6449,18055,5812,12466,8830,12137,2088,20295,3838,740,18390,25099,2983,7862,11609,1602,1587,9880,7445,2471,7798,2046,1394,2654,1193,3217,4546,21062,7681,2776,9920,4373,147
,,,,,,,,71,40714,1809,827,21471,1592,3207,9520,2057,3105,9897,4120,6483,8306,2818,4344,3368,3132,5217,3030,8244,1314,1679,1040,1838,5517,1690,1119,847,192,3937,15421,5877,16848,5351,11866,8251,11106,1916,18450,3533,679,16892,22896,2730,7274,10820,1515,1456,10488,7903,2624,8278,2036,1481,2664,1251,3377,4435,21396,7681,2721,9662,4188,155
,,,,,,,,72,37265,1656,746,19217,1507,2972,9009,1907,2875,9272,3758,6069,7768,2580,3971,3073,2870,4769,2696,7375,1161,1533,948,1679,4983,1526,1022,774,175,3594,13998,5323,15582,4877,11013,7605,10016,1749,17398,3297,620,15591,20985,2465,6661,9874,1393,1377,10470,7886,2618,8260,1952,1478,2552,1248,3369,4198,20818,7336,2619,9224,3886,155
,,,,,,,,73,34386,1528,656,17945,1452,2773,8686,1822,2745,8893,3529,5820,7437,2381,3666,2841,2668,4404,2385,6590,1048,1414,875,1549,4578,1402,943,713,161,3351,12945,4918,14773,4565,10289,7168,9271,1630,16812,3167,581,14614,19651,2300,6246,9182,1286,1334,10071,7581,2516,7940,1861,1421,2349,1207,3264,3888,19576,6792,2492,8596,3590,150
,,,,,,,,74,32512,1444,609,17162,1407,2628,8533,1753,2640,8656,3374,5649,7148,2251,3460,2688,2536,4156,2174,6055,987,1345,832,1474,4338,1328,897,679,153,3219,12349,4653,14345,4386,9757,6942,8859,1566,16566,3096,556,14102,18985,2209,5989,8733,1216,1299,9295,6992,2321,7324,1762,1312,2189,1136,3070,3670,18086,6352,2414,7957,3401,138
,,,,,,,,75,31336,1392,579,16908,1388,2559,8426,1727,2601,8568,3304,5577,6983,2172,3346,2603,2463,4019,2061,5767,951,1306,808,1430,4200,1286,871,659,149,3154,12036,4527,14109,4294,9505,6816,8569,1534,16701,3075,545,13840,18652,2167,5862,8486,1173,1286,8472,6368,2114,6669,1703,1196,2070,1069,2888,3528,16998,6096,2366,7724,3286,126
,,,,,,,,76,30759,1367,561,17454,1412,2516,8462,1727,2599,8690,3291,5646,6980,2129,3268,2547,2426,3926,2000,5616,947,1290,798,1413,4171,1277,859,651,147,3145,11960,4506,14181,4284,9348,6805,8621,1531,17618,3195,542,13841,18786,2167,5816,8381,1153,1304,7830,5888,1954,6167,1662,1105,2014,1012,2730,3472,16366,5904,2338,7592,3236,116
,,,,,,,,77,30906,1373,558,19311,1500,2526,8741,1789,2693,9125,3376,5922,7166,2139,3285,2562,2456,3944,1987,5604,960,1296,802,1419,4221,1293,864,654,148,3210,12146,4611,14683,4374,9379,6957,8826,1562,19864,3545,556,14281,19816,2221,5927,8467,1156,1381,7471,5624,1867,5891,1661,1054,2001,984,2656,3435,16095,5843,2353,7515,3232,110
,,,,,,,,78,32418,1440,568,21710,1662,2608,9333,1947,2933,10171,3659,6586,7767,2235,3402,2666,2596,4086,2028,5739,988,1367,846,1496,4478,1371,911,690,155,3484,13089,5009,15760,4719,9677,7436,9590,1695,21784,3892,603,15506,22352,2392,6325,8903,1204,1540,7260,5469,1815,5729,1678,1024,2017,968,2613,3468,16134,5855,2396,7567,3330,107
,,,,,,,,79,35301,1569,595,23182,1822,2841,10007,2172,3273,11261,4125,7318,8806,2431,3685,2910,2829,4426,2259,6329,1102,1554,961,1701,5162,1580,1036,783,177,4019,15040,5855,17430,5418,10515,8389,11131,1956,22058,3982,680,16990,24370,2724,7104,9863,1302,1713,7193,5428,1802,5685,1726,1016,2073,963,2601,3597,16487,6045,2516,7765,3548,106
,,,,,,,,80,37539,1668,628,24282,1868,3137,10202,2235,3370,11469,4336,7484,9337,2584,3913,3098,2942,4699,2713,7479,1310,1719,1064,1882,5693,1743,1145,867,196,4288,16141,6274,18398,5794,11595,9013,11936,2087,22098,4022,714,17277,24332,2977,7617,10553,1393,1735,7333,5540,1839,5803,1843,1035,2240,974,2634,3938,17679,6408,2645,8319,3822,109
,,,,,,,,81,38266,1700,696,25672,1851,3256,10235,2245,3388,11535,4354,7530,9305,2624,3939,3114,2978,4731,2985,8220,1383,1779,1101,1949,5852,1792,1186,898,203,4316,16316,6292,18388,5816,12041,9001,11846,2101,22355,4039,717,17365,24450,2982,7688,10589,1430,1693,7831,5919,1965,6200,1972,1105,2534,1014,2741,4334,19602,6942,2717,8884,3957,116
,,,,,,,,82,39409,1751,755,26983,1849,3333,10190,2268,3423,11608,4416,7572,9291,2694,4012,3171,3030,4819,3029,8387,1391,1817,1125,1990,5909,1810,1211,917,207,4312,16373,6325,18310,5800,12345,8947,11860,2098,22609,4050,728,17612,25010,3016,7813,10773,1461,1679,8705,6591,2188,6904,2064,1228,2728,1073,2904,4502,21326,7163,2716,8981,4013,129
,,,,,,,,83,40781,1812,807,28140,1846,3402,10220,2316,3495,11605,4512,7573,9379,2780,4110,3248,3096,4937,3060,8494,1404,1836,1137,2012,5978,1831,1225,927,209,4348,16506,6392,18415,5836,12604,9000,12031,2116,22926,4098,743,17953,25476,3065,7980,10992,1500,1682,9409,7096,2356,7433,2112,1328,2729,1087,2934,4509,21939,7156,2665,8859,4081,140
,,,,,,,,84,42009,1866,860,29377,1838,3449,10252,2324,3507,11567,4578,7549,9374,2861,4214,3328,3185,5062,3098,8567,1432,1845,1142,2021,5997,1836,1229,931,210,4341,16488,6424,18456,5834,12768,8997,12182,2113,23417,4155,755,18431,26026,3088,8092,11150,1532,1660,9637,7255,2408,7599,2094,1360,2708,1100,2968,4496,21684,7205,2674,8797,4121,143
,,,,,,,,85,42908,1906,915,30572,1835,3481,10379,2344,3541,11597,4632,7564,9365,2930,4348,3425,3291,5222,3106,8583,1440,1842,1140,2018,5966,1827,1228,930,210,4329,16452,6428,18543,5823,12889,9028,12272,2107,23781,4195,763,18935,26606,3098,8187,11360,1555,1668,9818,7375,2448,7725,2062,1386,2691,1110,2991,4461,21476,7173,2652,8826,4143,145
,,,,,,,,86,43844,1948,955,31574,1839,3522,10441,2364,3574,11586,4688,7564,9384,3004,4499,3531,3388,5403,3079,8520,1414,1842,1140,2018,5957,1824,1228,929,210,4284,16423,6469,18624,5797,13042,9055,12423,2085,24113,4225,773,19305,27165,3122,8307,11547,1578,1668,9901,7438,2469,7790,2034,1397,2639,1129,3042,4394,21214,7181,2632,8707,4167,147
,,,,,,,,87,44422,1974,972,32465,1842,3560,10391,2374,3590,11480,4709,7486,9320,3057,4635,3624,3460,5566,3077,8507,1406,1832,1134,2006,5910,1811,1221,924,209,4247,16363,6464,18543,5769,13182,8987,12477,2067,24370,4249,776,19480,27398,3117,8346,11695,1594,1681,9959,7471,2480,7825,2015,1406,2597,1132,3049,4391,21064,7217,2649,8748,4193,147
,,,,,,,,88,44876,1994,992,33026,1844,3570,10399,2378,3600,11390,4735,7415,9240,3103,4764,3708,3528,5722,3059,8460,1393,1817,1125,1990,5891,1804,1211,917,207,4204,16342,6524,18461,5749,13211,8895,12608,2046,24608,4292,781,19892,27940,3120,8385,11795,1605,1694,9967,7471,2480,7826,2002,1407,2538,1147,3089,4361,20842,7247,2662,8779,4201,147
,,,,,,,,89,45276,2012,1025,32776,1848,3571,10417,2391,3627,11331,4776,7384,9232,3145,4880,3791,3601,5861,3039,8441,1384,1821,1127,1995,5939,1819,1214,919,208,4201,16370,6579,18471,5763,13198,8878,12753,2045,24711,4351,787,20247,28128,3139,8468,11933,1618,1708,9951,7457,2476,7811,1997,1405,2498,1149,3093,4314,20536,7330,2690,8821,4229,147
,,,,,,,,90,45287,2012,1061,32157,1861,3565,10480,2388,3632,11258,4800,7357,9221,3153,4923,3821,3629,5914,3039,8564,1420,1822,1128,1996,6000,1837,1214,920,208,4218,16510,6615,18436,5783,13153,8803,12835,2052,24965,4434,791,20421,28110,3147,8501,11964,1621,1718,9887,7407,2459,7758,1976,1395,2479,1150,3092,4286,20311,7405,2723,8925,4236,146
,,,,,,,,91,44826,1992,1077,31790,1887,3512,10505,2406,3667,11312,4790,7447,9240,3124,4889,3800,3606,5871,3052,8776,1463,1803,1116,1975,6008,1840,1202,910,205,4209,16523,6494,18425,5759,12947,8705,12701,2048,25557,4576,789,20232,28093,3139,8490,11953,1612,1747,9840,7378,2449,7728,1970,1389,2494,1159,3119,4272,20117,7516,2767,9079,4223,146
,,,,,,,,92,44744,1988,1002,30724,1894,3515,10680,2467,3751,11808,4903,7779,9506,3111,4846,3785,3613,5820,3068,8968,1496,1865,1155,2043,6222,1906,1243,941,213,4386,17404,6706,18598,5922,12965,8784,12959,2135,24689,4473,808,20348,28830,3139,8560,12041,1616,1767,9718,7296,2421,7641,1977,1371,2537,1159,3119,4308,20340,7567,2794,9263,4249,144
,,,,,,,,93,45255,2011,893,28337,1846,3612,10654,2433,3683,11490,4910,7542,9504,3139,4863,3792,3555,5841,3265,9246,1500,1871,1158,2049,6233,1909,1248,945,214,4461,17523,6769,19025,6063,13337,9196,13046,2171,22884,4234,809,19775,27757,3185,8599,12138,1648,1706,9710,7303,2424,7649,1999,1370,2579,1166,3137,4395,20604,7488,2783,9553,4387,144
,,,,,,,,94,43834,1948,843,25262,1723,3541,10283,2301,3479,10820,4665,7086,9005,3040,4711,3662,3395,5658,3214,9004,1447,1788,1107,1958,5924,1814,1192,902,204,4246,16634,6437,18316,5807,13084,8929,12360,2067,20651,3901,769,18639,25686,3010,8219,11719,1613,1601,9784,7368,2446,7718,2037,1381,2582,1175,3168,4448,20925,7628,2754,9860,4379,145
,,,,,,,,95,41153,1829,774,22111,1578,3371,9630,2118,3200,9983,4268,6524,8267,2853,4410,3414,3151,5297,2993,8398,1338,1670,1034,1829,5495,1683,1113,843,191,3896,15210,5879,16986,5333,12473,8289,11280,1896,18877,3589,704,17077,23139,2747,7563,10906,1523,1455,10350,7796,2588,8166,1999,1461,2585,1235,3335,4342,20776,7636,2680,9586,4180,153
,,,,,,,,96,37777,1678,699,19935,1499,3120,9023,1965,2965,9306,3893,6082,7756,2615,4028,3112,2879,4837,2677,7561,1182,1526,945,1671,4968,1521,1017,770,174,3573,13822,5302,15693,4883,11560,7621,10113,1739,17589,3387,642,15670,21135,2486,6933,10002,1407,1374,10301,7755,2575,8124,1913,1454,2490,1228,3317,4090,19997,7314,2576,9292,3900,152
,,,,,,,,97,34928,1552,503,18477,1462,2900,8663,1863,2809,8903,3635,5818,7409,2419,3725,2879,2689,4474,2375,6815,1062,1412,874,1547,4575,1401,941,713,161,3330,12811,4903,14785,4547,10761,7151,9293,1621,16920,3229,598,14773,19787,2307,6473,9270,1298,1344,9873,7427,2466,7779,1819,1393,2291,1188,3210,3752,18744,6713,2455,8645,3599,147
,,,,,,,,98,33044,1468,470,17687,1436,2736,8419,1802,2715,8641,3474,5638,7162,2288,3523,2727,2555,4232,2175,6299,1017,1345,833,1474,4344,1330,897,679,153,3215,12260,4631,14275,4378,10157,6886,8838,1564,16586,3145,573,14178,19029,2210,6196,8858,1229,1338,9128,6860,2277,7185,1720,1288,2115,1126,3042,3519,17229,6294,2373,7961,3413,135
,,,,,,,,99,31837,1415,451,17395,1414,2647,8352,1757,2646,8519,3373,5551,7017,2207,3402,2636,2486,4085,2066,6023,991,1309,810,1434,4216,1291,873,661,150,3141,11972,4517,14015,4275,9836,6727,8589,1529,16653,3134,555,13909,18632,2164,6017,8570,1186,1321,8371,6282,2086,6580,1644,1181,1994,1055,2846,3371,15941,6032,2319,7672,3303,124
,,,,,,,,100,31250,1389,439,17890,1432,2588,8370,1745,2627,8585,3340,5587,7023,2164,3330,2584,2445,3999,2011,5882,994,1298,803,1421,4202,1287,865,655,148,3133,11906,4501,14089,4276,9621,6698,8573,1525,17530,3296,550,13882,18714,2160,5943,8442,1165,1328,7795,5852,1943,6129,1603,1100,1931,996,2689,3281,15320,5873,2284,7425,3248,115
,,,,,,,,101,31422,1396,441,19723,1538,2577,8628,1806,2719,8958,3419,5829,7223,2173,3330,2591,2475,3999,2005,5862,993,1308,809,1433,4268,1307,872,660,149,3218,12159,4602,14497,4375,9575,6790,8786,1566,19811,3623,563,14392,19806,2210,6027,8513,1168,1411,7430,5582,1853,5847,1590,1048,1899,970,2619,3251,14929,5788,2283,7331,3243,110
,,,,,,,,102,32836,1459,462,22134,1703,2646,9193,1965,2959,9937,3680,6446,7791,2263,3441,2694,2607,4132,2063,6021,1032,1382,855,1513,4534,1389,922,697,157,3484,13103,5034,15572,4720,9822,7280,9579,1695,21712,3946,606,15554,22207,2388,6406,8953,1214,1596,7223,5431,1803,5689,1609,1019,1902,959,2590,3281,15020,5808,2347,7379,3332,106
,,,,,,,,103,35735,1588,515,23574,1858,2870,9902,2163,3257,11007,4108,7175,8833,2465,3753,2956,2852,4508,2300,6631,1155,1574,974,1723,5243,1605,1049,794,179,4006,15098,5857,17280,5417,10635,8166,11923,1949,22087,4057,677,17005,24134,2724,7153,9926,1311,1748,7140,5376,1785,5631,1648,1008,1966,953,2574,3403,15160,5987,2452,7613,3543,105
,,,,,,,,104,37997,1688,542,24784,1917,3152,10212,2250,3390,11276,4337,7374,9357,2622,3999,3154,2972,4803,2765,7840,1344,1745,1081,1912,5805,1778,1163,881,199,4309,16337,6259,18237,5795,11662,8849,11808,2097,22249,4117,714,17298,24150,2962,7667,10640,1402,1784,7250,5468,1815,5727,1765,1023,2123,964,2604,3753,16184,6347,2580,8148,3818,107
,,,,,,,,105,38829,1725,567,26309,1904,3299,10351,2275,3433,11431,4374,7474,9362,2666,4018,3181,3024,4826,3081,8601,1437,1813,1122,1986,5993,1835,1208,915,207,4319,16578,6286,18337,5796,12203,8890,11760,2102,22629,4178,720,17568,24493,3003,7772,10707,1441,1761,7768,5860,1946,6138,1889,1096,2394,1001,2707,4080,17971,6908,2646,8726,3951,115
,,,,,,,,106,40175,1785,601,27517,1895,3397,10455,2310,3487,11583,4472,7564,9396,2744,4075,3229,3072,4895,3152,8757,1449,1853,1147,2029,6063,1857,1235,935,211,4311,16706,6337,18516,5813,12578,8967,11860,2098,23056,4230,737,17992,25261,3023,7953,10916,1481,1735,8715,6588,2187,6901,1955,1230,2585,1064,2877,4267,19616,7092,2646,8875,4028,129
,,,,,,,,107,41702,1853,629,28498,1882,3479,10592,2350,3547,11719,4571,7634,9414,2840,4184,3319,3150,5025,3180,8861,1445,1877,1161,2056,6148,1882,1251,947,214,4338,16902,6417,18772,5851,12888,9097,12100,2111,23523,4312,754,18524,26020,3060,8117,11173,1523,1729,9383,7067,2346,7402,1987,1324,2606,1079,2915,4277,20146,7073,2594,8800,4097,139
,,,,,,,,108,43042,1912,662,29594,1868,3544,10723,2382,3597,11780,4656,7659,9382,2928,4305,3411,3261,5170,3220,8944,1449,1883,1166,2063,6163,1887,1255,950,215,4308,16839,6486,18943,5852,13118,9143,12218,2096,24150,4422,767,19138,26709,3074,8250,11417,1558,1709,9624,7236,2402,7579,1980,1358,2584,1093,2950,4267,20026,7093,2597,8790,4153,143
,,,,,,,,109,44159,1962,701,30587,1859,3587,10703,2405,3636,11790,4712,7669,9386,3012,4461,3525,3390,5358,3204,8924,1434,1868,1157,2046,6089,1864,1245,943,213,4287,16673,6521,18929,5846,13269,9097,12425,2086,24638,4462,777,19902,27722,3070,8360,11673,1589,1708,9833,7379,2449,7729,1951,1388,2561,1112,2999,4246,19867,7101,2583,8858,4190,146
,,,,,,,,110,45190,2008,745,31365,1849,3626,10744,2429,3676,11871,4762,7719,9369,3090,4605,3635,3496,5530,3146,8821,1422,1861,1153,2039,6058,1856,1241,940,212,4281,16585,6588,18974,5848,13413,9101,12691,2084,24917,4471,784,20280,28377,3094,8428,11935,1615,1695,9911,7439,2469,7792,1930,1399,2547,1128,3040,4250,19647,7147,2573,8834,4216,147
,,,,,,,,111,45910,2040,770,31995,1837,3669,10693,2449,3707,11738,4781,7620,9259,3150,4742,3730,3554,5695,3131,8738,1400,1847,1143,2023,5994,1835,1231,932,211,4225,16406,6599,18923,5815,13571,9072,12844,2056,24773,4435,788,20421,28860,3075,8437,12123,1636,1695,9913,7434,2467,7787,1914,1399,2511,1145,3084,4261,19438,7145,2593,8873,4250,147
,,,,,,,,112,46493,2066,795,32188,1828,3680,10618,2411,3652,11637,4748,7544,9159,3197,4840,3794,3605,5813,3097,8603,1376,1834,1135,2009,5975,1830,1223,925,209,4176,16306,6627,18786,5777,13595,8982,12973,2032,24758,4437,783,20552,29171,3080,8415,12214,1652,1693,9890,7411,2461,7763,1894,1396,2477,1157,3115,4196,19188,7176,2587,8968,4276,146
,,,,,,,,113,46904,2084,834,31992,1843,3681,10600,2387,3622,11577,4743,7512,9143,3235,4935,3861,3644,5927,3066,8571,1368,1836,1136,2011,6013,1841,1224,926,209,4174,16381,6631,18789,5778,13583,8990,13035,2031,24771,4486,782,20624,29150,3111,8463,12306,1664,1705,9901,7418,2463,7770,1897,1397,2434,1169,3145,4198,18949,7288,2630,9084,4297,146
