Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26,Load_MW_z27,Load_MW_z28,Load_MW_z29,Load_MW_z30,Load_MW_z31,Load_MW_z32,Load_MW_z33,Load_MW_z34,Load_MW_z35,Load_MW_z36,Load_MW_z37,Load_MW_z38,Load_MW_z39,Load_MW_z40,Load_MW_z41,Load_MW_z42,Load_MW_z43,Load_MW_z44,Load_MW_z45,Load_MW_z46,Load_MW_z47,Load_MW_z48,Load_MW_z49,Load_MW_z50,Load_MW_z51,Load_MW_z52,Load_MW_z53,Load_MW_z54,Load_MW_z55,Load_MW_z56,Load_MW_z57,Load_MW_z58,Load_MW_z59,Load_MW_z60,Load_MW_z61,Load_MW_z62,Load_MW_z63,Load_MW_z64
,,,,,,,,114,46759,2078,860,31663,1869,3658,10553,2393,3639,11560,4758,7519,9177,3231,4948,3868,3642,5943,3096,8678,1389,1844,1141,2021,6101,1868,1229,931,210,4179,16567,6611,18712,5790,13474,8926,13088,2034,25214,4511,784,20584,28935,3117,8491,12301,1663,1738,9844,7374,2447,7724,1898,1390,2428,1169,3144,4181,18758,7388,2675,9200,4298,145
,,,,,,,,115,46015,2045,854,31426,1887,3595,10492,2407,3669,11587,4758,7599,9204,3189,4921,3843,3642,5909,3178,8854,1424,1850,1145,2025,6181,1893,1233,933,211,4188,16819,6483,18605,5761,13235,8867,12891,2038,25449,4496,784,20512,28771,3116,8470,12233,1647,1759,9742,7304,2424,7650,1886,1375,2435,1178,3168,4187,18833,7498,2728,9345,4284,144
,,,,,,,,116,45672,2029,786,30630,1890,3570,10665,2433,3699,11835,4836,7778,9436,3159,4858,3812,3619,5834,3254,9105,1466,1897,1175,2078,6346,1944,1265,957,217,4384,17648,6721,18872,5943,13146,9045,13176,2134,24809,4374,797,20404,29348,3142,8500,12202,1643,1768,9636,7233,2401,7575,1910,1360,2459,1181,3176,4220,19089,7562,2760,9485,4290,143
,,,,,,,,117,46293,2057,683,28288,1840,3620,10553,2373,3591,11486,4824,7529,9435,3198,4909,3843,3583,5896,3418,9432,1522,1896,1174,2076,6331,1939,1264,957,216,4436,17674,6677,18988,6031,13343,9234,13153,2159,23043,4130,795,19848,28182,3204,8525,12385,1674,1703,9593,7213,2395,7556,1958,1354,2487,1192,3208,4284,19248,7475,2742,9715,4413,142
,,,,,,,,118,44732,1988,619,25264,1733,3514,10121,2241,3387,10768,4585,7056,9006,3088,4727,3689,3408,5676,3344,9197,1484,1816,1124,1990,6038,1849,1211,917,207,4246,16836,6329,18283,5786,12965,8976,12445,2067,20828,3840,756,18667,26185,3053,8177,11887,1636,1601,9609,7237,2402,7579,1974,1356,2508,1198,3231,4363,19537,7582,2712,9980,4402,143
,,,,,,,,119,41892,1861,566,22158,1618,3329,9569,2078,3138,9934,4222,6506,8373,2888,4407,3429,3161,5293,3130,8643,1398,1687,1044,1847,5575,1707,1124,852,193,3917,15477,5788,17037,5347,12300,8345,11389,1906,19109,3573,696,17189,23715,2811,7566,11107,1543,1484,10203,7684,2551,8049,1932,1440,2513,1251,3379,4204,19606,7564,2636,9616,4201,152
,,,,,,,,120,38475,1710,514,19827,1540,3068,9022,1927,2905,9263,3845,6060,7821,2650,4026,3127,2897,4835,2813,7808,1261,1548,958,1695,5069,1553,1032,781,176,3604,14175,5247,15788,4917,11359,7702,10229,1754,17791,3354,634,15814,21541,2558,6916,10125,1424,1415,10173,7658,2542,8022,1854,1436,2411,1238,3343,4013,19125,7198,2549,9254,3915,151
,,,,,,,,121,33345,1482,432,20176,1705,2912,9375,2055,3111,9332,4101,6241,8643,2338,3719,2893,2932,4466,2662,7232,1204,1590,984,1742,5338,1635,1060,803,181,3950,15018,6272,16976,5491,10706,7986,12176,1922,23690,4011,676,17593,24688,2954,6993,9547,1279,1564,8864,6715,2230,7034,1663,1251,2390,1142,3081,4093,18379,6975,2504,7997,3640,132
,,,,,,,,122,30941,1374,408,20124,1665,2832,9213,1992,3000,9069,3991,6023,8370,2187,3542,2756,2826,4254,2476,6782,1149,1487,921,1628,4988,1528,992,751,170,3853,14612,6147,16733,5382,10451,7831,12056,1875,23891,4001,658,17354,24530,2819,6690,9072,1191,1534,8173,6180,2051,6473,1567,1154,2228,1098,2961,3832,17047,6698,2423,7416,3412,122
,,,,,,,,123,29821,1325,394,20403,1655,2788,9233,1991,2999,8944,3981,5930,8238,2123,3494,2716,2800,4197,2373,6552,1119,1432,886,1568,4793,1468,954,722,163,3821,14438,6116,16702,5345,10288,7795,11991,1859,24387,4038,656,17387,24837,2771,6560,8934,1141,1541,7610,5735,1904,6007,1499,1074,2144,1045,2820,3641,15965,6487,2369,7033,3264,113
,,,,,,,,124,29315,1302,387,21447,1674,2779,9350,1999,3010,8953,3989,5928,8236,2095,3480,2698,2812,4180,2323,6443,1117,1399,866,1532,4694,1438,932,706,159,3840,14510,6173,16900,5388,10253,7840,12133,1868,25491,4181,658,17625,25420,2762,6530,8874,1120,1569,7385,5533,1837,5796,1498,1042,2075,1000,2701,3534,15574,6528,2408,6900,3194,109
,,,,,,,,125,29367,1305,393,23784,1703,2807,9611,2052,3094,9129,4115,6037,8315,2104,3512,2718,2856,4218,2319,6457,1124,1387,858,1519,4663,1428,924,700,158,3961,14889,6349,17459,5539,10353,8051,12575,1928,27626,4483,678,18203,26847,2800,6794,8962,1120,1606,7134,5344,1774,5598,1486,1007,2069,985,2662,3505,15339,6680,2484,6885,3181,105
,,,,,,,,126,30242,1344,414,27572,1804,2913,10153,2149,3240,9705,4350,6381,8581,2171,3645,2817,2994,4378,2392,6685,1147,1410,873,1544,4735,1450,940,712,161,4229,15927,6843,18744,5926,10739,8638,13725,2058,30987,4896,717,19575,29385,2910,7118,9260,1146,1671,7058,5288,1756,5539,1505,996,2090,973,2630,3521,15371,6731,2492,6865,3223,104
,,,,,,,,127,32729,1454,470,29309,1989,3156,10971,2358,3558,10778,4790,7066,9294,2348,3932,3045,3240,4722,2652,7392,1253,1496,926,1639,5081,1555,997,755,171,4606,17677,7625,20478,6478,11622,9564,15138,2241,31872,5136,790,21137,31741,3127,7734,9995,1226,1859,7015,5262,1746,5511,1545,990,2163,978,2645,3590,15718,6832,2524,6935,3383,104
,,,,,,,,128,37127,1649,496,28604,2164,3504,11443,2562,3868,11820,5161,7787,10376,2630,4281,3342,3417,5142,3113,8589,1461,1681,1040,1841,5671,1737,1120,849,192,4829,18602,7844,21348,6754,12891,10114,15578,2350,30658,5118,851,21301,32269,3480,8514,11126,1369,2023,7217,5420,1799,5677,1634,1018,2327,992,2681,3771,16618,7157,2596,7462,3695,106
,,,,,,,,129,38521,1712,523,27509,2233,3638,11413,2645,3993,12110,5270,8032,10884,2701,4288,3386,3371,5150,3355,9195,1512,1834,1135,2009,6133,1878,1223,925,209,4853,18563,7638,21140,6713,13399,10093,15075,2362,28304,4961,869,20619,31039,3724,8827,11507,1447,2071,7755,5831,1935,6107,1766,1094,2615,1038,2807,4112,18381,7606,2672,8265,4001,115
,,,,,,,,130,38812,1724,547,26818,2201,3677,11250,2632,3975,12236,5247,8099,10763,2704,4230,3358,3297,5081,3371,9274,1501,1889,1169,2069,6290,1927,1259,953,216,4782,18213,7279,20704,6538,13550,9962,14202,2326,26295,4823,865,20091,29409,3726,8827,11458,1461,2042,8647,6522,2165,6831,1912,1221,2829,1094,2961,4494,20648,7875,2753,8507,4068,129
,,,,,,,,131,39732,1765,566,26419,2162,3691,11120,2605,3931,12371,5196,8171,10678,2747,4215,3353,3237,5062,3365,9303,1495,1918,1187,2101,6395,1958,1278,968,219,4705,17897,7034,20349,6393,13607,9837,13652,2290,24830,4713,856,19448,27983,3767,8798,11485,1482,1987,9254,6962,2311,7293,1965,1306,2831,1102,2979,4656,21976,7913,2733,8394,4079,137
,,,,,,,,132,41010,1822,589,26144,2126,3703,10936,2584,3900,12414,5163,8192,10644,2812,4218,3368,3193,5065,3366,9327,1483,1937,1199,2121,6435,1971,1291,977,221,4628,17574,6830,20011,6267,13644,9707,13150,2252,23831,4645,852,19008,26882,3810,8803,11566,1511,1952,9546,7171,2381,7512,1940,1347,2771,1101,2974,4641,21713,7856,2678,8303,4104,141
,,,,,,,,133,42081,1870,621,26101,2108,3677,10865,2566,3874,12381,5147,8184,10624,2862,4197,3357,3168,5041,3348,9278,1454,1939,1200,2123,6418,1966,1293,978,222,4548,17316,6716,19697,6144,13552,9553,12792,2213,23190,4595,849,18768,26090,3829,8756,11611,1540,1918,9706,7285,2419,7631,1906,1369,2707,1111,2998,4559,21130,7917,2643,8329,4144,144
,,,,,,,,134,42876,1906,656,25993,2092,3632,10767,2517,3801,12347,5093,8167,10587,2903,4207,3362,3145,5053,3313,9192,1447,1930,1195,2115,6374,1952,1287,974,221,4473,17112,6555,19448,6034,13388,9440,12535,2176,22727,4542,840,18470,25576,3799,8689,11617,1560,1910,9745,7314,2428,7661,1874,1375,2648,1112,3002,4518,20527,7950,2630,8319,4169,144
,,,,,,,,135,43687,1941,678,25998,2067,3643,10650,2498,3772,12295,5079,8127,10507,2940,4194,3351,3135,5037,3292,9132,1451,1925,1192,2109,6351,1945,1283,971,220,4405,17024,6472,19217,5939,13434,9320,12348,2143,22465,4542,837,18410,25273,3727,8650,11553,1578,1884,9817,7365,2445,7714,1822,1386,2578,1126,3037,4454,19984,7928,2615,8335,4180,145
,,,,,,,,136,43941,1952,716,26115,2080,3668,10664,2499,3776,12246,5109,8082,10431,2946,4153,3325,3127,4988,3264,9076,1444,1925,1191,2108,6361,1948,1283,971,220,4419,17212,6528,19241,5957,13522,9290,12376,2150,23085,4679,843,18695,25290,3637,8657,11513,1583,1890,9848,7384,2451,7735,1808,1390,2515,1129,3041,4375,19500,7902,2609,8401,4178,146
,,,,,,,,137,43964,1953,777,27689,2157,3706,10842,2545,3854,12451,5238,8206,10520,2957,4206,3366,3217,5052,3300,9207,1470,1934,1197,2118,6439,1972,1289,976,221,4659,18275,6826,19830,6233,13640,9545,13025,2267,25260,4972,864,19689,26241,3631,8783,11632,1582,1969,9878,7403,2458,7754,1784,1394,2482,1125,3031,4354,19164,7963,2646,8433,4163,146
,,,,,,,,138,44066,1958,828,29986,2269,3949,11386,2684,4073,13193,5525,8702,11042,2991,4366,3482,3376,5245,3583,9996,1607,2017,1249,2210,6811,2086,1344,1017,230,5107,20153,7601,21158,6825,14516,10236,14343,2485,26980,5179,911,20890,28280,3783,9114,11919,1591,2094,9832,7370,2446,7719,1788,1388,2498,1119,3016,4358,18993,8168,2750,8534,4193,145
,,,,,,,,139,46039,2046,852,29421,2321,4094,11655,2833,4306,13460,5857,8967,11601,3139,4639,3697,3560,5571,3913,10702,1690,2154,1333,2359,7309,2238,1436,1087,246,5184,20322,7702,21508,6938,15034,10393,14633,2523,27115,5171,967,21135,29251,4114,9774,12735,1660,2150,9855,7391,2453,7741,1841,1391,2610,1134,3053,4426,19300,8514,2806,8737,4337,146
,,,,,,,,140,47425,2107,783,27915,2242,4042,11526,2812,4267,13250,5842,8826,11371,3223,4727,3763,3550,5676,3909,10632,1663,2152,1332,2357,7300,2235,1435,1086,246,5138,20140,7618,21306,6885,14859,10277,14551,2500,26686,5050,964,20557,28842,4175,9833,13061,1742,2074,10173,7642,2537,8005,1953,1436,2841,1204,3243,4779,20835,8988,2875,9343,4677,151
,,,,,,,,141,46147,2050,706,25937,2167,3982,11335,2745,4153,12937,5726,8570,11051,3134,4589,3657,3427,5511,3832,10375,1625,2119,1312,2322,7170,2196,1413,1069,242,5048,19723,7467,20913,6775,14647,10113,14264,2457,25716,4826,945,19913,27731,4099,9603,12821,1716,1982,11085,8348,2771,8744,2018,1564,2935,1291,3479,4995,22141,8888,2899,9756,4685,165
,,,,,,,,142,44764,1989,651,23420,2108,3902,11039,2681,4054,12447,5577,8251,10796,3043,4468,3564,3316,5366,3698,9972,1556,2069,1280,2266,7001,2144,1379,1044,236,4827,18819,7166,20139,6506,14358,9739,13674,2349,24279,4546,920,19062,26460,4023,9394,12575,1669,1937,11040,8323,2763,8718,1995,1558,2880,1278,3449,4916,22149,8615,2831,9551,4579,164
,,,,,,,,143,42563,1891,584,20941,2024,3743,10580,2569,3879,11654,5322,7778,10509,2896,4262,3403,3127,5118,3455,9288,1420,1966,1217,2153,6641,2034,1310,992,224,4488,17408,6631,19001,6067,13784,9160,12755,2184,22735,4291,878,17785,24656,3867,8999,12063,1602,1859,10770,8115,2694,8500,1956,1520,2799,1250,3377,4823,21730,8479,2798,9238,4457,160
,,,,,,,,144,39246,1743,513,19027,1901,3489,10105,2415,3643,10820,4994,7221,9854,2677,3961,3169,2918,4758,3118,8374,1296,1817,1125,1991,6096,1867,1211,917,207,4178,16039,6102,17928,5671,12852,8601,11939,2033,21827,4077,824,16769,23058,3626,8443,11302,1492,1742,10443,7864,2610,8236,1886,1474,2682,1219,3293,4685,21171,8065,2709,8814,4210,155
,,,,,,,,145,35699,1586,629,18011,1814,3256,9753,2301,3471,10175,4758,6787,9259,2451,3693,2963,2754,4435,2798,7581,1187,1658,1026,1816,5578,1708,1105,836,189,3956,15010,5715,17127,5371,11995,8165,11350,1925,21423,3980,784,16075,22176,3410,7972,10615,1367,1664,9873,7429,2467,7782,1786,1393,2483,1181,3192,4397,20009,7527,2591,8200,3885,147
,,,,,,,,146,33228,1476,590,17444,1759,3142,9590,2233,3370,9808,4633,6533,8925,2298,3523,2841,2657,4232,2591,7074,1128,1537,951,1684,5171,1583,1025,776,175,3841,14480,5488,16727,5211,11562,7942,11058,1869,21257,3939,764,15722,21250,3296,7728,10220,1274,1634,9052,6803,2258,7126,1657,1277,2305,1125,3042,4068,18356,7132,2490,7577,3627,134
,,,,,,,,147,31926,1418,565,17357,1717,3077,9509,2187,3301,9612,4589,6384,8656,2216,3430,2772,2607,4121,2490,6805,1102,1457,901,1595,4892,1498,970,735,166,3787,14204,5403,16576,5151,11323,7849,10980,1842,21292,3929,757,15677,20983,3249,7635,10026,1224,1601,8285,6213,2063,6509,1588,1169,2202,1064,2877,3857,17055,6909,2429,7271,3473,123
,,,,,,,,148,31335,1392,549,17778,1715,3048,9505,2189,3305,9523,4620,6311,8515,2183,3407,2757,2596,4093,2445,6677,1089,1409,872,1543,4745,1453,939,711,160,3774,14127,5422,16592,5148,11213,7823,11037,1836,21897,3996,762,15738,21055,3231,7645,10007,1202,1611,7756,5815,1930,6091,1558,1094,2151,1029,2782,3745,16332,6859,2442,7069,3404,114
,,,,,,,,149,31352,1393,548,19488,1752,3070,9668,2229,3366,9658,4731,6389,8547,2184,3411,2764,2627,4098,2434,6671,1091,1399,866,1532,4721,1446,932,706,159,3898,14478,5600,17096,5308,11292,8017,11453,1897,23442,4270,781,16232,21849,3248,7751,10070,1201,1649,7424,5566,1848,5831,1552,1048,2146,1019,2754,3716,15980,7012,2523,7015,3392,109
,,,,,,,,150,32299,1435,560,22737,1841,3156,10176,2310,3491,10183,4951,6701,8783,2253,3532,2862,2772,4242,2495,6868,1149,1417,877,1553,4783,1465,945,715,162,4205,15548,6158,18323,5710,11603,8593,12420,2046,26270,4689,817,17731,23857,3317,8052,10402,1228,1725,7296,5471,1816,5731,1557,1030,2160,998,2700,3699,15886,7007,2529,7056,3429,107
,,,,,,,,151,35156,1562,589,24225,1976,3385,10994,2498,3776,11258,5386,7379,9415,2446,3815,3084,2979,4582,2736,7548,1278,1499,927,1642,5105,1563,999,757,171,4696,17495,6951,20123,6345,12437,9562,13854,2285,27019,4983,889,19260,25750,3517,8663,11153,1315,1862,7237,5435,1804,5692,1585,1021,2218,1005,2720,3741,16086,7076,2552,7241,3586,106
,,,,,,,,152,40145,1784,614,24586,2102,3716,11523,2734,4135,12269,5791,8068,10393,2759,4175,3386,3178,5015,3197,8730,1475,1692,1047,1853,5718,1751,1128,853,193,4986,18695,7324,21062,6710,13645,10088,14424,2426,26386,5048,956,19756,26689,3866,9445,12347,1474,1978,7411,5573,1850,5836,1651,1046,2378,1017,2750,3888,16884,7343,2602,7713,3918,109
,,,,,,,,153,42010,1867,673,25028,2139,3806,11556,2779,4203,12354,5820,8173,10796,2871,4282,3487,3230,5143,3464,9362,1530,1842,1140,2018,6174,1891,1228,929,210,5049,19015,7324,21076,6755,13996,10103,14209,2457,25854,5073,960,19814,26619,4018,9677,12740,1560,1989,7937,5973,1982,6255,1790,1120,2666,1062,2872,4227,18628,7751,2659,8575,4220,118
,,,,,,,,154,41849,1859,724,25560,2111,3786,11457,2735,4136,12388,5657,8170,10599,2864,4284,3475,3245,5145,3531,9500,1526,1911,1183,2093,6388,1956,1274,965,218,5074,19163,7306,21004,6769,13935,10082,14074,2469,25465,5056,933,19886,26697,3933,9470,12544,1559,1948,8822,6658,2210,6974,1936,1245,2872,1111,3008,4571,20841,7775,2736,8647,4252,131
,,,,,,,,155,42037,1868,768,26207,2104,3758,11387,2686,4059,12370,5488,8143,10510,2871,4268,3453,3255,5126,3567,9580,1523,1954,1209,2140,6538,2002,1302,986,222,5136,19511,7395,20992,6831,13844,10106,14139,2500,25000,5005,905,20092,26958,3859,9250,12329,1555,1930,9434,7100,2357,7437,1959,1331,2854,1124,3038,4688,21953,7647,2721,8431,4218,140
,,,,,,,,156,42129,1872,816,26671,2084,3744,11282,2661,4022,12334,5417,8107,10460,2875,4266,3437,3257,5124,3619,9652,1520,1989,1231,2179,6634,2032,1326,1004,227,5146,19540,7406,20882,6836,13786,10083,13979,2504,24761,4955,894,20167,27089,3807,9148,12145,1552,1926,9693,7284,2419,7631,1935,1368,2842,1126,3041,4651,21676,7492,2679,8265,4189,144
,,,,,,,,157,41763,1856,872,26870,2060,3713,11199,2596,3923,12304,5226,8095,10461,2855,4250,3403,3272,5105,3636,9697,1521,2004,1240,2195,6667,2042,1336,1011,228,5130,19516,7416,20748,6816,13683,10030,13950,2496,24592,4897,862,20136,26986,3724,8933,11871,1534,1884,9822,7374,2448,7724,1891,1386,2718,1119,3022,4597,21213,7559,2644,8309,4132,145
,,,,,,,,158,41297,1835,922,26878,2044,3664,11140,2539,3837,12237,5097,8056,10424,2826,4219,3363,3264,5066,3628,9676,1492,2005,1241,2196,6652,2037,1337,1012,228,5085,19462,7447,20588,6773,13508,9959,13893,2474,24538,4814,840,20048,26903,3632,8754,11612,1517,1864,9926,7454,2474,7808,1866,1401,2651,1113,3007,4581,20693,7518,2630,8247,4097,147
,,,,,,,,159,40840,1814,947,26913,2043,3642,10978,2514,3798,12146,5009,7999,10388,2797,4187,3330,3253,5029,3625,9668,1483,2004,1241,2195,6647,2036,1336,1012,228,5041,19362,7389,20402,6714,13433,9860,13838,2453,24711,4828,826,20058,26892,3587,8623,11423,1502,1853,9974,7486,2485,7841,1828,1408,2605,1114,3007,4494,20145,7561,2613,8305,4065,148
,,,,,,,,160,40269,1789,972,26941,2063,3611,10982,2492,3766,12049,4949,7926,10330,2766,4165,3300,3260,5002,3626,9641,1468,2003,1240,2194,6656,2039,1335,1011,228,5049,19503,7446,20437,6742,13314,9813,14016,2457,25543,4969,816,20320,27209,3540,8482,11234,1482,1878,10013,7511,2493,7867,1798,1414,2538,1116,3009,4496,19797,7477,2599,8383,4017,148
,,,,,,,,161,40099,1782,1010,28411,2124,3656,11145,2528,3828,12247,5044,8047,10393,2771,4238,3341,3363,5089,3695,9806,1486,2022,1251,2214,6766,2072,1347,1020,231,5234,20357,7757,20971,6970,13468,10015,14675,2547,27393,5288,831,21405,28354,3552,8516,11249,1478,1943,10056,7540,2503,7897,1789,1419,2522,1118,3013,4474,19513,7533,2658,8450,4010,149
,,,,,,,,162,40832,1814,1047,30394,2201,3899,11682,2665,4045,13108,5417,8605,10866,2853,4484,3513,3570,5386,3948,10522,1616,2098,1299,2299,7118,2180,1399,1059,240,5546,21463,8249,22292,7405,14344,10734,15706,2699,28165,5509,894,22787,30058,3664,8935,11619,1502,2042,10019,7512,2493,7868,1808,1414,2537,1117,3010,4465,19367,7792,2765,8528,4057,148
,,,,,,,,163,43736,1943,1055,29614,2243,4127,12130,2852,4338,13490,5875,8927,11351,3062,4839,3803,3775,5812,4093,10952,1676,2193,1357,2401,7470,2287,1461,1107,250,5512,21284,8199,22694,7392,15163,10944,15654,2682,27809,5510,970,22965,30647,3982,9729,12626,1598,2071,9973,7481,2484,7836,1865,1408,2649,1135,3058,4527,19741,8148,2809,8692,4245,148
,,,,,,,,164,46287,2057,972,28244,2219,4089,12053,2843,4318,13322,5910,8827,11248,3217,4999,3940,3811,6004,4039,10801,1653,2177,1347,2384,7410,2269,1451,1098,248,5397,20834,8082,22533,7267,15038,10841,15477,2627,26982,5445,975,22736,30219,4032,9851,13183,1714,2042,10279,7723,2564,8089,1973,1451,2874,1222,3289,4856,21128,8791,2900,9322,4640,152
,,,,,,,,165,46058,2046,865,25928,2156,4039,11892,2798,4238,13038,5829,8591,10955,3192,4930,3891,3716,5921,3937,10510,1603,2127,1317,2329,7225,2212,1417,1073,243,5253,20260,7835,22187,7105,14862,10681,15175,2557,25669,5284,962,22069,29185,3951,9661,13088,1712,1991,11183,8423,2796,8823,2013,1578,2937,1294,3488,4988,22108,8637,2886,9780,4669,166
,,,,,,,,166,45447,2020,811,23326,2076,3954,11635,2737,4141,12544,5698,8264,10657,3145,4836,3829,3602,5809,3770,10076,1528,2064,1277,2260,7020,2150,1375,1041,235,5027,19263,7496,21442,6814,14556,10330,14472,2446,24001,5041,940,21116,27504,3874,9462,12989,1687,1921,11144,8403,2790,8801,1976,1573,2870,1279,3453,4878,21972,8429,2819,9544,4603,166
,,,,,,,,167,43755,1944,747,20691,1981,3791,11186,2604,3937,11755,5442,7774,10230,3027,4648,3696,3438,5582,3485,9360,1407,1951,1207,2137,6625,2029,1300,985,222,4654,17791,6966,20365,6363,13962,9756,13616,2265,22294,4832,898,19940,25708,3715,9058,12609,1635,1828,10877,8195,2721,8585,1936,1535,2796,1251,3380,4782,21523,8219,2763,9257,4503,161
,,,,,,,,168,40924,1818,684,18537,1879,3542,10648,2451,3703,10894,5111,7215,9645,2840,4400,3502,3262,5284,3108,8429,1288,1814,1123,1988,6126,1876,1209,916,207,4330,16366,6446,19161,5928,13054,9123,12660,2107,21160,4641,843,19062,24235,3472,8481,11955,1537,1733,10555,7947,2638,8324,1867,1489,2677,1223,3306,4627,20866,7881,2679,8821,4264,156
,,,,,,,,169,38022,1690,456,17291,1792,3287,10324,2327,3515,10236,4853,6771,9091,2652,4157,3314,3120,4992,2790,7604,1174,1657,1026,1815,5599,1715,1105,836,189,4094,15327,6115,18497,5656,12114,8741,12208,1993,20636,4571,801,18558,23141,3255,7985,11318,1427,1662,9972,7506,2491,7862,1747,1408,2482,1181,3195,4330,19633,7406,2565,8219,3953,148
,,,,,,,,170,36315,1614,423,16667,1732,3136,10165,2265,3421,9868,4732,6512,8726,2544,4034,3225,3059,4846,2569,7064,1102,1537,951,1683,5187,1589,1024,776,175,3975,14841,5946,18155,5510,11548,8528,11971,1934,20557,4578,781,18388,22632,3145,7723,10970,1353,1620,9156,6883,2285,7210,1631,1293,2303,1121,3033,4062,18064,7022,2485,7600,3706,135
,,,,,,,,171,35650,1584,405,16488,1692,3038,10046,2234,3377,9641,4687,6340,8416,2504,3998,3197,3029,4802,2463,6785,1068,1470,910,1610,4957,1518,980,742,168,3937,14612,5821,18015,5457,11189,8435,11950,1916,20952,4602,773,18320,22521,3101,7614,10878,1321,1596,8384,6292,2089,6591,1558,1183,2186,1063,2872,3845,16779,6773,2422,7256,3580,124
,,,,,,,,172,35547,1579,395,16868,1695,2991,10034,2237,3380,9568,4693,6278,8313,2501,4011,3205,3046,4818,2410,6655,1064,1433,887,1570,4839,1482,955,723,163,3945,14616,5836,18078,5478,11014,8423,12128,1920,21903,4696,774,18470,22795,3086,7541,10870,1309,1610,7919,5939,1972,6221,1516,1117,2154,1017,2747,3727,15934,6749,2443,7058,3519,117
,,,,,,,,173,35997,1600,396,18502,1726,3015,10221,2268,3427,9687,4769,6345,8337,2533,4065,3248,3114,4882,2404,6649,1064,1418,877,1553,4796,1469,946,715,162,4052,14971,6064,18567,5629,11100,8600,12571,1972,23765,4959,786,19216,23874,3120,7619,10999,1319,1646,7589,5693,1889,5962,1520,1071,2132,999,2701,3653,15545,6809,2504,6949,3511,112
,,,,,,,,174,37422,1663,405,21684,1804,3092,10725,2346,3547,10179,4974,6634,8535,2633,4233,3376,3292,5085,2473,6860,1106,1442,893,1579,4875,1493,961,728,164,4392,16136,6646,19726,6067,11379,9122,13667,2138,27191,5338,821,20822,26078,3211,7888,11339,1359,1708,7546,5663,1880,5932,1524,1064,2145,988,2672,3637,15483,6827,2504,6968,3571,111
,,,,,,,,175,40788,1812,450,23323,1938,3297,11480,2516,3806,11232,5371,7300,9195,2861,4563,3636,3544,5481,2734,7532,1217,1532,947,1677,5222,1599,1020,773,175,4917,18223,7507,21503,6754,12125,10083,15240,2393,28274,5575,886,22433,28387,3392,8468,12146,1461,1843,7450,5600,1859,5866,1557,1051,2199,988,2673,3677,15676,6983,2534,7121,3755,110
,,,,,,,,176,46054,2046,523,23854,2064,3641,11970,2732,4134,12241,5745,7985,10147,3192,4945,3949,3754,5938,3203,8746,1417,1713,1060,1876,5793,1774,1141,864,196,5163,19119,7764,22294,7055,13382,10583,15691,2513,27605,5502,947,22632,29171,3711,9206,13338,1627,1951,7532,5670,1882,5939,1626,1063,2373,996,2696,3831,16449,7219,2589,7636,4103,111
,,,,,,,,177,46892,2084,575,24836,2119,3732,11791,2747,4155,12332,5717,8106,10593,3236,4954,3977,3722,5950,3428,9405,1511,1865,1155,2044,6253,1915,1244,942,213,5109,19057,7611,21926,6965,13737,10469,15269,2487,26479,5296,944,22050,28947,3848,9379,13536,1686,1974,7981,6012,1996,6297,1752,1126,2653,1043,2821,4189,18123,7659,2645,8386,4367,118
,,,,,,,,178,45123,2005,569,25729,2104,3700,11603,2687,4062,12308,5490,8086,10484,3120,4794,3842,3620,5758,3438,9499,1502,1913,1184,2095,6383,1954,1275,966,219,5062,18906,7373,21526,6863,13637,10341,14822,2464,25576,5081,905,21226,28561,3722,9136,13081,1643,1950,8803,6652,2208,6967,1893,1242,2848,1083,2932,4529,20252,7902,2728,8518,4344,131
,,,,,,,,179,43543,1935,553,26263,2075,3657,11399,2607,3940,12308,5275,8070,10329,3008,4612,3687,3472,5539,3431,9559,1511,1944,1203,2129,6493,1989,1296,981,222,5000,18583,7183,21053,6737,13483,10188,14204,2433,24740,4867,870,20383,27877,3639,8891,12553,1591,1910,9490,7146,2373,7486,1910,1340,2829,1093,2955,4673,21442,7843,2707,8311,4245,141
,,,,,,,,180,42358,1882,547,26491,2055,3636,11186,2547,3846,12294,5091,8066,10331,2923,4466,3563,3366,5364,3424,9595,1513,1959,1213,2146,6524,1998,1306,989,223,4938,18366,7048,20562,6624,13403,9969,13704,2403,23962,4731,839,19757,27164,3607,8705,12125,1554,1892,9835,7392,2454,7743,1881,1388,2769,1087,2935,4651,21195,7763,2661,8250,4181,146
