Period_Index,Rep_Period,Rep_Period_Index
1961,480,6
1962,480,6
1963,1201,13
1964,1201,13
1965,1201,13
1966,480,6
1967,762,10
1968,480,6
1969,480,6
1970,480,6
1971,480,6
1972,480,6
1973,480,6
1974,480,6
1975,480,6
1976,480,6
1977,480,6
1978,1515,14
1979,480,6
1980,1201,13
1981,480,6
1982,1201,13
1983,1201,13
1984,480,6
1985,480,6
1986,1201,13
1987,1201,13
1988,1949,17
1989,762,10
1990,1949,17
1991,1949,17
1992,1949,17
1993,1949,17
1994,1949,17
1995,1949,17
1996,1949,17
1997,1949,17
1998,1949,17
1999,1949,17
2000,762,10
2001,1515,14
2002,1949,17
2003,1949,17
2004,1949,17
2005,1949,17
2006,1949,17
2007,1949,17
2008,1949,17
2009,1949,17
2010,1949,17
2011,1949,17
2012,762,10
2013,1949,17
2014,1949,17
2015,1949,17
2016,1949,17
2017,1949,17
2018,1949,17
2019,1949,17
2020,178,3
2021,178,3
2022,1949,17
2023,1515,14
2024,1949,17
2025,178,3
2026,178,3
2027,178,3
2028,178,3
2029,178,3
2030,178,3
2031,178,3
2032,178,3
2033,178,3
2034,762,10
2035,178,3
2036,178,3
2037,178,3
2038,178,3
2039,178,3
2040,178,3
2041,178,3
2042,178,3
2043,178,3
2044,178,3
2045,762,10
2046,178,3
2047,178,3
2048,178,3
2049,178,3
2050,178,3
2051,178,3
2052,574,7
2053,574,7
2054,178,3
2055,574,7
2056,1515,14
2057,2057,18
2058,574,7
2059,574,7
2060,574,7
2061,574,7
2062,574,7
2063,574,7
2064,574,7
2065,574,7
2066,574,7
2067,574,7
2068,1515,14
2069,574,7
2070,574,7
2071,574,7
2072,574,7
2073,574,7
2074,574,7
2075,574,7
2076,574,7
2077,574,7
2078,574,7
2079,1515,14
2080,574,7
2081,574,7
2082,574,7
2083,574,7
2084,574,7
2085,574,7
2086,574,7
2087,574,7
2088,574,7
2089,574,7
2090,1515,14
2091,574,7
2092,1690,15
2093,1690,15
2094,1690,15
2095,1690,15
2096,1690,15
2097,1690,15
2098,1690,15
2099,1690,15
2100,1690,15
2101,1515,14
2102,1690,15
2103,1690,15
2104,1690,15
2105,1690,15
2106,1690,15
2107,1690,15
2108,1690,15
2109,1690,15
2110,1690,15
2111,1690,15
2112,762,10
2113,73,2
2114,1690,15
2115,1690,15
2116,1690,15
2117,1690,15
2118,1690,15
2119,1690,15
2120,1690,15
2121,1690,15
2122,1690,15
2123,1690,15
2124,73,2
2125,1690,15
2126,1690,15
2127,2444,19
2128,2444,19
2129,2444,19
2130,2444,19
2131,1690,15
2132,2444,19
2133,2444,19
2134,2444,19
2135,73,2
2136,2444,19
2137,2444,19
2138,2487,20
2139,2444,19
2140,2444,19
2141,2444,19
2142,2444,19
2143,2444,19
2144,2444,19
2145,2444,19
2146,73,2
2147,2444,19
2148,2444,19
2149,2444,19
2150,2444,19
2151,2487,20
2152,2444,19
2153,2444,19
2154,2444,19
2155,2444,19
2156,2444,19
2157,73,2
2158,2487,20
2159,2487,20
2160,279,5
2161,279,5
2162,279,5
2163,279,5
2164,2487,20
2165,279,5
2166,279,5
2167,279,5
2168,73,2
2169,279,5
2170,279,5
2171,279,5
2172,279,5
2173,2487,20
2174,2487,20
2175,2487,20
2176,279,5
2177,279,5
2178,2487,20
2179,1898,16
2180,2487,20
2181,279,5
2182,2487,20
2183,2487,20
2184,2487,20
2185,2487,20
2186,2487,20
2187,2487,20
2188,2487,20
2189,2487,20
2190,1898,16
2191,686,8
2192,686,8
2193,686,8
2194,686,8
2195,686,8
2196,686,8
2197,686,8
2198,686,8
2199,686,8
2200,686,8
2201,1898,16
2202,686,8
2203,686,8
2204,686,8
2205,686,8
2206,686,8
2207,1067,11
2208,686,8
2209,1067,11
2210,686,8
2211,686,8
2212,73,2
2213,686,8
2214,686,8
2215,686,8
2216,686,8
2217,1067,11
2218,1067,11
2219,686,8
2220,1067,11
2221,719,9
2222,1067,11
2223,24,1
2224,1898,16
2225,1067,11
2226,1067,11
2227,1067,11
2228,1067,11
2229,719,9
2230,719,9
2231,1067,11
2232,719,9
2233,1067,11
2234,1067,11
2235,1898,16
2236,719,9
2237,1067,11
2238,719,9
2239,1067,11
2240,1067,11
2241,719,9
2242,719,9
2243,719,9
2244,719,9
2245,719,9
2246,73,2
2247,1067,11
2248,1067,11
2249,719,9
2250,1067,11
2251,719,9
2252,719,9
2253,1067,11
2254,1067,11
2255,1067,11
2256,24,1
2257,73,2
2258,762,10
2259,24,1
2260,762,10
2261,24,1
2262,24,1
2263,24,1
2264,24,1
2265,762,10
2266,762,10
2267,24,1
2268,73,2
2269,24,1
2270,24,1
2271,24,1
2272,762,10
2273,24,1
2274,24,1
2275,24,1
2276,24,1
2277,24,1
2278,24,1
2279,73,2
2280,24,1
2281,24,1
2282,24,1
2283,762,10
2284,24,1
2285,24,1
2286,24,1
2287,24,1
2288,762,10
2289,24,1
2290,73,2
2291,762,10
2292,762,10
2293,762,10
2294,1515,14
2295,1515,14
2296,762,10
2297,1515,14
2298,1515,14
2299,762,10
2300,762,10
2301,73,2
2302,1515,14
2303,762,10
2304,762,10
2305,762,10
2306,1515,14
2307,1515,14
2308,1515,14
2309,1515,14
2310,1515,14
2311,762,10
2312,73,2
2313,762,10
2314,762,10
2315,1515,14
2316,762,10
2317,762,10
2318,1515,14
2319,1515,14
2320,1515,14
2321,762,10
2322,1515,14
2323,1898,16
2324,73,2
2325,73,2
2326,1898,16
2327,1898,16
2328,1898,16
2329,73,2
2330,73,2
2331,73,2
2332,73,2
2333,73,2
2334,762,10
2335,1898,16
2336,73,2
2337,1898,16
2338,1898,16
2339,1898,16
2340,1898,16
2341,1898,16
2342,1898,16
2343,73,2
2344,1898,16
2345,1898,16
2346,73,2
2347,1898,16
2348,1898,16
2349,1898,16
2350,1898,16
2351,1898,16
2352,1898,16
2353,1898,16
2354,1898,16
2355,73,2
2356,73,2
2357,1898,16
2358,1898,16
2359,1201,13
2360,480,6
2361,1201,13
2362,1201,13
2363,480,6
2364,1201,13
2365,1201,13
2366,1201,13
2367,480,6
2368,1898,16
2369,480,6
2370,1201,13
2371,1201,13
2372,480,6
2373,480,6
2374,480,6
2375,480,6
2376,480,6
2377,480,6
2378,480,6
2379,1898,16
2380,1201,13
2381,1201,13
2382,1201,13
2383,1201,13
2384,480,6
2385,480,6
2386,480,6
2387,480,6
2388,1201,13
2389,480,6
2390,73,2
2391,1201,13
2392,1201,13
2393,1949,17
2394,1949,17
2395,1949,17
2396,1949,17
2397,1949,17
2398,1949,17
2399,1949,17
2400,1949,17
2401,1898,16
2402,1949,17
2403,1949,17
2404,1949,17
2405,1949,17
2406,1949,17
2407,1949,17
2408,1949,17
2409,1949,17
2410,1949,17
2411,1949,17
2412,1898,16
2413,1949,17
2414,1949,17
2415,1949,17
2416,1949,17
2417,1949,17
2418,1949,17
2419,1949,17
2420,1949,17
2421,1949,17
2422,1949,17
2423,1898,16
2424,178,3
2425,178,3
2426,1949,17
2427,178,3
2428,178,3
2429,178,3
2430,178,3
2431,178,3
2432,178,3
2433,178,3
2434,1898,16
2435,178,3
2436,178,3
2437,178,3
2438,178,3
2439,178,3
2440,178,3
2441,178,3
2442,178,3
2443,178,3
2444,178,3
2445,762,10
2446,1898,16
2447,178,3
2448,178,3
2449,178,3
2450,178,3
2451,178,3
2452,178,3
2453,178,3
2454,178,3
2455,178,3
2456,178,3
2457,1201,13
2458,574,7
2459,574,7
2460,574,7
2461,574,7
2462,574,7
2463,574,7
2464,574,7
2465,574,7
2466,574,7
2467,574,7
2468,1201,13
2469,574,7
2470,574,7
2471,574,7
2472,574,7
2473,574,7
2474,574,7
2475,574,7
2476,574,7
2477,574,7
2478,574,7
2479,480,6
2480,574,7
2481,574,7
2482,574,7
2483,574,7
2484,574,7
2485,574,7
2486,574,7
2487,574,7
2488,574,7
2489,574,7
2490,1201,13
2491,574,7
2492,574,7
2493,574,7
2494,574,7
2495,574,7
2496,574,7
2497,574,7
2498,1690,15
2499,1690,15
2500,1690,15
2501,1201,13
2502,1690,15
2503,1690,15
2504,1690,15
2505,1690,15
2506,1690,15
2507,1690,15
2508,1690,15
2509,1690,15
2510,1690,15
2511,1690,15
2512,1201,13
2513,1690,15
2514,1690,15
2515,2444,19
2516,2444,19
2517,1690,15
2518,1690,15
2519,1690,15
2520,1690,15
2521,2444,19
2522,1690,15
2523,1201,13
2524,1690,15
2525,2444,19
2526,1690,15
2527,1690,15
2528,1690,15
2529,1690,15
2530,1690,15
2531,1690,15
2532,1690,15
2533,1690,15
2534,1201,13
2535,1690,15
2536,1690,15
2537,2444,19
2538,2444,19
2539,2444,19
2540,2444,19
2541,2444,19
2542,2444,19
2543,2444,19
2544,2444,19
2545,1201,13
2546,2444,19
2547,2444,19
2548,2444,19
2549,2444,19
2550,2444,19
2551,2444,19
2552,2444,19
2553,2444,19
2554,2444,19
2555,2444,19
