PlantCode,PlantName,SourceTechnology,State,LoadZone,Latitude,Longitude,Pmax (MW),Pmin (MW),Zone,Bus_id,Type,Flag_thermal,Flag_RET,Flag_VRE,Flag_mustrun,Cost ($/MWh),EF,CC,AF,FOR,RM_SPIN,RU,RD,Flag_UC,Min_down_time,Min_up_time,Start_up_cost ($/MW),RM_REG_UP,RM_REG_DN,RM_NSPIN
68651,New Marlborough,Solar Photovoltaic,MA,WCMA,42.15208,-73.27795,5.0,0.0,ROP,98,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
68656,Tolland,Solar Photovoltaic,MA,WCMA,42.08722,-73.0116,5.0,0.0,ROP,249,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
68657,Westhampton,Solar Photovoltaic,MA,WCMA,42.33515,-72.73866,5.0,0.0,ROP,98,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
68743,Adams Grove Solar,Solar Photovoltaic,MA,WCMA,42.60783,-73.135655,5.0,0.0,ROP,98,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
54225,Gillette SBMC,Natural Gas Steam Turbine,MA,NEMA/Boston,42.3436,-71.0559,5.0,0.0,SENE,156,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
59082,Dennis Landfill,Solar Photovoltaic,MA,SEMA,41.693056,-70.145,5.0,0.0,SENE,42,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
59396,Shaffer,Solar Photovoltaic,MA,NEMA/Boston,42.594167,-71.249444,5.0,0.0,SENE,234,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
61008,Brook Street Solar 1 CSG,Solar Photovoltaic,MA,SEMA,41.955897,-70.786125,5.0,0.0,SENE,84,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
63214,Middleton Solar Park,Solar Photovoltaic,MA,NEMA/Boston,42.581678,-70.998672,5.0,0.0,SENE,231,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
63475,Randall Solar Project Hybrid,Solar Photovoltaic,MA,NEMA/Boston,42.3921,-71.6611,5.0,0.0,SENE,120,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64107,Canton,Solar Photovoltaic,MA,NEMA/Boston,42.145126,-71.130918,5.0,0.0,SENE,28,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64109,Ravenbrook,Solar Photovoltaic,MA,SEMA,41.919675,-70.819421,5.0,0.0,SENE,84,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64110,Hudson,Solar Photovoltaic,MA,NEMA/Boston,42.404047,-71.541362,5.0,0.0,SENE,120,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64147,ZPD-PT Solar Project 2017-038 Hybrid LLC,Solar Photovoltaic,MA,NEMA/Boston,42.516,-71.6734,5.0,0.0,SENE,120,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64436,Wilmarth Solar,Solar Photovoltaic,MA,SEMA,42.025049,-71.353545,5.0,0.0,SENE,82,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64588,Adirondack A+B Community Solar Garden,Solar Photovoltaic,MA,SEMA,41.679012,-71.111058,5.0,0.0,SENE,80,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64627,Blodgett Solar CSG,Solar Photovoltaic,MA,NEMA/Boston,42.678889,-71.445111,5.0,0.0,SENE,234,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64727,Brookwood Drive Community Solar,Solar Photovoltaic,MA,SEMA,41.59,-71.0942,5.0,0.0,SENE,80,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64759,Old Middleboro Road Solar,Solar Photovoltaic,MA,SEMA,41.793,-70.820306,5.0,0.0,SENE,167,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64875,276 Federal Rd(CSG),Solar Photovoltaic,MA,SEMA,41.805144,-70.725244,5.0,0.0,SENE,167,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64970,59 Federal Rd(CSG),Solar Photovoltaic,MA,SEMA,41.828475,-70.721206,5.0,0.0,SENE,219,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65055,77 Farm to Market Rd Hybrid(CSG),Solar Photovoltaic,MA,SEMA,41.79455,-70.723394,5.0,0.0,SENE,167,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65056,160 Tihonet Rd Hybrid(CSG),Solar Photovoltaic,MA,SEMA,41.793414,-70.712667,5.0,0.0,SENE,167,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65566,Bradford Solar,Solar Photovoltaic,MA,NEMA/Boston,42.751153,-71.094447,5.0,0.0,SENE,234,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65720,Woodland Avenue Solar 1,Solar Photovoltaic,MA,SEMA,41.8884,-71.31839,5.0,0.0,SENE,87,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66075,Blacksmith Road Solar 1,Solar Photovoltaic,MA,SEMA,41.60169,-70.605,5.0,0.0,SENE,78,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66447,Westport Stone & Sand Solar (CSG),Solar Photovoltaic,MA,SEMA,41.621053,-71.05525,5.0,0.0,SENE,80,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67926,"Plympton Main Street Solar, LLC",Solar Photovoltaic,MA,SEMA,41.972946,-70.805042,5.0,0.0,SENE,84,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
68950,Marston Mills Solar,Solar Photovoltaic,MA,SEMA,41.663333,-70.398889,5.0,0.0,SENE,42,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62781,"10 Briggs Solar NG, LLC (East)",Solar Photovoltaic,RI,RI,41.63269,-71.49625,5.0,0.0,SENE,169,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
63997,Pine Hill,Solar Photovoltaic,RI,RI,41.821004,-71.562498,5.0,0.0,SENE,241,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65142,Bristol Landfill Solar,Solar Photovoltaic,RI,RI,41.727627,-71.288487,5.0,0.0,SENE,29,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65954,Kearsarge West Shore Solar LLC,Solar Photovoltaic,RI,RI,41.6202,-71.26842,5.0,0.0,SENE,155,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
