PlantCode,PlantName,SourceTechnology,State,LoadZone,Latitude,Longitude,Pmax (MW),Pmin (MW),Zone,Bus_id,Type,Flag_thermal,Flag_RET,Flag_VRE,Flag_mustrun,Cost ($/MWh),EF,CC,AF,FOR,RM_SPIN,RU,RD,Flag_UC,Min_down_time,Min_up_time,Start_up_cost ($/MW),RM_REG_UP,RM_REG_DN,RM_NSPIN
50878,Wheelabrator Millbury Facility,Municipal Solid Waste,MA,WCMA,42.2214,-71.7669,40.0,0.0,ROP,24,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.03,0.03,0.045
62771,Dry Bridge Solar (Brown University),Solar Photovoltaic,RI,RI,41.55742,-71.50726,40.0,0.0,SENE,86,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
59222,Passadumkeag Windpark LLC,Onshore Wind Turbine,ME,ME,45.07,-68.21,39.9,0.0,Maine,185,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
10883,Medical Area Total Energy Plant,Natural Gas Fired Combustion Turbine,MA,NEMA/Boston,42.33685,-71.10815,38.5,0.0,SENE,121,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
10354,ReEnergy Livermore Falls,Wood/Wood Waste Biomass,ME,ME,44.431667,-70.1619,38.0,0.0,Maine,186,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
63203,VPPSA Project 10,Petroleum Liquids,VT,VT,44.916666,-73.1,38.0,0.0,NNE,3,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
56847,Plainfield Renewable Energy LLC,Wood/Wood Waste Biomass,CT,CT,41.664376,-71.92418,37.5,0.0,ROP,105,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
62657,DWW Solar ll,Solar Photovoltaic,CT,CT,41.541596,-72.475018,36.9,0.0,ROP,19,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
2353,Wilder,Conventional Hydroelectric,VT,VT,43.667927,-72.303642,36.2,0.0,NNE,1,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
54907,Mass Inst Tech Cntrl Utilities/Cogen Plt,Natural Gas Fired Combustion Turbine,MA,NEMA/Boston,42.360986,-71.093876,35.4,0.0,SENE,165,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
3734,Berlin 5,Petroleum Liquids,VT,VT,44.251,-72.6027,35.0,0.0,NNE,181,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
57083,Bull Hill Wind Project,Onshore Wind Turbine,ME,ME,44.723056,-68.2425,34.5,0.0,Maine,191,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
58608,Saddleback Ridge Wind Farm,Onshore Wind Turbine,ME,ME,44.593333,-70.381111,34.2,0.0,Maine,209,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
2364,Merrimack,Petroleum Liquids,NH,NH,43.1411,-71.4692,33.6,0.0,NNE,25,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
1605,Hadley Falls,Conventional Hydroelectric,MA,WCMA,42.2119,-72.6036,33.1,0.0,ROP,249,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
50880,Wheelabrator Saugus,Municipal Solid Waste,MA,NEMA/Boston,42.447,-70.9804,32.8,0.0,SENE,244,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.03,0.03,0.045
1630,Cobble Mountain,Conventional Hydroelectric,MA,WCMA,42.117112,-72.864663,32.6,0.0,ROP,249,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1484,Cape Gas Turbine,Petroleum Liquids,ME,ME,43.6436,-70.2544,32.0,0.0,Maine,145,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
59254,Johnston LFG Turbine Plant,Landfill Gas,RI,RI,41.803333,-71.523333,30.9,0.0,SENE,154,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
1586,Exelon Framingham LLC,Petroleum Liquids,MA,NEMA/Boston,42.2672,-71.3983,30.3,0.0,SENE,120,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
61039,Deerfield Wind LLC,Onshore Wind Turbine,VT,VT,42.877215,-72.993721,30.0,0.0,NNE,43,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
10883,Medical Area Total Energy Plant,Petroleum Liquids,MA,NEMA/Boston,42.33685,-71.10815,30.0,0.0,SENE,121,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
50877,Wheelabrator North Andover,Municipal Solid Waste,MA,NEMA/Boston,42.7262,-71.1219,30.0,0.0,SENE,234,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.03,0.03,0.045
58035,Block Island Wind Farm,Offshore Wind Turbine,RI,RI,41.114722,-71.521111,29.3,0.0,SENE,86,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
553,Stevenson,Conventional Hydroelectric,CT,CT,41.3833,-73.1714,28.9,0.0,ROP,147,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
59953,Antrim Wind,Onshore Wind Turbine,NH,NH,43.06435,-72.00635,28.8,0.0,NNE,127,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
57380,New England Wind LLC,Onshore Wind Turbine,MA,WCMA,42.7297,-73.0236,28.5,0.0,ROP,146,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
805,Charles E Monty,Conventional Hydroelectric,ME,ME,44.099461,-70.220851,28.0,0.0,Maine,207,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
54605,Pratt & Whitney,Natural Gas Fired Combustion Turbine,CT,CT,41.748327,-72.636693,28.0,0.0,ROP,23,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
56991,Stetson Wind II,Onshore Wind Turbine,ME,ME,45.61498,-67.971,25.5,0.0,Maine,189,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
56399,Lempster Wind LLC,Onshore Wind Turbine,NH,NH,43.233,-72.1455,24.0,0.0,NNE,124,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
63668,"University Solar, LLC",Solar Photovoltaic,RI,RI,41.6133,-71.6593,24.0,0.0,SENE,158,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
1491,Gulf Island,Conventional Hydroelectric,ME,ME,44.152854,-70.209378,23.2,0.0,Maine,187,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
58620,Canton Mountain Wind,Onshore Wind Turbine,ME,ME,44.514722,-70.303056,22.8,0.0,Maine,186,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
54236,Pfizer Groton Plant,Natural Gas Steam Turbine,CT,CT,41.3315,-72.0786,22.5,0.0,ROP,92,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
10883,Medical Area Total Energy Plant,Natural Gas Steam Turbine,MA,NEMA/Boston,42.33685,-71.10815,22.0,0.0,SENE,121,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
10556,Boott Hydropower,Conventional Hydroelectric,MA,NEMA/Boston,42.652454,-71.322383,21.7,0.0,SENE,234,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1505,Skelton,Conventional Hydroelectric,ME,ME,43.5708,-70.5583,21.6,0.0,Maine,145,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
10700,Red Shield Envir Old Town Facility,Wood/Wood Waste Biomass,ME,ME,44.918063,-68.63554,21.5,0.0,Maine,58,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
50051,Eagle Point Energy Center,Municipal Solid Waste,ME,ME,44.7383,-68.8258,21.2,0.0,Maine,182,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.03,0.03,0.045
10766,Indeck West Enfield Energy Center,Wood/Wood Waste Biomass,ME,ME,45.2537,-68.62792,20.4,0.0,Maine,185,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
10765,Indeck Jonesboro Energy Center,Wood/Wood Waste Biomass,ME,ME,44.6781,-67.5477,20.2,0.0,Maine,188,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
58026,Spruce Mountain WInd,Onshore Wind Turbine,ME,ME,44.415587,-70.559814,20.0,0.0,Maine,8,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
63894,Milo PV - BD Solar 1 LLC,Solar Photovoltaic,ME,ME,45.267,-68.991,20.0,0.0,Maine,10,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66283,Silver Maple,Onshore Wind Turbine,ME,ME,44.7821,-68.5201,20.0,0.0,Maine,188,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
50739,"NE Renewable Tamworth, LLC",Wood/Wood Waste Biomass,NH,NH,43.835833,-71.1967,20.0,0.0,NNE,235,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
51026,"Ryegate Associates, LLC",Wood/Wood Waste Biomass,VT,VT,44.2131,-72.0572,20.0,0.0,NNE,139,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
58876,Fusion Solar Center LLC,Solar Photovoltaic,CT,CT,41.623889,-72.043056,20.0,0.0,ROP,105,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
61736,Woods Hill Solar,Solar Photovoltaic,CT,CT,41.83184,-71.919867,20.0,0.0,ROP,97,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67116,"GD West Greenwich Nooseneck I, LLC",Solar Photovoltaic,RI,RI,41.606,-71.647,20.0,0.0,SENE,158,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
3754,Burlington GT,Petroleum Liquids,VT,VT,44.4814,-73.2239,19.7,0.0,NNE,3,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
61959,"Coolidge Solar 1, LLC",Solar Photovoltaic,VT,VT,43.424817,-72.665336,19.6,0.0,NNE,43,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
63592,Nutmeg Solar,Solar Photovoltaic,CT,CT,41.974794,-72.510833,19.6,0.0,ROP,199,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
52026,Dartmouth Power Associates LP,Natural Gas Fired Combustion Turbine,MA,SEMA,41.6731,-70.9994,19.6,0.0,SENE,79,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
10494,Sheldon Springs Hydroelectric,Conventional Hydroelectric,VT,VT,44.9108,-72.9736,19.4,0.0,NNE,3,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
58159,UCONN Cogen Facility,Natural Gas Fired Combined Cycle,CT,CT,41.809167,-72.254167,19.2,0.0,ROP,97,NGCC,1,0,0,0,34.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
1595,Kendall Square Station,Petroleum Liquids,MA,NEMA/Boston,42.3633,-71.0792,18.0,0.0,SENE,165,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
2369,White Lake,Petroleum Liquids,NH,NH,43.8478,-71.2069,17.5,0.0,NNE,235,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
540,Branford,Petroleum Liquids,CT,CT,41.2925,-72.7942,17.4,0.0,ROP,33,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
565,Torrington Terminal,Petroleum Liquids,CT,CT,41.776109,-73.120886,17.4,0.0,ROP,226,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
2367,Schiller,Petroleum Liquids,NH,NH,43.0978,-70.7842,17.0,0.0,NNE,128,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
10839,"NE Renewable Whitefield, LLC",Wood/Wood Waste Biomass,NH,NH,44.358047,-71.5449,17.0,0.0,NNE,238,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
2354,Amoskeag,Conventional Hydroelectric,NH,NH,43.00223,-71.47208,16.8,0.0,NNE,151,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
557,Tunnel,Petroleum Liquids,CT,CT,41.555425,-72.041829,16.5,0.0,ROP,105,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
58184,Rand Whitney CHP Plant,Natural Gas Fired Combustion Turbine,CT,CT,41.452778,-72.136111,16.5,0.0,ROP,105,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
10646,Covanta Southeastern Connecticut Company,Municipal Solid Waste,CT,CT,41.475,-72.0688,16.3,0.0,ROP,105,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.03,0.03,0.045
64108,Gold Meadow Farms,Solar Photovoltaic,RI,RI,41.734903,-71.528175,16.2,0.0,SENE,157,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
10838,"NE Renewable Springfield, LLC",Wood/Wood Waste Biomass,NH,NH,43.442871,-72.056,16.1,0.0,NNE,124,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
561,Franklin Drive,Petroleum Liquids,CT,CT,41.798943,-73.116267,16.1,0.0,ROP,226,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
64559,Wallingford Solar,Solar Photovoltaic,CT,CT,41.44175,-72.83737,16.1,0.0,ROP,152,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
10290,Bridgewater Power LP,Wood/Wood Waste Biomass,NH,NH,43.7155,-71.6585,16.0,0.0,NNE,131,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
54148,Hydro Kennebec Project,Conventional Hydroelectric,ME,ME,44.563031,-69.619162,15.4,0.0,Maine,174,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
62857,RoxWind,Onshore Wind Turbine,ME,ME,44.6148,-70.6176,15.3,0.0,Maine,209,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
50208,"NE Renewable Bethlehem, LLC",Wood/Wood Waste Biomass,NH,NH,44.3274,-71.68,15.0,0.0,NNE,238,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
62318,"North Stonington Solar Center, LLC",Solar Photovoltaic,CT,CT,41.418331,-71.836729,15.0,0.0,ROP,136,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
57721,Berkshire Wind Power Project,Onshore Wind Turbine,MA,WCMA,42.586667,-73.275,15.0,0.0,ROP,98,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
54620,"NE Renewable Fitchburg, LLC",Wood/Wood Waste Biomass,MA,WCMA,42.5428,-71.8528,14.9,0.0,ROP,176,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
1510,Williams Hydro,Conventional Hydroelectric,ME,ME,44.9589,-69.8703,14.9,0.0,Maine,141,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
60391,SJA Solar LLC-Solterra Monastery CSG,Solar Photovoltaic,MA,WCMA,42.283439,-72.008468,14.7,0.0,ROP,250,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
58084,"Kimberly Clark-Unit 1,2,3",Natural Gas Fired Combined Cycle,CT,CT,41.558333,-73.413611,14.5,0.0,ROP,112,NGCC,1,0,0,0,34.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
58084,"Kimberly Clark-Unit 1,2,3",Natural Gas Fired Combustion Turbine,CT,CT,41.558333,-73.413611,14.5,0.0,ROP,112,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
2362,Lost Nation,Petroleum Liquids,NH,NH,44.595117,-71.494398,14.0,0.0,NNE,76,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
50545,Lawrence Hydroelectric Associates,Conventional Hydroelectric,MA,NEMA/Boston,42.6994,-71.1653,14.0,0.0,SENE,234,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1620,Deerfield 5,Conventional Hydroelectric,MA,WCMA,42.69118,-72.9561,13.9,0.0,ROP,146,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
64723,Alton Road Solar,Solar Photovoltaic,RI,RI,41.407547,-71.748328,13.9,0.0,SENE,86,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
58551,"Bridgeport Fuel Cell, LLC",Other Natural Gas,CT,CT,41.168056,-73.211111,13.7,0.0,ROP,107,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
1615,Nantucket Hybrid,Petroleum Liquids,MA,SEMA,41.2583,-70.0517,13.5,0.0,SENE,42,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
50648,Covanta Bristol Energy,Municipal Solid Waste,CT,CT,41.6492,-72.9153,13.2,0.0,ROP,233,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.03,0.03,0.045
1483,Brunswick Hydro,Conventional Hydroelectric,ME,ME,43.920486,-69.967819,13.0,0.0,Maine,100,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
54758,Wheelabrator Lisbon,Municipal Solid Waste,CT,CT,41.584429,-72.041629,13.0,0.0,ROP,105,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.03,0.03,0.045
64603,"TPE King Solar Holdings1, LLC (CSG)",Solar Photovoltaic,RI,RI,41.979212,-71.581309,12.7,0.0,SENE,163,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
61857,Toray Plastic America's CHP Plant,Natural Gas Internal Combustion Engine,RI,RI,41.593802,-71.427609,12.5,0.0,SENE,86,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
59070,Jericho Power,Onshore Wind Turbine,NH,NH,44.466944,-71.225,12.1,0.0,NNE,76,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
50873,Wheelabrator Concord Facility,Municipal Solid Waste,NH,NH,43.2866,-71.5769,12.0,0.0,NNE,25,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.03,0.03,0.045
57666,Foxwoods CoGen,Natural Gas Fired Combined Cycle,CT,CT,41.4731,-71.9606,12.0,0.0,ROP,136,NGCC,1,0,0,0,34.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
64160,SR North Stonington,Solar Photovoltaic,CT,CT,41.434277,-71.814044,12.0,0.0,ROP,136,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
61342,Barrett PV,Solar Photovoltaic,MA,WCMA,42.162207,-71.864455,11.9,0.0,ROP,24,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
50758,Pejepscot Hydroelectric Project,Conventional Hydroelectric,ME,ME,43.957448,-70.024158,11.7,0.0,Maine,187,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
2368,Smith (NH),Conventional Hydroelectric,NH,NH,44.469463,-71.178062,11.7,0.0,NNE,76,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
50225,Regional Waste Systems,Municipal Solid Waste,ME,ME,43.6556,-70.3347,11.5,0.0,Maine,145,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.03,0.03,0.045
8004,Fife Brook,Conventional Hydroelectric,MA,WCMA,42.685681,-72.977634,11.2,0.0,ROP,146,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
61703,Sikorsky Aircraft CHP,Natural Gas Fired Combustion Turbine,CT,CT,41.250009,-73.09865,10.3,0.0,ROP,107,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
50080,Otis Hydro,Conventional Hydroelectric,ME,ME,44.477807,-70.200759,10.2,0.0,Maine,186,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
58238,Georgia Mountain Community Wind Farm,Onshore Wind Turbine,VT,VT,44.661667,-73.07,10.0,0.0,NNE,3,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66053,"Generate Colchester Fuel Cells, LLC",Other Natural Gas,CT,CT,41.59413,-72.33131,10.0,0.0,ROP,222,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
68493,Central Heating Plant,Natural Gas Fired Combustion Turbine,MA,WCMA,42.390084,-72.537141,10.0,0.0,ROP,98,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
61840,"Hope Farm Solar, LLC",Solar Photovoltaic,RI,RI,41.7479,-71.5263,10.0,0.0,SENE,157,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67143,Tank Farm 4,Solar Photovoltaic,RI,RI,41.57196,-71.28976,10.0,0.0,SENE,155,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64078,Pittsfield Solar LLC,Solar Photovoltaic,ME,ME,44.814009,-69.449561,9.9,0.0,Maine,174,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
