Technology,Zone,EC_Category,New_Build,soc_t1h1,soc_t1h2,soc_t1h3,soc_t1h4,soc_t1h5,soc_t1h6,soc_t1h7,soc_t1h8,soc_t1h9,soc_t1h10,soc_t1h11,soc_t1h12,soc_t1h13,soc_t1h14,soc_t1h15,soc_t1h16,soc_t1h17,soc_t1h18,soc_t1h19,soc_t1h20,soc_t1h21,soc_t1h22,soc_t1h23,soc_t1h24,soc_t2h25,soc_t2h26,soc_t2h27,soc_t2h28,soc_t2h29,soc_t2h30,soc_t2h31,soc_t2h32,soc_t2h33,soc_t2h34,soc_t2h35,soc_t2h36,soc_t2h37,soc_t2h38,soc_t2h39,soc_t2h40,soc_t2h41,soc_t2h42,soc_t2h43,soc_t2h44,soc_t2h45,soc_t2h46,soc_t2h47,soc_t2h48,soc_t3h49,soc_t3h50,soc_t3h51,soc_t3h52,soc_t3h53,soc_t3h54,soc_t3h55,soc_t3h56,soc_t3h57,soc_t3h58,soc_t3h59,soc_t3h60,soc_t3h61,soc_t3h62,soc_t3h63,soc_t3h64,soc_t3h65,soc_t3h66,soc_t3h67,soc_t3h68,soc_t3h69,soc_t3h70,soc_t3h71,soc_t3h72,soc_t4h73,soc_t4h74,soc_t4h75,soc_t4h76,soc_t4h77,soc_t4h78,soc_t4h79,soc_t4h80,soc_t4h81,soc_t4h82,soc_t4h83,soc_t4h84,soc_t4h85,soc_t4h86,soc_t4h87,soc_t4h88,soc_t4h89,soc_t4h90,soc_t4h91,soc_t4h92,soc_t4h93,soc_t4h94,soc_t4h95,soc_t4h96,soc_t5h97,soc_t5h98,soc_t5h99,soc_t5h100,soc_t5h101,soc_t5h102,soc_t5h103,soc_t5h104,soc_t5h105,soc_t5h106,soc_t5h107,soc_t5h108,soc_t5h109,soc_t5h110,soc_t5h111,soc_t5h112,soc_t5h113,soc_t5h114,soc_t5h115,soc_t5h116,soc_t5h117,soc_t5h118,soc_t5h119,soc_t5h120,soc_t6h121,soc_t6h122,soc_t6h123,soc_t6h124,soc_t6h125,soc_t6h126,soc_t6h127,soc_t6h128,soc_t6h129,soc_t6h130,soc_t6h131,soc_t6h132,soc_t6h133,soc_t6h134,soc_t6h135,soc_t6h136,soc_t6h137,soc_t6h138,soc_t6h139,soc_t6h140,soc_t6h141,soc_t6h142,soc_t6h143,soc_t6h144,soc_t7h145,soc_t7h146,soc_t7h147,soc_t7h148,soc_t7h149,soc_t7h150,soc_t7h151,soc_t7h152,soc_t7h153,soc_t7h154,soc_t7h155,soc_t7h156,soc_t7h157,soc_t7h158,soc_t7h159,soc_t7h160,soc_t7h161,soc_t7h162,soc_t7h163,soc_t7h164,soc_t7h165,soc_t7h166,soc_t7h167,soc_t7h168,soc_t8h169,soc_t8h170,soc_t8h171,soc_t8h172,soc_t8h173,soc_t8h174,soc_t8h175,soc_t8h176,soc_t8h177,soc_t8h178,soc_t8h179,soc_t8h180,soc_t8h181,soc_t8h182,soc_t8h183,soc_t8h184,soc_t8h185,soc_t8h186,soc_t8h187,soc_t8h188,soc_t8h189,soc_t8h190,soc_t8h191,soc_t8h192,soc_t9h193,soc_t9h194,soc_t9h195,soc_t9h196,soc_t9h197,soc_t9h198,soc_t9h199,soc_t9h200,soc_t9h201,soc_t9h202,soc_t9h203,soc_t9h204,soc_t9h205,soc_t9h206,soc_t9h207,soc_t9h208,soc_t9h209,soc_t9h210,soc_t9h211,soc_t9h212,soc_t9h213,soc_t9h214,soc_t9h215,soc_t9h216,soc_t10h217,soc_t10h218,soc_t10h219,soc_t10h220,soc_t10h221,soc_t10h222,soc_t10h223,soc_t10h224,soc_t10h225,soc_t10h226,soc_t10h227,soc_t10h228,soc_t10h229,soc_t10h230,soc_t10h231,soc_t10h232,soc_t10h233,soc_t10h234,soc_t10h235,soc_t10h236,soc_t10h237,soc_t10h238,soc_t10h239,soc_t10h240,soc_t11h241,soc_t11h242,soc_t11h243,soc_t11h244,soc_t11h245,soc_t11h246,soc_t11h247,soc_t11h248,soc_t11h249,soc_t11h250,soc_t11h251,soc_t11h252,soc_t11h253,soc_t11h254,soc_t11h255,soc_t11h256,soc_t11h257,soc_t11h258,soc_t11h259,soc_t11h260,soc_t11h261,soc_t11h262,soc_t11h263,soc_t11h264,soc_t12h265,soc_t12h266,soc_t12h267,soc_t12h268,soc_t12h269,soc_t12h270,soc_t12h271,soc_t12h272,soc_t12h273,soc_t12h274,soc_t12h275,soc_t12h276,soc_t12h277,soc_t12h278,soc_t12h279,soc_t12h280,soc_t12h281,soc_t12h282,soc_t12h283,soc_t12h284,soc_t12h285,soc_t12h286,soc_t12h287,soc_t12h288,soc_t13h289,soc_t13h290,soc_t13h291,soc_t13h292,soc_t13h293,soc_t13h294,soc_t13h295,soc_t13h296,soc_t13h297,soc_t13h298,soc_t13h299,soc_t13h300,soc_t13h301,soc_t13h302,soc_t13h303,soc_t13h304,soc_t13h305,soc_t13h306,soc_t13h307,soc_t13h308,soc_t13h309,soc_t13h310,soc_t13h311,soc_t13h312,soc_t14h313,soc_t14h314,soc_t14h315,soc_t14h316,soc_t14h317,soc_t14h318,soc_t14h319,soc_t14h320,soc_t14h321,soc_t14h322,soc_t14h323,soc_t14h324,soc_t14h325,soc_t14h326,soc_t14h327,soc_t14h328,soc_t14h329,soc_t14h330,soc_t14h331,soc_t14h332,soc_t14h333,soc_t14h334,soc_t14h335,soc_t14h336,soc_t15h337,soc_t15h338,soc_t15h339,soc_t15h340,soc_t15h341,soc_t15h342,soc_t15h343,soc_t15h344,soc_t15h345,soc_t15h346,soc_t15h347,soc_t15h348,soc_t15h349,soc_t15h350,soc_t15h351,soc_t15h352,soc_t15h353,soc_t15h354,soc_t15h355,soc_t15h356,soc_t15h357,soc_t15h358,soc_t15h359,soc_t15h360,soc_t16h361,soc_t16h362,soc_t16h363,soc_t16h364,soc_t16h365,soc_t16h366,soc_t16h367,soc_t16h368,soc_t16h369,soc_t16h370,soc_t16h371,soc_t16h372,soc_t16h373,soc_t16h374,soc_t16h375,soc_t16h376,soc_t16h377,soc_t16h378,soc_t16h379,soc_t16h380,soc_t16h381,soc_t16h382,soc_t16h383,soc_t16h384,soc_t17h385,soc_t17h386,soc_t17h387,soc_t17h388,soc_t17h389,soc_t17h390,soc_t17h391,soc_t17h392,soc_t17h393,soc_t17h394,soc_t17h395,soc_t17h396,soc_t17h397,soc_t17h398,soc_t17h399,soc_t17h400,soc_t17h401,soc_t17h402,soc_t17h403,soc_t17h404,soc_t17h405,soc_t17h406,soc_t17h407,soc_t17h408,soc_t18h409,soc_t18h410,soc_t18h411,soc_t18h412,soc_t18h413,soc_t18h414,soc_t18h415,soc_t18h416,soc_t18h417,soc_t18h418,soc_t18h419,soc_t18h420,soc_t18h421,soc_t18h422,soc_t18h423,soc_t18h424,soc_t18h425,soc_t18h426,soc_t18h427,soc_t18h428,soc_t18h429,soc_t18h430,soc_t18h431,soc_t18h432,soc_t19h433,soc_t19h434,soc_t19h435,soc_t19h436,soc_t19h437,soc_t19h438,soc_t19h439,soc_t19h440,soc_t19h441,soc_t19h442,soc_t19h443,soc_t19h444,soc_t19h445,soc_t19h446,soc_t19h447,soc_t19h448,soc_t19h449,soc_t19h450,soc_t19h451,soc_t19h452,soc_t19h453,soc_t19h454,soc_t19h455,soc_t19h456,soc_t20h457,soc_t20h458,soc_t20h459,soc_t20h460,soc_t20h461,soc_t20h462,soc_t20h463,soc_t20h464,soc_t20h465,soc_t20h466,soc_t20h467,soc_t20h468,soc_t20h469,soc_t20h470,soc_t20h471,soc_t20h472,soc_t20h473,soc_t20h474,soc_t20h475,soc_t20h476,soc_t20h477,soc_t20h478,soc_t20h479,soc_t20h480
Battery,z1,Existing,0,2146.85,2146.85,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,0.0,0.0,0.0,0.0,0.0,2146.85,2146.85,2146.85,2754.4525656796195,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,2146.85,2146.85,2146.85,2146.85,4293.7,4293.7,4293.7,4293.7,4293.7,2866.2451813470466,2866.2451813470466,2866.2451813470466,2866.2451813470466,2866.2451813470466,2866.2451813470466,2866.2451813470466,2866.2451813470466,2866.2451813470466,2866.2451813470466,2866.2451813470466,2866.2451813470466,2866.2451813470466,2866.2451813470466,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2151.0352009658113,2151.0352009658113,4293.7,4293.7,4293.7,2755.093306951877,2755.093306951877,2755.093306951877,2755.093306951877,2755.093306951877,2755.093306951877,2755.093306951877,2755.093306951877,2755.093306951877,2755.093306951877,2755.093306951877,2755.093306951877,2755.093306951877,0.0,0.0,0.0,0.0,2146.85,2146.85,4293.7,4293.7,1840.1519999999996,4293.7,4293.7,1840.1519999999996,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,1394.8956521739128,1175.6165721187288,1175.6165721187288,2146.85,2146.85,2146.85,2146.85,4293.7,1840.1519999999996,4293.7,4216.636775911241,4293.7,4293.7,4293.7,4293.7,3248.4994398112776,1140.7019432737795,0.0,0.0,0.0,0.0,359.6968228645239,359.6968228645239,359.6968228645239,359.6968228645239,0.0,675.48960968531,2146.85,2146.85,3473.021593020816,3473.021593020816,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,4256.316191274013,4256.316191274013,4256.316191274013,4293.7,4293.7,4293.7,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,1394.8956521739128,79.33719750442081,0.0,0.0,2146.85,2146.85,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,3725.9399328118775,3725.9399328118775,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,2667.3630430958156,0.0,0.0,1492.62029413225,2146.85,2146.85,1608.0937490322876,1608.0937490322876,1608.0937490322876,1608.0937490322876,2202.2014741138087,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,3975.549089273271,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,3545.243480179014,3545.243480179014,3545.243480179014,3358.117705918801,459.31335809271445,0.0,0.0,0.0,0.0,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,0.0,416.36143401850353,416.36143401850353,416.36143401850353,1840.1519999999996,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,3629.649734210446,4293.7,4293.7,4293.7,3740.8993031506548,3740.8993031506548,3740.8993031506548,3740.8993031506548,3740.8993031506548,3740.8993031506548,3740.8993031506548,3740.8993031506548,3740.8993031506548,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,3873.1209702240576,3873.1209702240576,3873.1209702240576,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4113.806029686388,2652.6343888046868,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,2640.955199201516,2563.665429625549,1294.2561691216288,1294.2561691216288,0.0,0.0,0.0,0.0,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,3330.981518133052,3330.981518133052,3573.3636374610605,3573.3636374610605,3573.3636374610605,2774.2044531114666,2774.2044531114666,2774.2044531114666,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,2146.85,3093.8812649272595,3093.8812649272595,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,4293.7,2898.804347826087,2898.804347826087,2898.804347826087,0.0,0.0,0.0,0.0,0.0,2146.85
Battery,z2,Existing,0,1612.25,1612.25,1626.0,1626.0,3224.5,3224.5,3224.5,3224.5,3224.5,2908.8078920300477,2908.8078920300477,2908.8078920300477,1020.2209355083087,682.1009011952299,682.1009011952299,682.1009011952299,682.1009011952299,682.1009011952299,682.1009011952299,0.0,0.0,0.0,642.2304654167862,1612.25,1612.25,2592.108021430335,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,1612.25,1612.25,1612.25,1612.25,1612.25,2372.19209482773,2691.1556103701946,3224.5,3224.5,3224.5,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1438.3599689199998,2913.9937103170173,2913.9937103170173,2913.9937103170173,2913.9937103170173,2913.9937103170173,2913.9937103170173,2913.9937103170173,2913.9937103170173,2913.9937103170173,2913.9937103170173,2484.8066073231034,596.2196508013644,563.1498158796248,563.1498158796248,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,3210.75,3210.75,3210.75,3210.75,3210.75,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,1335.913043478261,907.4796569284019,907.4796569284019,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1626.0,3224.5,3224.5,3224.5,3224.5,3224.5,3132.6678437629594,2900.73612767976,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1729.5004922617197,2568.76756749626,2736.2297078234205,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,1888.586956521739,1888.586956521739,1888.586956521739,1888.586956521739,1888.586956521739,1888.586956521739,0.0,0.0,0.0,0.0,565.6294558950806,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1134.956094300001,1134.956094300001,2733.456094300001,2733.456094300001,2733.456094300001,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,2160.741791185771,2160.741791185771,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,1888.586956521739,0.0,0.0,0.0,0.0,1598.5,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1719.775245897601,1390.0297499552084,453.80724350303615,453.80724350303615,453.80724350303615,0.0,0.0,0.0,0.0,0.0,13.75,13.75,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,3210.75,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,3224.5,2655.458458875436,2655.458458875436,2655.458458875436,1608.4632405834793,1608.4632405834793,1288.633898369567,839.96114190206,839.96114190206,839.96114190206,726.8183314672785,726.8183314672785,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,3210.75,3210.75,3210.75,3210.75,3224.5,3224.5,3171.587491602311,3171.587491602311,2639.3150672838324,2000.7254836712243,2000.7254836712243,2008.7840863441127,2389.193878804824,2429.360195409784,540.7732388880447,0.0,13.75,13.75,1612.25,1612.25,1612.25,183.26836966413111,183.26836966413111,0.0,0.0,15.81689666546438,15.81689666546438,15.81689666546438,1614.3168966654644,2985.4462298653357,2985.4462298653357,2985.4462298653357,2985.4462298653357,3224.5,3224.5,2745.502460307498,2745.502460307498,2863.610514548706,2863.610514548706,1349.1565557432727,893.6452787943604,893.6452787943604,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,3210.75,3224.5,3224.5,3224.5,3224.5,1644.6188487460277,1644.6188487460277,0.0,0.0,0.0,0.0,0.0,0.0,864.5928265652797,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1247.9051275427666,1247.9051275427666,1247.9051275427666,1247.9051275427666,1247.9051275427666,1247.9051275427666,1247.9051275427666,1247.9051275427666,1247.9051275427666,1247.9051275427666,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,1612.25,2562.681876420401,3224.5,3224.5,3224.5,3224.5,2811.875582165889,2811.875582165889,3224.5,3224.5,3224.5,3040.9028589517393,3040.9028589517393,3040.9028589517393,3040.9028589517393,3040.9028589517393,3040.9028589517393,1152.3159024300003,0.0,0.0,0.0,554.367579493319,1612.25
Battery,z4,Existing,0,558.55,1057.742,1117.1,1117.1,1117.1,1117.1,708.4986086956519,118.71599999999984,617.9079999999999,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,541.9560326086945,480.9283152173955,0.0,0.0,59.35799999999989,558.55,558.55,558.55,1057.742,1117.1,1117.1,1117.1,617.9079999999999,617.9079999999999,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,589.7826086956521,0.0,0.0,0.0,59.35799999999989,558.55,558.55,1057.742,1117.1,1117.1,1117.1,1117.1,527.3173913043478,1026.509391304348,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,527.3173913043478,0.0,0.0,59.35799999999989,558.55,558.55,558.55,1057.742,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,935.144456521739,345.3618478260869,0.0,0.0,59.35799999999989,558.55,558.55,617.9079999999999,617.9079999999999,1117.1,1117.1,1117.1,957.2544254094869,957.2544254094869,1117.1,1117.1,1042.655726787813,1042.655726787813,589.7826086956521,0.0,118.71599999999984,617.9079999999999,1117.1,1117.1,880.7582608695607,290.97565217390854,0.0,0.0,59.35799999999989,558.55,558.55,1057.742,1117.1,1117.1,1117.1,527.3173913043478,0.0,0.0,499.19200000000006,499.19200000000006,499.19200000000006,998.3840000000001,998.3840000000001,1117.1,1117.1,1117.1,1117.1,1117.1,589.7826086956521,0.0,0.0,0.0,59.35799999999989,558.55,558.55,558.55,617.9079999999999,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,589.7826086956521,0.0,0.0,59.35799999999989,558.55,558.55,1057.742,1117.1,1117.1,1117.1,1117.1,713.9925561697218,713.9925561697218,713.9925561697218,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1010.7764130434762,420.9938043478241,0.0,0.0,0.0,59.35799999999989,558.55,558.55,558.55,691.1160607919694,1117.1,1117.1,589.7826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.19200000000006,998.3840000000001,1117.1,589.7826086956521,0.0,0.0,0.0,0.0,59.35799999999989,558.55,558.55,558.55,617.9079999999999,1117.1,1117.1,1117.1,589.7826086956521,0.0,0.0,0.0,499.19200000000006,499.19200000000006,499.19200000000006,499.19200000000006,617.9079999999999,1117.1,1117.1,1117.1,1117.1,589.7826086956521,0.0,0.0,59.35799999999989,558.55,558.55,0.0,224.1709540000004,702.3774780000015,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,1057.742,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,156.2704347826085,538.9010107826084,869.0915867826083,347.24680417391244,347.24680417391244,0.0,499.19200000000006,998.3840000000001,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,558.55,558.55,558.55,558.55,0.0,230.6598700000014,729.8518700000014,931.5201299999985,1117.1,589.7826086956521,0.0,499.19200000000006,998.3840000000001,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,558.55,558.55,558.55,558.55,558.55,0.0,0.0,0.0,0.0,0.0,0.0,499.19200000000006,998.3840000000001,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,558.55,558.55,558.55,558.55,558.55,558.55,558.55,0.0,0.0,0.0,0.0,0.0,499.19200000000006,998.3840000000001,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,1057.742,1057.742,1057.742,1057.742,1057.742,1057.742,1057.742,1057.742,1057.742,1057.742,1057.742,1057.742,1057.742,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,189.50310402018977,189.50310402018977,189.50310402018977,617.9079999999999,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,558.55,558.55,558.55,558.55,558.55,558.55,586.9076199999987,586.9076199999987,586.9076199999987,586.9076199999987,118.71599999999984,617.9079999999999,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,1117.1,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55,558.55
Battery,z15,Existing,0,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.0,0.03999999999999998,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.0,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.46,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03999999999999998,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.03999999999999998,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03999999999999998,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
