PlantCode,PlantName,SourceTechnology,State,LoadZone,Latitude,Longitude,Pmax (MW),Pmin (MW),Zone,Bus_id,Type,Flag_thermal,Flag_RET,Flag_VRE,Flag_mustrun,Cost ($/MWh),EF,CC,AF,FOR,RM_SPIN,RU,RD,Flag_UC,Min_down_time,Min_up_time,Start_up_cost ($/MW),RM_REG_UP,RM_REG_DN,RM_NSPIN
1,Bga Klein Muckrow,Biogas | Combustion Engine,DE,50Hertz,52.16851058704875,14.27717961282318,12.493,0.0,50Hertz,B110,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
2,Sonae Arauco Beeskow Gmbh,Waste | Steam Turbine,DE,50Hertz,52.182234,14.256328,15.8,0.0,50Hertz,B110,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.05,0.05,0.06
3,Bhkw,Natural Gas | Combustion Engine,DE,50Hertz,52.312886235294116,14.487187823529409,0.8500000000000001,0.0,50Hertz,B110,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
4,Abr,Solar | PP,DE,50Hertz,52.211235883255625,14.374971860064564,85.17035,0.0,50Hertz,B110,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
5,Abo Wind Wp Schierenberg,Wind | Onshore,DE,50Hertz,52.15162521382289,14.331027310946004,578.75,0.0,50Hertz,B110,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
6,Agrar Energie Kleinalsleben Gmbh,Biogas | Combustion Engine,DE,50Hertz,52.11177158071959,11.48636135592692,16.037,0.0,50Hertz,B12,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
7,Wasserkraftanlage Bode,Hydro | Run-Of-River,DE,50Hertz,51.999,11.309,0.22,0.0,50Hertz,B12,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
8,Bhkw Magdeburg,Natural Gas | CCGT,DE,50Hertz,52.07303658645413,11.387831561781553,24.967,0.0,50Hertz,B12,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
9,Bhkw,Natural Gas | Combustion Engine,DE,50Hertz,52.13379124250786,11.620490831226338,15.583,0.0,50Hertz,B12,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
10,Bhkw,Oil | Combustion Engine,DE,50Hertz,52.11218200381548,11.623947882232343,21.072000000000003,0.0,50Hertz,B12,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
11,Dampfturbine,Other | Steam Turbine,DE,50Hertz,52.05966366666666,11.572841999999998,4.800000000000001,0.0,50Hertz,B12,Other,1,0,0,0,55.0,0.25,0.85,0.9,0.08,0.05,0.4,0.4,1,4,4,5.0,0.04,0.04,0.05
12,Agravis Landtechnik Oschersleben,Solar | PP,DE,50Hertz,52.09895577338955,11.571897090903065,118.919975,0.0,50Hertz,B12,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
13,Bornstedt,Wind | Onshore,DE,50Hertz,52.13496265338439,11.460940012212792,386.48,0.0,50Hertz,B12,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
14,Buch Motormodul,Biogas | Combustion Engine,DE,50Hertz,52.634728,13.509710000000002,1.38,0.0,50Hertz,B130,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
15,Buch Gasturbine,Natural Gas | CCGT,DE,50Hertz,52.634728,13.50971,7.54,0.0,50Hertz,B130,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
16,Buch Motormodul,Natural Gas | Combustion Engine,DE,50Hertz,52.634728,13.509709999999998,0.89,0.0,50Hertz,B130,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
17,Netzersatzanlage Hauptgebaude Kva,Oil | Combustion Engine,DE,50Hertz,52.629781,13.508488,1.79,0.0,50Hertz,B130,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
18,Buch Dampfturbine,Other | Steam Turbine,DE,50Hertz,52.63472800000001,13.509710000000002,5.0,0.0,50Hertz,B130,Other,1,0,0,0,55.0,0.25,0.85,0.9,0.08,0.05,0.4,0.4,1,4,4,5.0,0.04,0.04,0.05
19,Dobern Vb Solar Ba,Solar | PP,DE,50Hertz,55.603365,14.606946,1.9,0.0,50Hertz,B15,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
20,Bhkw Blankenburger Strasse Motormodul,Biogas | Combustion Engine,DE,50Hertz,52.586558,13.425281,1.2,0.0,50Hertz,B155,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
21,Agenitor Eg,Natural Gas | Combustion Engine,DE,50Hertz,52.58284012264151,13.427055915094341,0.636,0.0,50Hertz,B155,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
22,Berlin Pva Uberschuss,Solar | PP,DE,50Hertz,52.573847992215164,13.47002384380101,3.9821,0.0,50Hertz,B155,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
23,Bga Mahlwinkel,Biogas | Combustion Engine,DE,50Hertz,52.46085128545552,11.85385507469366,9.385,0.0,50Hertz,B158,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
24,Bhkw Tangermunde Md,Natural Gas | Combustion Engine,DE,50Hertz,52.55280882474228,11.97756262886598,0.97,0.0,50Hertz,B158,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
25,Agrar Zerben,Solar | PP,DE,50Hertz,52.44902261694413,11.853017377029522,120.761377,0.0,50Hertz,B158,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
26,Ferchland,Wind | Onshore,DE,50Hertz,52.4800951652452,11.908501605010661,422.09999999999997,0.0,50Hertz,B158,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
27,Bga Neukirchen Bhkw,Biogas | Combustion Engine,DE,50Hertz,52.909792796284826,11.854439134365323,1.6150000000000002,0.0,50Hertz,B159,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
28,Dachanlage Industriestrasse Perleberg,Solar | PP,DE,50Hertz,52.973433350298826,11.859826082558252,4.764769,0.0,50Hertz,B159,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
29,Alternativ Energie Priborn,Biogas | Combustion Engine,DE,50Hertz,53.60391580231904,12.649540241244955,21.302,0.0,50Hertz,B16,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
30,Bmhkw Malchin Dt,Waste | Steam Turbine,DE,50Hertz,53.74153,12.78257,10.626,0.0,50Hertz,B16,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.05,0.05,0.06
31,Anlage,Natural Gas | Combustion Engine,DE,50Hertz,53.59761952597602,12.478049090070703,3.253,0.0,50Hertz,B16,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
32,Bhkw Ol Reha Klinik,Oil | Combustion Engine,DE,50Hertz,53.479562,12.43293,0.125,0.0,50Hertz,B16,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
33,Abr,Solar | PP,DE,50Hertz,53.5280256021192,12.544594884342308,339.697346,0.0,50Hertz,B16,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
34,Wea Malchow,Wind | Onshore,DE,50Hertz,53.56245446473779,12.402106528028932,11.06,0.0,50Hertz,B16,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
35,Aev Bhkw,Biogas | Combustion Engine,DE,50Hertz,52.731833642073376,12.7261835607498,17.498,0.0,50Hertz,B161,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
36,Bhkw Viessmann,Natural Gas | Combustion Engine,DE,50Hertz,52.6391315,12.901597,0.28,0.0,50Hertz,B161,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
37,Marelli,Oil | Combustion Engine,DE,50Hertz,52.771403461538455,12.825751692307692,1.04,0.0,50Hertz,B161,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
38,Agrar Gmbh Fehrbellin,Solar | PP,DE,50Hertz,52.71421367326676,12.756747621723122,143.84765,0.0,50Hertz,B161,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
39,Bechlin,Wind | Onshore,DE,50Hertz,52.71368672287949,12.708319139963907,249.35,0.0,50Hertz,B161,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
40,Bga Eichstadt,Biogas | Combustion Engine,DE,50Hertz,52.725755248983866,13.091480353122307,16.238,0.0,50Hertz,B165,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
41,Bhkw,Natural Gas | Combustion Engine,DE,50Hertz,52.74438442418061,13.233156671834626,7.353,0.0,50Hertz,B165,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
42,Nea Borgsdorf,Oil | Combustion Engine,DE,50Hertz,52.7560029497717,13.137615593607306,2.19,0.0,50Hertz,B165,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
43,Abr,Solar | PP,DE,50Hertz,52.751071116366795,13.252371841906681,88.636764,0.0,50Hertz,B165,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
44,Neusustrum,Wind | Onshore,DE,50Hertz,52.74072746938775,13.22186744897959,9.8,0.0,50Hertz,B165,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
45,Bga Krempin,Biogas | Combustion Engine,DE,50Hertz,54.09695967775811,11.931856352566372,8.475,0.0,50Hertz,B17,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
46,Kng Rostock,Hard Coal | Steam Turbine,DE,50Hertz,54.14065,12.13102,514.0,0.0,50Hertz,B17,Coal,1,0,0,0,36.0,0.95,0.9,0.92,0.08,0.08,0.25,0.25,1,8,8,9.0,0.04,0.04,0.05
47,Ebs Rostock,Waste | Steam Turbine,DE,50Hertz,54.144615,12.143755,18.5,0.0,50Hertz,B17,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.05,0.05,0.06
48,Rostock Marienehe,Natural Gas | CCGT,DE,50Hertz,54.1256,12.083541000000002,108.0,0.0,50Hertz,B17,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
49,Bhkw,Natural Gas | Combustion Engine,DE,50Hertz,54.137968,12.169502,0.372,0.0,50Hertz,B17,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
50,Pasm Nea Kritzmow Biestower Weg,Oil | Combustion Engine,DE,50Hertz,54.055597,12.057258,0.72,0.0,50Hertz,B17,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
51,Abr,Solar | PP,DE,50Hertz,54.053727471531616,11.861826413505668,70.373374,0.0,50Hertz,B17,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
52,Admannshagen,Wind | Onshore,DE,50Hertz,54.0204206529838,11.809492387489207,382.23,0.0,50Hertz,B17,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
53,Be Viesecke Naturstrom Ug Co Kg,Biogas | Combustion Engine,DE,50Hertz,52.93352549140401,12.193372856415154,18.846,0.0,50Hertz,B178,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
54,Biogasanlage Milchviehanlage,Waste | Combustion Engine,DE,50Hertz,52.925715,12.244035,0.365,0.0,50Hertz,B178,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.05,0.05,0.06
55,Kwk Anlage,Natural Gas | CCGT,DE,50Hertz,52.94800000000001,12.397,4.875,0.0,50Hertz,B178,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
56,Agenitor,Natural Gas | Combustion Engine,DE,50Hertz,52.96290603351955,12.178264039106145,0.895,0.0,50Hertz,B178,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
57,Agravis Ost Kyritz,Solar | PP,DE,50Hertz,52.944765020492994,12.263069014461967,345.548619,0.0,50Hertz,B178,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
58,Askov Overgaard,Wind | Onshore,DE,50Hertz,52.993558225801124,12.222605798518462,787.02,0.0,50Hertz,B178,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
59,Bhkw,Biogas | Combustion Engine,DE,50Hertz,53.10764292692101,11.907291095647501,1.861,0.0,50Hertz,B179,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
60,Baek Freiland Gross,Solar | PP,DE,50Hertz,53.16313018302018,11.92022184881698,1.1496,0.0,50Hertz,B179,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
61,Bhkw Schonerlinde,Biogas | Combustion Engine,DE,50Hertz,52.661373000000005,13.428381,0.4,0.0,50Hertz,B186,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
62,Bhkw,Natural Gas | Combustion Engine,DE,50Hertz,52.63647142821782,13.417096232178217,2.02,0.0,50Hertz,B186,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
63,Berlin,Oil | Combustion Engine,DE,50Hertz,52.635236,13.435507999999999,1.33,0.0,50Hertz,B186,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
64,Berlin,Solar | PP,DE,50Hertz,52.63272972197665,13.382058170522827,5.7916,0.0,50Hertz,B186,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
65,Berlin Pankow,Wind | Onshore,DE,50Hertz,52.64645806907281,13.430870417548228,16.07,0.0,50Hertz,B186,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
66,Biogasanlage Klosterfelde,Biogas | Combustion Engine,DE,50Hertz,52.803687999999994,13.465195000000001,0.36,0.0,50Hertz,B187,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
67,Bhkw Basdorf,Natural Gas | Combustion Engine,DE,50Hertz,52.75249785957723,13.487891784557958,2.4647,0.0,50Hertz,B187,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
68,Kiesweg,Solar | PP,DE,50Hertz,52.78204487723234,13.490796596920317,8.173570000000002,0.0,50Hertz,B187,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
69,Klosterfelde,Wind | Onshore,DE,50Hertz,52.77441460864704,13.449700542303393,26.83,0.0,50Hertz,B187,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
70,Gtkw Ahrensfelde,Natural Gas | CCGT,DE,50Hertz,52.580922,13.570582,148.416,0.0,50Hertz,B193,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
71,Bhk,Natural Gas | Combustion Engine,DE,50Hertz,52.599916,13.549843,4.7,0.0,50Hertz,B193,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
72,Pva Grundschule Ahrensfelde Ot Lindenberg,Solar | PP,DE,50Hertz,52.603741288343564,13.545356061349693,0.489,0.0,50Hertz,B193,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
73,Lindenberg,Wind | Onshore,DE,50Hertz,52.612162950438204,13.537142374735572,33.089999999999996,0.0,50Hertz,B193,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
74,Bga Reinstaedt,Biogas | Combustion Engine,DE,50Hertz,50.87523837541528,11.45745431561462,1.505,0.0,50Hertz,B201,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
75,Wasserkraftanlage Ilm Bad Berka,Hydro | Run-Of-River,DE,50Hertz,50.883436,11.265584,0.155,0.0,50Hertz,B201,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
76,Bhkw,Natural Gas | Combustion Engine,DE,50Hertz,50.91460734272723,11.300897993285043,3.7826,0.0,50Hertz,B201,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
77,Bad Berka,Solar | PP,DE,50Hertz,50.86642077747205,11.37930032065309,28.365515,0.0,50Hertz,B201,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
78,Rittersdorf,Wind | Onshore,DE,50Hertz,50.84785972431916,11.334024403726707,104.65,0.0,50Hertz,B201,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
79,Bhkw,Biogas | Combustion Engine,DE,50Hertz,50.69264482261411,12.908719922199172,3.856,0.0,50Hertz,B228,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
80,Abr,Hydro | Run-Of-River,DE,50Hertz,50.66392296087638,13.058300870109546,3.195,0.0,50Hertz,B228,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
81,Bhkw,Waste | Combustion Engine,DE,50Hertz,50.662295,12.839139,0.103,0.0,50Hertz,B228,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.05,0.05,0.06
82,Bhkw,Natural Gas | Combustion Engine,DE,50Hertz,50.67054964705882,12.996389420466409,2.873,0.0,50Hertz,B228,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
83,Nea,Oil | Combustion Engine,DE,50Hertz,50.618934,13.044262,0.16,0.0,50Hertz,B228,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
84,Anlage,Solar | PP,DE,50Hertz,50.69230301529739,12.906506987807798,30.32348,0.0,50Hertz,B228,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
85,Drebach,Wind | Onshore,DE,50Hertz,50.66117835569423,13.045599201248052,32.05,0.0,50Hertz,B228,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
86,Bga Frohburg,Biogas | Combustion Engine,DE,50Hertz,51.026240260642474,12.597857247469378,21.635,0.0,50Hertz,B23,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
87,Turbine Rochlitz,Hydro | Run-Of-River,DE,50Hertz,51.13213370689655,12.861555000000001,3.48,0.0,50Hertz,B23,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
88,Bhkw,Natural Gas | Combustion Engine,DE,50Hertz,51.01709110606833,12.496163950535442,5.883,0.0,50Hertz,B23,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
89,Generator,Oil | Combustion Engine,DE,50Hertz,51.144421997691424,12.752521223162756,20.792,0.0,50Hertz,B23,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
90,Agar Konigsfeld Volleinspeisung,Solar | PP,DE,50Hertz,51.05036231896295,12.582635304296462,137.16377,0.0,50Hertz,B23,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
91,Bockwitz,Wind | Onshore,DE,50Hertz,51.06364310898301,12.592693721675209,74.14,0.0,50Hertz,B23,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
92,Bhkw Geb,Natural Gas | Combustion Engine,DE,50Hertz,52.627387,13.501628,1.054,0.0,50Hertz,B233,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
93,Bga,Biogas | Combustion Engine,DE,50Hertz,51.30597413060685,14.785674637906771,11.370000000000001,0.0,50Hertz,B24,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
94,Boxberg,Lignite | Steam Turbine,DE,50Hertz,51.41333425,14.563203,2470.0,0.0,50Hertz,B24,Coal,1,0,0,0,36.0,0.95,0.9,0.92,0.08,0.08,0.25,0.25,1,8,8,9.0,0.04,0.04,0.05
95,Boxberg,Hydro | Run-Of-River,DE,50Hertz,51.429833722196996,14.858880801634134,2.2030000000000003,0.0,50Hertz,B24,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
96,Dampfturbine,Waste | Steam Turbine,DE,50Hertz,51.410306,14.950889,0.945,0.0,50Hertz,B24,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.05,0.05,0.06
97,Bhkw,Natural Gas | Combustion Engine,DE,50Hertz,51.417297314049584,14.757202212121214,1.089,0.0,50Hertz,B24,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
98,Notstromaggregat,Oil | Combustion Engine,DE,50Hertz,51.410306,14.950889,0.56,0.0,50Hertz,B24,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
99,Agrar Daubitz,Solar | PP,DE,50Hertz,51.38877347617155,14.78652430587241,109.94330599999999,0.0,50Hertz,B24,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
100,Wka Weisskeissel,Wind | Onshore,DE,50Hertz,51.4963565,14.732934,1.2,0.0,50Hertz,B24,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
101,Bhkw Albertshof,Biogas | Combustion Engine,DE,50Hertz,52.669896186833476,13.587563589622643,4.8759999999999994,0.0,50Hertz,B242,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
102,Bhkw Turbine,Natural Gas | Steam Turbine,DE,50Hertz,52.683236,13.615698,1.681,0.0,50Hertz,B242,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
103,Bhkw Anlage,Natural Gas | Combustion Engine,DE,50Hertz,52.71635992253931,13.624516384100174,6.868,0.0,50Hertz,B242,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
104,Anlage Gds,Solar | PP,DE,50Hertz,52.810671709323124,13.698710392897915,95.2847,0.0,50Hertz,B242,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
105,Birkholz,Wind | Onshore,DE,50Hertz,52.72570636828037,13.659624869871442,117.845,0.0,50Hertz,B242,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
