PlantCode,PlantName,SourceTechnology,State,LoadZone,Latitude,Longitude,Pmax (MW),Pmin (MW),Zone,Bus_id,Type,Flag_thermal,Flag_RET,Flag_VRE,Flag_mustrun,Cost ($/MWh),EF,CC,AF,FOR,RM_SPIN,RU,RD,Flag_UC,Min_down_time,Min_up_time,Start_up_cost ($/MW),RM_REG_UP,RM_REG_DN,RM_NSPIN
1812,Abr Sonnenhof,Solar | PP,DE,Amprion,50.91680199223779,6.800716019454185,12.269185,0.0,Amprion,B61,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1813,Eeg Bhkw Kornharpen,Biogas | Combustion Engine,DE,Amprion,51.48065326562199,7.26807142592831,6.2156,0.0,Amprion,B612,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1814,Bhkw Mhw,Natural Gas | CCGT,DE,Amprion,51.44291877664232,7.3447478423357655,0.685,0.0,Amprion,B612,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
1815,Bhkw Kwel,Natural Gas | Combustion Engine,DE,Amprion,51.47633591142139,7.287533022384751,8.1216,0.0,Amprion,B612,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1816,Nea Pi Witten,Oil | Combustion Engine,DE,Amprion,51.49044018566775,7.330241377850163,0.614,0.0,Amprion,B612,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
1817,Anlage,Solar | PP,DE,Amprion,51.47154030296993,7.311214173240505,7.56382,0.0,Amprion,B612,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1818,Bhkw Kg,Biogas | Combustion Engine,DE,Amprion,51.4394368,6.7254556,3.0,0.0,Amprion,B613,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1819,Hermann Wenzel,Natural Gas | Steam Turbine,DE,Amprion,51.4592079139356,6.729908028213168,350.9,0.0,Amprion,B613,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
1820,Bhkw Akademie,Natural Gas | Combustion Engine,DE,Amprion,51.4301147448438,6.7528973335654,11.491,0.0,Amprion,B613,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1821,Nea Landesarchiv Nrw Duisburg,Oil | Combustion Engine,DE,Amprion,51.44062804948224,6.741466825839184,7.1945,0.0,Amprion,B613,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
1822,Anlage Tsr Duisburg,Solar | PP,DE,Amprion,51.44720856525859,6.7480597554683035,6.6474,0.0,Amprion,B613,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1823,Hamborn,Natural Gas | Steam Turbine,DE,Amprion,51.49151700000001,6.7420469999999995,704.2,0.0,Amprion,B614,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
1824,Bhkw,Natural Gas | Combustion Engine,DE,Amprion,51.48693295859288,6.726987684499817,2.729,0.0,Amprion,B614,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1825,Netzersatzanlage Duisburg,Oil | Combustion Engine,DE,Amprion,51.48859992857143,6.731547174107143,5.376,0.0,Amprion,B614,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
1826,Photovoltaik Anlage,Solar | PP,DE,Amprion,51.5,6.7,0.1071599999999999,0.0,Amprion,B614,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1827,Bhkw,Biogas | Combustion Engine,DE,Amprion,49.942375957181085,7.433964641391615,2.242,0.0,Amprion,B617,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1828,Bhkw Freizeitbad Simmern,Natural Gas | Steam Turbine,DE,Amprion,49.981453,7.522938,0.112,0.0,Amprion,B617,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
1829,Bhkw Lorch,Natural Gas | Combustion Engine,DE,Amprion,50.01544133624963,7.7229206716243795,3.4290000000000003,0.0,Amprion,B617,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1830,Sim Nea,Oil | Combustion Engine,DE,Amprion,49.980713,7.545936,0.4,0.0,Amprion,B617,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
1831,Aeg Ha,Solar | PP,DE,Amprion,50.07374705536204,7.604200808654922,51.566542,0.0,Amprion,B617,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1832,Abo Wind Wp Himmighofen Kasdorf,Wind | Onshore,DE,Amprion,50.04112619050592,7.558852984151378,728.77,0.0,Amprion,B617,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1833,Bhkw,Biogas | Combustion Engine,DE,Amprion,52.20071746255635,8.054906893122002,6.877,0.0,Amprion,B619,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1834,Generator,Lignite | CHP,DE,Amprion,52.2952275,8.0243105,19.0,0.0,Amprion,B619,Coal,1,0,0,0,36.0,0.95,0.9,0.92,0.08,0.08,0.25,0.25,1,8,8,9.0,0.04,0.04,0.05
1835,Nordseite,Natural Gas | CCGT,DE,Amprion,52.241644,8.136667,0.14,0.0,Amprion,B619,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
1836,Agenitor Eg,Natural Gas | Combustion Engine,DE,Amprion,52.25148767328961,8.037822302534991,10.217,0.0,Amprion,B619,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1837,Hochbunker Redlinger Strasse Pol,Oil | Combustion Engine,DE,Amprion,52.2494242421018,8.025212973953257,4.51496,0.0,Amprion,B619,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
1838,Orc Anlage Blankbetrieb,Other | PP,DE,Amprion,52.208781,8.055643,0.5,0.0,Amprion,B619,Other,1,0,0,0,55.0,0.25,0.85,0.9,0.08,0.05,0.4,0.4,1,4,4,5.0,0.04,0.04,0.05
1839,Abr,Solar | PP,DE,Amprion,52.17853797041966,8.062607523807674,38.12363,0.0,Amprion,B619,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1840,Glandorf,Wind | Onshore,DE,Amprion,52.12545714358974,8.016504553846154,9.75,0.0,Amprion,B619,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1841,Hw Weiden Ostlandstr,Biogas | Combustion Engine,DE,Amprion,50.936306925170065,6.833809217687074,2.205,0.0,Amprion,B62,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1842,Aachener Bhkw Modul,Natural Gas | Combustion Engine,DE,Amprion,50.92806500271474,6.907086944836573,9.209,0.0,Amprion,B62,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1843,Aachener Notstrom Hennes,Oil | Combustion Engine,DE,Amprion,50.93646419663088,6.90028465220632,6.708,0.0,Amprion,B62,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
1844,Filiale Koln Lovenich Kolner Strasse,Solar | PP,DE,Amprion,50.93316555586773,6.858403631571345,4.222652,0.0,Amprion,B62,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1845,Bhkw,Biogas | Combustion Engine,DE,Amprion,52.22165729067011,8.271457094376212,4.641,0.0,Amprion,B620,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1846,Schoeller Technocell Osnabruck,Natural Gas | CHP,DE,Amprion,52.27790243126178,8.118255447672855,14.868,0.0,Amprion,B620,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
1847,Bhkw Sudstrasse,Natural Gas | Combustion Engine,DE,Amprion,52.299281962962965,8.094355629629629,0.378,0.0,Amprion,B620,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1848,Am Tie,Solar | PP,DE,Amprion,52.26772984069584,8.194266915953328,25.175036,0.0,Amprion,B620,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1849,Aw Windenergie Bramsche Gmbh Co Kg,Wind | Onshore,DE,Amprion,52.37295991686217,8.086773414369501,68.2,0.0,Amprion,B620,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1850,Bhkw Kla Gelsenkirchen Picksmuhlenbach,Natural Gas | Combustion Engine,DE,Amprion,51.608223,7.037285,0.124,0.0,Amprion,B622,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1851,Bauernweg,Solar | PP,DE,Amprion,51.622656309803325,7.092113465323739,0.596359,0.0,Amprion,B622,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1852,Wka Herten Ried,Wind | Onshore,DE,Amprion,51.6238,7.12253,0.6,0.0,Amprion,B622,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1853,Bhkw Bruhlwiesenschule,Natural Gas | Combustion Engine,DE,Amprion,50.093551827234634,8.450362831675736,3.1973999999999996,0.0,Amprion,B623,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1854,An Gmbh Pv,Solar | PP,DE,Amprion,50.129115171458245,8.422320790610746,5.1712299999999995,0.0,Amprion,B623,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1855,Agrarenergie Am Kettel Gmbh Co Kg,Biogas | Combustion Engine,DE,Amprion,52.08554794936022,8.1724568372465,33.135999999999996,0.0,Amprion,B625,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1856,Kwk Dissen,Lignite | Steam Turbine,DE,Amprion,52.08379,8.19361,0.484,0.0,Amprion,B625,Coal,1,0,0,0,36.0,0.95,0.9,0.92,0.08,0.08,0.25,0.25,1,8,8,9.0,0.04,0.04,0.05
1857,Bhkw Gausekampweg,Natural Gas | CCGT,DE,Amprion,52.06204195327595,8.341288902160548,5.693,0.0,Amprion,B625,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
1858,Bad Rothenfelde Carpesol,Natural Gas | Combustion Engine,DE,Amprion,52.054258407233576,8.166412468028714,18.11,0.0,Amprion,B625,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1859,Notstrom Wasserwerk,Oil | Combustion Engine,DE,Amprion,52.07060162282878,8.271797258064515,0.806,0.0,Amprion,B625,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
1860,Abr,Solar | PP,DE,Amprion,52.09251758488026,8.246487531926068,58.488207,0.0,Amprion,B625,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1861,Burgerwind Elve,Wind | Onshore,DE,Amprion,52.04485776421749,8.11046852277737,136.1,0.0,Amprion,B625,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1862,Bhkw,Biogas | Combustion Engine,DE,Amprion,50.36742167719298,7.369670325146198,4.275,0.0,Amprion,B626,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1863,Bhkw Bplus,Natural Gas | Combustion Engine,DE,Amprion,50.40488723843417,7.415544818505338,0.5619999999999999,0.0,Amprion,B626,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1864,Abr,Solar | PP,DE,Amprion,50.38492586178949,7.373038554291669,9.734173,0.0,Amprion,B626,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1865,Abo Energy Wp Kruft,Wind | Onshore,DE,Amprion,50.394481,7.311494,12.4,0.0,Amprion,B626,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1866,Bhkw Klaranlage Urmitz Bahnhof,Biogas | Combustion Engine,DE,Amprion,50.40172621417323,7.4890776535433075,1.27,0.0,Amprion,B627,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1867,Urmitz Bhkw,Natural Gas | Combustion Engine,DE,Amprion,50.413717,7.524208,0.14,0.0,Amprion,B627,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1868,Muelheim Kaerlich,Nuclear | Steam Turbine,DE,Amprion,50.4086,7.487400000000001,1302.0,0.0,Amprion,B627,NuC,1,0,0,0,12.0,0.0,0.95,0.95,0.06,0.1,0.12,0.12,1,24,24,4.0,0.05,0.05,0.075
1869,Alexanders Photovoltaik,Solar | PP,DE,Amprion,50.40987626164705,7.48750785798395,12.68927,0.0,Amprion,B627,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1870,Pv Anlage Kwp,Solar | PV,DE,Amprion,51.004562,6.629519,0.1,0.0,Amprion,B63,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1871,Windpark Vanikum,Wind | Onshore,DE,Amprion,51.02415299999999,6.644613499999999,12.0,0.0,Amprion,B63,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1872,Bga Bhkw,Biogas | Combustion Engine,DE,Amprion,51.07253320913181,8.747321421763038,12.002,0.0,Amprion,B632,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1873,Hemfurth,Hydro | Reservoir,DE,Amprion,51.18130381256134,9.054474580471052,20.38,0.0,Amprion,B632,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1874,Bhkw,Natural Gas | Combustion Engine,DE,Amprion,51.0643326812227,8.767489174672491,0.916,0.0,Amprion,B632,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1875,Pasm Nea Frankenberg Marburger Str,Oil | Combustion Engine,DE,Amprion,51.052014,8.791923,0.1152,0.0,Amprion,B632,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
1876,Abr,Solar | PP,DE,Amprion,51.080404785035746,8.859411141601257,21.007935,0.0,Amprion,B632,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1877,Braunshauser Str,Wind | Onshore,DE,Amprion,51.12686437598774,8.85365203384833,84.78999999999999,0.0,Amprion,B632,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1878,Bg Hil,Biogas | Combustion Engine,DE,Amprion,49.667742180280044,7.028346065344223,3.428,0.0,Amprion,B639,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1879,Bhkw,Natural Gas | OCGT,DE,Amprion,49.65441262368816,7.1541393583208395,1.334,0.0,Amprion,B639,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1880,Allenbach Dach,Solar | PP,DE,Amprion,49.68289264407945,6.988487586243179,36.742355,0.0,Amprion,B639,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1881,Abo Wind Wp Berglicht Repowering,Wind | Onshore,DE,Amprion,49.71325216446647,6.976691135221099,355.27,0.0,Amprion,B639,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1882,Agenitor,Biogas | Combustion Engine,DE,Amprion,52.118981981133345,7.419254898254834,14.841000000000001,0.0,Amprion,B64,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1883,Pbm Bhkw,Waste | Combustion Engine,DE,Amprion,52.146405,7.553993,2.974,0.0,Amprion,B64,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.05,0.05,0.06
1884,Bhkw,Natural Gas | Combustion Engine,DE,Amprion,52.14752147014925,7.523337186567164,1.34,0.0,Amprion,B64,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1885,Bhkw,Oil | Combustion Engine,DE,Amprion,52.15120338993942,7.551577691389756,5.447,0.0,Amprion,B64,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
1886,Abr,Solar | PP,DE,Amprion,52.116068893944124,7.457583334579517,50.279109,0.0,Amprion,B64,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1887,Al Windpower Aps,Wind | Onshore,DE,Amprion,52.12531360430687,7.392015047531346,211.755,0.0,Amprion,B64,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1888,Bhkw,Biogas | Combustion Engine,DE,Amprion,50.02565511545623,8.953178309124768,0.537,0.0,Amprion,B640,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1889,Deponiegasmotor,Waste | Combustion Engine,DE,Amprion,50.178646,9.172749,0.4,0.0,Amprion,B640,MSW,1,1,0,0,32.0,0.08,0.9,0.92,0.08,0.06,0.35,0.35,1,6,6,5.0,0.05,0.05,0.06
1890,Bhkw,Natural Gas | Combustion Engine,DE,Amprion,50.1115528228925,9.103193926914154,2.5860000000000003,0.0,Amprion,B640,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1891,Grosswelzheim,Nuclear | Steam Turbine,DE,Amprion,50.058658139534884,8.988429302325581,43.0,0.0,Amprion,B640,NuC,1,0,0,0,12.0,0.0,0.95,0.95,0.06,0.1,0.12,0.12,1,24,24,4.0,0.05,0.05,0.075
1892,Nea Lidl Alzenau,Oil | Combustion Engine,DE,Amprion,50.05284898669624,9.042272904656318,1.804,0.0,Amprion,B640,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
1893,Alzenau Schott Sf,Solar | PP,DE,Amprion,50.15837134514056,9.177443443373173,64.145072,0.0,Amprion,B640,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1894,Volkartshain,Wind | Onshore,DE,Amprion,50.0,9.0,0.5,0.0,Amprion,B640,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1895,Bhkw Kwk Eg,Natural Gas | Combustion Engine,DE,Amprion,50.069192,8.864856,0.25,0.0,Amprion,B641,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1896,Burgersonnenkraftwerk Georg Buchner Schule Rodgau Jugesheim,Solar | PP,DE,Amprion,50.0680587777619,8.941413667905291,2.0991,0.0,Amprion,B641,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1897,Bhkw,Biogas | Combustion Engine,DE,Amprion,50.235873651248404,9.184297056818181,6.248,0.0,Amprion,B642,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1898,Staudinger,Hard Coal | Steam Turbine,DE,Amprion,50.08808265906133,8.952233043794502,522.44,0.0,Amprion,B642,Coal,1,0,0,0,36.0,0.95,0.9,0.92,0.08,0.08,0.25,0.25,1,8,8,9.0,0.04,0.04,0.05
1899,Kinzigmuhle,Hydro | Run-Of-River,DE,Amprion,50.25914477272727,9.211301681818183,0.22,0.0,Amprion,B642,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1900,Staudinger,Natural Gas | Steam Turbine,DE,Amprion,50.088056,8.952222,580.0,0.0,Amprion,B642,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
1901,Bhkw,Natural Gas | OCGT,DE,Amprion,50.10167767815126,8.968569670562893,35.6071,0.0,Amprion,B642,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1902,Etb,Oil | Combustion Engine,DE,Amprion,50.13270509083459,8.985189517142468,7.321,0.0,Amprion,B642,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
1903,Anlage,Solar | PP,DE,Amprion,50.15765247967958,9.06003441754008,41.197075,0.0,Amprion,B642,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1904,Constantia Forst,Wind | Onshore,DE,Amprion,50.26474579495549,9.246646408902077,84.25,0.0,Amprion,B642,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1905,Anlage Meerhof,Biogas | Combustion Engine,DE,Amprion,50.63671640282756,6.870420448626046,15.066,0.0,Amprion,B643,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1906,Euskirchen Generator,Lignite | Steam Turbine,DE,Amprion,50.658774,6.810238,8.333,0.0,Amprion,B643,Coal,1,0,0,0,36.0,0.95,0.9,0.92,0.08,0.08,0.25,0.25,1,8,8,9.0,0.04,0.04,0.05
1907,Euskirchen Generator,Natural Gas | Steam Turbine,DE,Amprion,50.65877400000001,6.810238000000001,6.232,0.0,Amprion,B643,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
1908,Bhkw Agenitor Rb,Natural Gas | Combustion Engine,DE,Amprion,50.64529459262466,6.76873793663435,5.776,0.0,Amprion,B643,NGCT,1,0,0,0,68.0,0.58,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.08,0.08,0.1
1909,Nea Ka,Oil | Combustion Engine,DE,Amprion,50.66199117714286,6.826464211428572,3.5,0.0,Amprion,B643,Oil,1,0,0,0,110.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.06,0.06,0.08
1910,Alte Dachanlage,Solar | PP,DE,Amprion,50.62175363575972,6.77252740820271,62.292677999999995,0.0,Amprion,B643,SolarPV,0,1,1,0,2.0,0.0,0.15,1.0,0.03,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1911,Eifel Windpark Rohr Reetz,Wind | Onshore,DE,Amprion,50.520880292266334,6.681583820971058,63.23,0.0,Amprion,B643,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1912,Agenitor Klargas Bhkw,Biogas | Combustion Engine,DE,Amprion,51.55464648586412,8.225094412325362,38.5579,0.0,Amprion,B644,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.05,0.05,0.06
1913,Westfalen,Hard Coal | Steam Turbine,DE,Amprion,51.682608,7.969927000000001,763.7,0.0,Amprion,B644,Coal,1,0,0,0,36.0,0.95,0.9,0.92,0.08,0.08,0.25,0.25,1,8,8,9.0,0.04,0.04,0.05
1914,Mohne Nkw,Hydro | Reservoir,DE,Amprion,51.4904345390071,8.054336716312058,5.64,0.0,Amprion,B644,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
1915,Bhkw Im Klinikumstadtsoest,Natural Gas | Steam Turbine,DE,Amprion,51.67788175314933,8.311505576928521,7.0649999999999995,0.0,Amprion,B644,NGCC,1,0,0,0,42.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
