Time Period,Month,Day,Hours,50Hertz,Amprion,TenneT,TransnetBW,NI
1,10,15,1,0.5713037369362488,0.6195225892963748,0.5781896039949713,0.5611237285953393,0.0
1,10,15,2,0.5526318450665434,0.594265193471652,0.560471521860595,0.5331469035663705,0.0
1,10,15,3,0.5484452582055733,0.5835285041192516,0.5527194789775108,0.5213904982618772,0.0
1,10,15,4,0.5502559956884936,0.593897813168747,0.555868923732365,0.528332689584138,0.0
1,10,15,5,0.5728866450972379,0.6091716492620248,0.569574573962844,0.549472383159521,0.0
1,10,15,6,0.6156412265188571,0.6502263981116653,0.6217257123899986,0.604819363975795,0.0
1,10,15,7,0.6927320066885453,0.7418143076258966,0.7270533594077384,0.726086262392172,0.0
1,10,15,8,0.7488720069145901,0.8032862168094858,0.8040543371979326,0.8130088837388953,0.0
1,10,15,9,0.7715924793719287,0.8377464892219804,0.8363515330353403,0.8520571649285438,0.0
1,10,15,10,0.7797800584504155,0.854673536678331,0.8342139265260512,0.8488960988798764,0.0
1,10,15,11,0.7884203218996325,0.8699565572791815,0.8412915560832519,0.8508386764516545,0.0
1,10,15,12,0.8075520363955855,0.886222320190303,0.8383219548819668,0.842562636796704,0.0
1,10,15,13,0.802438666026603,0.8714628165210923,0.8234700202542254,0.8163429895712631,0.0
1,10,15,14,0.7911298847231218,0.8478586320594421,0.8034488930018159,0.79676786404017,0.0
1,10,15,15,0.7807211184694628,0.8231798602117948,0.7838533663919541,0.7801632547959315,0.0
1,10,15,16,0.7768509942697653,0.8118829158974642,0.7779351166364018,0.7720252349684562,0.0
1,10,15,17,0.7797277112432878,0.8017524040448571,0.7786688957955021,0.7733724732844084,0.0
1,10,15,18,0.8006612404027641,0.8154740583583611,0.8048322042184664,0.7701671172911033,0.0
1,10,15,19,0.824432226130417,0.8253565885065072,0.8310819423103786,0.787519505600618,0.0
1,10,15,20,0.8328476345308351,0.8282680774070298,0.8297226393351027,0.8034999356250804,0.0
1,10,15,21,0.8171393084101142,0.7879940117010626,0.7809304721329795,0.7538766576541779,0.0
1,10,15,22,0.7810375811307353,0.7571065127343197,0.7303320121525353,0.7077677352903309,0.0
1,10,15,23,0.7252223715307334,0.7038822913509493,0.6853108849001257,0.6566746491566885,0.0
1,10,15,24,0.6792121507385417,0.6673646892421863,0.6407384935046794,0.6071348010814986,0.0
1,10,16,1,0.629903461042673,0.6286887278538561,0.6035366322112027,0.5707161066048667,0.0
1,10,16,2,0.6014759532991529,0.6192378695616234,0.5863096277413047,0.5416711729110338,0.0
1,10,16,3,0.5718301832806589,0.6009882530148146,0.5677512571588211,0.5304194669756663,0.0
1,10,16,4,0.5816220852866871,0.5930069159342022,0.5705008555664199,0.5320757049053688,0.0
1,10,16,5,0.5994617755339862,0.6119545550565306,0.5925718501187317,0.5509071713660357,0.0
1,10,16,6,0.6637483098692926,0.6669330173862729,0.6459814569073893,0.601942577571778,0.0
1,10,16,7,0.7594068823490571,0.7528908237584842,0.7481622782511524,0.7146409166988542,0.0
1,10,16,8,0.8049221840920405,0.8199560980538029,0.8282734145830424,0.8058503926870092,0.0
1,10,16,9,0.8162160940298605,0.8507701209599647,0.8589441611956978,0.8447647740440325,0.0
1,10,16,10,0.8254244436473391,0.8578513762984598,0.8597674256181032,0.8472450109437364,0.0
1,10,16,11,0.8318411405028782,0.8579983284196218,0.8649881268333567,0.8541099523625596,0.0
1,10,16,12,0.8284046653258642,0.8590637312980465,0.8630076651767007,0.8529882837646454,0.0
1,10,16,13,0.8241211171607825,0.8554450353144316,0.845579864506216,0.8289398738251578,0.0
1,10,16,14,0.8163445826291741,0.8578972988363229,0.8287413570331053,0.8119490150637312,0.0
1,10,16,15,0.8120538962085749,0.8337604129354604,0.8024959840759883,0.7867047766190293,0.0
1,10,16,16,0.800674327204546,0.8291314211188567,0.7983089467802765,0.7754335007081241,0.0
1,10,16,17,0.7876089401891518,0.8049210591574133,0.7920126763514458,0.7686664091669886,0.0
1,10,16,18,0.8092616485920088,0.8114971665794138,0.8126702402570192,0.7779611175486031,0.0
1,10,16,19,0.8229694786039713,0.8268261097181274,0.8456195872328538,0.7928445989442513,0.0
1,10,16,20,0.8199030030046106,0.8349084763820388,0.8424465707501048,0.8005685592893009,0.0
1,10,16,21,0.8018503548010419,0.8041311915061674,0.797668581505797,0.7551723960345049,0.0
1,10,16,22,0.765122245600009,0.763076442656527,0.7437486904595614,0.7061866872666409,0.0
1,10,16,23,0.721519401481069,0.7126443115752349,0.6984268054197514,0.6575140981073774,0.0
1,10,16,24,0.6841417110279504,0.6662258103031806,0.6506958024863808,0.6050789236513455,0.0
