HourIndex,TimestampUTC,Load_MW,WindOnshore_MW,WindOffshore_MW,SolarPV_MW,Hydro_MW,Biomass_MW,OtherRenewables_MW,NetImports_MW,SourceDataset,Notes
1,2025-01-01 00:00:00,47741.75,32875.75,2502.0,9.5,1441.0,3818.5,131.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
2,2025-01-01 01:00:00,46867.25,33520.0,2395.5,9.5,1380.0,3763.0,131.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
3,2025-01-01 02:00:00,45797.5,33767.0,2614.0,9.0,1343.75,3737.0,131.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4,2025-01-01 03:00:00,44623.5,32876.25,1684.25,9.25,1316.25,3739.5,127.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
5,2025-01-01 04:00:00,43626.0,33113.75,1327.75,9.0,1321.5,3714.5,127.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
6,2025-01-01 05:00:00,43838.5,33570.75,1163.25,9.25,1298.25,3715.75,129.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
7,2025-01-01 06:00:00,43176.0,35440.25,1037.0,10.5,1350.5,3751.5,129.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
8,2025-01-01 07:00:00,43525.0,36089.75,1310.0,12.5,1454.0,3783.0,129.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
9,2025-01-01 08:00:00,45659.0,35661.5,2419.0,723.5,1411.25,3886.75,128.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
10,2025-01-01 09:00:00,47680.0,34597.25,2093.75,4051.75,1446.5,3895.25,128.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
11,2025-01-01 10:00:00,50088.25,36147.0,2116.25,7913.0,1431.5,3822.0,126.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
12,2025-01-01 11:00:00,52089.5,35918.25,1851.0,11146.75,1437.25,3830.0,124.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
13,2025-01-01 12:00:00,53127.75,36641.25,2145.0,12110.5,1487.5,3772.5,119.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
14,2025-01-01 13:00:00,51859.0,37617.0,2689.75,10659.25,1489.25,3755.25,115.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
15,2025-01-01 14:00:00,50763.0,38592.0,3463.5,7043.0,1438.5,3762.0,124.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
16,2025-01-01 15:00:00,51838.0,41261.75,4613.0,2772.75,1425.75,3806.25,125.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
17,2025-01-01 16:00:00,53929.75,41900.0,4720.5,192.75,1461.0,3971.0,128.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
18,2025-01-01 17:00:00,55772.25,43761.75,4809.75,19.25,1434.0,4099.25,128.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
19,2025-01-01 18:00:00,55923.75,44199.75,3803.25,14.5,1359.75,4131.5,128.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
20,2025-01-01 19:00:00,54756.25,43338.5,3496.75,12.25,1428.5,4113.5,128.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
21,2025-01-01 20:00:00,52526.5,42674.5,3979.25,12.5,1350.0,4036.25,127.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
22,2025-01-01 21:00:00,50685.75,41421.25,3979.5,11.25,1355.5,3975.5,127.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
23,2025-01-01 22:00:00,48596.0,39663.25,3853.5,10.0,1351.5,3930.0,128.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
24,2025-01-01 23:00:00,46001.75,39612.25,4115.0,9.75,1347.75,3832.75,128.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
25,2025-01-02 00:00:00,44101.5,37737.5,4033.0,8.5,1400.25,3726.5,129.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
26,2025-01-02 01:00:00,42051.75,36230.75,4753.75,6.5,1349.5,3723.5,129.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
27,2025-01-02 02:00:00,41234.5,34086.0,5264.75,6.0,1349.5,3727.25,129.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
28,2025-01-02 03:00:00,41547.5,32543.75,5593.75,6.5,1357.75,3731.75,127.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
29,2025-01-02 04:00:00,42063.0,30886.25,4933.75,6.0,1409.0,3762.75,126.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
30,2025-01-02 05:00:00,44061.75,29820.0,4567.5,6.0,1383.25,3818.0,124.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
31,2025-01-02 06:00:00,49523.0,28246.0,5589.25,6.25,1387.25,3901.0,125.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
32,2025-01-02 07:00:00,53621.5,25102.25,5867.0,8.25,1400.75,4078.25,124.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
33,2025-01-02 08:00:00,57052.0,22035.5,5753.25,191.5,1410.25,4267.75,121.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
34,2025-01-02 09:00:00,59258.5,18455.5,5976.25,1609.0,1374.75,4317.5,120.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
35,2025-01-02 10:00:00,59896.0,15182.0,5100.75,4077.75,1407.0,4267.5,122.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
36,2025-01-02 11:00:00,60934.25,12916.0,5169.5,6173.0,1357.75,4177.25,124.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
37,2025-01-02 12:00:00,61626.75,11792.5,5390.25,6704.75,1378.5,4061.0,124.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
38,2025-01-02 13:00:00,61145.5,11863.75,5468.25,5859.25,1434.5,4032.25,125.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
39,2025-01-02 14:00:00,59869.5,11327.5,5120.5,3569.25,1541.25,4111.5,126.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
40,2025-01-02 15:00:00,59600.5,11582.0,5181.25,1084.25,1579.5,4250.25,125.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
41,2025-01-02 16:00:00,60662.5,12834.5,5315.5,53.0,1648.5,4395.25,126.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
42,2025-01-02 17:00:00,62803.5,14678.0,6058.75,22.5,1723.0,4500.25,127.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
43,2025-01-02 18:00:00,62897.0,15957.75,5556.5,25.75,1769.5,4522.25,128.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
44,2025-01-02 19:00:00,61916.0,17922.5,5842.75,17.5,1671.5,4450.25,127.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
45,2025-01-02 20:00:00,58895.0,18922.0,5894.5,8.0,1447.0,4328.25,126.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
46,2025-01-02 21:00:00,56334.0,18811.75,5907.0,6.0,1180.25,4152.75,127.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
47,2025-01-02 22:00:00,54131.0,18384.25,6626.75,7.75,1345.0,4042.0,128.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
48,2025-01-02 23:00:00,50779.75,18797.5,6322.5,7.5,1446.25,3924.5,129.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
49,2025-01-03 00:00:00,47627.5,19065.5,5972.5,6.75,1392.25,3824.5,129.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
50,2025-01-03 01:00:00,45932.5,19264.5,5959.5,7.5,1354.25,3806.0,128.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
51,2025-01-03 02:00:00,45574.5,20140.0,6201.75,6.5,1361.75,3784.0,129.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
52,2025-01-03 03:00:00,45858.25,20813.75,5839.25,8.25,1370.75,3738.25,130.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
53,2025-01-03 04:00:00,47150.75,23143.5,5211.75,8.75,1366.0,3751.25,128.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
54,2025-01-03 05:00:00,49193.75,25405.75,4292.75,9.25,1396.25,3803.25,128.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
55,2025-01-03 06:00:00,52651.5,29083.25,2881.75,14.25,1419.75,3933.0,127.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
56,2025-01-03 07:00:00,56063.25,31334.5,1656.5,18.75,1509.25,4093.0,126.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
57,2025-01-03 08:00:00,59124.0,33359.0,1603.75,175.25,1503.0,4199.75,128.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
58,2025-01-03 09:00:00,60690.5,33738.75,1980.5,1603.25,1498.25,4184.0,128.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
59,2025-01-03 10:00:00,61872.5,34718.25,1435.25,4113.0,1565.0,4055.75,125.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
60,2025-01-03 11:00:00,62822.25,36049.75,1114.25,6249.25,1518.0,3996.5,125.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
61,2025-01-03 12:00:00,63411.25,35860.25,920.75,6560.0,1453.75,3894.75,127.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
62,2025-01-03 13:00:00,62371.5,34970.0,1404.5,5877.0,1456.5,3879.0,129.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
63,2025-01-03 14:00:00,62046.75,33328.75,3350.25,3943.5,1446.75,3936.0,132.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
64,2025-01-03 15:00:00,62152.5,32051.75,4003.75,1574.5,1503.25,4061.25,129.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
65,2025-01-03 16:00:00,63092.5,30777.5,4767.5,115.25,1523.25,4293.5,130.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
66,2025-01-03 17:00:00,65361.75,29469.75,5221.5,10.75,1640.0,4428.5,130.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
67,2025-01-03 18:00:00,64411.0,27871.75,5097.0,13.25,1736.0,4496.25,132.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
68,2025-01-03 19:00:00,62883.25,27043.25,5996.0,9.0,1547.0,4445.75,134.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
69,2025-01-03 20:00:00,60086.0,26291.0,6374.0,7.25,1465.0,4207.0,134.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
70,2025-01-03 21:00:00,58168.5,26423.25,5915.0,7.25,1401.25,4014.75,134.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
71,2025-01-03 22:00:00,55472.25,24820.25,5334.75,8.5,1436.25,3919.0,135.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
72,2025-01-03 23:00:00,52747.75,23694.75,4315.25,8.5,1441.5,3878.5,133.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
73,2025-01-04 00:00:00,50248.0,22633.0,3566.0,8.25,1391.25,3865.75,133.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
74,2025-01-04 01:00:00,48370.5,20824.0,3423.0,7.25,1422.75,3782.25,133.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
75,2025-01-04 02:00:00,46208.5,18148.75,2837.5,7.25,1450.5,3761.5,133.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
76,2025-01-04 03:00:00,45090.0,15726.5,2052.0,7.0,1438.75,3764.0,132.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
77,2025-01-04 04:00:00,44312.25,13777.5,1518.25,6.75,1405.5,3845.5,131.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
78,2025-01-04 05:00:00,44038.25,11251.75,1173.0,6.5,1396.5,3927.25,131.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
79,2025-01-04 06:00:00,45084.75,9974.5,1245.75,8.25,1455.25,4041.5,130.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
80,2025-01-04 07:00:00,47136.25,9179.25,1109.0,8.25,1467.5,4198.75,130.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
81,2025-01-04 08:00:00,50505.75,8432.0,1636.75,295.0,1563.75,4320.25,136.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
82,2025-01-04 09:00:00,53599.0,7564.0,2569.5,1954.0,1561.25,4333.5,136.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
83,2025-01-04 10:00:00,55556.0,7336.5,2444.0,4070.0,1584.5,4337.0,136.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
84,2025-01-04 11:00:00,57750.25,7405.0,3158.0,5438.25,1508.25,4231.25,136.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
85,2025-01-04 12:00:00,58111.25,7203.25,2453.75,5847.25,1547.75,4158.5,136.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
86,2025-01-04 13:00:00,57128.0,7335.0,2827.0,5117.0,1495.25,4131.0,137.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
87,2025-01-04 14:00:00,56241.0,7530.25,2545.75,3417.5,1534.25,4168.25,136.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
88,2025-01-04 15:00:00,56503.75,7402.5,2781.5,1193.25,1563.75,4332.5,135.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
89,2025-01-04 16:00:00,58277.25,8303.25,2774.75,74.0,1684.5,4534.75,134.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
90,2025-01-04 17:00:00,60529.5,8971.5,2643.25,14.75,1781.75,4597.75,135.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
91,2025-01-04 18:00:00,60559.75,9753.5,2475.75,11.75,1772.75,4594.0,136.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
92,2025-01-04 19:00:00,58881.0,10619.0,2208.5,7.5,1645.75,4483.5,136.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
93,2025-01-04 20:00:00,55581.0,10604.5,1916.0,7.5,1604.5,4335.25,137.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
94,2025-01-04 21:00:00,53295.5,10372.0,2223.25,6.75,1555.25,4195.25,137.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
95,2025-01-04 22:00:00,52316.5,9869.75,2490.75,6.0,1429.5,4053.0,137.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
96,2025-01-04 23:00:00,49240.5,9450.5,2316.5,6.25,1425.5,3997.5,137.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
97,2025-01-05 00:00:00,46651.5,8492.75,2087.75,8.75,1421.25,3950.75,137.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
98,2025-01-05 01:00:00,43846.5,8517.0,1852.5,6.25,1435.25,3942.0,138.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
99,2025-01-05 02:00:00,42538.5,8365.5,1599.25,6.75,1477.5,3925.75,138.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
100,2025-01-05 03:00:00,41941.75,7941.5,1119.5,6.0,1424.0,3920.25,137.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
101,2025-01-05 04:00:00,41672.75,8349.25,1046.75,6.25,1442.0,3927.25,137.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
102,2025-01-05 05:00:00,42087.75,9676.25,1405.75,6.0,1422.25,3914.0,137.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
103,2025-01-05 06:00:00,43356.0,11022.0,2219.25,6.0,1462.5,3958.25,136.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
104,2025-01-05 07:00:00,44689.0,12790.5,3593.5,7.0,1555.0,4032.25,136.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
105,2025-01-05 08:00:00,47732.0,15638.25,4837.5,45.5,1447.75,4114.75,135.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
106,2025-01-05 09:00:00,51815.25,18043.5,5491.75,349.25,1504.25,4180.25,133.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
107,2025-01-05 10:00:00,54401.5,20623.25,6029.75,934.25,1499.0,4140.25,133.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
108,2025-01-05 11:00:00,57258.0,22405.75,6160.75,1564.25,1529.25,4132.25,132.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
109,2025-01-05 12:00:00,57775.25,23375.75,6147.5,2029.75,1646.0,4045.0,131.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
110,2025-01-05 13:00:00,56015.25,24316.25,6305.25,2018.0,1570.5,3994.0,131.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
111,2025-01-05 14:00:00,55069.0,26216.0,5841.5,1394.0,1642.0,4037.0,129.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
112,2025-01-05 15:00:00,55471.5,28309.0,5151.25,576.0,1652.0,4075.75,129.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
113,2025-01-05 16:00:00,57814.75,30474.5,5575.0,69.25,1602.0,4208.25,130.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
114,2025-01-05 17:00:00,59952.75,31381.75,6155.5,14.25,1645.75,4320.5,130.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
115,2025-01-05 18:00:00,60078.25,31585.5,6088.5,11.5,1612.5,4313.25,130.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
116,2025-01-05 19:00:00,58185.5,30922.25,6376.5,8.5,1618.0,4233.0,131.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
117,2025-01-05 20:00:00,55508.0,30412.5,5949.25,7.25,1626.5,4104.5,131.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
118,2025-01-05 21:00:00,52916.25,29982.75,5460.25,5.75,1665.25,4013.25,130.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
119,2025-01-05 22:00:00,50716.75,28090.25,5575.75,5.75,1594.25,3919.0,131.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
120,2025-01-05 23:00:00,48078.0,28063.75,5400.75,6.25,1583.25,3831.0,130.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
121,2025-01-06 00:00:00,45746.25,28205.75,6408.0,5.75,1615.75,3740.0,130.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
122,2025-01-06 01:00:00,43953.75,28649.5,6574.25,5.75,1623.5,3720.25,129.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
123,2025-01-06 02:00:00,42914.75,30252.5,6318.5,5.25,1588.25,3683.0,129.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
124,2025-01-06 03:00:00,43933.5,31866.0,6545.5,7.5,1595.5,3636.0,130.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
125,2025-01-06 04:00:00,44925.0,33167.0,6611.25,8.0,1605.5,3597.75,129.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
126,2025-01-06 05:00:00,47876.25,34757.75,6583.5,8.0,1645.75,3578.75,129.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
127,2025-01-06 06:00:00,52381.25,36854.75,5973.0,9.5,1664.5,3667.0,127.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
128,2025-01-06 07:00:00,56023.5,38704.25,5459.75,11.5,1625.25,3824.75,127.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
129,2025-01-06 08:00:00,59057.75,39577.5,4725.0,330.5,1749.0,3926.5,126.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
130,2025-01-06 09:00:00,61080.0,40051.75,4914.25,2377.25,1741.0,3990.75,128.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
131,2025-01-06 10:00:00,62749.25,40467.5,5657.0,4945.0,1658.75,3908.25,129.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
132,2025-01-06 11:00:00,63633.75,40685.5,6488.0,6915.5,1669.0,3804.75,127.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
133,2025-01-06 12:00:00,63779.5,40883.75,6411.75,8461.5,1659.25,3691.25,128.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
134,2025-01-06 13:00:00,63184.5,40889.5,6290.0,8434.25,1683.5,3683.0,130.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
135,2025-01-06 14:00:00,61383.5,41072.25,5895.25,6051.75,1678.5,3703.0,131.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
136,2025-01-06 15:00:00,60783.25,41234.5,5676.0,2460.5,1664.75,3817.75,129.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
137,2025-01-06 16:00:00,61636.0,43472.75,4650.0,173.0,1677.0,4018.5,130.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
138,2025-01-06 17:00:00,64030.0,45252.0,2673.25,18.75,1674.5,4191.75,130.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
139,2025-01-06 18:00:00,63560.75,44978.75,826.0,14.75,1737.25,4232.75,130.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
140,2025-01-06 19:00:00,62612.5,45334.25,815.75,11.75,1707.0,4177.25,129.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
141,2025-01-06 20:00:00,59907.0,44924.25,642.75,11.0,1670.25,4035.0,128.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
142,2025-01-06 21:00:00,56590.5,44148.75,442.25,11.0,1664.25,3923.0,126.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
143,2025-01-06 22:00:00,53834.5,40646.0,1410.0,9.0,1636.5,3831.75,132.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
144,2025-01-06 23:00:00,51009.25,39541.0,2009.5,8.5,1614.75,3758.25,132.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
145,2025-01-07 00:00:00,48570.5,39008.25,2934.75,9.5,1647.5,3715.5,132.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
146,2025-01-07 01:00:00,47568.75,38086.5,3427.25,9.0,1631.0,3675.25,131.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
147,2025-01-07 02:00:00,46711.5,38062.75,3458.75,9.0,1626.0,3668.75,132.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
148,2025-01-07 03:00:00,46944.5,37994.75,3487.75,8.25,1642.5,3679.75,131.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
149,2025-01-07 04:00:00,48384.75,37663.5,3592.0,8.0,1626.75,3694.75,132.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
150,2025-01-07 05:00:00,51117.5,37455.25,3226.5,8.25,1622.5,3729.5,130.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
151,2025-01-07 06:00:00,58740.0,39360.5,2558.75,10.75,1737.25,3867.25,131.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
152,2025-01-07 07:00:00,64761.25,38608.0,3113.25,19.25,1828.5,4108.5,129.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
153,2025-01-07 08:00:00,68201.0,37744.25,4082.75,409.5,1914.75,4306.25,128.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
154,2025-01-07 09:00:00,68661.75,35772.5,4332.5,3082.75,1827.75,4359.0,126.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
155,2025-01-07 10:00:00,68407.5,35109.5,3874.5,6777.75,1708.75,4250.75,124.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
156,2025-01-07 11:00:00,68895.0,35711.5,3710.0,9273.0,1715.0,4106.25,126.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
157,2025-01-07 12:00:00,69011.25,35635.75,3946.25,10066.25,1715.5,4023.75,126.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
158,2025-01-07 13:00:00,68628.0,34988.25,4584.75,8707.25,1713.25,4032.5,127.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
159,2025-01-07 14:00:00,67788.0,34128.75,4844.75,5886.25,1693.0,4106.75,128.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
160,2025-01-07 15:00:00,67147.5,32871.75,4952.75,2546.0,1768.75,4256.75,128.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
161,2025-01-07 16:00:00,68663.75,33435.75,4888.0,201.5,1771.0,4500.25,130.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
162,2025-01-07 17:00:00,70906.5,35102.0,4836.0,16.25,1893.5,4672.0,132.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
163,2025-01-07 18:00:00,70520.75,35624.0,4666.0,13.75,1864.75,4682.5,132.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
164,2025-01-07 19:00:00,68342.25,35287.25,4104.0,16.25,1865.25,4618.0,131.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
165,2025-01-07 20:00:00,65254.25,36146.75,3870.25,11.75,1729.25,4424.0,131.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
166,2025-01-07 21:00:00,62170.75,36648.0,3280.75,10.0,1692.25,4243.0,132.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
167,2025-01-07 22:00:00,58966.75,34632.0,3758.0,8.0,1737.75,4182.75,134.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
168,2025-01-07 23:00:00,54866.0,34051.5,3252.5,8.0,1703.75,4115.0,136.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
169,2025-01-08 00:00:00,52615.75,32930.0,4110.75,7.75,1688.75,4008.5,136.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
170,2025-01-08 01:00:00,50618.25,31818.25,4080.75,8.25,1661.75,3986.25,137.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
171,2025-01-08 02:00:00,49735.5,30318.0,3727.75,7.75,1683.5,3975.25,136.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
