HourIndex,TimestampUTC,Load_MW,WindOnshore_MW,WindOffshore_MW,SolarPV_MW,Hydro_MW,Biomass_MW,OtherRenewables_MW,NetImports_MW,SourceDataset,Notes
4050,2025-06-18 18:00:00,56844.69,8669.0,2335.25,17070.75,1836.5,4044.75,79.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4051,2025-06-18 19:00:00,56763.09,7780.25,2357.25,8141.5,2014.0,4364.5,83.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4052,2025-06-18 20:00:00,55549.78,6498.0,2377.75,2699.25,2599.0,4593.0,83.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4053,2025-06-18 21:00:00,53411.35,6372.75,2246.5,335.75,2629.5,4624.0,85.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4054,2025-06-18 22:00:00,51157.99,6137.75,2186.25,78.75,2679.0,4515.5,86.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4055,2025-06-18 23:00:00,47847.02,6766.75,2217.25,56.75,2411.5,4278.25,86.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4056,2025-06-19 00:00:00,44944.03,7206.25,2609.75,56.25,1832.0,4043.25,86.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4057,2025-06-19 01:00:00,42931.62,8090.5,2963.25,54.0,1797.5,3954.5,86.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4058,2025-06-19 02:00:00,41384.03,9047.5,3271.5,53.25,1801.75,3921.5,85.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4059,2025-06-19 03:00:00,40913.54,9538.0,3713.25,54.25,1725.25,3901.0,85.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4060,2025-06-19 04:00:00,40931.52,9741.5,3685.5,65.5,1782.0,3949.5,84.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4061,2025-06-19 05:00:00,41607.69,10239.75,3928.75,747.5,1785.5,4054.75,85.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4062,2025-06-19 06:00:00,44087.79,9907.75,3946.25,4356.0,1822.75,4166.5,84.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4063,2025-06-19 07:00:00,47293.36,9815.75,3487.75,12330.25,1751.25,4143.5,86.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4064,2025-06-19 08:00:00,50016.11,10770.5,2952.5,23245.5,1658.5,3942.75,87.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4065,2025-06-19 09:00:00,50247.18,11158.25,2156.0,33477.5,1695.25,3754.25,86.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4066,2025-06-19 10:00:00,49676.62,10243.75,842.75,39266.75,1651.75,3587.5,83.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4067,2025-06-19 11:00:00,49743.2,9692.5,545.5,42243.5,1499.5,3524.25,82.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4068,2025-06-19 12:00:00,49131.05,8894.5,314.75,44008.5,1500.75,3446.5,81.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4069,2025-06-19 13:00:00,47954.24,8079.0,282.75,44115.25,1594.0,3418.75,81.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4070,2025-06-19 14:00:00,46976.82,7537.5,281.75,42693.5,1526.5,3418.5,80.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4071,2025-06-19 15:00:00,46553.07,9724.0,348.75,40135.5,1529.0,3461.75,79.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4072,2025-06-19 16:00:00,46745.39,12025.0,438.25,35138.25,1763.0,3557.5,79.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4073,2025-06-19 17:00:00,49034.66,14143.75,1437.75,29388.25,1844.75,3719.25,80.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4074,2025-06-19 18:00:00,49692.55,13325.0,1561.25,19028.0,1895.25,4035.75,80.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4075,2025-06-19 19:00:00,49221.53,11885.0,1363.5,8732.0,2109.5,4380.5,80.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4076,2025-06-19 20:00:00,49331.31,10090.25,1336.25,2719.0,2312.0,4595.75,81.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4077,2025-06-19 21:00:00,47783.56,9344.25,1304.75,356.5,2341.0,4647.5,82.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4078,2025-06-19 22:00:00,46589.38,10311.5,1290.5,62.25,2232.25,4497.0,84.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4079,2025-06-19 23:00:00,44023.01,11522.25,1331.25,56.0,1811.0,4222.75,85.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4080,2025-06-20 00:00:00,41764.44,11211.0,1351.75,54.5,1603.0,3994.5,85.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4081,2025-06-20 01:00:00,40253.78,10453.0,1283.75,53.5,1560.0,3905.0,86.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4082,2025-06-20 02:00:00,38635.07,9078.75,1149.75,53.25,1601.5,3877.0,85.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4083,2025-06-20 03:00:00,38426.17,8016.25,1008.25,53.5,1627.0,3890.75,86.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4084,2025-06-20 04:00:00,39018.99,7128.0,833.75,67.0,1614.75,3965.5,86.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4085,2025-06-20 05:00:00,40974.4,6444.5,618.75,780.5,1670.25,4124.75,86.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4086,2025-06-20 06:00:00,45717.11,5532.0,420.25,4578.75,1785.5,4314.0,86.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4087,2025-06-20 07:00:00,49764.09,3293.75,371.5,13192.5,1756.25,4364.5,85.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4088,2025-06-20 08:00:00,52472.7,1890.75,374.75,24968.75,1752.25,4126.0,85.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4089,2025-06-20 09:00:00,52202.97,1712.5,45.25,35362.75,1851.25,3903.5,84.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4090,2025-06-20 10:00:00,51893.06,1720.25,7.25,43609.75,1704.5,3721.75,84.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4091,2025-06-20 11:00:00,51675.26,1569.25,9.75,49288.0,1735.5,3634.75,78.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4092,2025-06-20 12:00:00,51197.28,1527.5,24.0,52132.25,1690.0,3536.5,72.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4093,2025-06-20 13:00:00,49959.68,1399.0,9.25,52036.75,1718.25,3497.0,70.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4094,2025-06-20 14:00:00,48857.47,1704.25,127.75,50762.5,1735.5,3496.5,72.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4095,2025-06-20 15:00:00,48746.62,1791.5,255.25,47251.5,1742.75,3534.75,74.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4096,2025-06-20 16:00:00,48962.44,1869.75,246.5,40633.5,1736.5,3643.75,93.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4097,2025-06-20 17:00:00,49511.95,1960.25,221.0,31311.75,1744.25,3823.5,94.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4098,2025-06-20 18:00:00,50549.63,2037.0,181.5,19640.5,1869.25,4136.75,93.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4099,2025-06-20 19:00:00,50845.84,2189.0,145.25,8663.5,2100.0,4498.25,94.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4100,2025-06-20 20:00:00,49979.74,2759.75,241.0,2713.75,2274.75,4686.25,95.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4101,2025-06-20 21:00:00,47726.18,4129.0,373.0,323.75,2376.5,4643.25,96.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4102,2025-06-20 22:00:00,46070.7,4979.0,410.75,68.0,2330.0,4481.75,97.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4103,2025-06-20 23:00:00,42998.08,5407.75,348.75,76.75,2332.5,4296.75,98.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4104,2025-06-21 00:00:00,40463.29,5398.5,326.25,66.75,1923.75,4124.5,99.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4105,2025-06-21 01:00:00,38593.22,5429.75,365.0,54.75,1799.5,4032.0,100.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4106,2025-06-21 02:00:00,37618.8,5172.0,404.75,57.0,2110.75,3982.0,101.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4107,2025-06-21 03:00:00,37189.57,4935.5,425.0,53.5,1753.75,3926.25,102.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4108,2025-06-21 04:00:00,36760.44,4750.75,475.25,68.75,1688.25,3989.75,103.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4109,2025-06-21 05:00:00,36731.4,5063.75,634.25,830.25,1574.25,4070.25,103.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4110,2025-06-21 06:00:00,38722.15,5051.25,651.75,4697.5,1633.5,4135.0,102.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4111,2025-06-21 07:00:00,41900.43,4347.0,658.5,13220.0,1623.0,4101.5,101.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4112,2025-06-21 08:00:00,44617.0,2465.25,681.75,24826.25,1652.25,3945.0,99.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4113,2025-06-21 09:00:00,46263.96,1251.5,316.5,34812.5,1630.75,3779.25,98.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4114,2025-06-21 10:00:00,46260.27,859.5,338.25,41523.75,1643.25,3601.25,98.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4115,2025-06-21 11:00:00,46331.5,647.5,475.25,43782.75,1613.5,3501.25,86.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4116,2025-06-21 12:00:00,45187.41,672.5,302.0,44345.75,1631.5,3420.0,92.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4117,2025-06-21 13:00:00,43973.58,663.75,503.0,45068.75,1581.0,3385.5,91.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4118,2025-06-21 14:00:00,43364.82,687.5,564.0,44976.25,1594.25,3388.0,89.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4119,2025-06-21 15:00:00,43156.14,799.25,642.5,42800.25,1616.75,3416.75,87.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4120,2025-06-21 16:00:00,44251.75,928.0,1076.5,39009.75,1716.0,3519.0,86.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4121,2025-06-21 17:00:00,44972.62,999.25,1192.25,30772.0,1769.75,3675.0,85.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4122,2025-06-21 18:00:00,45900.65,1031.0,1167.75,19436.25,1776.5,3951.25,86.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4123,2025-06-21 19:00:00,46552.11,947.0,1015.0,8719.75,2156.5,4340.25,87.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4124,2025-06-21 20:00:00,46073.44,1196.5,798.5,2783.5,2268.0,4543.5,91.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4125,2025-06-21 21:00:00,44441.74,1900.75,775.5,338.0,2281.25,4533.0,93.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4126,2025-06-21 22:00:00,43525.42,2463.5,905.0,77.25,2185.5,4408.25,97.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4127,2025-06-21 23:00:00,41295.79,3633.5,1328.5,56.0,2047.75,4242.0,97.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4128,2025-06-22 00:00:00,38472.47,4985.0,1889.25,59.5,1857.0,4074.75,97.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4129,2025-06-22 01:00:00,36382.63,6375.0,2304.0,56.5,1567.75,3989.5,99.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4130,2025-06-22 02:00:00,35100.21,7991.25,2495.25,55.75,1671.25,3923.5,99.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4131,2025-06-22 03:00:00,34513.5,9262.0,2519.5,53.5,1639.75,3901.5,98.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4132,2025-06-22 04:00:00,34200.91,9623.75,2597.5,66.75,1730.5,3927.25,98.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4133,2025-06-22 05:00:00,33769.97,9818.5,2571.5,776.25,1538.25,3976.5,98.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4134,2025-06-22 06:00:00,34726.61,9888.75,2075.0,4518.75,1585.0,4024.0,96.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4135,2025-06-22 07:00:00,36927.04,8671.0,1905.25,13090.25,1505.0,3950.5,93.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4136,2025-06-22 08:00:00,39910.33,5149.25,1983.75,24298.75,1592.75,3817.0,91.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4137,2025-06-22 09:00:00,41761.9,2343.5,820.0,32695.25,1537.25,3650.5,92.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4138,2025-06-22 10:00:00,42636.91,2167.25,738.75,38384.0,1384.0,3516.5,89.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4139,2025-06-22 11:00:00,43541.38,2640.0,436.5,42259.75,1251.25,3406.25,88.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4140,2025-06-22 12:00:00,43144.89,2998.0,821.75,44266.75,1234.5,3302.0,82.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4141,2025-06-22 13:00:00,42627.2,3121.75,746.75,43761.5,1245.0,3262.25,81.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4142,2025-06-22 14:00:00,41795.41,3337.0,869.0,41707.75,1263.75,3233.25,79.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4143,2025-06-22 15:00:00,41951.77,4344.5,1211.0,37327.0,1214.25,3249.5,71.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4144,2025-06-22 16:00:00,42420.43,5676.75,1840.25,31264.5,1424.75,3339.0,66.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4145,2025-06-22 17:00:00,44301.35,7260.0,3200.5,23731.75,1625.75,3458.75,66.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4146,2025-06-22 18:00:00,47570.06,8907.0,6008.25,15328.5,1692.5,3722.75,67.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4147,2025-06-22 19:00:00,48073.8,9547.0,4776.5,7247.5,1804.25,4063.75,70.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4148,2025-06-22 20:00:00,47179.68,10509.25,3782.25,2413.0,2083.25,4284.75,74.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4149,2025-06-22 21:00:00,46491.97,11015.5,3872.75,244.25,1932.0,4327.25,77.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4150,2025-06-22 22:00:00,46282.21,11860.5,3586.25,77.75,2165.25,4265.25,78.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4151,2025-06-22 23:00:00,44256.52,14553.0,4254.25,65.75,1931.5,4116.0,86.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4152,2025-06-23 00:00:00,42170.95,15374.0,4749.0,56.75,1601.75,3915.75,90.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4153,2025-06-23 01:00:00,39570.56,15667.5,4727.25,55.25,1478.5,3813.5,90.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4154,2025-06-23 02:00:00,39691.16,16272.5,5472.0,53.5,1572.0,3763.75,91.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4155,2025-06-23 03:00:00,39946.69,16939.75,5432.5,53.0,1490.75,3730.75,91.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4156,2025-06-23 04:00:00,40729.0,17824.25,4497.25,63.0,1547.0,3790.0,91.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4157,2025-06-23 05:00:00,43593.39,18445.5,4522.5,641.75,1655.75,3930.75,90.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4158,2025-06-23 06:00:00,50812.31,19263.5,4178.5,3302.75,1779.0,4177.0,90.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4159,2025-06-23 07:00:00,56685.83,18412.75,5073.25,8594.75,2020.0,4229.0,87.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4160,2025-06-23 08:00:00,60017.21,20634.0,5061.25,16649.25,1802.75,4010.0,84.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4161,2025-06-23 09:00:00,61435.48,24839.5,4340.5,24683.0,1559.25,3734.75,86.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4162,2025-06-23 10:00:00,61598.21,26493.75,1802.25,29194.5,1708.5,3530.0,85.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4163,2025-06-23 11:00:00,62778.7,27892.0,1912.25,31023.25,1762.75,3422.75,83.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4164,2025-06-23 12:00:00,61933.07,29445.75,2278.25,30658.5,1659.5,3345.5,83.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4165,2025-06-23 13:00:00,60869.76,29356.75,1628.0,30486.0,1671.0,3321.75,83.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4166,2025-06-23 14:00:00,59643.86,28900.5,939.5,29128.25,1491.25,3310.0,85.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4167,2025-06-23 15:00:00,58951.51,31005.5,685.25,27242.75,1478.0,3329.0,84.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4168,2025-06-23 16:00:00,57722.25,32709.25,630.75,24825.5,1500.0,3417.25,81.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4169,2025-06-23 17:00:00,58075.22,34149.0,947.5,19950.5,1506.5,3506.25,78.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4170,2025-06-23 18:00:00,57538.94,36853.75,822.0,14040.5,1524.75,3725.5,79.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4171,2025-06-23 19:00:00,58897.9,35577.5,2144.0,7593.0,1642.0,3966.25,82.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4172,2025-06-23 20:00:00,58400.88,30658.5,3149.0,2664.25,1605.25,4305.75,83.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4173,2025-06-23 21:00:00,56176.84,25760.75,3402.75,303.5,1975.25,4418.5,86.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4174,2025-06-23 22:00:00,53741.46,21422.75,4134.0,80.75,1832.5,4357.0,86.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4175,2025-06-23 23:00:00,50414.79,21327.75,3946.0,69.0,1598.75,4205.5,87.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4176,2025-06-24 00:00:00,46660.99,21009.0,4545.75,55.25,1423.5,3969.0,88.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4177,2025-06-24 01:00:00,44756.12,20916.0,5391.0,52.75,1379.5,3854.25,87.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4178,2025-06-24 02:00:00,43844.87,21154.25,5296.25,52.25,1388.0,3788.25,88.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4179,2025-06-24 03:00:00,43542.58,21559.5,5507.25,52.0,1443.5,3767.5,89.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4180,2025-06-24 04:00:00,44202.02,22487.0,5713.25,62.75,1388.25,3826.5,89.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4181,2025-06-24 05:00:00,47117.74,22944.25,5559.5,670.75,1555.5,3951.25,90.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4182,2025-06-24 06:00:00,54093.08,22984.5,4957.25,3895.5,1651.75,4182.75,87.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4183,2025-06-24 07:00:00,58238.23,21704.5,3773.25,10839.25,1589.5,4217.0,87.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4184,2025-06-24 08:00:00,58397.81,21713.5,2844.75,19928.75,1640.25,3979.0,85.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4185,2025-06-24 09:00:00,57947.44,23911.0,2829.25,27835.0,1584.0,3701.5,84.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4186,2025-06-24 10:00:00,57015.43,23232.5,2024.0,33041.0,1608.0,3508.0,84.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4187,2025-06-24 11:00:00,57195.19,22411.5,2381.0,35653.0,1819.25,3432.25,84.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4188,2025-06-24 12:00:00,56865.09,23465.75,2399.25,36572.5,1700.75,3383.5,83.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4189,2025-06-24 13:00:00,56660.68,23728.25,2376.75,36289.75,1652.5,3377.0,85.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4190,2025-06-24 14:00:00,56181.27,24233.75,2237.25,34010.25,1593.5,3374.25,85.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4191,2025-06-24 15:00:00,56426.19,26740.5,2842.75,30426.75,1553.0,3406.75,85.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4192,2025-06-24 16:00:00,56256.34,26873.5,3647.0,25848.25,1576.25,3486.0,85.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4193,2025-06-24 17:00:00,58161.64,29259.25,5221.75,20193.25,1659.75,3665.0,84.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4194,2025-06-24 18:00:00,59257.39,28145.75,5729.0,12628.75,1640.75,3900.5,85.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4195,2025-06-24 19:00:00,59440.05,25140.25,5384.75,6204.5,1668.5,4282.0,86.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4196,2025-06-24 20:00:00,58659.98,23603.75,4826.0,1935.5,1796.25,4512.0,89.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4197,2025-06-24 21:00:00,56571.84,23701.25,4347.25,216.5,1749.5,4501.25,90.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4198,2025-06-24 22:00:00,53675.14,23596.75,4513.25,70.5,1603.75,4349.0,91.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4199,2025-06-24 23:00:00,50360.22,24946.75,4132.25,67.0,1512.0,4168.25,92.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4200,2025-06-25 00:00:00,47315.95,24706.5,3862.25,61.25,1597.0,3904.25,93.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4201,2025-06-25 01:00:00,45099.88,23799.75,3538.5,54.75,1703.75,3822.5,94.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4202,2025-06-25 02:00:00,43720.71,22321.0,3539.75,53.25,1560.75,3767.5,94.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4203,2025-06-25 03:00:00,43129.94,21517.5,3318.0,53.0,2008.0,3779.5,94.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4204,2025-06-25 04:00:00,44190.08,21853.0,3765.5,62.25,1585.25,3845.75,94.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4205,2025-06-25 05:00:00,46715.89,21590.25,4003.0,556.75,1490.5,3943.0,94.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4206,2025-06-25 06:00:00,54064.09,21058.5,4136.0,3499.25,1616.0,4188.5,90.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4207,2025-06-25 07:00:00,59052.31,18726.25,4059.0,10165.0,1950.5,4265.75,88.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4208,2025-06-25 08:00:00,60248.94,17628.0,2750.0,19892.25,1828.25,4081.0,86.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4209,2025-06-25 09:00:00,59456.15,17285.5,1975.5,28978.5,1648.75,3763.0,82.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4210,2025-06-25 10:00:00,58664.23,17431.25,1071.0,35827.0,1886.5,3569.0,82.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4211,2025-06-25 11:00:00,59228.88,18448.25,1287.75,40686.75,1627.5,3457.75,82.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4212,2025-06-25 12:00:00,58489.39,18886.25,907.25,41978.5,1666.5,3383.25,80.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4213,2025-06-25 13:00:00,57824.16,18976.5,690.25,41609.75,1779.5,3380.25,82.75,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4214,2025-06-25 14:00:00,58033.68,17921.75,589.25,40537.25,1597.5,3370.25,83.0,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4215,2025-06-25 15:00:00,57999.48,16662.0,535.0,37323.0,1540.5,3388.75,81.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4216,2025-06-25 16:00:00,57323.08,14490.25,322.25,32403.5,1619.75,3516.25,77.25,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4217,2025-06-25 17:00:00,57791.61,12048.5,628.5,25464.25,1591.5,3664.25,78.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
4218,2025-06-25 18:00:00,58244.11,9580.0,589.5,16717.5,1719.0,4031.75,80.5,,germany_actual_load_hourly.csv;germany_actual_generation_hourly.csv,
