From_zone,To_zone,from_bus,to_bus,X,Capacity (MW),Loss (%)
Amprion,Amprion,B496,B371,2.1390206611570246e-05,491.556,0.0
Amprion,Amprion,B496,B371,2.1390206611570246e-05,491.556,0.0
50Hertz,50Hertz,B763,B629,0.00018312079639889198,1698.103,0.0
50Hertz,50Hertz,B629,B550,1.3464937673130193e-05,1698.103,0.0
Amprion,Amprion,B4,B496,5.282787190082644e-05,491.556,0.0
Amprion,Amprion,B4,B496,5.238047520661157e-05,491.556,0.0
TransnetBW,TenneT,B410,B516,7.502170360110803e-05,1698.103,0.0
TenneT,TenneT,B455,B515,1.7540247933884298e-05,983.112,0.0
Amprion,Amprion,B495,B466,1.0880723140495866e-05,491.556,0.0
50Hertz,50Hertz,B759,B5,4.719162049861496e-06,1698.103,0.0
50Hertz,50Hertz,B5,B6,4.886371191135734e-06,1698.103,0.0
50Hertz,50Hertz,B6,B406,0.00014720723684210526,1698.103,0.0
50Hertz,50Hertz,B759,B5,4.719162049861496e-06,1698.103,0.0
50Hertz,50Hertz,B5,B6,4.886371191135734e-06,1698.103,0.0
50Hertz,50Hertz,B6,B406,0.00014720723684210526,1698.103,0.0
TransnetBW,TransnetBW,B457,B409,0.00019211138429752064,491.556,0.0
TenneT,TenneT,B578,B315,9.464286703601108e-06,1698.103,0.0
TenneT,TenneT,B445,B286,4.8480193905817174e-05,1698.103,0.0
TenneT,TenneT,B545,B546,4.343484072022161e-05,1698.103,0.0
50Hertz,50Hertz,B566,B7,7.197832409972299e-06,1698.103,0.0
50Hertz,50Hertz,B566,B7,7.197832409972299e-06,1698.103,0.0
Amprion,Amprion,B470,B349,0.00011779055785123968,491.556,0.0
Amprion,Amprion,B470,B8,0.00012483626033057851,491.556,0.0
TenneT,50Hertz,B522,B607,6.343118421052632e-05,1698.103,0.0
50Hertz,50Hertz,B764,B657,0.0003509904338842975,491.556,0.0
50Hertz,50Hertz,B764,B657,0.0003509904338842975,491.556,0.0
TenneT,TenneT,B299,B445,5.0572250692520775e-05,1698.103,0.0
TenneT,TenneT,B299,B445,5.0572250692520775e-05,1698.103,0.0
Amprion,Amprion,B276,B743,3.062607438016529e-05,491.556,0.0
TenneT,TenneT,B697,B300,9.755976454293628e-06,1698.103,0.0
TenneT,TenneT,B295,B10,4.606346260387811e-05,1698.103,0.0
TenneT,TenneT,B295,B10,4.603463988919667e-05,1698.103,0.0
Amprion,Amprion,B349,B496,6.230035123966943e-05,491.556,0.0
Amprion,Amprion,B349,B496,6.230035123966943e-05,491.556,0.0
Amprion,Amprion,B744,B743,3.461586776859504e-05,491.556,0.0
TenneT,TenneT,B368,B483,9.655988919667591e-05,1698.103,0.0
50Hertz,TenneT,B390,B404,0.0002003844008264463,491.556,0.0
Amprion,Amprion,B612,B341,1.4315533240997229e-05,1698.103,0.0
Amprion,Amprion,B596,B341,2.7766634349030472e-05,1698.103,0.0
Amprion,Amprion,B341,B11,5.984986149584487e-06,1698.103,0.0
Amprion,Amprion,B11,B479,1.2670242382271467e-05,1698.103,0.0
Amprion,Amprion,B341,B11,5.984986149584487e-06,1698.103,0.0
Amprion,Amprion,B11,B479,1.2670242382271467e-05,1698.103,0.0
Amprion,TenneT,B559,B656,0.00011067696675900278,1698.103,0.0
TenneT,TenneT,B656,B774,8.178356648199446e-05,1698.103,0.0
Amprion,Amprion,B389,B559,6.956508310249307e-05,1698.103,0.0
Amprion,Amprion,B559,B367,8.632351108033241e-05,1698.103,0.0
Amprion,Amprion,B642,B367,0.00015201222299168976,1698.103,0.0
Amprion,TenneT,B559,B656,0.00011067696675900278,1698.103,0.0
TenneT,TenneT,B571,B655,2.741474376731302e-05,1698.103,0.0
TenneT,TenneT,B571,B655,2.741474376731302e-05,1698.103,0.0
TenneT,TenneT,B655,B741,4.591937673130194e-05,1698.103,0.0
TenneT,TenneT,B655,B741,4.591937673130194e-05,1698.103,0.0
TenneT,TenneT,B333,B285,5.0051800554016615e-06,1698.103,0.0
TenneT,TenneT,B333,B285,5.0051800554016615e-06,1698.103,0.0
Amprion,Amprion,B355,B512,5.449985457063712e-05,1698.103,0.0
Amprion,50Hertz,B559,B770,0.00022100301246537397,1698.103,0.0
50Hertz,50Hertz,B771,B770,0.00012367847645429364,1698.103,0.0
50Hertz,TenneT,B12,B13,0.00012753657024793387,491.556,0.0
Amprion,Amprion,B359,B454,8.62453324099723e-05,1698.103,0.0
50Hertz,50Hertz,B396,B277,0.0001205422645429363,1698.103,0.0
TenneT,TenneT,B539,B606,0.00046586442148760325,491.556,0.0
TenneT,TenneT,B523,B522,8.235896121883655e-05,1698.103,0.0
50Hertz,50Hertz,B756,B658,9.482010387811634e-05,1698.103,0.0
TenneT,TenneT,B368,B509,1.3806696675900278e-05,1698.103,0.0
TenneT,TenneT,B555,B578,2.4138206371191137e-05,1698.103,0.0
TenneT,TenneT,B555,B578,2.4138206371191137e-05,1698.103,0.0
TenneT,TenneT,B690,B555,3.86894944598338e-05,1698.103,0.0
TenneT,TenneT,B690,B555,3.86894944598338e-05,1698.103,0.0
50Hertz,50Hertz,B292,B537,5.094175900277008e-06,1698.103,0.0
50Hertz,50Hertz,B684,B573,1.639474376731302e-05,1698.103,0.0
50Hertz,50Hertz,B684,B573,1.639474376731302e-05,1698.103,0.0
TransnetBW,TransnetBW,B18,B513,4.6440526315789476e-05,1698.103,0.0
TransnetBW,TransnetBW,B329,B589,7.978263850415514e-05,1698.103,0.0
TenneT,Amprion,B547,B34,0.0002065762396694215,491.556,0.0
Amprion,Amprion,B782,B14,8.77700138504155e-06,3396.205,0.0
50Hertz,50Hertz,B657,B15,0.00017865256198347108,1474.668,0.0
50Hertz,50Hertz,B721,B16,9.883857340720222e-05,1698.103,0.0
50Hertz,50Hertz,B16,B289,7.233853185595568e-05,1698.103,0.0
TenneT,TenneT,B719,B593,4.6193060941828254e-05,1698.103,0.0
Amprion,Amprion,B623,B65,3.63047783933518e-06,1698.103,0.0
Amprion,Amprion,B65,B19,8.156634349030472e-06,1698.103,0.0
Amprion,Amprion,B19,B405,1.22453324099723e-05,1698.103,0.0
TransnetBW,TransnetBW,B370,B387,4.5749681440443216e-05,1698.103,0.0
TransnetBW,TransnetBW,B370,B387,4.5749681440443216e-05,1698.103,0.0
50Hertz,50Hertz,B629,B754,0.00011222817867036012,1698.103,0.0
50Hertz,50Hertz,B654,B602,3.442262465373961e-05,1698.103,0.0
Amprion,Amprion,B454,B642,3.360779085872576e-05,1698.103,0.0
TenneT,TenneT,B312,B314,0.0001017578324099723,1698.103,0.0
TenneT,TenneT,B312,B314,0.00010178239612188366,1698.103,0.0
TransnetBW,TransnetBW,B385,B1,3.823101239669421e-05,983.112,0.0
Amprion,Amprion,B614,B613,7.88944214876033e-06,983.112,0.0
Amprion,Amprion,B478,B352,0.00013786347107438017,491.556,0.0
Amprion,Amprion,B478,B352,0.00013786347107438017,491.556,0.0
TenneT,TenneT,B465,B98,2.8202423822714685e-06,1698.103,0.0
TransnetBW,TransnetBW,B386,B369,8.198642561983472e-05,491.556,0.0
TransnetBW,TransnetBW,B386,B369,8.198642561983472e-05,491.556,0.0
TransnetBW,TransnetBW,B387,B511,7.215076177285319e-05,3396.205,0.0
50Hertz,50Hertz,B17,B753,1.2449986149584488e-05,1698.103,0.0
50Hertz,50Hertz,B288,B360,0.00025838020661157025,491.556,0.0
50Hertz,50Hertz,B288,B764,0.0006640221074380165,491.556,0.0
TenneT,TenneT,B456,B477,7.769840027700832e-05,1698.103,0.0
TenneT,Amprion,B456,B355,2.550604570637119e-05,1698.103,0.0
TenneT,Amprion,B456,B355,2.550604570637119e-05,1698.103,0.0
TenneT,TenneT,B456,B477,7.769840027700832e-05,1698.103,0.0
Amprion,TenneT,B782,B609,0.00010523486149584488,1698.103,0.0
TransnetBW,TransnetBW,B18,B513,4.6440526315789476e-05,1698.103,0.0
TransnetBW,TransnetBW,B587,B586,0.0004397305991735537,491.556,0.0
Amprion,Amprion,B480,B19,2.0435069252077563e-05,1698.103,0.0
Amprion,Amprion,B19,B65,8.156634349030472e-06,1698.103,0.0
Amprion,Amprion,B65,B623,3.63047783933518e-06,1698.103,0.0
Amprion,Amprion,B480,B19,2.0435069252077563e-05,1698.103,0.0
Amprion,Amprion,B19,B405,1.22453324099723e-05,1698.103,0.0
Amprion,Amprion,B446,B20,1.0121632231404958e-05,983.112,0.0
Amprion,TransnetBW,B640,B441,3.458409279778393e-05,1698.103,0.0
Amprion,Amprion,B642,B640,7.141800554016621e-06,1698.103,0.0
TransnetBW,Amprion,B441,B642,3.920286011080332e-05,1698.103,0.0
Amprion,Amprion,B304,B645,1.0057195290858726e-05,1698.103,0.0
Amprion,Amprion,B466,B776,0.00015534448347107437,491.556,0.0
Amprion,Amprion,B542,B590,6.854882231404958e-05,491.556,0.0
Amprion,Amprion,B590,B666,2.0611838842975207e-05,491.556,0.0
Amprion,Amprion,B542,B666,4.83798347107438e-05,491.556,0.0
Amprion,TransnetBW,B336,B739,0.0003701218595041322,491.556,0.0
TenneT,TenneT,B455,B705,0.00015974940082644627,983.112,0.0
TenneT,TenneT,B711,B272,9.374214876033058e-05,491.556,0.0
50Hertz,50Hertz,B568,B406,5.673432825484764e-05,1698.103,0.0
50Hertz,50Hertz,B568,B406,5.673432825484764e-05,1698.103,0.0
50Hertz,50Hertz,B568,B306,5.336179362880886e-05,1698.103,0.0
50Hertz,50Hertz,B568,B306,5.336179362880886e-05,1698.103,0.0
50Hertz,50Hertz,B672,B288,0.00032504946280991734,491.556,0.0
50Hertz,TenneT,B597,B522,0.00019945029085872577,1698.103,0.0
Amprion,Amprion,B590,B666,2.052142561983471e-05,491.556,0.0
Amprion,Amprion,B590,B666,2.0611838842975207e-05,491.556,0.0
Amprion,Amprion,B340,B648,8.631513157894737e-05,1698.103,0.0
TransnetBW,TransnetBW,B457,B409,0.00019211138429752064,491.556,0.0
TenneT,TenneT,B311,B698,1.8821818181818183e-05,491.556,0.0
Amprion,Amprion,B334,B626,3.2124855371900825e-05,491.556,0.0
TenneT,50Hertz,B522,B607,6.343118421052632e-05,1698.103,0.0
50Hertz,50Hertz,B672,B288,0.00032504946280991734,491.556,0.0
50Hertz,50Hertz,B360,B764,0.00040610944214876035,491.556,0.0
50Hertz,50Hertz,B437,B396,0.00014156743074792243,1698.103,0.0
50Hertz,50Hertz,B437,B396,0.00014156743074792243,1698.103,0.0
50Hertz,50Hertz,B601,B23,6.496592975206611e-05,491.556,0.0
50Hertz,50Hertz,B23,B436,0.00025755051652892564,491.556,0.0
Amprion,Amprion,B309,B359,2.248915512465374e-05,1698.103,0.0
50Hertz,50Hertz,B630,B530,0.0003438045041322314,491.556,0.0
50Hertz,50Hertz,B630,B530,0.0003438045041322314,491.556,0.0
Amprion,TenneT,B781,B608,0.00038265774793388427,491.556,0.0
50Hertz,50Hertz,B318,B759,2.7712617728531855e-05,1698.103,0.0
50Hertz,50Hertz,B318,B759,2.7712617728531855e-05,1698.103,0.0
Amprion,50Hertz,B559,B771,9.914532548476455e-05,1698.103,0.0
Amprion,Amprion,B389,B559,6.956508310249307e-05,1698.103,0.0
TransnetBW,TransnetBW,B463,B382,0.00020588414819944597,1698.103,0.0
TransnetBW,TransnetBW,B382,B702,5.6093878116343494e-05,1698.103,0.0
TransnetBW,TransnetBW,B381,B598,8.574811983471075e-05,491.556,0.0
TransnetBW,TransnetBW,B598,B604,0.00013602363636363636,491.556,0.0
TransnetBW,TransnetBW,B381,B604,0.0001831454338842975,491.556,0.0
TenneT,TenneT,B719,B593,4.6193060941828254e-05,1698.103,0.0
TenneT,50Hertz,B286,B569,0.00014860902354570639,1698.103,0.0
TenneT,50Hertz,B286,B444,0.0001892707617728532,1698.103,0.0
50Hertz,50Hertz,B757,B399,7.838987534626039e-05,1698.103,0.0
50Hertz,50Hertz,B757,B399,7.838987534626039e-05,1698.103,0.0
50Hertz,50Hertz,B399,B24,9.932451523545706e-06,1698.103,0.0
50Hertz,50Hertz,B399,B24,9.932451523545706e-06,1698.103,0.0
50Hertz,50Hertz,B399,B24,1.1114328254847644e-05,1698.103,0.0
50Hertz,50Hertz,B399,B24,1.1114328254847644e-05,1698.103,0.0
TenneT,50Hertz,B522,B761,8.028346260387811e-05,1698.103,0.0
50Hertz,50Hertz,B761,B629,0.00019915234764542936,1698.103,0.0
50Hertz,50Hertz,B761,B754,0.00030450300554016617,1698.103,0.0
TenneT,50Hertz,B522,B761,8.028346260387811e-05,1698.103,0.0
TenneT,TenneT,B368,B284,8.591889196675901e-05,1698.103,0.0
TenneT,TenneT,B368,B284,8.591889196675901e-05,1698.103,0.0
Amprion,Amprion,B467,B25,1.3958636363636364e-05,491.556,0.0
TenneT,TenneT,B765,B461,6.6845e-05,491.556,0.0
TenneT,TenneT,B765,B461,6.6845e-05,491.556,0.0
TenneT,TenneT,B539,B448,0.00026483528925619836,491.556,0.0
TenneT,TenneT,B540,B465,0.00012381790166204984,1698.103,0.0
50Hertz,50Hertz,B629,B754,0.00010550065789473683,1698.103,0.0
50Hertz,50Hertz,B396,B754,0.000151550567867036,1698.103,0.0
50Hertz,50Hertz,B396,B754,0.000151550567867036,1698.103,0.0
TenneT,TenneT,B766,B458,6.177520083102493e-05,1698.103,0.0
TenneT,TenneT,B460,B766,1.580902354570637e-05,1698.103,0.0
TenneT,50Hertz,B368,B770,9.575675900277008e-05,1698.103,0.0
TenneT,TenneT,B766,B546,0.00014634696675900276,1698.103,0.0
TenneT,TenneT,B766,B546,0.00014634696675900276,1698.103,0.0
TenneT,TenneT,B545,B546,4.343484072022161e-05,1698.103,0.0
Amprion,Amprion,B389,B393,2.5047181440443215e-05,3396.205,0.0
Amprion,Amprion,B642,B367,0.00015201222299168976,1698.103,0.0
Amprion,Amprion,B559,B367,8.632351108033241e-05,1698.103,0.0
TransnetBW,TenneT,B335,B285,0.00015681959833795014,1698.103,0.0
TransnetBW,TransnetBW,B329,B638,9.418858033240996e-05,1698.103,0.0
TransnetBW,TenneT,B589,B285,9.222957063711911e-05,1698.103,0.0
TransnetBW,TransnetBW,B653,B26,4.4687603878116345e-06,3396.205,0.0
TransnetBW,TransnetBW,B26,B27,8.898407202216066e-07,3396.205,0.0
TransnetBW,TransnetBW,B27,B322,2.0053351800554016e-05,3396.205,0.0
50Hertz,50Hertz,B654,B602,3.442262465373961e-05,1698.103,0.0
50Hertz,50Hertz,B602,B396,0.0001428432756232687,1698.103,0.0
50Hertz,50Hertz,B770,B654,0.00017779873268698062,1698.103,0.0
TransnetBW,TransnetBW,B706,B410,4.2945353185595566e-05,3396.205,0.0
TransnetBW,TransnetBW,B576,B677,5.9722022160664825e-05,1698.103,0.0
TransnetBW,TransnetBW,B576,B706,8.876560941828256e-05,1698.103,0.0
TransnetBW,TransnetBW,B706,B677,5.371472991689751e-05,1698.103,0.0
50Hertz,50Hertz,B408,B436,0.00018776181818181816,491.556,0.0
50Hertz,50Hertz,B757,B685,9.65147783933518e-05,1698.103,0.0
50Hertz,50Hertz,B437,B760,0.00014559529085872577,1698.103,0.0
50Hertz,50Hertz,B290,B760,8.141909972299169e-05,1698.103,0.0
50Hertz,50Hertz,B437,B290,6.422385041551246e-05,1698.103,0.0
TenneT,TenneT,B482,B328,8.52979432132964e-05,3396.205,0.0
TenneT,TenneT,B483,B284,9.548452216066481e-05,1698.103,0.0
TenneT,TenneT,B285,B486,6.060089335180056e-05,1698.103,0.0
TenneT,TenneT,B285,B485,8.471432825484765e-05,1698.103,0.0
TenneT,TenneT,B486,B483,9.892622576177286e-05,1698.103,0.0
TenneT,TenneT,B485,B483,7.40248268698061e-05,1698.103,0.0
TenneT,TenneT,B483,B30,6.323213296398892e-05,1698.103,0.0
TenneT,TenneT,B30,B747,2.2494383656509694e-05,1698.103,0.0
TenneT,TenneT,B747,B558,0.00015019122576177284,1698.103,0.0
TenneT,TenneT,B709,B499,5.381416897506925e-05,3396.205,0.0
50Hertz,50Hertz,B757,B685,9.65147783933518e-05,1698.103,0.0
50Hertz,50Hertz,B760,B757,6.230839335180055e-05,1698.103,0.0
50Hertz,50Hertz,B439,B601,0.00017239121900826447,491.556,0.0
50Hertz,50Hertz,B395,B601,0.0009859705785123967,491.556,0.0
50Hertz,50Hertz,B395,B601,0.0009859705785123967,491.556,0.0
TenneT,TenneT,B368,B509,1.3806696675900278e-05,1698.103,0.0
50Hertz,50Hertz,B752,B31,0.0001756312,167.576,0.0
50Hertz,50Hertz,B436,B282,0.0001108231611570248,491.556,0.0
50Hertz,TenneT,B390,B404,0.0002003844008264463,491.556,0.0
50Hertz,50Hertz,B769,B395,0.0004113732231404959,491.556,0.0
50Hertz,50Hertz,B769,B395,0.0004113732231404959,491.556,0.0
50Hertz,50Hertz,B770,B566,0.00013254146121883658,1698.103,0.0
50Hertz,50Hertz,B770,B566,0.00013254146121883658,1698.103,0.0
50Hertz,50Hertz,B574,B580,5.5781855955678676e-06,3396.205,0.0
50Hertz,50Hertz,B580,B318,3.114826869806094e-06,5094.308,0.0
50Hertz,50Hertz,B572,B651,6.408130193905817e-06,3396.205,0.0
TenneT,TenneT,B708,B487,0.00014202760330578513,983.112,0.0
TenneT,TenneT,B326,B487,0.0002279529958677686,983.112,0.0
TenneT,TenneT,B326,B553,0.00039046049586776864,491.556,0.0
TenneT,TenneT,B489,B487,0.00015115095041322313,491.556,0.0
TenneT,TenneT,B325,B455,0.0002028580165289256,491.556,0.0
TenneT,TenneT,B327,B325,0.0002486138016528926,491.556,0.0
TenneT,TenneT,B328,B516,0.00012977707756232687,1698.103,0.0
TransnetBW,TenneT,B678,B516,3.0685706371191135e-05,1698.103,0.0
TransnetBW,TenneT,B678,B516,3.0685706371191135e-05,1698.103,0.0
TenneT,TenneT,B516,B709,3.479801939058172e-05,5094.308,0.0
TransnetBW,TransnetBW,B462,B587,0.0002287434917355372,983.112,0.0
Amprion,Amprion,B495,B466,1.0880723140495866e-05,491.556,0.0
TransnetBW,TransnetBW,B410,B453,2.89785595567867e-05,1698.103,0.0
TransnetBW,TransnetBW,B736,B415,1.1736094182825485e-05,1698.103,0.0
TransnetBW,TransnetBW,B736,B415,1.1736094182825485e-05,1698.103,0.0
Amprion,Amprion,B738,B374,6.38954958677686e-05,983.112,0.0
TenneT,TenneT,B483,B284,9.548452216066481e-05,1698.103,0.0
TenneT,TenneT,B553,B561,0.00022252849173553718,491.556,0.0
Amprion,Amprion,B297,B649,2.205210743801653e-05,491.556,0.0
TransnetBW,TransnetBW,B598,B599,1.6042561983471074e-05,491.556,0.0
TenneT,TenneT,B477,B413,9.134660664819944e-06,1698.103,0.0
TransnetBW,TransnetBW,B618,B665,2.244414127423823e-05,1698.103,0.0
TenneT,TenneT,B450,B272,0.00016559644628099174,491.556,0.0
TenneT,TenneT,B332,B32,3.604169421487603e-05,491.556,0.0
TenneT,TenneT,B332,B481,0.0005668202479338844,491.556,0.0
Amprion,TransnetBW,B642,B681,5.0889037396121885e-05,1698.103,0.0
Amprion,TenneT,B642,B333,0.00019319844875346261,1698.103,0.0
TransnetBW,TenneT,B681,B333,0.000143318324099723,1698.103,0.0
TenneT,TenneT,B333,B285,4.999951523545706e-06,1698.103,0.0
TenneT,TenneT,B333,B285,4.999487534626039e-06,1698.103,0.0
Amprion,Amprion,B355,B512,5.449985457063712e-05,1698.103,0.0
TenneT,TenneT,B547,B438,6.820163223140496e-05,491.556,0.0
TenneT,TenneT,B549,B483,0.00013795920360110803,1698.103,0.0
TenneT,TenneT,B285,B482,0.00015021122576177286,1698.103,0.0
TenneT,TenneT,B285,B482,0.00015021122576177286,1698.103,0.0
TenneT,TenneT,B482,B484,0.0001383336218836565,1698.103,0.0
TenneT,TenneT,B482,B549,4.645841412742382e-05,1698.103,0.0
TenneT,TenneT,B458,B523,4.455257617728532e-05,1698.103,0.0
TenneT,TenneT,B33,B523,9.233261772853185e-06,1698.103,0.0
TenneT,TenneT,B523,B522,8.235896121883655e-05,1698.103,0.0
Amprion,Amprion,B359,B454,8.62453324099723e-05,1698.103,0.0
Amprion,Amprion,B454,B642,3.360779085872576e-05,1698.103,0.0
TenneT,50Hertz,B675,B611,4.3231731301939056e-05,3396.205,0.0
50Hertz,50Hertz,B754,B755,7.393713988919667e-05,1698.103,0.0
50Hertz,50Hertz,B754,B755,7.393713988919667e-05,1698.103,0.0
50Hertz,50Hertz,B396,B399,0.00016001970914127425,1698.103,0.0
50Hertz,50Hertz,B396,B399,0.00016001970914127425,1698.103,0.0
50Hertz,50Hertz,B277,B755,8.621058171745151e-05,1698.103,0.0
50Hertz,50Hertz,B396,B755,0.0002070230055401662,1698.103,0.0
Amprion,TenneT,B354,B547,0.00021341708677685952,491.556,0.0
TenneT,Amprion,B547,B34,0.0002065762396694215,491.556,0.0
50Hertz,50Hertz,B610,B538,0.0001541970041322314,491.556,0.0
50Hertz,50Hertz,B538,B529,0.00012052438016528925,491.556,0.0
TenneT,TenneT,B577,B688,0.00011470524793388429,491.556,0.0
TransnetBW,TransnetBW,B43,B736,1.1376288088642659e-05,1698.103,0.0
TransnetBW,TransnetBW,B275,B586,7.663235537190083e-05,491.556,0.0
TransnetBW,TransnetBW,B587,B275,0.0004867848553719008,491.556,0.0
Amprion,Amprion,B35,B36,4.045832644628099e-05,491.556,0.0
TenneT,50Hertz,B543,B321,0.000302863347107438,491.556,0.0
TenneT,TenneT,B481,B326,0.0001192560743801653,983.112,0.0
TenneT,TenneT,B606,B272,9.333667355371901e-05,491.556,0.0
TenneT,TenneT,B562,B39,0.00048637311134235175,173.162,0.0
TransnetBW,TransnetBW,B385,B1,3.823101239669421e-05,983.112,0.0
TransnetBW,TransnetBW,B331,B335,7.737792243767314e-05,1698.103,0.0
Amprion,Amprion,B339,B355,4.519994459833795e-05,1698.103,0.0
TenneT,TenneT,B544,B373,7.233119834710744e-06,983.112,0.0
TenneT,TenneT,B361,B40,1.385029085872576e-05,1698.103,0.0
TenneT,TenneT,B40,B475,1.1812721606648199e-05,1698.103,0.0
50Hertz,50Hertz,B436,B282,0.0001108231611570248,491.556,0.0
50Hertz,50Hertz,B408,B436,0.00018776181818181816,491.556,0.0
TransnetBW,TransnetBW,B463,B382,0.00020588414819944597,1698.103,0.0
TenneT,TenneT,B458,B523,4.455257617728532e-05,1698.103,0.0
TransnetBW,TenneT,B409,B455,0.0002451493801652893,491.556,0.0
TenneT,TenneT,B445,B286,4.8480193905817174e-05,1698.103,0.0
TransnetBW,TransnetBW,B382,B702,5.6093878116343494e-05,1698.103,0.0
TransnetBW,TransnetBW,B410,B453,2.89785595567867e-05,1698.103,0.0
TenneT,50Hertz,B543,B321,0.000302863347107438,491.556,0.0
TenneT,TenneT,B578,B315,9.464286703601108e-06,1698.103,0.0
TenneT,TenneT,B368,B483,9.655988919667591e-05,1698.103,0.0
TenneT,TenneT,B786,B41,4.1896440443213293e-05,1698.103,0.0
TenneT,TenneT,B41,B42,6.5609418282548475e-06,1698.103,0.0
TenneT,TenneT,B42,B476,4.302129501385041e-05,1698.103,0.0
TenneT,TenneT,B786,B41,4.1896440443213293e-05,1698.103,0.0
TenneT,TenneT,B41,B42,6.5609418282548475e-06,1698.103,0.0
TenneT,TenneT,B42,B476,4.302129501385041e-05,1698.103,0.0
50Hertz,50Hertz,B770,B654,0.00017779873268698062,1698.103,0.0
50Hertz,50Hertz,B755,B56,1.1711849030470915e-05,1698.103,0.0
50Hertz,50Hertz,B755,B56,1.138817867036011e-05,1698.103,0.0
50Hertz,50Hertz,B755,B56,1.1218005540166204e-05,1698.103,0.0
50Hertz,50Hertz,B755,B56,1.138817867036011e-05,1698.103,0.0
50Hertz,50Hertz,B755,B56,1.1218005540166204e-05,1698.103,0.0
50Hertz,50Hertz,B755,B56,1.1711849030470915e-05,1698.103,0.0
TransnetBW,TransnetBW,B734,B736,1.654222299168975e-05,1698.103,0.0
TransnetBW,TransnetBW,B734,B43,5.061142659279778e-06,1698.103,0.0
TransnetBW,TransnetBW,B43,B736,1.1400041551246538e-05,1698.103,0.0
TenneT,TenneT,B484,B483,3.6612347645429365e-05,1698.103,0.0
TenneT,TenneT,B545,B286,4.788074792243767e-05,1698.103,0.0
TenneT,TenneT,B539,B448,0.00026483528925619836,491.556,0.0
TenneT,TenneT,B540,B465,0.00012381790166204984,1698.103,0.0
TenneT,TenneT,B545,B286,4.788074792243767e-05,1698.103,0.0
TenneT,TenneT,B315,B675,1.6657950138504156e-05,1698.103,0.0
TenneT,TenneT,B315,B675,1.6657950138504156e-05,1698.103,0.0
TransnetBW,TenneT,B409,B455,0.0002451493801652893,491.556,0.0
TenneT,TenneT,B481,B489,0.00028891911157024794,983.112,0.0
TenneT,TenneT,B766,B458,6.177520083102493e-05,1698.103,0.0
TenneT,50Hertz,B368,B770,9.575675900277008e-05,1698.103,0.0
50Hertz,50Hertz,B760,B757,6.230839335180055e-05,1698.103,0.0
TenneT,TenneT,B547,B438,6.820163223140496e-05,491.556,0.0
50Hertz,50Hertz,B671,B658,8.876293628808865e-05,1698.103,0.0
TenneT,TenneT,B314,B732,1.0156648199445984e-05,1698.103,0.0
50Hertz,50Hertz,B566,B763,8.709459833795014e-05,1698.103,0.0
50Hertz,50Hertz,B550,B754,9.210216066481994e-05,1698.103,0.0
50Hertz,TenneT,B597,B522,0.00019945029085872577,1698.103,0.0
50Hertz,50Hertz,B597,B566,6.648962603878115e-05,1698.103,0.0
50Hertz,50Hertz,B597,B566,6.648962603878115e-05,1698.103,0.0
50Hertz,50Hertz,B566,B629,0.0001743160249307479,1698.103,0.0
50Hertz,50Hertz,B756,B658,9.482010387811634e-05,1698.103,0.0
50Hertz,50Hertz,B573,B399,3.7303227146814404e-05,1698.103,0.0
50Hertz,50Hertz,B573,B399,3.7303227146814404e-05,1698.103,0.0
50Hertz,50Hertz,B755,B573,0.0001058064404432133,1698.103,0.0
50Hertz,50Hertz,B755,B573,0.0001058064404432133,1698.103,0.0
TenneT,TenneT,B449,B397,1.2760785123966942e-05,491.556,0.0
50Hertz,50Hertz,B529,B45,7.343964876033059e-05,491.556,0.0
50Hertz,50Hertz,B610,B529,0.00019782727272727273,491.556,0.0
TenneT,TenneT,B692,B609,0.00012644037396121883,1698.103,0.0
TenneT,Amprion,B692,B782,0.00010265786011080333,1698.103,0.0
TenneT,TenneT,B772,B773,2.660837950138504e-06,3396.205,0.0
TenneT,TenneT,B449,B696,1.486448347107438e-05,983.112,0.0
TransnetBW,TransnetBW,B735,B414,4.494132231404958e-06,1966.224,0.0
TransnetBW,TransnetBW,B736,B162,2.952423822714681e-06,3396.205,0.0
Amprion,Amprion,B50,B52,7.74956611570248e-06,491.556,0.0
Amprion,Amprion,B51,B53,2.1228047091412744e-06,1698.103,0.0
Amprion,Amprion,B138,B50,7.133739669421488e-06,983.112,0.0
Amprion,Amprion,B139,B51,1.9881163434903048e-06,3396.205,0.0
Amprion,Amprion,B52,B474,9.852561983471074e-06,983.112,0.0
Amprion,Amprion,B53,B262,2.7062049861495844e-06,3396.205,0.0
Amprion,Amprion,B472,B48,2.2860454545454547e-05,491.556,0.0
Amprion,Amprion,B473,B49,6.240304709141274e-06,1698.103,0.0
TransnetBW,TransnetBW,B520,B635,2.076702216066482e-05,3396.205,0.0
TransnetBW,TransnetBW,B635,B54,1.2886675900277008e-05,3396.205,0.0
TransnetBW,TransnetBW,B723,B54,1.2643351800554017e-06,3396.205,0.0
TransnetBW,TransnetBW,B54,B270,7.652146814404432e-06,1698.103,0.0
TransnetBW,TransnetBW,B54,B723,2.6017728531855954e-06,1698.103,0.0
Amprion,Amprion,B2,B304,5.205623268698061e-06,1698.103,0.0
TransnetBW,TransnetBW,B57,B287,2.1196814404432136e-06,3396.205,0.0
TransnetBW,TransnetBW,B58,B431,1.8611980609418284e-06,3396.205,0.0
