Interface,Bus_id,State,LoadZone,Latitude,Longitude,Demand_MW,DistanceMiles,Weight,IsAnchor,CentroidLatitude,CentroidLongitude
HQHIGATE,249,MA,WCMA,42.26601094918395,-72.54597191038002,588.9632972322503,153.10382225342937,0.010440098972574885,False,44.483667697984295,-72.6425039057059
HQHIGATE,180,ME,ME,45.11690152133001,-69.8503547667039,24.166666666666668,154.2994682231467,0.0021024955187219675,False,44.483667697984295,-72.6425039057059
HQHIGATE,250,MA,WCMA,42.25357566297826,-72.21019206803795,466.4650080906149,155.5728611579118,0.009180348774936304,False,44.483667697984295,-72.6425039057059
HQHIGATE,53,ME,ME,44.891255321817226,-69.7223381803167,16.071283095723015,157.30324272358493,0.0016899429507247067,False,44.483667697984295,-72.6425039057059
HQHIGATE,17,ME,ME,43.90682190513776,-69.76514122903818,26.862820512820512,157.60883701931613,0.002181676766550512,False,44.483667697984295,-72.6425039057059
HQHIGATE,45,ME,ME,45.41933934565439,-69.92805457184146,30.809018567639257,157.68810905316428,0.0023355531120121016,False,44.483667697984295,-72.6425039057059
HQHIGATE,123,MA,NEMA/Boston,42.45891899278566,-71.25384351436799,78.72692454998085,157.90833846503608,0.0037295623334613125,False,44.483667697984295,-72.6425039057059
HQHIGATE,122,MA,NEMA/Boston,42.5324998910284,-71.06195073591645,107.19341563786008,158.56447065370864,0.004338400766323822,False,44.483667697984295,-72.6425039057059
HQHIGATE,200,MA,WCMA,42.17925408644263,-72.45607012455635,1442.1110889110892,159.31125966595908,0.015856762788109834,False,44.483667697984295,-72.6425039057059
HQHIGATE,70,ME,ME,45.24593333505188,-69.78401808208018,11.303538175046556,160.37003355206747,0.0013968983761958262,False,44.483667697984295,-72.6425039057059
HQHIGATE,231,MA,NEMA/Boston,42.54568254641205,-70.95783865901238,164.03109656301146,160.7902787237984,0.005310901881571744,False,44.483667697984295,-72.6425039057059
HQHIGATE,62,ME,ME,45.32429395569295,-69.76690001270791,13.381596752368065,163.07135908905323,0.0015009655554248905,False,44.483667697984295,-72.6425039057059
HQHIGATE,165,MA,NEMA/Boston,42.4296594194124,-71.11956669537766,96.35357142857144,163.0994810549615,0.004027119331998998,False,44.483667697984295,-72.6425039057059
HQHIGATE,116,MA,NEMA/Boston,42.35612561838946,-71.29545531981215,82.37476099426387,163.24031678536073,0.003721144517382656,False,44.483667697984295,-72.6425039057059
HQHIGATE,24,MA,WCMA,42.14747081032802,-72.14053730388716,969.1552447552448,163.37823153118555,0.012755604849995748,False,44.483667697984295,-72.6425039057059
HQHIGATE,178,MA,WCMA,42.12084064586971,-72.36167789078303,193.5673469387755,163.7130410536325,0.0056918522333958615,False,44.483667697984295,-72.6425039057059
HQHIGATE,117,MA,NEMA/Boston,42.532803882342606,-70.87583817126199,245.5810034469552,163.97236704299468,0.006403529434390721,False,44.483667697984295,-72.6425039057059
HQHIGATE,120,MA,NEMA/Boston,42.30337593860145,-71.35381252598162,187.98342893562776,165.21867626334893,0.005570772906699402,False,44.483667697984295,-72.6425039057059
HQHIGATE,244,MA,NEMA/Boston,42.45346547945458,-70.96304461357988,78.1504142766093,165.971482492271,0.003579649972216395,False,44.483667697984295,-72.6425039057059
HQHIGATE,121,MA,NEMA/Boston,42.35585366002304,-71.1801701364884,177.97071428571428,166.02014998730252,0.00540074528555927,False,44.483667697984295,-72.6425039057059
HQHIGATE,162,MA,NEMA/Boston,42.5096166521172,-70.85128415057673,28.15291262135922,166.02897678879302,0.0021479480457669577,False,44.483667697984295,-72.6425039057059
HQHIGATE,192,ME,ME,43.89030935047175,-69.60090360019575,4.334494773519164,166.32263132116506,0.0008416969555239175,False,44.483667697984295,-72.6425039057059
HQHIGATE,174,ME,ME,44.65440575729363,-69.50997775416069,36.20641025641025,166.44134388043514,0.0024313464580714844,False,44.483667697984295,-72.6425039057059
HQHIGATE,140,ME,ME,45.08365916228451,-69.57733079951053,12.776983559685489,167.64626476115308,0.0014365435008899371,False,44.483667697984295,-72.6425039057059
HQHIGATE,243,MA,NEMA/Boston,42.478638602024304,-70.84948236537738,70.38185808339429,167.84106272714573,0.0033686564603698206,False,44.483667697984295,-72.6425039057059
HQHIGATE,179,MA,WCMA,42.05404513165935,-72.48877785294592,117.56665129151293,167.84182371377725,0.004353784777957789,False,44.483667697984295,-72.6425039057059
HQHIGATE,75,ME,ME,44.044665876087045,-69.48361535217336,8.203877423389619,170.13928056467662,0.0011384295555553756,False,44.483667697984295,-72.6425039057059
HQHIGATE,194,ME,ME,43.88338678679631,-69.521812672011,5.419803126809496,170.50399489292917,0.0009238274474902828,False,44.483667697984295,-72.6425039057059
HQHIGATE,164,MA,NEMA/Boston,42.42769018338697,-70.85587932332248,165.5667115902965,170.56189275011712,0.00510475650614479,False,44.483667697984295,-72.6425039057059
HQHIGATE,239,ME,ME,45.53465985385245,-69.7184026042203,27.84206848357792,171.10497291358297,0.0020883524669944617,False,44.483667697984295,-72.6425039057059
HQHIGATE,150,ME,ME,45.54143689072972,-69.71592700090419,6.623605402231357,171.42239461713422,0.0010171771195867723,False,44.483667697984295,-72.6425039057059
