Time Period,Month,Day,Hours,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,NI
1,1,1,1,0.7624158908539171,0.7624158908539174,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539174,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539174,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539174,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539174,0.7624158908539171,0.7624158908539171,0.0
1,1,1,2,0.7458719192765199,0.74587191927652,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.74587191927652,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.74587191927652,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.74587191927652,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.74587191927652,0.7458719192765199,0.7458719192765199,0.0
1,1,1,3,0.7316652888114694,0.7316652888114694,0.7316652888114694,0.7316652888114693,0.7316652888114693,0.7316652888114694,0.7316652888114694,0.7316652888114694,0.7316652888114693,0.7316652888114693,0.7316652888114694,0.7316652888114694,0.7316652888114694,0.7316652888114693,0.7316652888114693,0.7316652888114694,0.7316652888114694,0.7316652888114694,0.7316652888114693,0.7316652888114693,0.7316652888114694,0.7316652888114694,0.7316652888114694,0.7316652888114693,0.0
1,1,1,4,0.720764157847392,0.7207641578473921,0.720764157847392,0.720764157847392,0.720764157847392,0.720764157847392,0.7207641578473921,0.720764157847392,0.720764157847392,0.720764157847392,0.720764157847392,0.7207641578473921,0.720764157847392,0.720764157847392,0.720764157847392,0.720764157847392,0.7207641578473921,0.720764157847392,0.720764157847392,0.720764157847392,0.720764157847392,0.7207641578473921,0.720764157847392,0.720764157847392,0.0
1,1,1,5,0.7139114204445189,0.713911420444519,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.713911420444519,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.713911420444519,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.713911420444519,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.713911420444519,0.7139114204445189,0.7139114204445189,0.0
1,1,1,6,0.7115740793321722,0.7115740793321722,0.7115740793321723,0.7115740793321722,0.7115740793321722,0.7115740793321722,0.7115740793321722,0.7115740793321723,0.7115740793321722,0.7115740793321722,0.7115740793321722,0.7115740793321722,0.7115740793321723,0.7115740793321722,0.7115740793321722,0.7115740793321722,0.7115740793321722,0.7115740793321723,0.7115740793321722,0.7115740793321722,0.7115740793321722,0.7115740793321722,0.7115740793321723,0.7115740793321722,0.0
1,1,1,7,0.7139114204445189,0.713911420444519,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.713911420444519,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.713911420444519,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.713911420444519,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.7139114204445189,0.713911420444519,0.7139114204445189,0.7139114204445189,0.0
1,1,1,8,0.720764157847392,0.7207641578473921,0.720764157847392,0.720764157847392,0.720764157847392,0.720764157847392,0.7207641578473921,0.720764157847392,0.720764157847392,0.720764157847392,0.720764157847392,0.7207641578473921,0.720764157847392,0.720764157847392,0.720764157847392,0.720764157847392,0.7207641578473921,0.720764157847392,0.720764157847392,0.720764157847392,0.720764157847392,0.7207641578473921,0.720764157847392,0.720764157847392,0.0
1,1,1,9,0.7316652888114694,0.7316652888114694,0.7316652888114694,0.7316652888114693,0.7316652888114693,0.7316652888114694,0.7316652888114694,0.7316652888114694,0.7316652888114693,0.7316652888114693,0.7316652888114694,0.7316652888114694,0.7316652888114694,0.7316652888114693,0.7316652888114693,0.7316652888114694,0.7316652888114694,0.7316652888114694,0.7316652888114693,0.7316652888114693,0.7316652888114694,0.7316652888114694,0.7316652888114694,0.7316652888114693,0.0
1,1,1,10,0.7458719192765199,0.74587191927652,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.74587191927652,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.74587191927652,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.74587191927652,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.7458719192765199,0.74587191927652,0.7458719192765199,0.7458719192765199,0.0
1,1,1,11,0.7624158908539171,0.7624158908539174,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539174,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539174,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539174,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539171,0.7624158908539174,0.7624158908539171,0.7624158908539171,0.0
1,1,1,12,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.0
1,1,1,13,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.0
1,1,1,14,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.814467599165215,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.814467599165215,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.814467599165215,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.814467599165215,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.814467599165215,0.0
1,1,1,15,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302656,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302656,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302656,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302656,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302656,0.0
1,1,1,16,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.0
1,1,1,17,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972159,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972159,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972159,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972159,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972159,0.0
1,1,1,18,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.8487654391095629,0.0
1,1,1,19,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972159,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972159,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972159,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972159,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972161,0.8464280979972159,0.0
1,1,1,20,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.839575360594343,0.0
1,1,1,21,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302656,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302656,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302656,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302656,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302658,0.8286742296302656,0.0
1,1,1,22,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.814467599165215,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.814467599165215,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.814467599165215,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.814467599165215,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.8144675991652153,0.814467599165215,0.0
1,1,1,23,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.7979236275878179,0.0
1,1,1,24,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.7801697592208676,0.0
