Month,Day,Period,EKPC_KY,AP_MD,AP_PA,AP_VA,AP_WV,AEP_VA,AEP_WV,AEP_KY,AEP_TN,AEP_OH,AEP_IN,AEP_MI,DPL_IL,DPL_DE,DOM_NC,DOM_VA,DAY_OH,JC_NJ,RECO_NJ,BC_MD,ME_PA,PS_NJ,CE_IL,AE_NJ,OVEC_OH,PE_PA,PL_PA,DEOK_OH,DUQ_PA,PN_PA,PEP_MD,ATSI_PA,ATSI_OH,ATSI
1,4,7,0.263916325,0,0,0,0,0,0,0,0,0,0,0,0,0.132834951,0.132834951,0,0,0,0.387273908,0.387273908,0,0,0.387273908,0.229538795,0.387273908,0,0,0,0,0,0,0,0,0
1,4,8,0.21353044,0,0,0,0,0,0,0,0,0,0,0,0,0.198284241,0.198284241,0,0,0,0.435630478,0.435630478,0.02478553,0,0.435630478,0.229538795,0.435630478,0,0,0,0,0,0,0.02478553,0,0
1,4,9,0.21353044,0,0,0,0,0,0,0,0,0,0,0,0,0.282322679,0.282322679,0,0,0,0.573763335,0.573763335,0.068011495,0,0.573763335,0.183781608,0.573763335,0,0,0,0,0,0,0.068011495,0,0
1,4,10,0.263916325,0,0,0,0,0,0,0,0,0,0,0,0,0.387273908,0.387273908,0,0,0,0.738385728,0.738385728,0.101521531,0,0.738385728,0.101521531,0.738385728,0,0,0,0,0,0,0.101521531,0,0
1,4,11,0.301565545,0,0,0,0,0,0,0,0,0,0,0,0,0.573763335,0.573763335,0,0,0,0.850840777,0.850840777,0.1113397,0,0.850840777,0.068011495,0.850840777,0,0,0,0,0,0,0.1113397,0,0
1,4,12,0.301565545,0,0,0,0,0,0,0,0,0,0,0,0,0.703230552,0.703230552,0,0,0,0.9318213,0.9318213,0.101521531,0,0.9318213,0.060981699,0.9318213,0,0,0,0,0,0,0.101521531,0,0
1,4,13,0.387273908,0,0,0,0,0,0,0,0,0,0,0,0,0.669209314,0.669209314,0,0,0,1,1,0.083651164,0,1,0.05445381,1,0,0,0,0,0,0,0.083651164,0,0
1,4,14,0.461249421,0,0,0,0,0.021250494,0.021250494,0.021250494,0.021250494,0.021250494,0.021250494,0.021250494,0.021250494,0.604494294,0.604494294,0,0,0.021250494,1,1,0.075561787,0,1,0.02478553,1,0.021250494,0,0,0.021250494,0,0,0.075561787,0.021250494,0.021250494
1,4,15,0.544091958,0,0,0,0,0,0,0,0,0,0,0,0,0.515461572,0.515461572,0,0,0,0.974170476,0.974170476,0.032989541,0,0.974170476,0,0.974170476,0,0,0,0,0,0,0.032989541,0,0
1,4,16,0.573763335,0,0,0,0,0,0,0,0,0,0,0,0,0.48785359,0.48785359,0,0,0,0.850840777,0.850840777,0,0,0.850840777,0,0.850840777,0,0,0,0,0,0,0,0,0
1,4,17,0.461249421,0,0,0,0,0,0,0,0,0,0,0,0,0.515461572,0.515461572,0,0,0,0.812172251,0.812172251,0,0,0.812172251,0,0.812172251,0,0,0,0,0,0,0,0,0
1,4,18,0.342635169,0,0,0,0,0,0,0,0,0,0,0,0,0.544091958,0.544091958,0,0,0,0.9318213,0.9318213,0,0,0.9318213,0,0.9318213,0,0,0,0,0,0,0,0,0
1,4,19,0.282322679,0,0,0,0,0,0,0,0,0,0,0,0,0.604494294,0.604494294,0,0,0,1,1,0,0,1,0.028692349,1,0,0,0,0,0,0,0,0,0
1,4,20,0.263916325,0,0,0,0,0,0,0,0,0,0,0,0,0.604494294,0.604494294,0,0,0,1,1,0.021250494,0,1,0.037695693,1,0,0,0,0,0,0,0.021250494,0,0
1,4,21,0.21353044,0,0,0,0,0,0,0,0,0,0,0,0,0.738385728,0.738385728,0,0,0,0.9318213,0.9318213,0.021250494,0,0.9318213,0.037695693,0.9318213,0,0,0,0,0,0,0.021250494,0,0
1,4,22,0.183781608,0,0,0,0,0.037695693,0.037695693,0.037695693,0.037695693,0.037695693,0.037695693,0.037695693,0.037695693,0.738385728,0.738385728,0,0,0.037695693,0.850840777,0.850840777,0,0,0.850840777,0.032989541,0.850840777,0.037695693,0,0,0.037695693,0,0,0,0.037695693,0.037695693
1,4,23,0.183781608,0,0,0,0,0.037695693,0.037695693,0.037695693,0.037695693,0.037695693,0.037695693,0.037695693,0.037695693,0.703230552,0.703230552,0,0,0.037695693,0.812172251,0.812172251,0,0,0.812172251,0.032989541,0.812172251,0.037695693,0,0,0.037695693,0,0,0,0.037695693,0.037695693
1,4,24,0.183781608,0,0,0,0,0.032989541,0.032989541,0.032989541,0.032989541,0.032989541,0.032989541,0.032989541,0.032989541,0.890717596,0.890717596,0,0,0.032989541,0.703230552,0.703230552,0,0,0.703230552,0.028692349,0.703230552,0.032989541,0,0,0.032989541,0,0,0,0.032989541,0.032989541
1,5,1,0.170003951,0,0,0,0,0.02478553,0.02478553,0.02478553,0.02478553,0.02478553,0.02478553,0.02478553,0.02478553,0.9318213,0.9318213,0,0,0.02478553,0.669209314,0.669209314,0,0,0.669209314,0.028692349,0.669209314,0.02478553,0,0,0.02478553,0,0,0,0.02478553,0.02478553
1,5,2,0.156932682,0,0,0,0,0,0,0,0,0,0,0,0,0.850840777,0.850840777,0,0,0,0.573763335,0.573763335,0,0,0.573763335,0.028692349,0.573763335,0,0,0,0,0,0,0,0,0
1,5,3,0.132834951,0,0,0,0,0,0,0,0,0,0,0,0,0.703230552,0.703230552,0,0,0,0.515461572,0.515461572,0,0,0.515461572,0.032989541,0.515461572,0,0,0,0,0,0,0,0,0
1,5,4,0.1113397,0,0,0,0,0.02478553,0.02478553,0.02478553,0.02478553,0.02478553,0.02478553,0.02478553,0.02478553,0.604494294,0.604494294,0,0,0.02478553,0.461249421,0.461249421,0,0,0.461249421,0.037695693,0.461249421,0.02478553,0,0,0.02478553,0,0,0,0.02478553,0.02478553
1,5,5,0.101521531,0,0,0,0,0.028692349,0.028692349,0.028692349,0.028692349,0.028692349,0.028692349,0.028692349,0.028692349,0.515461572,0.515461572,0,0,0.028692349,0.461249421,0.461249421,0,0,0.461249421,0.042829396,0.461249421,0.028692349,0,0,0.028692349,0,0,0,0.028692349,0.028692349
1,5,6,0.092298216,0,0,0,0,0.02478553,0.02478553,0.02478553,0.02478553,0.02478553,0.02478553,0.02478553,0.02478553,0.41097817,0.41097817,0,0,0.02478553,0.435630478,0.435630478,0,0,0.435630478,0.05445381,0.435630478,0.02478553,0,0,0.02478553,0,0,0,0.02478553,0.02478553
1,5,7,0.075561787,0,0,0,0,0.028692349,0.028692349,0.028692349,0.028692349,0.028692349,0.028692349,0.028692349,0.028692349,0.301565545,0.301565545,0,0,0.028692349,0.41097817,0.41097817,0,0,0.41097817,0.075561787,0.41097817,0.028692349,0,0,0.028692349,0,0,0,0.028692349,0.028692349
1,5,8,0.083651164,0,0,0,0,0.042829396,0.042829396,0.042829396,0.042829396,0.042829396,0.042829396,0.042829396,0.042829396,0.282322679,0.282322679,0,0,0.042829396,0.435630478,0.435630478,0,0,0.435630478,0.12177131,0.435630478,0.042829396,0,0,0.042829396,0,0,0,0.042829396,0.042829396
