Month,Day,Period,BGE,APS,PEPCO,DPL,DPL_MD,APS_MD,NI
1,12,15,0.624299415,0.708693109,0.642001474,0.58847822,0.58847822,0.708693109,5229.066265
1,12,16,0.626994525,0.714365413,0.646389135,0.590098461,0.590098461,0.714365413,6017.46988
1,12,17,0.649776129,0.727135701,0.665327375,0.628564142,0.628564142,0.727135701,6166.566265
1,12,18,0.693632119,0.756902916,0.697707906,0.676908917,0.676908917,0.756902916,6560.843373
1,12,19,0.702194877,0.759764122,0.689118182,0.697582934,0.697582934,0.759764122,6526.506024
1,12,20,0.696508586,0.760263337,0.679612527,0.693187416,0.693187416,0.760263337,6639.759036
1,12,21,0.686523617,0.754239191,0.657089299,0.68037061,0.68037061,0.754239191,6304.668675
1,12,22,0.663555693,0.729324528,0.643638787,0.657047982,0.657047982,0.729324528,5997.439759
1,12,23,0.631503912,0.696448321,0.612722026,0.627731695,0.627731695,0.696448321,5397.439759
1,12,24,0.601871023,0.677458374,0.590412527,0.604987269,0.604987269,0.677458374,5177.259036
