VOLL,planning_reserve_margin,BigM,PT_RPS,PT_emis,Inv_bugt_gen,Inv_bugt_line,Inv_bugt_storage
100000,0.15,1.0e13,1.0e10,1.0e10,1.0e16,1.0e16,1.0e16
