Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Mar 30, 2025 12:00 AM;Mar 30, 2025 1:00 AM;4,068.55;1,297.75;4,529.25;12,702.75;13.69;121.64;-;5,136.00;1,361.50;3,768.75;1,449.00;1,521.00
Mar 30, 2025 1:00 AM;Mar 29, 2025 2:00 AM;3,985.59;1,323.50;3,737.75;16,445.00;7.87;122.00;-;4,133.25;1,895.00;3,547.00;500.25;1,505.25
Mar 30, 2025 3:00 AM;Mar 30, 2025 4:00 AM;3,943.58;1,363.50;3,725.75;20,417.00;45.57;122.06;-;4,233.50;2,182.25;3,689.75;169.00;1,508.75
Mar 30, 2025 4:00 AM;Mar 30, 2025 5:00 AM;3,926.07;1,390.00;3,523.00;23,559.75;68.35;122.32;-;3,998.25;2,374.75;3,263.75;62.75;1,517.75
Mar 30, 2025 5:00 AM;Mar 30, 2025 6:00 AM;3,940.72;1,384.75;3,412.25;26,100.00;55.44;120.99;-;4,008.25;2,221.25;3,202.75;86.00;1,523.75
Mar 30, 2025 6:00 AM;Mar 30, 2025 7:00 AM;3,997.19;1,343.75;3,948.25;29,817.00;50.37;117.22;-;4,059.75;2,300.50;2,777.25;437.25;1,517.00
Mar 30, 2025 7:00 AM;Mar 30, 2025 8:00 AM;4,059.05;1,363.00;4,501.50;30,707.75;1,517.61;117.77;-;4,051.25;2,144.00;2,371.75;457.00;1,514.75
Mar 30, 2025 8:00 AM;Mar 30, 2025 9:00 AM;4,007.62;1,418.00;2,508.50;31,228.75;6,932.78;117.41;-;4,011.50;2,123.00;2,232.50;164.25;1,498.25
Mar 30, 2025 9:00 AM;Mar 30, 2025 10:00 AM;3,901.06;1,425.25;2,367.25;30,958.75;13,290.54;115.64;-;3,996.25;2,026.00;2,174.25;63.25;1,450.50
Mar 30, 2025 10:00 AM;Mar 30, 2025 11:00 AM;3,788.22;1,514.50;1,658.25;29,916.25;17,887.21;114.54;-;3,991.75;2,010.00;2,129.00;2.75;1,459.00
Mar 30, 2025 11:00 AM;Mar 30, 2025 12:00 PM;3,717.55;1,541.50;1,146.00;29,993.25;19,594.35;113.48;-;3,973.75;2,006.25;2,100.25;45.75;1,425.25
Mar 30, 2025 12:00 PM;Mar 30, 2025 1:00 PM;3,656.70;1,513.00;1,651.25;28,734.75;19,443.64;114.48;-;3,977.50;1,631.50;2,127.00;12.50;1,428.50
Mar 30, 2025 1:00 PM;Mar 30, 2025 2:00 PM;3,634.35;1,547.50;1,615.50;24,046.50;18,232.75;114.83;-;3,978.25;1,383.25;2,131.00;62.50;1,463.25
Mar 30, 2025 2:00 PM;Mar 30, 2025 3:00 PM;3,636.35;1,487.00;1,518.75;23,527.50;17,220.12;112.71;-;3,974.25;1,283.25;2,132.00;52.00;1,511.50
Mar 30, 2025 3:00 PM;Mar 30, 2025 4:00 PM;3,658.51;1,516.75;1,877.25;26,011.00;15,659.10;113.70;-;3,960.00;985.00;2,151.25;53.00;1,532.25
Mar 30, 2025 4:00 PM;Mar 30, 2025 5:00 PM;3,781.34;1,481.50;2,337.00;30,410.00;12,426.32;114.76;-;3,989.50;916.75;2,178.75;49.25;1,541.00
Mar 30, 2025 5:00 PM;Mar 30, 2025 6:00 PM;3,895.76;1,423.25;2,867.25;35,168.50;7,977.10;115.98;-;4,122.50;918.00;2,488.00;101.00;1,587.50
Mar 30, 2025 6:00 PM;Mar 30, 2025 7:00 PM;4,050.59;1,435.00;3,854.00;37,064.00;3,402.02;116.50;-;5,108.75;944.50;3,346.00;83.00;1,575.25
Mar 30, 2025 7:00 PM;Mar 30, 2025 8:00 PM;4,220.23;1,476.50;4,363.25;35,783.00;463.42;116.06;-;5,761.00;986.00;3,981.50;657.00;1,614.25
Mar 30, 2025 8:00 PM;Mar 30, 2025 9:00 PM;4,228.98;1,428.00;4,298.75;34,960.25;13.55;116.42;-;5,338.00;992.00;4,037.25;1,121.75;1,617.50
Mar 30, 2025 9:00 PM;Mar 30, 2025 10:00 PM;4,168.84;1,421.75;4,530.50;32,828.25;10.39;116.83;-;5,685.75;1,002.75;3,751.25;1,084.00;1,595.00
Mar 30, 2025 10:00 PM;Mar 30, 2025 11:00 PM;4,032.74;1,404.00;4,146.75;29,907.50;7.13;117.37;-;6,009.50;1,007.50;3,850.75;1,021.50;1,564.00
Mar 30, 2025 11:00 PM;Mar 31, 2025 12:00 AM;3,892.43;1,345.50;3,987.50;28,638.75;6.11;118.04;-;5,421.75;982.75;3,416.25;487.25;1,588.00
Mar 31, 2025 12:00 AM;Mar 31, 2025 1:00 AM;3,641.59;1,317.00;5,054.25;27,437.00;6.16;119.45;-;4,786.75;1,025.00;3,470.00;162.25;1,687.75
Mar 31, 2025 1:00 AM;Mar 31, 2025 2:00 AM;3,604.70;1,286.50;4,889.00;25,963.00;5.98;119.11;-;4,838.50;1,411.00;3,102.50;363.25;1,642.50
Mar 31, 2025 2:00 AM;Mar 31, 2025 3:00 AM;3,605.42;1,280.50;4,687.00;24,466.75;6.57;119.66;-;5,138.00;1,400.00;2,974.00;516.75;1,694.50
Mar 31, 2025 3:00 AM;Mar 31, 2025 4:00 AM;3,639.87;1,292.75;4,752.75;22,851.75;6.58;120.21;-;5,864.25;1,371.50;2,941.00;189.50;1,652.00
Mar 31, 2025 4:00 AM;Mar 31, 2025 5:00 AM;3,703.95;1,276.75;4,746.25;21,846.25;6.34;119.83;-;7,247.50;2,031.25;3,426.75;94.25;1,637.00
Mar 31, 2025 5:00 AM;Mar 31, 2025 6:00 AM;3,813.78;1,302.50;4,543.00;20,672.25;6.43;119.46;-;8,941.00;2,784.00;4,578.75;165.50;1,659.00
Mar 31, 2025 6:00 AM;Mar 31, 2025 7:00 AM;4,087.30;1,358.00;3,742.50;19,771.75;14.23;117.99;-;10,493.50;4,532.00;6,210.50;1,407.00;1,697.50
Mar 31, 2025 7:00 AM;Mar 31, 2025 8:00 AM;4,429.30;1,587.50;3,295.00;17,818.50;665.14;117.86;-;11,142.50;5,461.00;7,477.75;5,340.50;1,725.25
Mar 31, 2025 8:00 AM;Mar 31, 2025 9:00 AM;4,477.36;1,602.50;3,022.25;15,355.25;3,537.34;117.62;-;11,202.75;5,651.75;8,156.75;4,902.75;1,746.25
Mar 31, 2025 9:00 AM;Mar 31, 2025 10:00 AM;4,350.66;1,433.25;2,661.75;14,584.75;7,762.29;117.49;-;11,165.50;5,417.00;7,735.50;4,016.25;1,704.50
Mar 31, 2025 10:00 AM;Mar 31, 2025 11:00 AM;3,999.55;1,315.75;2,141.00;14,393.00;12,266.25;117.36;-;10,701.00;5,201.25;6,149.75;2,024.75;1,698.25
Mar 31, 2025 11:00 AM;Mar 31, 2025 12:00 PM;3,812.75;1,336.00;1,999.25;13,486.25;16,665.96;118.25;-;10,760.75;4,818.25;4,400.75;224.50;1,665.25
Mar 31, 2025 12:00 PM;Mar 31, 2025 1:00 PM;3,665.28;1,439.75;1,996.00;12,974.50;20,089.52;120.32;-;10,458.00;3,632.75;4,055.50;22.75;1,816.75
Mar 31, 2025 1:00 PM;Mar 31, 2025 2:00 PM;3,614.97;1,423.75;1,785.00;12,852.50;21,915.82;121.17;-;9,144.00;2,702.50;3,782.25;11.25;1,852.75
Mar 31, 2025 2:00 PM;Mar 31, 2025 3:00 PM;3,613.51;1,386.25;1,595.00;13,235.00;22,070.82;121.44;-;8,864.75;2,713.25;3,675.00;2.00;1,646.50
Mar 31, 2025 3:00 PM;Mar 31, 2025 4:00 PM;3,685.18;1,407.00;1,337.75;13,491.50;19,754.93;121.42;-;9,013.00;3,213.00;3,838.00;17.00;1,664.25
Mar 31, 2025 4:00 PM;Mar 31, 2025 5:00 PM;3,851.84;1,356.50;1,133.00;13,339.75;15,452.82;120.91;-;10,289.75;4,486.50;4,406.75;28.25;1,732.25
Mar 31, 2025 5:00 PM;Mar 31, 2025 6:00 PM;4,123.14;1,434.00;954.50;12,196.50;10,083.46;119.88;-;11,083.25;5,446.50;6,592.25;431.75;1,793.75
Mar 31, 2025 6:00 PM;Mar 31, 2025 7:00 PM;4,430.64;1,641.75;1,020.50;10,330.25;4,424.04;116.61;-;11,412.50;6,059.00;8,661.75;2,202.25;1,783.25
Mar 31, 2025 7:00 PM;Mar 31, 2025 8:00 PM;4,565.43;1,617.00;1,026.75;8,580.75;712.66;113.86;-;11,647.75;6,213.00;9,604.00;4,081.00;1,804.25
Mar 31, 2025 8:00 PM;Mar 31, 2025 9:00 PM;4,550.93;1,508.50;770.25;8,316.00;57.83;114.37;-;11,690.75;6,138.50;9,801.75;4,969.25;1,792.00
Mar 31, 2025 9:00 PM;Mar 31, 2025 10:00 PM;4,439.83;1,381.75;748.75;8,225.75;20.91;116.05;-;11,649.50;6,093.25;9,655.00;3,884.75;1,820.00
Mar 31, 2025 10:00 PM;Mar 31, 2025 11:00 PM;4,190.45;1,341.00;713.75;7,765.50;6.54;120.56;-;11,419.50;6,026.50;8,894.50;1,510.25;1,788.25
Mar 31, 2025 11:00 PM;Apr 1, 2025 12:00 AM;3,984.56;1,314.75;851.25;7,095.75;6.38;120.25;-;11,452.50;5,842.00;7,725.50;392.75;1,744.00
Apr 1, 2025 12:00 AM;Apr 1, 2025 1:00 AM;3,853.75;1,295.00;818.75;6,676.50;6.25;118.25;-;11,622.00;5,739.25;7,785.00;314.25;1,851.25
Apr 1, 2025 1:00 AM;Apr 1, 2025 2:00 AM;3,797.75;1,285.00;794.50;6,316.50;6.00;117.75;-;11,580.75;5,341.75;7,361.25;159.75;1,869.50
Apr 1, 2025 2:00 AM;Apr 1, 2025 3:00 AM;3,759.50;1,282.25;735.25;6,133.25;6.00;118.00;-;11,404.50;5,382.50;7,266.25;66.50;1,878.50
Apr 1, 2025 3:00 AM;Apr 1, 2025 4:00 AM;3,767.75;1,284.00;704.75;6,243.00;6.00;117.75;-;11,389.25;5,389.25;7,255.50;65.25;1,881.75
Apr 1, 2025 4:00 AM;Apr 1, 2025 5:00 AM;3,845.50;1,285.00;746.50;6,811.00;6.00;117.25;-;11,433.75;5,377.25;7,351.50;128.50;1,893.75
Apr 1, 2025 5:00 AM;Apr 1, 2025 6:00 AM;4,003.25;1,292.50;810.00;7,631.25;7.25;116.50;-;11,617.00;5,960.00;7,922.00;459.75;1,860.00
Apr 1, 2025 6:00 AM;Apr 1, 2025 7:00 AM;4,284.00;1,377.25;809.25;8,482.50;29.25;114.00;-;11,839.50;6,196.50;8,894.75;3,383.75;1,850.00
Apr 1, 2025 7:00 AM;Apr 1, 2025 8:00 AM;4,454.00;1,379.25;732.50;9,061.50;1,690.50;114.00;-;11,927.25;6,228.75;9,021.00;5,181.25;1,870.50
Apr 1, 2025 8:00 AM;Apr 1, 2025 9:00 AM;4,410.00;1,435.75;665.25;8,372.75;8,304.50;114.00;-;11,860.50;6,221.50;9,024.00;3,580.75;1,824.50
Apr 1, 2025 9:00 AM;Apr 1, 2025 10:00 AM;4,156.75;1,431.75;600.00;6,339.25;18,193.75;113.75;-;11,730.00;5,663.25;7,240.75;1,463.75;1,820.75
Apr 1, 2025 10:00 AM;Apr 1, 2025 11:00 AM;3,793.75;1,436.00;536.50;7,506.75;27,221.50;109.50;-;10,525.00;3,743.75;4,560.00;412.00;1,748.00
Apr 1, 2025 11:00 AM;Apr 1, 2025 12:00 PM;3,621.00;1,512.75;405.50;9,756.00;32,759.25;110.25;-;6,898.00;2,226.25;3,569.25;119.25;1,721.50
Apr 1, 2025 12:00 PM;Apr 1, 2025 1:00 PM;3,547.00;1,492.75;241.25;11,536.50;34,498.50;107.50;-;5,809.00;2,257.75;3,244.50;24.00;1,692.25
Apr 1, 2025 1:00 PM;Apr 1, 2025 2:00 PM;3,531.50;1,451.75;231.50;12,861.75;34,269.50;107.00;-;5,774.75;2,073.00;3,185.50;47.25;1,687.00
Apr 1, 2025 2:00 PM;Apr 1, 2025 3:00 PM;3,544.00;1,430.75;242.50;13,310.50;33,251.00;109.00;-;5,722.50;2,000.50;3,131.25;32.25;1,648.00
Apr 1, 2025 3:00 PM;Apr 1, 2025 4:00 PM;3,591.75;1,425.50;353.25;13,859.25;30,025.25;111.25;-;5,746.00;1,961.75;3,223.50;108.00;1,532.00
Apr 1, 2025 4:00 PM;Apr 1, 2025 5:00 PM;3,739.25;1,394.50;523.25;14,561.75;24,839.75;111.75;-;5,996.75;1,936.25;3,334.75;11.00;1,605.75
Apr 1, 2025 5:00 PM;Apr 1, 2025 6:00 PM;4,007.50;1,409.25;809.25;15,792.00;16,678.50;111.50;-;7,823.00;2,550.25;4,386.25;152.25;1,709.50
Apr 1, 2025 6:00 PM;Apr 1, 2025 7:00 PM;4,313.25;1,424.25;1,109.75;15,349.25;7,098.50;113.25;-;10,034.00;3,471.75;6,150.00;1,197.50;1,743.25
Apr 1, 2025 7:00 PM;Apr 1, 2025 8:00 PM;4,531.25;1,426.00;1,423.50;15,550.00;1,022.75;115.25;-;11,484.25;4,449.75;6,488.00;4,376.00;1,763.00
Apr 1, 2025 8:00 PM;Apr 1, 2025 9:00 PM;4,507.75;1,453.25;1,582.00;18,223.00;27.50;116.00;-;11,321.50;4,819.75;6,655.75;4,220.75;1,783.50
Apr 1, 2025 9:00 PM;Apr 1, 2025 10:00 PM;4,313.75;1,462.00;1,849.50;21,564.00;7.25;115.50;-;10,611.50;4,576.25;6,448.25;2,007.00;1,827.75
Apr 1, 2025 10:00 PM;Apr 1, 2025 11:00 PM;4,098.00;1,389.75;2,216.75;22,518.00;7.75;115.75;-;10,296.00;3,706.25;5,810.00;385.25;1,891.00
Apr 1, 2025 11:00 PM;Apr 2, 2025 12:00 AM;3,879.00;1,323.50;2,214.50;23,019.25;7.00;116.25;-;9,270.25;2,783.00;4,833.50;134.00;1,843.00
Apr 2, 2025 12:00 AM;Apr 2, 2025 1:00 AM;3,767.75;1,363.75;2,012.50;22,474.50;6.00;117.50;-;7,880.50;2,598.00;4,101.25;34.00;1,798.75
Apr 2, 2025 1:00 AM;Apr 2, 2025 2:00 AM;3,713.25;1,368.00;1,661.25;21,344.50;6.25;118.25;-;7,182.00;2,567.50;4,085.75;1.75;1,798.50
Apr 2, 2025 2:00 AM;Apr 2, 2025 3:00 AM;3,701.25;1,246.00;1,630.50;20,318.75;6.75;119.50;-;7,047.50;2,617.00;4,035.25;46.50;1,793.50
Apr 2, 2025 3:00 AM;Apr 2, 2025 4:00 AM;3,715.50;1,288.00;1,618.25;19,887.00;6.00;119.00;-;7,149.00;2,810.00;4,083.25;14.00;1,763.75
Apr 2, 2025 4:00 AM;Apr 2, 2025 5:00 AM;3,820.75;1,328.75;1,719.75;19,364.50;6.00;119.00;-;7,340.50;2,880.50;4,241.75;18.75;1,798.75
Apr 2, 2025 5:00 AM;Apr 2, 2025 6:00 AM;3,983.00;1,341.75;1,951.25;18,853.00;7.50;118.00;-;9,014.75;3,181.75;5,044.50;897.25;1,838.50
Apr 2, 2025 6:00 AM;Apr 2, 2025 7:00 AM;4,254.75;1,291.75;2,221.75;18,966.75;43.25;115.75;-;10,132.00;4,630.00;5,711.25;4,574.25;1,805.50
Apr 2, 2025 7:00 AM;Apr 2, 2025 8:00 AM;4,423.25;1,326.75;2,635.00;17,766.25;2,256.00;115.25;-;11,180.25;5,005.25;6,021.75;5,612.00;1,809.75
Apr 2, 2025 8:00 AM;Apr 2, 2025 9:00 AM;4,367.75;1,498.50;2,960.50;14,371.75;10,541.75;113.25;-;11,093.75;4,473.75;5,930.25;4,646.75;1,801.00
Apr 2, 2025 9:00 AM;Apr 2, 2025 10:00 AM;4,049.75;1,372.50;2,920.25;11,067.25;22,287.00;112.00;-;9,088.00;2,831.50;4,717.25;998.25;1,755.50
Apr 2, 2025 10:00 AM;Apr 2, 2025 11:00 AM;3,734.50;1,367.75;2,785.50;10,253.00;32,837.00;111.25;-;5,422.25;1,768.25;3,005.00;1.75;1,737.50
Apr 2, 2025 11:00 AM;Apr 2, 2025 12:00 PM;3,540.00;1,403.00;1,973.25;9,820.75;40,242.75;108.25;-;4,837.00;1,690.75;2,783.25;72.25;1,722.00
Apr 2, 2025 12:00 PM;Apr 2, 2025 1:00 PM;3,437.50;1,388.25;1,562.00;8,030.00;42,310.50;111.75;-;4,886.00;1,489.25;2,703.25;3.75;1,708.75
Apr 2, 2025 1:00 PM;Apr 2, 2025 2:00 PM;3,416.00;1,392.00;1,662.25;7,728.00;42,146.50;113.00;-;4,935.25;1,416.25;2,574.00;2.00;1,711.25
Apr 2, 2025 2:00 PM;Apr 2, 2025 3:00 PM;3,388.50;1,413.50;1,940.25;11,519.25;39,627.25;111.25;-;4,821.25;1,370.00;2,452.75;22.75;1,704.50
Apr 2, 2025 3:00 PM;Apr 2, 2025 4:00 PM;3,457.50;1,375.50;2,216.25;16,050.00;35,061.00;110.75;-;4,844.50;1,391.25;2,410.50;79.50;1,718.75
Apr 2, 2025 4:00 PM;Apr 2, 2025 5:00 PM;3,609.75;1,330.50;2,441.00;20,153.00;27,805.00;111.75;-;4,950.00;1,928.00;2,417.50;5.00;1,774.00
Apr 2, 2025 5:00 PM;Apr 2, 2025 6:00 PM;3,771.00;1,346.00;2,864.75;23,827.50;18,580.50;110.75;-;5,581.00;2,134.25;2,807.25;126.75;1,788.25
Apr 2, 2025 6:00 PM;Apr 2, 2025 7:00 PM;4,186.50;1,299.75;4,363.75;24,518.00;7,825.25;108.25;-;7,960.00;3,001.75;4,229.25;714.00;1,765.50
Apr 2, 2025 7:00 PM;Apr 2, 2025 8:00 PM;4,453.25;1,509.25;4,948.00;24,453.50;1,174.00;108.50;-;9,112.25;3,868.25;4,703.50;4,219.75;1,785.25
Apr 2, 2025 8:00 PM;Apr 2, 2025 9:00 PM;4,456.00;1,384.00;5,117.25;26,167.00;20.75;109.50;-;9,763.50;4,133.75;4,802.25;4,562.00;1,807.00
Apr 2, 2025 9:00 PM;Apr 2, 2025 10:00 PM;4,325.25;1,246.00;5,209.75;27,603.25;9.75;110.50;-;9,346.00;4,023.75;4,673.25;2,263.75;1,800.25
Apr 2, 2025 10:00 PM;Apr 2, 2025 11:00 PM;4,087.75;1,243.00;5,146.50;26,580.75;8.75;110.50;-;8,920.50;3,671.50;4,676.50;617.75;1,846.75
Apr 2, 2025 11:00 PM;Apr 3, 2025 12:00 AM;3,880.75;1,216.75;4,978.75;25,760.00;6.25;111.00;-;7,767.50;3,183.50;4,024.00;41.00;1,850.75
Apr 3, 2025 12:00 AM;Apr 3, 2025 1:00 AM;3,735.50;1,248.50;4,804.75;23,940.00;6.50;111.75;-;6,573.50;3,038.50;3,622.75;184.00;1,837.00
Apr 3, 2025 1:00 AM;Apr 3, 2025 2:00 AM;3,704.75;1,225.00;4,501.75;22,063.25;6.00;111.50;-;7,284.25;2,771.25;3,536.25;0.75;1,815.25
Apr 3, 2025 2:00 AM;Apr 3, 2025 3:00 AM;3,696.75;1,210.50;4,042.75;20,223.00;6.00;112.50;-;7,185.50;2,707.00;3,417.00;1.75;1,773.75
Apr 3, 2025 3:00 AM;Apr 3, 2025 4:00 AM;3,732.25;1,226.50;3,348.00;18,984.00;6.25;113.00;-;7,623.00;2,575.25;3,473.00;22.00;1,810.75
Apr 3, 2025 4:00 AM;Apr 3, 2025 5:00 AM;3,819.75;1,245.75;3,038.00;18,203.00;6.75;113.00;-;7,862.75;2,787.00;3,840.50;106.00;1,872.00
Apr 3, 2025 5:00 AM;Apr 3, 2025 6:00 AM;3,983.25;1,311.00;2,825.75;17,634.25;6.75;111.75;-;8,933.75;3,117.75;5,006.50;2,126.50;1,879.75
Apr 3, 2025 6:00 AM;Apr 3, 2025 7:00 AM;4,306.50;1,369.50;2,507.00;17,073.00;74.25;111.00;-;9,377.25;3,558.75;6,311.75;4,832.50;1,938.50
Apr 3, 2025 7:00 AM;Apr 3, 2025 8:00 AM;4,434.75;1,604.50;2,265.25;15,198.00;2,998.75;103.75;-;9,911.75;3,883.25;6,783.75;5,547.25;1,877.50
Apr 3, 2025 8:00 AM;Apr 3, 2025 9:00 AM;4,356.25;1,386.75;1,770.75;11,569.00;13,026.25;88.25;-;9,850.75;3,668.50;6,300.25;4,098.25;1,838.25
Apr 3, 2025 9:00 AM;Apr 3, 2025 10:00 AM;4,015.00;1,321.75;1,437.00;6,573.75;26,026.25;88.00;-;8,998.00;2,304.75;4,596.00;1,184.50;1,834.25
Apr 3, 2025 10:00 AM;Apr 3, 2025 11:00 AM;3,685.00;1,364.00;1,070.25;4,634.25;37,020.75;86.50;-;6,454.25;1,806.75;2,931.25;208.00;1,807.00
Apr 3, 2025 11:00 AM;Apr 3, 2025 12:00 PM;3,479.75;1,358.50;700.50;4,437.00;44,073.00;88.25;-;5,150.00;1,711.50;2,655.00;109.50;1,733.00
Apr 3, 2025 12:00 PM;Apr 3, 2025 1:00 PM;3,384.75;1,371.25;625.75;5,269.75;47,290.50;88.50;-;4,741.25;1,582.50;2,582.75;56.25;1,701.50
Apr 3, 2025 1:00 PM;Apr 3, 2025 2:00 PM;3,358.50;1,353.25;554.00;5,307.25;46,819.25;99.75;-;4,681.50;1,531.75;2,569.25;6.75;1,748.50
Apr 3, 2025 2:00 PM;Apr 3, 2025 3:00 PM;3,362.75;1,352.50;560.00;5,862.00;44,946.75;105.75;-;4,730.00;1,494.25;2,478.00;5.50;1,746.00
Apr 3, 2025 3:00 PM;Apr 3, 2025 4:00 PM;3,444.50;1,379.25;816.75;6,260.00;41,051.00;105.50;-;5,009.50;1,480.25;2,346.75;16.50;1,716.75
Apr 3, 2025 4:00 PM;Apr 3, 2025 5:00 PM;3,646.00;1,434.75;1,113.00;6,041.75;33,547.50;105.00;-;5,708.00;1,964.75;2,675.00;25.00;1,801.00
Apr 3, 2025 5:00 PM;Apr 3, 2025 6:00 PM;3,937.00;1,350.00;979.00;6,299.50;21,758.75;105.25;-;8,622.00;3,666.50;4,778.75;411.25;1,815.75
Apr 3, 2025 6:00 PM;Apr 3, 2025 7:00 PM;4,364.50;1,391.00;1,168.75;6,037.75;8,850.75;107.25;-;11,020.25;5,720.25;7,231.00;2,645.25;1,854.00
Apr 3, 2025 7:00 PM;Apr 3, 2025 8:00 PM;4,541.75;1,652.00;1,313.25;6,393.00;1,271.50;109.75;-;11,625.00;6,475.25;8,231.00;4,937.50;1,884.75
Apr 3, 2025 8:00 PM;Apr 3, 2025 9:00 PM;4,524.50;1,560.00;1,622.75;8,754.25;53.25;111.25;-;11,839.00;6,544.00;8,365.50;5,274.00;1,855.00
Apr 3, 2025 9:00 PM;Apr 3, 2025 10:00 PM;4,391.00;1,341.25;1,933.75;10,688.00;17.25;112.75;-;11,827.25;6,498.25;8,194.50;3,622.25;1,830.75
Apr 3, 2025 10:00 PM;Apr 3, 2025 11:00 PM;4,183.00;1,345.25;1,724.50;11,217.25;5.50;114.50;-;11,841.75;6,478.25;7,481.00;1,858.50;1,829.75
Apr 3, 2025 11:00 PM;Apr 4, 2025 12:00 AM;3,998.75;1,316.25;1,525.00;10,632.75;6.00;116.50;-;11,742.50;6,501.25;6,494.50;854.00;1,835.75
Apr 4, 2025 12:00 AM;Apr 4, 2025 1:00 AM;3,825.00;1,266.50;1,194.50;9,346.75;6.00;117.25;-;11,425.00;6,389.00;5,380.75;104.25;1,856.00
Apr 4, 2025 1:00 AM;Apr 4, 2025 2:00 AM;3,781.00;1,252.50;826.50;7,702.75;6.75;118.75;-;11,445.50;6,345.75;5,424.25;82.00;1,903.00
Apr 4, 2025 2:00 AM;Apr 4, 2025 3:00 AM;3,765.25;1,245.75;577.50;6,198.75;6.00;119.00;-;11,462.75;6,352.25;5,671.00;184.75;1,868.75
Apr 4, 2025 3:00 AM;Apr 4, 2025 4:00 AM;3,805.00;1,302.00;540.50;5,017.75;6.00;119.00;-;11,475.50;6,352.00;5,825.75;606.50;1,903.50
Apr 4, 2025 4:00 AM;Apr 4, 2025 5:00 AM;3,919.50;1,265.75;578.50;4,139.50;6.25;119.25;-;11,483.50;6,410.75;6,619.50;564.00;1,917.50
Apr 4, 2025 5:00 AM;Apr 4, 2025 6:00 AM;4,113.00;1,282.00;612.00;3,574.50;7.25;119.50;-;11,386.75;6,426.00;8,234.00;1,297.50;1,947.75
Apr 4, 2025 6:00 AM;Apr 4, 2025 7:00 AM;4,390.50;1,490.75;789.75;3,407.50;83.25;116.75;-;11,218.25;6,520.00;9,047.75;4,622.75;2,032.25
Apr 4, 2025 7:00 AM;Apr 4, 2025 8:00 AM;4,512.25;1,584.75;780.00;3,322.25;3,229.50;115.50;-;11,222.50;6,526.25;9,070.25;5,106.50;1,951.50
Apr 4, 2025 8:00 AM;Apr 4, 2025 9:00 AM;4,404.25;1,316.00;587.00;2,819.00;13,615.75;113.00;-;11,162.50;6,264.50;8,172.25;2,367.25;1,868.50
Apr 4, 2025 9:00 AM;Apr 4, 2025 10:00 AM;4,057.75;1,462.50;485.25;1,610.75;26,538.25;111.00;-;9,803.00;4,266.25;5,321.25;572.50;1,851.75
Apr 4, 2025 10:00 AM;Apr 4, 2025 11:00 AM;3,786.00;1,373.50;452.25;809.00;36,868.75;110.50;-;7,352.00;1,843.50;2,857.50;140.25;1,831.75
Apr 4, 2025 11:00 AM;Apr 4, 2025 12:00 PM;3,578.75;1,350.00;851.25;1,044.00;44,362.00;110.50;-;5,972.50;1,522.00;2,217.75;85.75;1,773.25
Apr 4, 2025 12:00 PM;Apr 4, 2025 1:00 PM;3,442.50;1,355.50;973.00;1,469.50;47,802.75;112.75;-;5,391.25;1,404.75;2,224.50;29.00;1,778.50
Apr 4, 2025 1:00 PM;Apr 4, 2025 2:00 PM;3,360.00;1,351.75;963.75;1,380.50;47,543.00;110.75;-;5,414.00;1,396.50;2,214.75;32.50;1,779.75
Apr 4, 2025 2:00 PM;Apr 4, 2025 3:00 PM;3,400.75;1,335.75;801.00;1,593.00;44,901.75;108.00;-;5,417.00;1,414.25;2,134.75;27.50;1,744.50
Apr 4, 2025 3:00 PM;Apr 4, 2025 4:00 PM;3,479.50;1,377.00;883.50;2,057.25;40,646.00;106.50;-;5,386.50;1,413.50;2,023.00;50.50;1,743.50
Apr 4, 2025 4:00 PM;Apr 4, 2025 5:00 PM;3,644.00;1,360.25;1,230.25;2,663.50;32,964.00;106.25;-;5,786.00;1,567.75;2,092.50;48.75;1,744.25
Apr 4, 2025 5:00 PM;Apr 4, 2025 6:00 PM;3,886.50;1,415.50;1,645.75;3,922.25;21,659.00;107.50;-;8,207.50;2,777.00;3,371.25;192.50;1,667.25
Apr 4, 2025 6:00 PM;Apr 4, 2025 7:00 PM;4,224.00;1,380.50;2,497.00;5,278.00;9,044.00;108.00;-;10,164.00;4,322.25;6,082.00;2,636.50;1,653.25
Apr 4, 2025 7:00 PM;Apr 4, 2025 8:00 PM;4,514.25;1,449.00;2,844.00;6,205.25;1,422.75;109.75;-;10,432.25;4,895.00;7,562.00;5,782.00;1,674.75
Apr 4, 2025 8:00 PM;Apr 4, 2025 9:00 PM;4,498.00;1,379.50;2,301.50;8,457.00;59.25;112.50;-;10,349.25;4,917.50;7,853.50;5,484.00;1,670.25
Apr 4, 2025 9:00 PM;Apr 4, 2025 10:00 PM;4,357.00;1,274.75;2,213.25;10,441.25;21.00;114.25;-;10,364.50;4,715.00;6,907.75;4,082.25;1,575.75
