Pmax (MW),Pmin (MW),Type,Flag_thermal,Flag_VRE,Cost ($/MWh),EF,CC,Zone,FOR,RU,RD,RM_SPIN
1.7,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.6,0,Landfill_NG,1,0,15,0.39,0.43,ME_PA,0.05,1,1,0.1
1.1,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
1.1,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
0.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
0.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
0.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
5.5,0,Landfill_NG,1,0,15,0.39,0.43,PL_PA,0.05,1,1,0.1
5.5,0,Landfill_NG,1,0,15,0.39,0.43,PL_PA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PL_PA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PL_PA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PL_PA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PL_PA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PL_PA,0.05,1,1,0.1
225.3,0,NGCC,1,0,18.75,0.4,0.98,PE_NJ,0.035,1,1,0.16
225.3,0,NGCC,1,0,18.75,0.4,0.98,PE_NJ,0.035,1,1,0.16
304,0,NGCC,1,0,18.75,0.4,0.98,PE_NJ,0.035,1,1,0.16
64,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
66,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
64,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
64,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
64,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
64,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
64,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
64,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
64,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
66,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
1,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
2.9,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
52.5,0,WindOn,0,1,0,0,0.28,AP_PA,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
0.8,0,Landfill_NG,1,0,15,0.39,0.43,CE_PA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,CE_PA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,CE_PA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,CE_PA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,CE_PA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,CE_PA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
3.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
3.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
3.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
3.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
100.5,0,WindOn,0,1,0,0,0.28,AP_PA,0,1,1,0
25,0,WindOn,0,1,0,0,0.28,CE_SD,0,1,1,0
2.3,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.8,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
300,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
199.7,0,WindOn,0,1,0,0,0.28,AEP_IN,0,1,1,0
106,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
102.3,0,WindOn,0,1,0,0,0.28,AEP_IN,0,1,1,0
200,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
103.5,0,WindOn,0,1,0,0,0.28,AEP_IN,0,1,1,0
239.4,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
62.5,0,WindOn,0,1,0,0,0.28,PN_PA,0,1,1,0
100.5,0,WindOn,0,1,0,0,0.28,AEP_WV,0,1,1,0
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AP_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AP_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AP_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AP_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AP_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AP_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AP_OH,0.05,1,1,0.1
2,0,WindOn,0,1,0,0,0.28,DPL_DE,0,1,1,0
105.7,0,WindOn,0,1,0,0,0.28,AEP_IN,0,1,1,0
3.2,0,WindOn,0,1,0,0,0.28,ME_PA,0,1,1,0
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_NY,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_NY,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_NY,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_NY,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_NY,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_NY,0.05,1,1,0.1
9,0,SolarPV,0,1,0,0,0.35,PS_IL,0,1,1,0
10,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,DPL_PA,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,DPL_PA,0,1,1,0
0.8,0,SolarPV,0,1,0,0,0.35,DPL_PA,0,1,1,0
40,0,WindOn,0,1,0,0,0.28,AP_MD,0,1,1,0
10,0,WindOn,0,1,0,0,0.28,AP_MD,0,1,1,0
1.6,0,Landfill_NG,1,0,15,0.39,0.43,ATSI_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,ATSI_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
10.1,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
38,0,WindOn,0,1,0,0,0.28,ME_PA,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
200,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
50,0,WindOn,0,1,0,0,0.28,ME_PA,0,1,1,0
217.5,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
1.2,0,SolarPV,0,1,0,0,0.35,DPL_DE,0,1,1,0
10,0,SolarPV,0,1,0,0,0.35,DPL_DE,0,1,1,0
1.7,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
150,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
235,0,NGCC,1,0,18.75,0.4,0.98,DPL_DE,0.035,1,1,0.16
126,0,NGCC,1,0,18.75,0.4,0.98,DPL_DE,0.035,1,1,0.16
1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
2,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
2.7,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
2.7,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
3.6,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
2.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2.6,0,SolarPV,0,1,0,0,0.35,BC_PA,0,1,1,0
2.2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.4,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
22,0,Hydro,0,1,50,0,0.5,AP_WV,0.035,1,1,0
22,0,Hydro,0,1,50,0,0.5,AP_WV,0.035,1,1,0
1.6,0,Landfill_NG,1,0,15,0.39,0.43,CE_IL,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,CE_IL,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,CE_IL,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,ATSI_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,ATSI_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,ATSI_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,ATSI_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,ATSI_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,ATSI_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,ATSI_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,ATSI_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,ATSI_OH,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,ATSI_OH,0.05,1,1,0.1
3,0,SolarPV,0,1,0,0,0.35,ME_PA,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
97.6,0,WindOn,0,1,0,0,0.28,AEP_WV,0,1,1,0
18,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
302,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
3.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
8,0,SolarPV,0,1,0,0,0.35,ATSI_OH,0,1,1,0
200,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
1.8,0,SolarPV,0,1,0,0,0.35,AEP_PA,0,1,1,0
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_PA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_PA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_PA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_PA,0.05,1,1,0.1
1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
8,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
150.4,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
1.9,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
4.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_PA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_PA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_PA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PN_PA,0.05,1,1,0.1
2.6,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
53.7,0,WindOn,0,1,0,0,0.28,DOM_WV,0,1,1,0
2.5,0,WindOn,0,1,0,0,0.28,ATSI_OH,0,1,1,0
99,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
205.2,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
1,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
100,0,WindOn,0,1,0,0,0.28,AEP_IN,0,1,1,0
1,0,WindOn,0,1,0,0,0.28,ATSI_IN,0,1,1,0
1,0,WindOn,0,1,0,0,0.28,ATSI_IN,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
1.4,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
4.1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
4,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
3.5,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
12,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
0.8,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
0.9,0,SolarPV,0,1,0,0,0.35,ME_PA,0,1,1,0
0.4,0,SolarPV,0,1,0,0,0.35,ME_PA,0,1,1,0
150.4,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
4,0,SolarPV,0,1,0,0,0.35,PE_NJ,0,1,1,0
2.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1.9,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
3.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.4,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.1,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.1,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
69,0,WindOn,0,1,0,0,0.28,PN_PA,0,1,1,0
3.7,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
2.3,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.6,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
0.8,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
1,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
13.7,0,SolarPV,0,1,0,0,0.35,PEP_MD,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
140.8,0,WindOn,0,1,0,0,0.28,PL_PA,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,DPL_DE,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.4,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.4,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
4.1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
67,0,NG,1,0,22.525,0.495,0.98,DEOK_OH,0.035,1,1,0.16
222.7,0,NGCC,1,0,18.75,0.4,0.98,JC_NJ,0.035,1,1,0.16
222.7,0,NGCC,1,0,18.75,0.4,0.98,JC_NJ,0.035,1,1,0.16
327.5,0,NGCC,1,0,18.75,0.4,0.98,JC_NJ,0.035,1,1,0.16
192,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2.4,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
0.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
0.3,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
0.3,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.7,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.4,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2.7,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
1.1,0,Landfill_NG,1,0,15,0.39,0.43,AEP_VA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
11.9,0,NGCC,1,0,18.75,0.4,0.98,DEOK_OH,0.035,1,1,0.16
11.9,0,NGCC,1,0,18.75,0.4,0.98,DEOK_OH,0.035,1,1,0.16
1.9,0,Oil,1,0,40,0.82,0.98,DEOK_OH,0.07,1,1,0
21.5,0,NGCC,1,0,18.75,0.4,0.98,DEOK_OH,0.035,1,1,0.16
2,0,Oil,1,0,40,0.82,0.98,DEOK_OH,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,DEOK_OH,0.07,1,1,0
1.3,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
10,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
109.5,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
80,0,WindOn,0,1,0,0,0.28,CE_IA,0,1,1,0
75,0,WindOn,0,1,0,0,0.28,PN_PA,0,1,1,0
139.4,0,WindOn,0,1,0,0,0.28,AP_PA,0,1,1,0
30,0,WindOn,0,1,0,0,0.28,PN_PA,0,1,1,0
217,0,WindOn,0,1,0,0,0.28,AEP_IL,0,1,1,0
2.1,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
1.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
3.9,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
5.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
7.5,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DUQ_PA,0.07,1,1,0
0.8,0,Oil,1,0,40,0.82,0.98,DUQ_PA,0.07,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2,0,Oil,1,0,40,0.82,0.98,ME_PA,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,ME_PA,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,ME_PA,0.07,1,1,0
1.4,0,Bio,1,0,20,0.99,0.43,ME_VA,0.07,1,1,0
1.1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
225,0,NGCC,1,0,18.75,0.4,0.98,PS_NJ,0.035,1,1,0.16
225,0,NGCC,1,0,18.75,0.4,0.98,PS_NJ,0.035,1,1,0.16
285,0,NGCC,1,0,18.75,0.4,0.98,PS_NJ,0.035,1,1,0.16
3.5,0,SolarPV,0,1,0,0,0.35,ATSI_OH,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
3.4,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,ME_PA,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2.1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2.6,0,NG,1,0,22.525,0.495,0.98,PEP_DE,0.035,1,1,0.16
81,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.1,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
2,0,SolarPV,0,1,0,0,0.35,ATSI_OH,0,1,1,0
12.4,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
1.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
5.7,0,NGCT,1,0,26.3,0.59,0.98,CE_OH,0.068,1,1,0.16
7.5,0,NGCT,1,0,26.3,0.59,0.98,CE_OH,0.068,1,1,0.16
6.2,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
2,0,Oil,1,0,40,0.82,0.98,AE_NJ,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,AE_NJ,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,AE_NJ,0.07,1,1,0
1,0,Bio,1,0,20,0.99,0.43,CE_IL,0.07,1,1,0
1,0,Bio,1,0,20,0.99,0.43,CE_IL,0.07,1,1,0
1,0,Bio,1,0,20,0.99,0.43,CE_IL,0.07,1,1,0
5.3,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
5.3,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
1.9,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
6.1,0,NGCT,1,0,26.3,0.59,0.98,PN_PA,0.068,1,1,0.16
2.9,0,NGCT,1,0,26.3,0.59,0.98,PN_PA,0.068,1,1,0.16
2.2,0,NGCT,1,0,26.3,0.59,0.98,PN_PA,0.068,1,1,0.16
2.8,0,NGCT,1,0,26.3,0.59,0.98,PN_PA,0.068,1,1,0.16
7,0,NGCT,1,0,26.3,0.59,0.98,PN_PA,0.068,1,1,0.16
5.7,0,NGCT,1,0,26.3,0.59,0.98,BC_MD,0.068,1,1,0.16
2.3,0,Oil,1,0,40,0.82,0.98,BC_MD,0.07,1,1,0
2.3,0,Oil,1,0,40,0.82,0.98,BC_MD,0.07,1,1,0
5,0,NGCC,1,0,18.75,0.4,0.98,BC_MD,0.035,1,1,0.16
2.3,0,Oil,1,0,40,0.82,0.98,BC_MD,0.07,1,1,0
4.3,0,NGCT,1,0,26.3,0.59,0.98,BC_MD,0.068,1,1,0.16
4.3,0,NGCT,1,0,26.3,0.59,0.98,BC_MD,0.068,1,1,0.16
4.3,0,NGCT,1,0,26.3,0.59,0.98,BC_MD,0.068,1,1,0.16
4.3,0,NGCT,1,0,26.3,0.59,0.98,BC_MD,0.068,1,1,0.16
7.5,0,NGCC,1,0,18.75,0.4,0.98,BC_MD,0.035,1,1,0.16
7.5,0,NGCC,1,0,18.75,0.4,0.98,BC_MD,0.035,1,1,0.16
4.5,0,NGCC,1,0,18.75,0.4,0.98,BC_MD,0.035,1,1,0.16
9.6,0,Landfill_NG,1,0,15,0.39,0.43,JC_NJ,0.05,1,1,0.1
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
11.8,0,SolarPV,0,1,0,0,0.35,DPL_DE,0,1,1,0
2.9,0,SolarPV,0,1,0,0,0.35,PE_PA,0,1,1,0
73,0,NGCT,1,0,26.3,0.59,0.98,AE_NJ,0.068,1,1,0.16
1,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
0.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
