Month,Day,Period,EKPC_KY,AP_MD,AP_PA,AP_VA,AP_WV,AEP_VA,AEP_WV,AEP_KY,AEP_TN,AEP_OH,AEP_IN,AEP_MI,DPL_MD,DPL_DE,DOM_NC,DOM_VA,DAY_OH,JC_NJ,RECO_NJ,BC_MD,ME_PA,PS_NJ,CE_IL,AE_NJ,OVEC_OH,PE_PA,PL_PA,DEOK_OH,DUQ_PA,PN_PA,PEP_MD,ATSI_PA,ATSI_OH,NI
0,0,23,0.239413867,0.239413867,0.239413867,0.655910812,0.655910812,0.655910812,0.655910812,0.239413867,0.239413867,0.253595236,0.924385621,0.253595236,0.239413867,0.196869759,0.239413867,0.655910812,0.253595236,0.253595236,0.253595236,0.239413867,0.239413867,0.253595236,0.668136548,0.253595236,0.253595236,0.239413867,0.239413867,0.253595236,0.239413867,0.239413867,0.239413867,0.239413867,0.253595236,0
0,0,24,0.28060024,0.28060024,0.28060024,0.652156242,0.652156242,0.652156242,0.652156242,0.28060024,0.28060024,0.299375064,0.902294118,0.299375064,0.28060024,0.22427577,0.28060024,0.652156242,0.299375064,0.299375064,0.299375064,0.28060024,0.28060024,0.299375064,0.663765195,0.299375064,0.299375064,0.28060024,0.28060024,0.299375064,0.28060024,0.28060024,0.28060024,0.28060024,0.299375064,0
0,0,1,0.263862342,0.263862342,0.263862342,0.622631949,0.622631949,0.622631949,0.622631949,0.263862342,0.263862342,0.281316036,0.897107843,0.281316036,0.263862342,0.211501259,0.263862342,0.622631949,0.281316036,0.281316036,0.281316036,0.263862342,0.263862342,0.281316036,0.634876057,0.281316036,0.281316036,0.263862342,0.263862342,0.281316036,0.263862342,0.263862342,0.263862342,0.263862342,0.281316036,0
0,0,2,0.218241553,0.218241553,0.218241553,0.58071587,0.58071587,0.58071587,0.58071587,0.218241553,0.218241553,0.230637731,0.978277778,0.230637731,0.218241553,0.181053019,0.218241553,0.58071587,0.230637731,0.230637731,0.230637731,0.218241553,0.218241553,0.230637731,0.596743236,0.230637731,0.230637731,0.218241553,0.218241553,0.230637731,0.218241553,0.218241553,0.218241553,0.218241553,0.230637731,0
0,0,3,0.240995639,0.240995639,0.240995639,0.561139251,0.561139251,0.561139251,0.561139251,0.240995639,0.240995639,0.255619214,0.983810458,0.255619214,0.240995639,0.197124913,0.240995639,0.561139251,0.255619214,0.255619214,0.255619214,0.240995639,0.240995639,0.255619214,0.577879769,0.255619214,0.255619214,0.240995639,0.240995639,0.255619214,0.240995639,0.240995639,0.240995639,0.240995639,0.255619214,0
0,0,4,0.255979625,0.255979625,0.255979625,0.533777187,0.533777187,0.533777187,0.533777187,0.255979625,0.255979625,0.271669284,0.951052288,0.271669284,0.255979625,0.20891065,0.255979625,0.533777187,0.271669284,0.271669284,0.271669284,0.255979625,0.255979625,0.271669284,0.550196588,0.271669284,0.271669284,0.255979625,0.255979625,0.271669284,0.255979625,0.255979625,0.255979625,0.255979625,0.271669284,0
0,0,5,0.261185372,0.261185372,0.261185372,0.501599721,0.501599721,0.501599721,0.501599721,0.261185372,0.261185372,0.277152612,0.914421569,0.277152612,0.261185372,0.213283651,0.261185372,0.501599721,0.277152612,0.277152612,0.277152612,0.261185372,0.261185372,0.277152612,0.517703088,0.277152612,0.277152612,0.261185372,0.261185372,0.277152612,0.261185372,0.261185372,0.261185372,0.261185372,0.277152612,0
0,0,6,0.288904235,0.288904235,0.288904235,0.468969691,0.468969691,0.468969691,0.468969691,0.288904235,0.288904235,0.30736114,0.899326797,0.30736114,0.288904235,0.23353352,0.288904235,0.468969691,0.30736114,0.30736114,0.30736114,0.288904235,0.288904235,0.30736114,0.485470286,0.30736114,0.30736114,0.288904235,0.288904235,0.30736114,0.288904235,0.288904235,0.288904235,0.288904235,0.30736114,0
0,0,7,0.308879921,0.308879921,0.308879921,0.456710208,0.456710208,0.456710208,0.456710208,0.308879921,0.308879921,0.329226861,0.92448366,0.329226861,0.308879921,0.2478391,0.308879921,0.456710208,0.329226861,0.329226861,0.329226861,0.308879921,0.308879921,0.329226861,0.474363424,0.329226861,0.329226861,0.308879921,0.308879921,0.329226861,0.308879921,0.308879921,0.308879921,0.308879921,0.329226861,0
0,0,8,0.284207868,0.284207868,0.284207868,0.42059273,0.42059273,0.42059273,0.42059273,0.284207868,0.284207868,0.300134525,0.922424837,0.300134525,0.284207868,0.236427895,0.284207868,0.42059273,0.300134525,0.300134525,0.300134525,0.284207868,0.284207868,0.300134525,0.439162425,0.300134525,0.300134525,0.284207868,0.284207868,0.300134525,0.284207868,0.284207868,0.284207868,0.284207868,0.300134525,0
0,0,9,0.221683498,0.221683498,0.221683498,0.389904933,0.389904933,0.389904933,0.389904933,0.221683498,0.221683498,0.230777607,0.891542484,0.230777607,0.221683498,0.194401171,0.221683498,0.389904933,0.230777607,0.230777607,0.230777607,0.221683498,0.221683498,0.230777607,0.408305125,0.230777607,0.230777607,0.221683498,0.221683498,0.230777607,0.221683498,0.221683498,0.221683498,0.221683498,0.230777607,0
