Pmax (MW),Pmin (MW),Type,Zone,Flag_thermal,Flag_RET,Flag_VRE,Flag_mustrun,Cost ($/MWh),EF,CC,AF,FOR,Flag_RPS
198.9,0,NGCT,DPL_MD,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
198.9,0,NGCT,DPL_MD,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
171.1,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
171.1,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
171.1,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
84.5,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
84.5,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
84.5,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
84.5,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
171.1,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
178.5,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
170.0,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
178.5,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
178.5,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
178.5,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
178.5,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
178.5,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
178.5,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
178.5,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
198.0,0,NGCT,AEP_OH,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
198.0,0,NGCT,AEP_OH,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
198.0,0,NGCT,AEP_OH,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
1.8,0,Oil,ATSI_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.8,0,Oil,ATSI_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.0,0,Oil,ATSI_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.1,0,Oil,AEP_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.8,0,Oil,AEP_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.8,0,Oil,AEP_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.8,0,Oil,AEP_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.8,0,Oil,ATSI_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.8,0,Oil,ATSI_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.8,0,Oil,ATSI_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
2.0,0,Oil,DOM_VA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
2.0,0,Oil,DOM_VA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
2.0,0,Oil,DOM_VA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
2.0,0,Oil,DOM_VA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
45.0,0,NGCT,DPL_DE,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
51.0,0,NGCT,DPL_DE,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
71.2,0,NGCT,AE_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
68.3,0,Oil,PL_PA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
68.3,0,Oil,PL_PA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
68.3,0,Oil,PL_PA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
68.3,0,Oil,PL_PA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
68.3,0,Oil,PL_PA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
68.3,0,Oil,PL_PA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
68.3,0,Oil,PL_PA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
68.3,0,Oil,PL_PA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1300.0,0,Coal,AEP_OH,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
1300.0,0,Coal,AEP_OH,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
26.1,0,Hydro,PN_PA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
637.0,0,Coal,DUQ_PA,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
5.0,0,Bio,DOM_VA,0,0,0,0,20.0,0.99,0.43,1.0,0,1
10.0,0,Bio,DOM_VA,0,0,0,0,20.0,0.99,0.43,1.0,0,1
25.0,0,Bio,DOM_VA,0,0,0,0,20.0,0.99,0.43,1.0,0,1
15.0,0,Bio,DOM_VA,0,0,0,0,20.0,0.99,0.43,1.0,0,1
46.0,0,Bio,DOM_VA,0,0,0,0,20.0,0.99,0.43,1.0,0,1
18.0,0,NGCC,DPL_DE,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
50.0,0,NGCC,DPL_DE,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
50.0,0,NGCT,DPL_DE,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
242.3,0,Coal,AE_NJ,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
4.4,0,Oil,ME_PA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
10.9,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
1.4,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
95.2,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
45.0,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
88.4,0,Coal,PL_PA,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
24.1,0,MSW,ME_PA,0,0,0,0,15.0,1.49,0.43,1.0,0,1
5.0,0,NGCT,PS_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
5.3,0,NGCT,PS_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
5.3,0,NGCT,PS_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
6.1,0,NGCT,PN_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
6.1,0,NGCT,PN_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
6.1,0,NGCT,PN_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
6.1,0,NGCT,PN_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
118.0,0,Coal,PN_PA,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
95.7,0,Coal,AP_WV,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
0.7,0,Hydro,PN_PA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.7,0,Hydro,PN_PA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.7,0,Hydro,PN_PA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.7,0,Hydro,PN_PA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
2.9,0,Hydro,DOM_VA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
5.0,0,NGCT,JC_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
10.8,0,NGCT,JC_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
4.5,0,NGCT,JC_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
0.5,0,SolarPV,JC_NJ,0,0,1,0,0.0,0.0,0.35,1.0,0,1
24.0,0,Bio,AEP_OH,0,0,0,0,20.0,0.99,0.43,1.0,0,1
31.0,0,Bio,AEP_OH,0,0,0,0,20.0,0.99,0.43,1.0,0,1
27.2,0,NGCT,AEP_OH,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
63.2,0,NGCT,AEP_IN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
50.0,0,Bio,AEP_TN,0,0,0,0,20.0,0.99,0.43,1.0,0,1
2.6,0,Hydro,PL_PA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
2.6,0,Hydro,PL_PA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
1.5,0,NGCT,ME_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
143.4,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
143.4,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
143.4,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
47.3,0,Coal,PL_PA,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
10.0,0,NGCT,ATSI_OH,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
10.0,0,NGCT,ATSI_OH,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
15.0,0,NGCT,ATSI_OH,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
10.0,0,NGCT,ATSI_OH,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
22.0,0,NGCT,ATSI_OH,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
17.5,0,MSW,AE_NJ,0,0,0,0,15.0,1.49,0.43,1.0,0,1
17.5,0,MSW,AE_NJ,0,0,0,0,15.0,1.49,0.43,1.0,0,1
0.4,0,Hydro,PL_PA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.4,0,Hydro,PL_PA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.4,0,Hydro,PL_PA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
285.0,0,Coal,JC_NJ,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
57.6,0,Coal,PN_PA,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
60.2,0,MSW,BC_MD,0,0,0,0,15.0,1.49,0.43,1.0,0,1
4.3,0,MSW,BC_MD,0,0,0,0,15.0,1.49,0.43,1.0,0,1
101.0,0,NGCC,DOM_VA,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
101.0,0,NGCC,DOM_VA,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
101.0,0,NGCC,DOM_VA,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
96.0,0,Other,DOM_VA,1,0,0,0,20.1096,0.30925,0.7515,1.0,0.05,0
34.9,0,MSW,PS_NJ,0,0,0,0,15.0,1.49,0.43,1.0,0,1
34.9,0,MSW,PS_NJ,0,0,0,0,15.0,1.49,0.43,1.0,0,1
0.3,0,Hydro,AEP_MI,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.4,0,Hydro,AEP_MI,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.4,0,Hydro,AEP_MI,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.2,0,Hydro,AEP_MI,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
229.0,0,Coal,DPL_MD,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
1.9,0,Bio,DPL_MD,0,0,0,0,20.0,0.99,0.43,1.0,0,1
1.9,0,Bio,DPL_MD,0,0,0,0,20.0,0.99,0.43,1.0,0,1
1.0,0,Oil,DPL_MD,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.0,0,Oil,DPL_MD,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
68.9,0,Coal,AP_WV,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
90.0,0,MSW,ATSI_PA,0,0,0,0,15.0,1.49,0.43,1.0,0,1
95.2,0,NGCC,AE_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
77.7,0,NGCC,AE_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
71.1,0,Bio,DOM_VA,0,0,0,0,20.0,0.99,0.43,1.0,0,1
71.1,0,Bio,AEP_VA,0,0,0,0,20.0,0.99,0.43,1.0,0,1
71.1,0,Bio,DOM_VA,0,0,0,0,20.0,0.99,0.43,1.0,0,1
2.0,0,Hydro,AEP_VA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.8,0,Hydro,AEP_VA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.2,0,Hydro,AEP_VA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
2.4,0,Hydro,AEP_VA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
22.0,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
6.8,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
72.5,0,NGCT,PL_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
33.0,0,NGCT,PL_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
33.0,0,NGCT,PL_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
33.0,0,NGCT,PL_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
8.0,0,Hydro,CE_IL,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
8.0,0,Hydro,CE_IL,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
95.2,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
95.2,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
95.2,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
95.2,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
95.2,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
212.5,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
95.2,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
95.2,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
95.2,0,NGCC,JC_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
0.4,0,Hydro,AEP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.4,0,Hydro,AEP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.4,0,Hydro,AEP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.4,0,Hydro,AEP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.4,0,Hydro,AEP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.4,0,Hydro,AEP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
1.9,0,Hydro,AEP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
1.9,0,Hydro,AEP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
25.5,0,Hydro,AEP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
25.5,0,Hydro,AEP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
25.5,0,Hydro,AEP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
25.5,0,Hydro,AEP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
18.7,0,Hydro,AP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
18.7,0,Hydro,AP_WV,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.9,0,Landfill_NG,PEP_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.9,0,Landfill_NG,PEP_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.9,0,Landfill_NG,PEP_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
6.0,0,NGCT,JC_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
2.0,0,Hydro,DOM_VA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.5,0,Hydro,DOM_VA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.8,0,Hydro,DOM_VA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.4,0,Hydro,DOM_VA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.4,0,Hydro,DOM_VA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
72.0,0,Bio,DOM_NC,0,0,0,0,20.0,0.99,0.43,1.0,0,1
42.0,0,Bio,DOM_NC,0,0,0,0,20.0,0.99,0.43,1.0,0,1
36.5,0,MSW,ME_PA,0,0,0,0,15.0,1.49,0.43,1.0,0,1
28.3,0,Bio,DOM_NC,0,0,0,0,20.0,0.99,0.43,1.0,0,1
13.0,0,NGCT,DOM_VA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
23.2,0,Landfill_NG,PN_PA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
4.6,0,Landfill_NG,PN_PA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
4.6,0,Landfill_NG,PN_PA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
60.5,0,NGCT,PN_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
0.6,0,Hydro,PS_NJ,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.6,0,Hydro,PS_NJ,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.6,0,Hydro,PS_NJ,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.6,0,Hydro,PS_NJ,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
2.0,0,NGCT,AEP_IN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
4.0,0,NGCC,CE_IL,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
0.7,0,NGCC,CE_IL,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
0.5,0,NGCT,CE_IL,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
0.5,0,NGCT,CE_IL,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
0.3,0,NGCT,CE_IL,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
0.5,0,NGCT,CE_IL,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
3.0,0,NGCT,AEP_IN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
1.7,0,NGCT,AEP_IN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
1.0,0,Oil,AEP_IN,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.0,0,Oil,AEP_IN,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
2.0,0,NGCT,AEP_IN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
5.0,0,NGCT,AEP_IN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
9.4,0,NGCT,AEP_IN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
1.9,0,Oil,AEP_IN,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.9,0,Oil,AEP_IN,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.9,0,Oil,AEP_IN,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
5.4,0,NGCT,AEP_IN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
5.4,0,NGCT,AEP_IN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
6.3,0,NGCT,ME_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
6.3,0,NGCT,ME_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
55.0,0,NGCC,PS_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
55.0,0,NGCC,PS_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
42.0,0,NGCC,PS_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
6.0,0,NGCT,ME_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
5.1,0,NGCT,ME_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
7.5,0,NGCT,ME_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
45.9,0,Coal,ME_PA,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
39.1,0,Bio,ME_PA,0,0,0,0,20.0,0.99,0.43,1.0,0,1
17.3,0,NGCC,ATSI_PA,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
17.3,0,NGCC,ATSI_PA,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
17.3,0,NGCC,ATSI_PA,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
17.3,0,NGCC,ATSI_PA,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
3.5,0,NGCT,PS_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
3.5,0,NGCT,PS_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
3.5,0,NGCT,PS_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
12.5,0,NGCT,DEOK_OH,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
53.6,0,NGCT,PL_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
2.6,0,NGCT,PL_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
64.0,0,NGCT,PL_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
0.6,0,Hydro,DOM_NC,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.5,0,Hydro,DOM_NC,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.5,0,Hydro,DOM_NC,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.2,0,Hydro,AEP_VA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
0.2,0,Hydro,AEP_VA,0,0,0,0,0.0,0.0,0.5,1.0,0.035,1
7.5,0,Bio,AEP_VA,0,0,0,0,20.0,0.99,0.43,1.0,0,1
6.0,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
6.0,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
6.0,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
7.0,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
10.0,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
7.5,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
10.4,0,NGCT,AEP_TN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
10.4,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
10.4,0,NGCT,AEP_TN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
10.4,0,NGCT,AEP_TN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
10.4,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
15.0,0,NGCT,AEP_TN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
15.4,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
16.8,0,NGCT,AEP_TN,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
18.0,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
16.6,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
6.0,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
6.0,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
6.0,0,Coal,AEP_TN,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
7.5,0,NGCT,AEP_WV,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
26.0,0,NGCT,AEP_WV,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
82.0,0,NGCT,AEP_WV,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
54.0,0,Other,DOM_NC,1,0,0,0,20.1096,0.30925,0.7515,1.0,0.05,0
86.0,0,Oil,DOM_NC,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
40.0,0,Oil,DOM_NC,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
90.0,0,NGCC,AE_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
90.0,0,NGCC,AE_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
45.0,0,NGCC,AE_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
26.8,0,NGCC,AE_NJ,1,0,0,0,18.75,0.4,0.98,1.0,0.0213414634,0
3.0,0,Landfill_NG,CE_IL,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
3.0,0,Landfill_NG,CE_IL,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
3.0,0,Landfill_NG,CE_IL,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
3.0,0,Landfill_NG,CE_IL,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
3.0,0,Landfill_NG,CE_IL,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
36.0,0,Coal,PL_PA,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
22.0,0,NGCT,CE_IL,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
11.2,0,NGCT,CE_IL,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
6.5,0,NGCT,CE_IL,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
30.5,0,NGCT,AE_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
15.0,0,NGCT,AE_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
15.0,0,NGCT,AE_NJ,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
18.0,0,Coal,AE_NJ,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
67.8,0,MSW,BC_MD,0,0,0,0,15.0,1.49,0.43,1.0,0,1
62.0,0,MSW,DOM_VA,0,0,0,0,15.0,1.49,0.43,1.0,0,1
62.0,0,MSW,DOM_VA,0,0,0,0,15.0,1.49,0.43,1.0,0,1
14.5,0,MSW,DOM_VA,0,0,0,0,15.0,1.49,0.43,1.0,0,1
14.5,0,MSW,DOM_VA,0,0,0,0,15.0,1.49,0.43,1.0,0,1
