Pmax (MW),Pmin (MW),Type,Zone,Flag_thermal,Flag_RET,Flag_VRE,Flag_mustrun,Cost ($/MWh),EF,CC,AF,FOR,Flag_RPS
1.8,0,Oil,AEP_VA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.8,0,Oil,AP_VA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.8,0,Oil,AP_VA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.8,0,Oil,AP_VA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.5,0,Oil,AP_VA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.8,0,Oil,DOM_VA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
34.5,0,WindOn,AP_PA,0,0,1,0,0.0,0.0,0.28,1.0,0,1
44.0,0,NGCT,PL_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
1.1,0,Landfill_NG,CE_IL,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.1,0,Landfill_NG,CE_IL,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.1,0,Landfill_NG,CE_IL,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.4,0,Oil,AEP_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.4,0,Oil,AEP_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
2.0,0,Oil,AEP_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.3,0,Oil,AEP_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
2.0,0,Oil,AEP_OH,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
1.0,0,Landfill_NG,DPL_DE,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.0,0,Landfill_NG,DPL_DE,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.0,0,Landfill_NG,DPL_DE,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.0,0,Landfill_NG,DPL_DE,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.0,0,Landfill_NG,DPL_DE,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.0,0,Landfill_NG,DPL_DE,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.0,0,Landfill_NG,DPL_DE,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.0,0,Landfill_NG,DPL_DE,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.0,0,Landfill_NG,DPL_DE,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.0,0,Landfill_NG,DPL_DE,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
80.0,0,WindOn,CE_IL,0,0,1,0,0.0,0.0,0.28,1.0,0,1
80.0,0,WindOn,PN_PA,0,0,1,0,0.0,0.0,0.28,1.0,0,1
5.9,0,NGCT,CE_IL,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
5.9,0,NGCT,CE_IL,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
5.9,0,NGCT,CE_IL,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
5.9,0,NGCT,CE_IL,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
5.9,0,NGCT,CE_IL,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
0.8,0,Landfill_NG,AEP_IN,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.8,0,Landfill_NG,AEP_IN,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.8,0,Landfill_NG,AEP_IN,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.8,0,Landfill_NG,AEP_IN,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
26.0,0,WindOn,PL_PA,0,0,1,0,0.0,0.0,0.28,1.0,0,1
164.0,0,WindOn,AP_WV,0,0,1,0,0.0,0.0,0.28,1.0,0,1
100.0,0,WindOn,AP_WV,0,0,1,0,0.0,0.0,0.28,1.0,0,1
1.6,0,Landfill_NG,ME_PA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.9,0,Landfill_NG,AE_NJ,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.9,0,Landfill_NG,AE_NJ,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.6,0,Landfill_NG,PL_PA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.6,0,Landfill_NG,PL_PA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.6,0,NGCT,PL_PA,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
1.3,0,Oil,AEP_VA,1,1,0,0,40.0,0.82,0.98,1.0,0.007536,0
0.8,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.8,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.8,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.8,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.8,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.8,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.0,0,Landfill_NG,BC_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.0,0,Landfill_NG,BC_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
1.0,0,Landfill_NG,BC_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
70.0,0,WindOn,ME_PA,0,0,1,0,0.0,0.0,0.28,1.0,0,1
28.0,0,NGCT,BC_MD,1,0,0,0,26.3,0.59,0.98,1.0,0.0630689655,0
807.5,0,Coal,AP_WV,1,1,0,0,23.57,1.01,0.95,1.0,0.0591216216,0
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DPL_MD,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
0.3,0,Landfill_NG,DOM_VA,0,0,0,0,15.0,0.39,0.43,1.0,0.05,1
