Time Period,Weight
1,22.428571429166666
2,14.571428570833334
3,29.142857141666667
4,0.14285714287499998
5,16.571428570833334
6,16.0
7,34.85714285833333
8,21.2857142875
9,19.142857141666667
10,19.571428570833334
11,18.571428570833334
12,0.14285714287499998
13,15.7142857125
14,17.571428570833334
15,30.142857141666667
16,16.2857142875
17,29.7142857125
18,0.14285714287499998
19,25.7142857125
20,17.2857142875
