Time Period,Month,Day,Hours,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,NI
1,1,1,11,0.4390260845403077,0.43903074517978113,0.4878048780487805,0.5568035878096015,0.563971340839304,0.412520301195925,0.5886032401326078,0.5035793631202172,0.5025182778229083,0.46525057748317766,0.4750647303838793,0.4739486703772418,0.544097965738758,0.4486844397978742,0.465239325704442,0.4601039437480893,0.5084121976866456,0.46532117610900525,0.5176470588235295,0.5435915492957747,0.7005263157894737,0.5422163588390502,0.5418220564730953,0.5420054200542005,0.5590267639902676,0.5592627899586908,0.5418109846610589,0.5424836601307189,0.5404624277456648,0.6004089382211187,0.4925439856946706,0.5242236024844721,0.56149555053792,0.5995520955529487,0.4118663826024038,0.5495297590444155,0.5706127628716461,0.6002400960384153,0.5166069526483974,0.5207693335114197,0.47443762781186094,0.5391641641641641,0.5009100529100529,0.3973645680819912,0.45156650615971483,0.44688376105240457,0.46420323325635104,0.5622697126013264,0.46445686900958466,0.46712619300106045,0.4671280276816609,0.467139120897663,0.7477203647416414,0.4644035832154644,0.5263546798029557,0.4416243654822335,0.4417849204992306,0.6041561923914865,0.7450449230213554,0.5875885203130824,0.6879370629370629,0.4919150937849121,0.5030916984607289,0.4663677130044843,0.0
1,1,1,12,0.4427425237053246,0.4426784783741532,0.4817073170731707,0.5717867699520945,0.5711361310133061,0.4145873320537428,0.5807843873146932,0.5075290051839052,0.5070674248578392,0.467610726122326,0.4786671169649893,0.4772727272727273,0.5473768736616702,0.45269210663878723,0.4701611910914236,0.46499541424640783,0.5099894847528917,0.47013625653109314,0.5312217194570136,0.5583802816901409,0.7115789473684211,0.549802110817942,0.5498135322322856,0.5498343872327612,0.5631143552311435,0.5630759453447728,0.5497278574962889,0.5496732026143791,0.5491329479768786,0.5923762231634292,0.486349267171185,0.5143685300207039,0.5497410014610175,0.5862216060573744,0.4138360734815291,0.5414979062264021,0.5455039883973894,0.592436974789916,0.5020092960201413,0.5108855349272071,0.4778459441036128,0.532251001001001,0.49644444444444447,0.4055636896046852,0.4593208679882434,0.45227517791675653,0.4671725503134279,0.5692704495210023,0.4788338658146965,0.48188405797101447,0.48176736758051636,0.4819033156162997,0.7685627442466348,0.47901933050447904,0.5554187192118226,0.4476234425473004,0.4475978799794837,0.6153846153846154,0.783285927129893,0.6090197540067089,0.7051282051282052,0.4965014405832892,0.5044073148269964,0.4798206278026906,0.0
1,1,1,13,0.44143424449770186,0.4416362688900469,0.4912891986062718,0.5780654367546632,0.5762538382804504,0.4172449431566514,0.574028898480015,0.5077758578128857,0.5078797725426483,0.4665059756954906,0.4801305865135652,0.4774273345701917,0.5536670235546038,0.4537375849451124,0.4774209425372216,0.4709568939162336,0.5143708377146863,0.47751254994365333,0.5355656108597285,0.5644366197183098,0.7036842105263158,0.5494722955145118,0.5492807671816728,0.5495332731105089,0.5613625304136253,0.5611693676517318,0.5497278574962889,0.5496732026143791,0.5491329479768786,0.5822988170001461,0.4774084363125459,0.5016977225672877,0.5418050205870634,0.5753439266289858,0.4164891265023918,0.5364865792544793,0.5296863669325598,0.5822328931572629,0.4890093928536845,0.5012688660344597,0.47989093387866394,0.5309371871871872,0.49212698412698413,0.4124450951683748,0.4660121318241511,0.4564157860685788,0.4665127020785219,0.5729550478997789,0.4957401490947817,0.4991162955107812,0.4990684056428001,0.4991141483168818,0.7763786365610074,0.4955209806694955,0.5677339901477833,0.4623904014766959,0.4623012480765943,0.6247695659460365,0.8103751862386563,0.6166604547148714,0.7057109557109557,0.49362027400482156,0.5032232600973556,0.4977578475336323,0.0
1,1,1,14,0.4348581153832795,0.43486190724335594,0.49825783972125437,0.577902354500051,0.5718184919822586,0.4142920419311974,0.565521986614124,0.5018513947173537,0.5025182778229083,0.46324194034347693,0.4768659236744343,0.4754947433518862,0.550321199143469,0.45060115002613693,0.48406546080964685,0.4760012228676246,0.5155976165439888,0.48406925519926236,0.5286877828054298,0.5613380281690141,0.6984210526315789,0.5435356200527705,0.5434203516249334,0.5438121047877146,0.5530900243309003,0.5532252939307277,0.5437902028698665,0.5437908496732026,0.5433526011560693,0.5660873375200818,0.46680716543730244,0.490351966873706,0.5292203479877806,0.5590274074864029,0.4135948868432689,0.5249536623875883,0.5104695431472082,0.5660264105642256,0.4744359446112133,0.48978228930145584,0.47648261758691207,0.5229917417417418,0.48584126984126985,0.414787701317716,0.4675129760490276,0.45533750269570844,0.4602441438469152,0.5692704495210023,0.5103833865814696,0.5144043831742665,0.5142400851743413,0.5143845439973003,0.7850629613547546,0.5101367279585102,0.572167487684729,0.4790032302722658,0.4790562489314413,0.6348248701189878,0.819269492979367,0.6207603428997391,0.710955710955711,0.4925030869641912,0.49809235626891196,0.5112107623318386,0.0
1,1,1,15,0.42582751554305165,0.42574257425742573,0.49738675958188155,0.5742330037712772,0.5684066871374958,0.4128155913184704,0.557828235441296,0.49913601579856826,0.49975629569455726,0.45827056342271766,0.4745018574805809,0.47000618429189855,0.5420235546038544,0.4438055410350235,0.4839424141749723,0.4741669214307551,0.5110410094637224,0.4838643581600246,0.5163800904977376,0.5507042253521127,0.6831578947368421,0.5346306068601583,0.5343633457645178,0.5344775669978922,0.542676399026764,0.5424213536701621,0.5348837209302325,0.534640522875817,0.5346820809248555,0.5506061048634439,0.45607816840693555,0.4779296066252588,0.5185615619604197,0.5440972592513597,0.4124291514250111,0.5130088556325942,0.49474256707759245,0.5507202881152461,0.47046576934250023,0.4876452517697342,0.47375596455351054,0.5154529529529529,0.47968253968253965,0.4137628111273792,0.4663248077043337,0.44852275177916756,0.45166611679313756,0.5644804716285925,0.520300851970181,0.5234181689642984,0.5232898589299974,0.5234117944824095,0.7837603126356926,0.5200377180575201,0.572167487684729,0.488232579603138,0.4877756881518208,0.6313055136584549,0.8197209806311797,0.6241147968691763,0.7118298368298368,0.49015111424707475,0.49072490461781343,0.5246636771300448,0.0
1,1,1,16,0.42020075718106353,0.42027097446586764,0.5034843205574913,0.5705636530425033,0.5714773114977824,0.409567399970471,0.5551385500719335,0.4956800789928413,0.4966693744922827,0.4570653811388973,0.4732635370933243,0.4686147186147186,0.5369379014989293,0.4401463669628855,0.4856650670604159,0.47431977988382756,0.5136698212407992,0.4857084315131646,0.5029864253393665,0.5385211267605634,0.6647368421052632,0.5257255936675461,0.525839104954715,0.5257452574525745,0.5343065693430656,0.5341595170003177,0.5259772389905987,0.5261437908496732,0.5260115606936416,0.540674748064846,0.44962799757320304,0.46824016563147,0.5112564749634746,0.5333262237389357,0.4091731318084978,0.5042218713530583,0.48354786076867295,0.5408163265306123,0.47218456473322357,0.48884733538132763,0.4723926380368098,0.5156406406406406,0.47784126984126984,0.4131771595900439,0.46644987805640675,0.44369204226870823,0.4460574067964368,0.5711127487103905,0.5222976570820022,0.5251855779427359,0.5251530476443971,0.5251834978486459,0.7785497177594441,0.5223950966525224,0.5674876847290641,0.49238578680203043,0.4917079842708155,0.6291268644209821,0.8144385751049709,0.6231830040998881,0.717948717948718,0.4845651790439231,0.48454150769635573,0.5246636771300448,0.0
1,1,1,17,0.41879985643661793,0.4187076602397082,0.5304878048780488,0.5659565793497096,0.5803480040941658,0.4119297209508342,0.5567648714580596,0.5040730683781782,0.5056051990251827,0.4604800642763885,0.4795677136102668,0.47217068645640076,0.541220556745182,0.4401463669628855,0.48935646610065214,0.47737694894527666,0.516999649491763,0.4893965782194447,0.49411764705882355,0.532112676056338,0.651578947368421,0.5263852242744064,0.5263718700053277,0.5260463715748268,0.5349878345498783,0.5351128058468383,0.5264720435428006,0.5261437908496732,0.5260115606936416,0.5397984518767344,0.45163968451639686,0.46766045548654245,0.5114224996679506,0.5318332089154314,0.41118302046066646,0.5031921466328002,0.4824147933284989,0.5396158463385354,0.47889028759562313,0.49752905035394684,0.47920927062031354,0.5214902402402403,0.4816084656084656,0.42152269399707176,0.4708273403789632,0.4416648695277119,0.44341801385681295,0.5836403831982314,0.520367412140575,0.5227995758218452,0.5227575192973117,0.522821226693664,0.7768128528006948,0.5200377180575201,0.5591133004926109,0.49653899400092294,0.4954693109933322,0.6210826210826211,0.801029391846133,0.629705553484905,0.7278554778554779,0.4808608220144646,0.48112090514406,0.5201793721973094,0.0
1,1,1,18,0.422018454841212,0.42209484106305367,0.568815331010453,0.5706044236061564,0.5943364039576936,0.4157684925439244,0.5652717833239507,0.5161688471982226,0.5182778229082047,0.46670683940946067,0.4900371496116177,0.4809833024118738,0.5529309421841542,0.4441540338037986,0.49575489110372833,0.48425557933353713,0.5248860848229934,0.495748386435816,0.49520361990950224,0.5347887323943662,0.6631578947368421,0.5316622691292876,0.5316995205114544,0.5314664257753688,0.5455961070559611,0.5455989831585637,0.5319148936170213,0.5313725490196078,0.5317919075144508,0.5465167226522565,0.4610594884567487,0.47163561076604554,0.5192256607783238,0.5375919803775194,0.4146400289423966,0.5074483421432003,0.4886693255982596,0.5465186074429772,0.5051079694006003,0.5202350741284893,0.4894342194955692,0.5293418418418419,0.48848677248677247,0.4355783308931186,0.4792070539678569,0.44791891309036014,0.4467172550313428,0.5987472365512159,0.5172390841320553,0.5195298692117356,0.5195634815011978,0.5195309204420822,0.7729049066435084,0.5167373880245167,0.5571428571428572,0.4951545916012921,0.4939305864250299,0.6212502094855036,0.7924962752268725,0.6339918002236302,0.740967365967366,0.4841535838184277,0.48348901460334165,0.5201793721973094,0.0
1,1,1,19,0.4247044794090746,0.42470036477331946,0.6149825783972126,0.5821628784017939,0.6073012623677926,0.42639893695555886,0.5781572527678739,0.5324611207109355,0.5340373679935012,0.4895048709450638,0.4993808398063717,0.5024737167594311,0.5709983940042827,0.447638961491549,0.5015380829334317,0.48929990828492814,0.535751840168244,0.5015879520540928,0.5100452488687783,0.550774647887324,0.6836842105263158,0.5445250659630607,0.5444858817261587,0.5450165612767239,0.5589294403892944,0.5589450270098506,0.5447798119742702,0.5444444444444444,0.5433526011560693,0.5586388199211333,0.4785899032474375,0.4867080745341615,0.5300836764510559,0.5493228111336248,0.42497085661454354,0.5131461522619619,0.5026287164612038,0.5585234093637454,0.5435024692553501,0.5500200347268599,0.49897750511247446,0.5511136136136137,0.5144550264550265,0.43938506588579795,0.4862109936839472,0.45158507655811947,0.4510062685582316,0.6142225497420781,0.5158413205537806,0.5182926829268293,0.5182326324194836,0.5182654180376276,0.7815892314372558,0.5153229608675153,0.5559113300492611,0.4951545916012921,0.49410155582150794,0.6184012066365008,0.7922705314009661,0.6471300782705927,0.7564102564102564,0.4927970835538308,0.4888830417050388,0.515695067264574,0.0
1,1,1,20,0.44084378220045617,0.44085461177696716,0.6062717770034843,0.5725206400978493,0.6212896622313203,0.4461833751661007,0.6075561393632326,0.5566526783510244,0.5588952071486596,0.5231997589635432,0.5215580321963301,0.5381880024737168,0.6035198072805139,0.46558633908346403,0.5241786637135475,0.5128401100580862,0.5678233438485805,0.524126626370249,0.534841628959276,0.5778873239436619,0.7273684210526316,0.5841029023746702,0.5839104954714971,0.5841613971695272,0.6006812652068126,0.6005719733079123,0.5843641761504206,0.5843137254901961,0.5838150289017341,0.6040601723382504,0.5230066736916053,0.5302691511387163,0.5577101872758666,0.5923003092673563,0.444506974313623,0.5424589826319763,0.5481327048585932,0.6041416566626651,0.5456085988186308,0.5497529050353946,0.5207907293796864,0.5843968968968969,0.544994708994709,0.45021961932650073,0.5043461947345381,0.47310761268061247,0.465522929726163,0.6230655858511422,0.5199014909478168,0.5226228349240014,0.5224913494809689,0.5226524930397368,0.7881024750325663,0.5200377180575201,0.5672413793103448,0.49653899400092294,0.49529834159685415,0.6214177978883861,0.7999458214817825,0.6530003727171078,0.7555361305361306,0.5076145116716646,0.4999342191816866,0.5201793721973094,0.0
1,1,1,21,0.4621235802855059,0.4619593538301199,0.5470383275261324,0.5330547344817043,0.6120777891504606,0.46522958807027903,0.6082441984112091,0.5497408047395704,0.5517465475223395,0.5146128351913227,0.5178430710345604,0.529839208410637,0.6038543897216274,0.48545042690364176,0.5396825396825397,0.5270559461938246,0.5718541885734315,0.5398012498719393,0.5831674208144796,0.6225352112676056,0.7794736842105263,0.5949868073878628,0.5945657964837506,0.5950015055706113,0.6094403892944039,0.609469335875437,0.595249876298862,0.5947712418300654,0.5953757225433526,0.6223163429239083,0.5351087268895488,0.5477432712215321,0.5764045689998671,0.6146955316199211,0.46384210314748564,0.5736253174984555,0.5654006526468456,0.6221488595438175,0.5225380071656822,0.5273140109523173,0.5173824130879345,0.5739176676676677,0.5312380952380953,0.4513909224011713,0.5054092927271591,0.49208540004313134,0.4929066314747608,0.6145910095799558,0.5292199148029819,0.5328738069989396,0.5326058025019963,0.5328608791023369,0.8076422058184977,0.5289957567185289,0.5820197044334975,0.4997692662667282,0.49923063771584886,0.649740237975532,0.8203530633437176,0.6717294073797987,0.7724358974358975,0.5328982183806668,0.5370346007104329,0.5336322869955157,0.0
1,1,1,22,0.4532203350584095,0.4533611255862428,0.5121951219512195,0.4826011619610641,0.5803480040941658,0.45843791525173483,0.5907299680990805,0.5228338681806961,0.5239642567018684,0.49121221251380937,0.49240121580547114,0.5047928262213977,0.5785599571734475,0.47499564384039034,0.5251630367909438,0.5108529501681442,0.552751489660007,0.5252535600860567,0.5793665158371041,0.6124647887323944,0.7505263157894737,0.5745382585751979,0.5748534896110815,0.5748268593797049,0.5872506082725061,0.5872259294566253,0.574468085106383,0.5745098039215686,0.5751445086705202,0.604936468526362,0.5178976274866686,0.5292753623188405,0.5596692787886838,0.5972059294017277,0.457531052779676,0.5605134893938354,0.5451867295141407,0.6050420168067226,0.490122978599787,0.49659409643381863,0.49147920927062033,0.5474537037037037,0.5009100529100529,0.4333821376281113,0.4848977549871803,0.4776364028466681,0.49026723853513693,0.5810611643330877,0.5547790202342918,0.5586779780841287,0.5584242746872504,0.5586771281532101,0.827181936604429,0.5549269212635549,0.6071428571428571,0.5228426395939086,0.521969567447427,0.6939835763365175,0.8615738859542191,0.7090011181513232,0.7878787878787878,0.5598283059916505,0.5454545454545454,0.5605381165919282,0.0
1,1,1,23,0.43176687159181687,0.431735278791037,0.4764808362369338,0.4293548058301906,0.5465711361310133,0.4420493134504651,0.5652717833239507,0.4902493211552703,0.49065800162469536,0.4630410766295069,0.45851626702690534,0.4744124922696351,0.5417558886509636,0.4523436138700122,0.49956933677863913,0.48425557933353713,0.5231335436382755,0.499538981661715,0.5455203619909502,0.5743661971830986,0.6863157894736842,0.5422163588390502,0.5418220564730953,0.5423065341764529,0.5484184914841849,0.5481410867492851,0.5423057892132608,0.5424836601307189,0.5404624277456648,0.570030670366584,0.48714755564070633,0.4961490683229814,0.5303161110373223,0.5630798762930574,0.4417735257466736,0.5313379556531888,0.5110134155184917,0.5702280912364946,0.46133920790161714,0.464137838920796,0.45807770961145194,0.5160472972972973,0.4623915343915344,0.40527086383601757,0.4542555187292852,0.4530515419452232,0.4698119432530518,0.5438467207074429,0.6124201277955271,0.6170024743725698,0.6169816342826724,0.6170589724120475,0.8284845853234911,0.611975483262612,0.6204433497536945,0.5597600369173973,0.5594118652761155,0.6864420982068041,0.8846900537270306,0.7075102497204622,0.7733100233100233,0.5508320103486799,0.5276937245099329,0.6143497757847534,0.0
