VOLL,planning_reserve_margin,BigM,PT_RPS,PT_emis,Inv_bugt_gen,Inv_bugt_line,Inv_bugt_storage,alpha_storage_anchor,spin_requirement,delta_spin
100000.0,0.15,1.0e13,1.0e10,1.0e10,1.0e16,1.0e16,1.0e16,0.5,0.03,0.16666666666666666
