"Pmax (MW)","Pmin (MW)","Type","Zone","Flag_thermal","Flag_RET","Flag_VRE","Flag_mustrun","Cost ($/MWh)","EF","CC","AF","Flag_RPS"
"425.0","0","NGCC","z38","1","0","0","0","31.852500000000006","0.4","0.93","1.0","0"
"425.0","0","NGCC","z38","1","0","0","0","28.375000000000007","0.4","0.93","1.0","0"
"1094.2","0","NGCC","z38","1","0","0","0","24.392500000000005","0.4","0.93","1.0","0"
"390.5","0","NGCT","z38","1","0","0","0","51.52750000000002","0.4","0.93","1.0","0"
"70.6","0","NGCT","z38","1","0","0","0","43.79250000000001","0.4","0.93","1.0","0"
"591.3","0","Thermal","z38","1","0","0","0","46.397500000000015","0.4","0.93","1.0","0"
"1015.9","0","WindOn","z38","0","0","1","0","0.0","0.0","0.8","1.0","1"
"59.3","0","Hydro","z38","0","0","0","1","0.0","0.0","0.0","1.0","1"
"143.3","0","SolarPV","z38","0","0","1","0","0.0","0.0","0.8","1.0","1"
"2260.7","0","Coal","z32","1","0","0","0","37.30400000000002","0.95","0.93","1.0","0"
"20.0","0","NGCC","z32","1","0","0","0","51.74000000000001","0.4","0.93","1.0","0"
"1542.1","0","NGCC","z32","1","0","0","0","26.620000000000005","0.4","0.93","1.0","0"
"288.8","0","NGCC","z32","1","0","0","0","33.345000000000006","0.4","0.93","1.0","0"
"4.5","0","NGCC","z32","1","0","0","0","43.97250000000001","0.4","0.93","1.0","0"
"358.7","0","NGCT","z32","1","0","0","0","42.037500000000016","0.4","0.93","1.0","0"
"783.0","0","NGCT","z32","1","0","0","0","55.33000000000001","0.4","0.93","1.0","0"
"1360.8","0","Thermal","z32","1","0","0","0","46.95000000000001","0.4","0.93","1.0","0"
"1768.0","0","NuC","z32","1","0","0","0","10.36399999999999","0.0","0.93","1.0","0"
"187.7","0","SolarPV","z32","0","0","1","0","0.0","0.0","0.8","1.0","1"
"710.5","0","Hydro","z30","0","0","0","0","0.0","0.0","0.8","1.0","1"
"1971.1","0","Coal","z30","1","0","0","0","35.461400000000026","0.95","0.93","1.0","0"
"4790.7","0","NGCC","z30","1","0","0","0","26.440000000000005","0.4","0.93","1.0","0"
"136.3","0","NGCC","z30","1","0","0","0","44.23250000000001","0.4","0.93","1.0","0"
"3706.0","0","NGCC","z30","1","0","0","0","26.522500000000004","0.4","0.93","1.0","0"
"485.0","0","NGCC","z30","1","0","0","0","25.382500000000007","0.4","0.93","1.0","0"
"249.5","0","NGCT","z30","1","0","0","0","43.56500000000001","0.4","0.93","1.0","0"
"112.6","0","NGCT","z30","1","0","0","0","65.17750000000001","0.4","0.93","1.0","0"
"3128.7","0","Thermal","z30","1","0","0","0","46.202500000000015","0.4","0.93","1.0","0"
"2494.0","0","NuC","z30","1","0","0","0","10.36399999999999","0.0","0.93","1.0","0"
"285.5","0","WindOn","z30","0","0","1","0","0.0","0.0","0.8","1.0","1"
"13.5","0","Hydro","z30","0","0","0","1","0.0","0.0","0.0","1.0","1"
"130.3","0","SolarPV","z30","0","0","1","0","0.0","0.0","0.8","1.0","1"
"788.4","0","Hydro","z33","0","0","0","0","0.0","0.0","0.8","1.0","1"
"17933.6","0","Coal","z33","1","0","0","0","27.385999999999996","0.95","0.93","1.0","0"
"3026.0","0","NGCC","z33","1","0","0","0","27.899200000000008","0.4","0.93","1.0","0"
"1023.8","0","NGCC","z33","1","0","0","0","27.751100000000008","0.4","0.93","1.0","0"
"269.4","0","NGCC","z33","1","0","0","0","42.77390000000001","0.4","0.93","1.0","0"
"5693.0","0","NGCC","z33","1","0","0","0","27.21740000000001","0.4","0.93","1.0","0"
"8284.0","0","NGCT","z33","1","0","0","0","50.59410000000002","0.4","0.93","1.0","0"
"460.0","0","NGCT","z33","1","0","0","0","76.56810000000002","0.4","0.93","1.0","0"
"976.0","0","Thermal","z33","1","0","0","0","39.45940000000001","0.4","0.93","1.0","0"
"4150.0","0","NuC","z33","1","0","0","0","10.36399999999999","0.0","0.93","1.0","0"
"3140.0","0","WindOn","z33","0","0","1","0","0.0","0.0","0.8","1.0","1"
"145.3","0","Hydro","z33","0","0","0","1","0.0","0.0","0.0","1.0","1"
"2472.9","0","SolarPV","z33","0","0","1","0","0.0","0.0","0.8","1.0","1"
"52.0","0","Hydro","z45","0","0","0","0","0.0","0.0","0.8","1.0","1"
"7124.6","0","Coal","z45","1","0","0","0","26.227699999999988","0.95","0.93","1.0","0"
"297.0","0","NGCC","z45","1","0","0","0","34.09819999999998","0.4","0.93","1.0","0"
"312.8","0","NGCC","z45","1","0","0","0","41.993999999999964","0.4","0.93","1.0","0"
"495.0","0","NGCC","z45","1","0","0","0","34.17959999999998","0.4","0.93","1.0","0"
"677.2","0","NGCC","z45","1","0","0","0","35.111799999999974","0.4","0.93","1.0","0"
"3339.0","0","NGCT","z45","1","0","0","0","58.06789999999996","0.4","0.93","1.0","0"
"1218.5","0","NGCT","z45","1","0","0","0","81.55179999999993","0.4","0.93","1.0","0"
"954.0","0","Thermal","z45","1","0","0","0","57.10389999999995","0.4","0.93","1.0","0"
"1255.0","0","NuC","z45","1","0","0","0","10.36399999999999","0.0","0.93","1.0","0"
"8379.7","0","WindOn","z45","0","0","1","0","0.0","0.0","0.8","1.0","1"
"101.9","0","SolarPV","z45","0","0","1","0","0.0","0.0","0.8","1.0","1"
"86.0","0","Hydro","z44","0","0","0","0","0.0","0.0","0.8","1.0","1"
"3817.3","0","Coal","z44","1","0","0","0","25.175799999999988","0.95","0.93","1.0","0"
"124.6","0","NGCC","z44","1","0","0","0","39.592699999999965","0.4","0.93","1.0","0"
"220.0","0","NGCC","z44","1","0","0","0","37.761199999999974","0.4","0.93","1.0","0"
"1451.2","0","NGCT","z44","1","0","0","0","52.084999999999965","0.4","0.93","1.0","0"
"40.0","0","NGCT","z44","1","0","0","0","105.03569999999992","0.4","0.93","1.0","0"
"431.4","0","Thermal","z44","1","0","0","0","48.55689999999996","0.4","0.93","1.0","0"
"770.0","0","NuC","z44","1","0","0","0","10.36399999999999","0.0","0.93","1.0","0"
"4212.5","0","WindOn","z44","0","0","1","0","0.0","0.0","0.8","1.0","1"
"60.8","0","Hydro","z44","0","0","0","1","0.0","0.0","0.0","1.0","1"
"119.6","0","SolarPV","z44","0","0","1","0","0.0","0.0","0.8","1.0","1"
"2085.0","0","Coal","z47","1","0","0","0","28.43130000000001","0.95","0.93","1.0","0"
"78.0","0","NGCC","z47","1","0","0","0","41.87390000000001","0.4","0.93","1.0","0"
"464.0","0","NGCC","z47","1","0","0","0","40.91970000000001","0.4","0.93","1.0","0"
"634.0","0","NGCC","z47","1","0","0","0","30.32760000000001","0.4","0.93","1.0","0"
"1910.0","0","NGCT","z47","1","0","0","0","46.01700000000002","0.4","0.93","1.0","0"
"154.8","0","NGCT","z47","1","0","0","0","54.825000000000024","0.4","0.93","1.0","0"
"1715.0","0","Thermal","z47","1","0","0","0","42.12730000000002","0.4","0.93","1.0","0"
"7548.6","0","WindOn","z47","0","0","1","0","0.0","0.0","0.8","1.0","1"
"249.6","0","SolarPV","z47","0","0","1","0","0.0","0.0","0.8","1.0","1"
"2424.0","0","Hydro","z48","0","0","0","0","0.0","0.0","0.8","1.0","1"
"1571.0","0","Coal","z48","1","0","0","0","26.871399999999987","0.95","0.93","1.0","0"
"300.0","0","NGCC","z48","1","0","0","0","35.80759999999997","0.4","0.93","1.0","0"
"1018.6","0","NGCT","z48","1","0","0","0","46.75329999999997","0.4","0.93","1.0","0"
"155.0","0","NGCT","z48","1","0","0","0","51.43379999999996","0.4","0.93","1.0","0"
"7.5","0","Thermal","z48","1","0","0","0","38.54469999999998","0.4","0.93","1.0","0"
"3375.9","0","WindOn","z48","0","0","1","0","0.0","0.0","0.8","1.0","1"
"6.0","0","SolarPV","z48","0","0","1","0","0.0","0.0","0.8","1.0","1"
"2016.3","0","Hydro","z46","0","0","0","0","0.0","0.0","0.8","1.0","1"
"5639.0","0","Coal","z46","1","0","0","0","31.37230000000001","0.95","0.93","1.0","0"
"1207.4","0","NGCC","z46","1","0","0","0","32.22180000000001","0.4","0.93","1.0","0"
"2414.6","0","NGCC","z46","1","0","0","0","30.25420000000001","0.4","0.93","1.0","0"
"3839.1","0","NGCC","z46","1","0","0","0","29.029800000000012","0.4","0.93","1.0","0"
"1149.5","0","NGCC","z46","1","0","0","0","39.48840000000001","0.4","0.93","1.0","0"
"1607.0","0","NGCT","z46","1","0","0","0","49.79710000000002","0.4","0.93","1.0","0"
"377.7","0","NGCT","z46","1","0","0","0","44.40220000000002","0.4","0.93","1.0","0"
"7269.2","0","Thermal","z46","1","0","0","0","46.01750000000003","0.4","0.93","1.0","0"
"12024.0","0","WindOn","z46","0","0","1","0","0.0","0.0","0.8","1.0","1"
"38.0","0","Hydro","z46","0","0","0","1","0.0","0.0","0.0","1.0","1"
"335.2","0","SolarPV","z46","0","0","1","0","0.0","0.0","0.8","1.0","1"
"303.9","0","Hydro","z40","0","0","0","0","0.0","0.0","0.8","1.0","1"
"5082.0","0","Coal","z40","1","0","0","0","27.288200000000003","0.95","0.93","1.0","0"
"683.0","0","NGCC","z40","1","0","0","0","30.354400000000005","0.4","0.93","1.0","0"
"1277.0","0","NGCT","z40","1","0","0","0","47.195200000000014","0.4","0.93","1.0","0"
"1156.0","0","NGCT","z40","1","0","0","0","53.060200000000016","0.4","0.93","1.0","0"
"3.1","0","Hydro","z40","0","0","0","1","0.0","0.0","0.0","1.0","1"
"64.4","0","SolarPV","z40","0","0","1","0","0.0","0.0","0.8","1.0","1"
"4655.0","0","Hydro","z42","0","0","0","0","0.0","0.0","0.8","1.0","1"
"7615.3","0","Coal","z42","1","0","0","0","27.343100000000007","0.95","0.93","1.0","0"
"6559.0","0","NGCC","z42","1","0","0","0","30.667200000000005","0.4","0.93","1.0","0"
"2274.1","0","NGCC","z42","1","0","0","0","33.354200000000006","0.4","0.93","1.0","0"
"1159.5","0","NGCC","z42","1","0","0","0","33.91250000000001","0.4","0.93","1.0","0"
"809.0","0","NGCC","z42","1","0","0","0","37.27510000000001","0.4","0.93","1.0","0"
"6277.6","0","NGCT","z42","1","0","0","0","55.953600000000016","0.4","0.93","1.0","0"
"123.5","0","NGCT","z42","1","0","0","0","45.08380000000001","0.4","0.93","1.0","0"
"110.0","0","Thermal","z42","1","0","0","0","37.071100000000015","0.4","0.93","1.0","0"
"8541.7","0","NuC","z42","1","0","0","0","10.36399999999999","0.0","0.93","1.0","0"
"29.1","0","WindOn","z42","0","0","1","0","0.0","0.0","0.8","1.0","1"
"68.7","0","Hydro","z42","0","0","0","1","0.0","0.0","0.0","1.0","1"
"1722.8","0","SolarPV","z42","0","0","1","0","0.0","0.0","0.8","1.0","1"
"2339.0","0","Coal","z41","1","0","0","0","23.57439999999999","0.95","0.93","1.0","0"
"266.0","0","NGCC","z41","1","0","0","0","35.074999999999974","0.4","0.93","1.0","0"
"221.0","0","NGCC","z41","1","0","0","0","35.074999999999974","0.4","0.93","1.0","0"
"931.0","0","NGCC","z41","1","0","0","0","32.62909999999998","0.4","0.93","1.0","0"
"503.0","0","NGCC","z41","1","0","0","0","33.19889999999997","0.4","0.93","1.0","0"
"239.9","0","NGCT","z41","1","0","0","0","46.712599999999966","0.4","0.93","1.0","0"
"445.0","0","NGCT","z41","1","0","0","0","53.997899999999966","0.4","0.93","1.0","0"
"1418.8","0","WindOn","z41","0","0","1","0","0.0","0.0","0.8","1.0","1"
"1.6","0","Hydro","z41","0","0","0","1","0.0","0.0","0.0","1.0","1"
"2.8","0","SolarPV","z41","0","0","1","0","0.0","0.0","0.8","1.0","1"
"3908.5","0","Hydro","z43","0","0","0","0","0.0","0.0","0.8","1.0","1"
"14212.0","0","Coal","z43","1","0","0","0","35.341599999999985","0.95","0.93","1.0","0"
"12975.4","0","NGCC","z43","1","0","0","0","32.9037","0.4","0.93","1.0","0"
"106.2","0","NGCC","z43","1","0","0","0","54.3122","0.4","0.93","1.0","0"
"1230.1","0","NGCC","z43","1","0","0","0","36.7986","0.4","0.93","1.0","0"
"7184.9","0","NGCC","z43","1","0","0","0","34.5114","0.4","0.93","1.0","0"
"12282.6","0","NGCT","z43","1","0","0","0","54.6212","0.4","0.93","1.0","0"
"537.0","0","NGCT","z43","1","0","0","0","53.5266","0.4","0.93","1.0","0"
"3321.4","0","Thermal","z43","1","0","0","0","47.8752","0.4","0.93","1.0","0"
"8059.0","0","NuC","z43","1","0","0","0","10.021999999999991","0.0","0.93","1.0","0"
"40.6","0","Hydro","z43","0","0","0","1","0.0","0.0","0.0","1.0","1"
"6932.9","0","SolarPV","z43","0","0","1","0","0.0","0.0","0.8","1.0","1"
"2168.9","0","Hydro","z39","0","0","0","0","0.0","0.0","0.8","1.0","1"
"14113.0","0","Coal","z39","1","0","0","0","33.90759999999999","0.95","0.93","1.0","0"
"6689.2","0","NGCC","z39","1","0","0","0","33.7536","0.4","0.93","1.0","0"
"585.0","0","NGCC","z39","1","0","0","0","41.17699999999999","0.4","0.93","1.0","0"
"215.0","0","NGCC","z39","1","0","0","0","74.26759999999999","0.4","0.93","1.0","0"
"2309.0","0","NGCC","z39","1","0","0","0","33.9141","0.4","0.93","1.0","0"
"572.2","0","NGCT","z39","1","0","0","0","53.274","0.4","0.93","1.0","0"
"9808.2","0","NGCT","z39","1","0","0","0","53.274","0.4","0.93","1.0","0"
"984.2","0","Thermal","z39","1","0","0","0","46.3175","0.4","0.93","1.0","0"
"12104.6","0","NuC","z39","1","0","0","0","10.36399999999999","0.0","0.93","1.0","0"
"84.4","0","Hydro","z39","0","0","0","1","0.0","0.0","0.0","1.0","1"
"7701.3","0","SolarPV","z39","0","0","1","0","0.0","0.0","0.8","1.0","1"
"2765.5","0","Hydro","z62","0","0","0","0","0.0","0.0","0.8","1.0","1"
"2943.0","0","Coal","z62","1","0","0","0","22.889599999999987","0.95","0.93","1.0","0"
"288.9","0","NGCC","z62","1","0","0","0","35.89920000000002","0.4","0.93","1.0","0"
"8794.3","0","NGCC","z62","1","0","0","0","36.19490000000002","0.4","0.93","1.0","0"
"60.5","0","NGCC","z62","1","0","0","0","49.58200000000003","0.4","0.93","1.0","0"
"1382.0","0","NGCC","z62","1","0","0","0","54.79060000000003","0.4","0.93","1.0","0"
"1597.2","0","NGCT","z62","1","0","0","0","67.54540000000004","0.4","0.93","1.0","0"
"1764.4","0","NGCT","z62","1","0","0","0","49.14290000000003","0.4","0.93","1.0","0"
"1100.0","0","Thermal","z62","1","0","0","0","46.61160000000003","0.4","0.93","1.0","0"
"4003.0","0","NuC","z62","1","0","0","0","10.36399999999999","0.0","0.93","1.0","0"
"1017.5","0","WindOn","z62","0","0","1","0","0.0","0.0","0.8","1.0","1"
"14.6","0","Hydro","z62","0","0","0","1","0.0","0.0","0.0","1.0","1"
"3176.7","0","SolarPV","z62","0","0","1","0","0.0","0.0","0.8","1.0","1"
"474.4","0","Hydro","z60","0","0","0","0","0.0","0.0","0.8","1.0","1"
"3820.0","0","Coal","z60","1","0","0","0","21.85999999999999","0.95","0.93","1.0","0"
"1191.5","0","NGCC","z60","1","0","0","0","39.83950000000002","0.4","0.93","1.0","0"
"1931.0","0","NGCC","z60","1","0","0","0","37.16750000000002","0.4","0.93","1.0","0"
"33.0","0","NGCC","z60","1","0","0","0","86.94990000000006","0.4","0.93","1.0","0"
"288.0","0","NGCC","z60","1","0","0","0","55.03780000000003","0.4","0.93","1.0","0"
"2569.4","0","NGCT","z60","1","0","0","0","56.763700000000036","0.4","0.93","1.0","0"
"377.8","0","NGCT","z60","1","0","0","0","71.74550000000004","0.4","0.93","1.0","0"
"408.0","0","Thermal","z60","1","0","0","0","61.63670000000004","0.4","0.93","1.0","0"
"5136.2","0","WindOn","z60","0","0","1","0","0.0","0.0","0.8","1.0","1"
"75.3","0","Hydro","z60","0","0","0","1","0.0","0.0","0.0","1.0","1"
"2138.4","0","SolarPV","z60","0","0","1","0","0.0","0.0","0.8","1.0","1"
"1408.0","0","Hydro","z55","0","0","0","0","0.0","0.0","0.8","1.0","1"
"319.9","0","NGCC","z55","1","0","0","0","34.98990000000002","0.4","0.93","1.0","0"
"495.9","0","NGCT","z55","1","0","0","0","51.95740000000003","0.4","0.93","1.0","0"
"5.3","0","NGCT","z55","1","0","0","0","56.80700000000004","0.4","0.93","1.0","0"
"16.7","0","Thermal","z55","1","0","0","0","40.93930000000003","0.4","0.93","1.0","0"
"1130.4","0","WindOn","z55","0","0","1","0","0.0","0.0","0.8","1.0","1"
"187.4","0","Hydro","z55","0","0","0","1","0.0","0.0","0.0","1.0","1"
"390.0","0","SolarPV","z55","0","0","1","0","0.0","0.0","0.8","1.0","1"
"105.5","0","NGCC","z64","1","0","0","0","37.0711","0.4","0.93","1.0","0"
"145.0","0","NGCC","z64","1","0","0","0","37.1914","0.4","0.93","1.0","0"
"95.2","0","NGCT","z64","1","0","0","0","71.00390000000002","0.4","0.93","1.0","0"
"90.9","0","NGCT","z64","1","0","0","0","45.219600000000014","0.4","0.93","1.0","0"
"80.9","0","Thermal","z64","1","0","0","0","51.18500000000001","0.4","0.93","1.0","0"
"265.4","0","WindOn","z64","0","0","1","0","0.0","0.0","0.8","1.0","1"
"35.8","0","Hydro","z64","0","0","0","1","0.0","0.0","0.0","1.0","1"
"2090.2","0","SolarPV","z64","0","0","1","0","0.0","0.0","0.8","1.0","1"
"2556.1","0","Hydro","z53","0","0","0","0","0.0","0.0","0.8","1.0","1"
"1629.0","0","Coal","z53","1","0","0","0","22.46719999999999","0.95","0.93","1.0","0"
"144.3","0","NGCT","z53","1","0","0","0","63.128800000000034","0.4","0.93","1.0","0"
"1382.7","0","WindOn","z53","0","0","1","0","0.0","0.0","0.8","1.0","1"
"61.6","0","Hydro","z53","0","0","0","1","0.0","0.0","0.0","1.0","1"
"177.0","0","SolarPV","z53","0","0","1","0","0.0","0.0","0.8","1.0","1"
"1540.0","0","Coal","z63","1","0","0","0","21.688399999999987","0.95","0.93","1.0","0"
"55.5","0","NGCC","z63","1","0","0","0","32.30530000000002","0.4","0.93","1.0","0"
"883.0","0","NGCC","z63","1","0","0","0","34.74270000000002","0.4","0.93","1.0","0"
"233.0","0","NGCC","z63","1","0","0","0","47.819300000000034","0.4","0.93","1.0","0"
"326.4","0","NGCC","z63","1","0","0","0","43.64990000000002","0.4","0.93","1.0","0"
"319.6","0","NGCT","z63","1","0","0","0","58.71220000000003","0.4","0.93","1.0","0"
"1081.4","0","NGCT","z63","1","0","0","0","50.39860000000003","0.4","0.93","1.0","0"
"687.0","0","Thermal","z63","1","0","0","0","55.35820000000003","0.4","0.93","1.0","0"
"3003.2","0","WindOn","z63","0","0","1","0","0.0","0.0","0.8","1.0","1"
"14.8","0","Hydro","z63","0","0","0","1","0.0","0.0","0.0","1.0","1"
"1177.1","0","SolarPV","z63","0","0","1","0","0.0","0.0","0.8","1.0","1"
"741.2","0","Coal","z56","1","0","0","0","23.694799999999987","0.95","0.93","1.0","0"
"578.0","0","NGCC","z56","1","0","0","0","36.38810000000002","0.4","0.93","1.0","0"
"108.0","0","NGCC","z56","1","0","0","0","38.07680000000002","0.4","0.93","1.0","0"
"144.0","0","NGCT","z56","1","0","0","0","61.91640000000004","0.4","0.93","1.0","0"
"334.0","0","Thermal","z56","1","0","0","0","54.31900000000004","0.4","0.93","1.0","0"
"150.0","0","WindOn","z56","0","0","1","0","0.0","0.0","0.8","1.0","1"
"6.1","0","Hydro","z56","0","0","0","1","0.0","0.0","0.0","1.0","1"
"1051.6","0","SolarPV","z56","0","0","1","0","0.0","0.0","0.8","1.0","1"
"29750.5","0","Hydro","z59","0","0","0","0","0.0","0.0","0.8","1.0","1"
"670.0","0","Coal","z59","1","0","0","0","30.339800000000025","0.95","0.93","1.0","0"
"3393.4","0","NGCC","z59","1","0","0","0","33.021","0.4","0.93","1.0","0"
"2405.0","0","NGCC","z59","1","0","0","0","33.32410000000001","0.4","0.93","1.0","0"
"622.8","0","NGCC","z59","1","0","0","0","40.0385","0.4","0.93","1.0","0"
"517.0","0","NGCC","z59","1","0","0","0","56.34150000000001","0.4","0.93","1.0","0"
"874.2","0","NGCT","z59","1","0","0","0","53.96140000000001","0.4","0.93","1.0","0"
"324.4","0","NGCT","z59","1","0","0","0","74.65300000000002","0.4","0.93","1.0","0"
"3.0","0","Thermal","z59","1","0","0","0","37.992100000000015","0.4","0.93","1.0","0"
"1172.0","0","NuC","z59","1","0","0","0","10.36399999999999","0.0","0.93","1.0","0"
"7337.7","0","WindOn","z59","0","0","1","0","0.0","0.0","0.8","1.0","1"
"467.5","0","Hydro","z59","0","0","0","1","0.0","0.0","0.0","1.0","1"
"1448.9","0","SolarPV","z59","0","0","1","0","0.0","0.0","0.8","1.0","1"
"1152.9","0","Hydro","z52","0","0","0","0","0.0","0.0","0.8","1.0","1"
"57.0","0","Coal","z52","1","0","0","0","29.827600000000025","0.95","0.93","1.0","0"
"405.7","0","NGCC","z52","1","0","0","0","35.747800000000005","0.4","0.93","1.0","0"
"2875.0","0","NGCC","z52","1","0","0","0","32.2013","0.4","0.93","1.0","0"
"522.9","0","NGCC","z52","1","0","0","0","52.148700000000005","0.4","0.93","1.0","0"
"1110.0","0","NGCC","z52","1","0","0","0","36.88310000000001","0.4","0.93","1.0","0"
"1345.6","0","NGCT","z52","1","0","0","0","55.32480000000001","0.4","0.93","1.0","0"
"2245.9","0","NGCT","z52","1","0","0","0","44.979000000000006","0.4","0.93","1.0","0"
"1716.8","0","Thermal","z52","1","0","0","0","45.69130000000001","0.4","0.93","1.0","0"
"4225.7","0","WindOn","z52","0","0","1","0","0.0","0.0","0.8","1.0","1"
"81.6","0","Hydro","z52","0","0","0","1","0.0","0.0","0.0","1.0","1"
"12583.8","0","SolarPV","z52","0","0","1","0","0.0","0.0","0.8","1.0","1"
"1039.4","0","Hydro","z57","0","0","0","0","0.0","0.0","0.8","1.0","1"
"1200.0","0","NGCC","z57","1","0","0","0","37.55720000000002","0.4","0.93","1.0","0"
"1066.1","0","NGCC","z57","1","0","0","0","42.654000000000025","0.4","0.93","1.0","0"
"2302.6","0","NGCC","z57","1","0","0","0","34.58280000000002","0.4","0.93","1.0","0"
"500.0","0","NGCC","z57","1","0","0","0","43.74910000000002","0.4","0.93","1.0","0"
"895.0","0","NGCT","z57","1","0","0","0","55.421400000000034","0.4","0.93","1.0","0"
"230.0","0","NGCT","z57","1","0","0","0","62.003000000000036","0.4","0.93","1.0","0"
"4041.2","0","SolarPV","z57","0","0","1","0","0.0","0.0","0.8","1.0","1"
"151.9","0","Hydro","z58","0","0","0","0","0.0","0.0","0.8","1.0","1"
"4581.0","0","Coal","z58","1","0","0","0","21.71479999999999","0.95","0.93","1.0","0"
"555.0","0","NGCC","z58","1","0","0","0","35.43550000000002","0.4","0.93","1.0","0"
"140.0","0","NGCC","z58","1","0","0","0","41.31170000000002","0.4","0.93","1.0","0"
"1210.4","0","NGCC","z58","1","0","0","0","35.90510000000002","0.4","0.93","1.0","0"
"840.0","0","NGCC","z58","1","0","0","0","36.60460000000002","0.4","0.93","1.0","0"
"261.9","0","NGCT","z58","1","0","0","0","53.38630000000003","0.4","0.93","1.0","0"
"327.1","0","NGCT","z58","1","0","0","0","53.90590000000003","0.4","0.93","1.0","0"
"237.5","0","Thermal","z58","1","0","0","0","72.02870000000004","0.4","0.93","1.0","0"
"389.7","0","WindOn","z58","0","0","1","0","0.0","0.0","0.8","1.0","1"
"38.9","0","Hydro","z58","0","0","0","1","0.0","0.0","0.0","1.0","1"
"2512.9","0","SolarPV","z58","0","0","1","0","0.0","0.0","0.8","1.0","1"
"234.4","0","Hydro","z61","0","0","0","0","0.0","0.0","0.8","1.0","1"
"6102.0","0","Coal","z61","1","0","0","0","22.44079999999999","0.95","0.93","1.0","0"
"94.0","0","NGCC","z61","1","0","0","0","37.674500000000016","0.4","0.93","1.0","0"
"203.0","0","NGCT","z61","1","0","0","0","57.932800000000036","0.4","0.93","1.0","0"
"210.6","0","NGCT","z61","1","0","0","0","63.735000000000035","0.4","0.93","1.0","0"
"247.0","0","Thermal","z61","1","0","0","0","49.33950000000004","0.4","0.93","1.0","0"
"6366.4","0","WindOn","z61","0","0","1","0","0.0","0.0","0.8","1.0","1"
"32.6","0","Hydro","z61","0","0","0","1","0.0","0.0","0.0","1.0","1"
"172.0","0","SolarPV","z61","0","0","1","0","0.0","0.0","0.8","1.0","1"
"668.5","0","Hydro","z54","0","0","0","0","0.0","0.0","0.8","1.0","1"
"67.8","0","NGCC","z54","1","0","0","0","43.88810000000001","0.4","0.93","1.0","0"
"326.0","0","NGCC","z54","1","0","0","0","36.2691","0.4","0.93","1.0","0"
"581.6","0","NGCC","z54","1","0","0","0","30.597300000000004","0.4","0.93","1.0","0"
"334.8","0","NGCC","z54","1","0","0","0","38.5949","0.4","0.93","1.0","0"
"398.2","0","NGCT","z54","1","0","0","0","54.562900000000006","0.4","0.93","1.0","0"
"100.0","0","NGCT","z54","1","0","0","0","55.00400000000001","0.4","0.93","1.0","0"
"2.9","0","Thermal","z54","1","0","0","0","37.992100000000015","0.4","0.93","1.0","0"
"7.0","0","Hydro","z54","0","0","0","1","0.0","0.0","0.0","1.0","1"
"321.0","0","SolarPV","z54","0","0","1","0","0.0","0.0","0.8","1.0","1"
"6751.6","0","Hydro","z49","0","0","0","0","0.0","0.0","0.8","1.0","1"
"1596.5","0","NGCC","z49","1","0","0","0","34.62500000000001","0.4","0.93","1.0","0"
"7715.3","0","NGCC","z49","1","0","0","0","33.3141","0.4","0.93","1.0","0"
"627.4","0","NGCC","z49","1","0","0","0","42.203900000000004","0.4","0.93","1.0","0"
"160.3","0","NGCC","z49","1","0","0","0","58.92560000000001","0.4","0.93","1.0","0"
"2092.5","0","NGCT","z49","1","0","0","0","48.98900000000001","0.4","0.93","1.0","0"
"2143.9","0","NGCT","z49","1","0","0","0","49.99150000000001","0.4","0.93","1.0","0"
"2240.0","0","NuC","z49","1","0","0","0","10.36399999999999","0.0","0.93","1.0","0"
"1486.7","0","WindOn","z49","0","0","1","0","0.0","0.0","0.8","1.0","1"
"221.4","0","Hydro","z49","0","0","0","1","0.0","0.0","0.0","1.0","1"
"5841.6","0","SolarPV","z49","0","0","1","0","0.0","0.0","0.8","1.0","1"
"286.7","0","Hydro","z50","0","0","0","0","0.0","0.0","0.8","1.0","1"
"901.6","0","NGCC","z50","1","0","0","0","35.42700000000001","0.4","0.93","1.0","0"
"2296.0","0","NGCC","z50","1","0","0","0","34.086000000000006","0.4","0.93","1.0","0"
"206.0","0","NGCC","z50","1","0","0","0","90.40410000000001","0.4","0.93","1.0","0"
"179.6","0","NGCC","z50","1","0","0","0","55.23640000000001","0.4","0.93","1.0","0"
"1285.4","0","NGCT","z50","1","0","0","0","44.01660000000001","0.4","0.93","1.0","0"
"442.1","0","NGCT","z50","1","0","0","0","47.78600000000001","0.4","0.93","1.0","0"
"2903.4","0","Thermal","z50","1","0","0","0","41.280300000000004","0.4","0.93","1.0","0"
"136.9","0","WindOn","z50","0","0","1","0","0.0","0.0","0.8","1.0","1"
"9.2","0","Hydro","z50","0","0","0","1","0.0","0.0","0.0","1.0","1"
"950.5","0","SolarPV","z50","0","0","1","0","0.0","0.0","0.8","1.0","1"
"2.3","0","Hydro","z51","0","0","0","0","0.0","0.0","0.8","1.0","1"
"13.7","0","NGCC","z51","1","0","0","0","30.254100000000005","0.4","0.93","1.0","0"
"1177.1","0","NGCC","z51","1","0","0","0","35.0885","0.4","0.93","1.0","0"
"30.0","0","NGCC","z51","1","0","0","0","49.22140000000001","0.4","0.93","1.0","0"
"49.4","0","NGCC","z51","1","0","0","0","35.4671","0.4","0.93","1.0","0"
"643.6","0","NGCT","z51","1","0","0","0","49.791000000000004","0.4","0.93","1.0","0"
