Month,Day,Period,PEPCO,BGE,DPL_MD,APS,DPL,APS_MD,NI
2,15,1,0.417760944,0.482555596,0.550631361,0.639310854,0.550631361,0.639310854,-5356.5
2,15,2,0.409233472,0.483481858,0.54911012,0.650629161,0.54911012,0.650629161,-5229
2,15,3,0.411553079,0.497492749,0.559788685,0.656091362,0.559788685,0.656091362,-5074.2
2,15,4,0.426102675,0.516587121,0.570151263,0.672340893,0.570151263,0.672340893,-4880.7
2,15,5,0.464913589,0.556673145,0.613268331,0.706385192,0.613268331,0.706385192,-4636.3
2,15,6,0.520970108,0.626423536,0.661315375,0.757392642,0.661315375,0.757392642,-4844.3
2,15,7,0.628388886,0.716743167,0.743182621,0.847614785,0.743182621,0.847614785,-5549.09
2,15,8,0.675405608,0.744272404,0.754242903,0.887139301,0.754242903,0.887139301,-5419.59
2,15,9,0.637305061,0.661725297,0.647519108,0.831673841,0.647519108,0.831673841,-4648.1
2,15,10,0.562558217,0.566115939,0.556998571,0.755145797,0.556998571,0.755145797,-4180.99
2,15,11,0.50920724,0.494412439,0.505297104,0.672536785,0.505297104,0.672536785,-4085.2
2,15,12,0.455088084,0.444991589,0.448919789,0.61283959,0.448919789,0.61283959,-4032.09
2,15,13,0.42760982,0.405128652,0.40379994,0.573004543,0.40379994,0.573004543,-3983.9
2,15,14,0.397673258,0.375442599,0.370013831,0.535638728,0.370013831,0.535638728,-3847.8
2,15,15,0.377636313,0.359718989,0.368125284,0.513099444,0.368125284,0.513099444,-3880
2,15,16,0.384302686,0.366618773,0.377198252,0.496235739,0.377198252,0.496235739,-4127.5
2,15,17,0.416982001,0.411586415,0.428968259,0.508325427,0.428968259,0.508325427,-4497.5
2,15,18,0.472870308,0.49547043,0.530841867,0.571760829,0.530841867,0.571760829,-4962.8
2,15,19,0.51804592,0.560405876,0.600032688,0.647622239,0.600032688,0.647622239,-5021.39
2,15,20,0.508639562,0.563268174,0.61102197,0.660837822,0.61102197,0.660837822,-4887.5
2,15,21,0.485124589,0.552567602,0.60294969,0.649842412,0.60294969,0.649842412,-5026.8
2,15,22,0.459448996,0.516289749,0.572349471,0.634171019,0.572349471,0.634171019,-5082.9
2,15,23,0.404510611,0.4626427,0.527460198,0.579411761,0.527460198,0.579411761,-5347.1
2,15,24,0.351992701,0.415562304,0.498578054,0.530056413,0.498578054,0.530056413,-5169.2
2,16,1,0.325594132,0.387719315,0.478920017,0.512336541,0.478920017,0.512336541,-4639.5
2,16,2,0.300652584,0.343589577,0.470121562,0.510349354,0.470121562,0.510349354,-4505.3
2,16,3,0.302565345,0.375410993,0.468875185,0.495792729,0.468875185,0.495792729,-4712.3
2,16,4,0.306794024,0.388848824,0.476850454,0.509875609,0.476850454,0.509875609,-4789.59
2,16,5,0.347257847,0.421900334,0.493909938,0.535621241,0.493909938,0.535621241,-4994
2,16,6,0.419094341,0.488400619,0.544379439,0.586677621,0.544379439,0.586677621,-5088.7
2,16,7,0.523390889,0.574589792,0.620249943,0.662340665,0.620249943,0.662340665,-5240.2
2,16,8,0.565316653,0.60732455,0.624268509,0.680308185,0.624268509,0.680308185,-5339.2
2,16,9,0.5433937,0.552652731,0.539052634,0.636207664,0.539052634,0.636207664,-5226.6
2,16,10,0.472806651,0.459934278,0.450342965,0.580748917,0.450342965,0.580748917,-5040.4
2,16,11,0.402503134,0.380398733,0.373866494,0.529078011,0.373866494,0.529078011,-4543.9
2,16,12,0.356314865,0.331127608,0.316942966,0.470042328,0.316942966,0.470042328,-4231.09
2,16,13,0.337750931,0.31826745,0.288160996,0.438913982,0.288160996,0.438913982,-4140.8
2,16,14,0.331739878,0.310381652,0.2766016,0.407979056,0.2766016,0.407979056,-4064.8
2,16,15,0.305566413,0.302256387,0.271524352,0.385565362,0.271524352,0.385565362,-4011.2
2,16,16,0.3217314,0.314799332,0.273881081,0.376984426,0.273881081,0.376984426,-4119.9
2,16,17,0.31762542,0.322283712,0.306879153,0.395662211,0.306879153,0.395662211,-4054.9
2,16,18,0.372835035,0.387209929,0.369594857,0.440938969,0.369594857,0.440938969,-4574.8
2,16,19,0.389242654,0.434841237,0.422027068,0.484285243,0.422027068,0.484285243,-5091.4
2,16,20,0.369256142,0.429350339,0.424404183,0.485696763,0.424404183,0.485696763,-5115.8
2,16,21,0.338055989,0.407905823,0.407390744,0.460470096,0.407390744,0.460470096,-5016.1
2,16,22,0.307011747,0.366935063,0.365739382,0.422014244,0.365739382,0.422014244,-4723.6
2,16,23,0.258555533,0.313140366,0.315542285,0.381190902,0.315542285,0.381190902,-4655.4
2,16,24,0.211792205,0.262749652,0.270670938,0.338198436,0.270670938,0.338198436,-4962.6
2,17,1,0.194182499,0.227991422,0.240251033,0.298620575,0.240251033,0.298620575,-4844.5
2,17,2,0.163511277,0.207478243,0.220502663,0.276590539,0.220502663,0.276590539,-4588.5
2,17,3,0.159568589,0.194877623,0.205851577,0.264598709,0.205851577,0.264598709,-4447.1
2,17,4,0.150558622,0.196351336,0.199134636,0.257332673,0.199134636,0.257332673,-4427.1
2,17,5,0.171932655,0.212996363,0.205959132,0.259946044,0.205959132,0.259946044,-4560.8
2,17,6,0.221108153,0.261192425,0.241897756,0.314301153,0.241897756,0.314301153,-4946.29
2,17,7,0.313747927,0.336969632,0.306314311,0.372575346,0.306314311,0.372575346,-4991.8
2,17,8,0.348271734,0.360321347,0.315460388,0.4159815,0.315460388,0.4159815,-5066.8
2,17,9,0.357130403,0.343319657,0.295030131,0.396825201,0.295030131,0.396825201,-4971.9
2,17,10,0.345274664,0.321751486,0.269211559,0.390642843,0.269211559,0.390642843,-4738
2,17,11,0.320481339,0.298527117,0.249773202,0.367380752,0.249773202,0.367380752,-4675.8
2,17,12,0.283858723,0.267243464,0.234923173,0.36135578,0.234923173,0.36135578,-4552.9
2,17,13,0.277061346,0.235789323,0.216304839,0.363536739,0.216304839,0.363536739,-4267.9
2,17,14,0.270665281,0.237640231,0.187827258,0.347711494,0.187827258,0.347711494,-4196.9
2,17,15,0.275474861,0.243412814,0.18383646,0.345429321,0.18383646,0.345429321,-4166.5
2,17,16,0.283995261,0.248053351,0.193665478,0.357859392,0.193665478,0.357859392,-4114.1
2,17,17,0.291324643,0.271911454,0.222163797,0.370409401,0.222163797,0.370409401,-4140.3
2,17,18,0.310261904,0.304541705,0.265926198,0.400096551,0.265926198,0.400096551,-4390.8
2,17,19,0.314552394,0.329955189,0.298066639,0.414077863,0.298066639,0.414077863,-4632.2
2,17,20,0.300258038,0.31464384,0.288734273,0.386913645,0.288734273,0.386913645,-4571.4
2,17,21,0.271575842,0.292462698,0.268365175,0.357137293,0.268365175,0.357137293,-4427.1
2,17,22,0.232781226,0.254972284,0.234407189,0.326344914,0.234407189,0.326344914,-4263.3
2,17,23,0.199008378,0.201350843,0.190072916,0.269582926,0.190072916,0.269582926,-3959.8
2,17,24,0.14856406,0.152315954,0.151185306,0.21079754,0.151185306,0.21079754,-3890.69
2,18,1,0.094635873,0.114546623,0.120967155,0.184501148,0.120967155,0.184501148,-3644.9
2,18,2,0.061848004,0.094282831,0.104256347,0.174234726,0.104256347,0.174234726,-3411.6
2,18,3,0.059789787,0.081885689,0.095629419,0.174873452,0.095629419,0.174873452,-3337.2
2,18,4,0.047293181,0.076728153,0.092980603,0.187394491,0.092980603,0.187394491,-3324.99
2,18,5,0.067543236,0.083570032,0.098879983,0.21548359,0.098879983,0.21548359,-3128.7
2,18,6,0.10459115,0.120325435,0.13139054,0.271728027,0.13139054,0.271728027,-2839.6
2,18,7,0.182298161,0.196353182,0.188668369,0.355825044,0.188668369,0.355825044,-3073.9
2,18,8,0.236538787,0.250275918,0.218356476,0.437596787,0.218356476,0.437596787,-3492.1
2,18,9,0.280870263,0.278558391,0.236420514,0.473460112,0.236420514,0.473460112,-3619.7
2,18,10,0.275683359,0.275993465,0.242475251,0.502602154,0.242475251,0.502602154,-3515.2
2,18,11,0.27013266,0.262960282,0.234079602,0.51622383,0.234079602,0.51622383,-3441.8
2,18,12,0.263884204,0.266598195,0.240165621,0.510090579,0.240165621,0.510090579,-3436.7
2,18,13,0.26292813,0.261376986,0.238560374,0.512115742,0.238560374,0.512115742,-3443
2,18,14,0.258212958,0.264576107,0.239247534,0.501480145,0.239247534,0.501480145,-3459.9
2,18,15,0.260253647,0.257368568,0.23866336,0.472741722,0.23866336,0.472741722,-3348.1
2,18,16,0.27102969,0.269364753,0.246796096,0.463853258,0.246796096,0.463853258,-3455.1
2,18,17,0.297312632,0.312612293,0.287716714,0.481708436,0.287716714,0.481708436,-3993.1
2,18,18,0.369477555,0.381234099,0.367831792,0.518096908,0.367831792,0.518096908,-4366.8
2,18,19,0.391041941,0.436240895,0.427755624,0.570046196,0.427755624,0.570046196,-4989.6
2,18,20,0.385062255,0.437804351,0.434766058,0.577424575,0.434766058,0.577424575,-5076.59
2,18,21,0.365731064,0.431123732,0.432413547,0.566746407,0.432413547,0.566746407,-4879.8
2,18,22,0.351802655,0.41249399,0.41984538,0.551417341,0.41984538,0.551417341,-4887
2,18,23,0.323644469,0.383466355,0.397970507,0.513825252,0.397970507,0.513825252,-4667.8
2,18,24,0.294590791,0.352794519,0.380644594,0.485287668,0.380644594,0.485287668,-4462.89
2,19,1,0.269759026,0.332676991,0.363816038,0.467395749,0.363816038,0.467395749,-4340.2
2,19,2,0.257122807,0.327486465,0.364714442,0.460076721,0.364714442,0.460076721,-4309.09
2,19,3,0.253850509,0.334775441,0.374036615,0.464005698,0.374036615,0.464005698,-4413.4
2,19,4,0.272641391,0.348268179,0.388815643,0.466286634,0.388815643,0.466286634,-4512.9
2,19,5,0.277581052,0.372863831,0.415692195,0.476040981,0.415692195,0.476040981,-4709.4
2,19,6,0.313346924,0.410682762,0.455032521,0.498555536,0.455032521,0.498555536,-4937.8
2,19,7,0.344154069,0.452843243,0.5001239,0.534652554,0.5001239,0.534652554,-5000.3
2,19,8,0.362844701,0.462488592,0.51172934,0.554087236,0.51172934,0.554087236,-5057.4
2,19,9,0.344771565,0.427755738,0.459389922,0.55649076,0.459389922,0.55649076,-4816
2,19,10,0.31959907,0.375801338,0.402027033,0.555716022,0.402027033,0.555716022,-4772.9
2,19,11,0.271251718,0.339377681,0.364042397,0.548138748,0.364042397,0.548138748,-4887.8
2,19,12,0.278649984,0.330966348,0.33973206,0.522657015,0.33973206,0.522657015,-4838.3
2,19,13,0.239414387,0.283165937,0.291724032,0.50176577,0.291724032,0.50176577,-4379.9
2,19,14,0.228801021,0.285139578,0.265717414,0.491752117,0.265717414,0.491752117,-4293.2
2,19,15,0.228950475,0.291320039,0.273126436,0.476610994,0.273126436,0.476610994,-4299.4
2,19,16,0.243447793,0.29741791,0.295208687,0.478655765,0.295208687,0.478655765,-4399.9
2,19,17,0.28566416,0.347460728,0.339908156,0.501569524,0.339908156,0.501569524,-4799.8
2,19,18,0.356354535,0.430124569,0.427780228,0.559354958,0.427780228,0.559354958,-5372.7
2,19,19,0.427459136,0.510758709,0.504970572,0.619561226,0.504970572,0.619561226,-6056.5
2,19,20,0.442200623,0.526203402,0.528594451,0.631794521,0.528594451,0.631794521,-6246.1
2,19,21,0.450561113,0.528085916,0.537680072,0.626777273,0.537680072,0.626777273,-6351.99
2,19,22,0.447112299,0.517916186,0.535171851,0.60952832,0.535171851,0.60952832,-6321.8
2,19,23,0.427787258,0.490286133,0.512262899,0.581325996,0.512262899,0.581325996,-6127
2,19,24,0.392469132,0.461559562,0.493140179,0.556674111,0.493140179,0.556674111,-5847.6
2,20,1,0.373768352,0.438461386,0.475681755,0.535417223,0.475681755,0.535417223,-5522.4
2,20,2,0.355231787,0.427028571,0.469592924,0.535609936,0.469592924,0.535609936,-5378.7
2,20,3,0.359818109,0.429762831,0.470947911,0.53999835,0.470947911,0.53999835,-5371.3
2,20,4,0.359396195,0.443986889,0.48205002,0.555268596,0.48205002,0.555268596,-5470.4
2,20,5,0.372934671,0.467725489,0.497584045,0.567868417,0.497584045,0.567868417,-5639.7
2,20,6,0.396971502,0.502333303,0.530661905,0.591871331,0.530661905,0.591871331,-5935.3
2,20,7,0.42949798,0.543017302,0.570638074,0.63268743,0.570638074,0.63268743,-6292.9
2,20,8,0.435349431,0.55399333,0.578360272,0.651993519,0.578360272,0.651993519,-6383.3
2,20,9,0.407422499,0.499804828,0.520366813,0.61552291,0.520366813,0.61552291,-5837.1
2,20,10,0.353934061,0.437062881,0.464526572,0.564455402,0.464526572,0.564455402,-5736.79
2,20,11,0.326600023,0.386944162,0.404841751,0.508378596,0.404841751,0.508378596,-5324.9
2,20,12,0.28286667,0.349196748,0.358757067,0.470011593,0.358757067,0.470011593,-5141.3
2,20,13,0.262403197,0.322138601,0.321527428,0.42625799,0.321527428,0.42625799,-4936.9
2,20,14,0.240980576,0.296284479,0.293551069,0.39117064,0.293551069,0.39117064,-4763.1
2,20,15,0.234829603,0.280487737,0.277697189,0.356269467,0.277697189,0.356269467,-4632.2
2,20,16,0.235750619,0.287504026,0.287937098,0.345266814,0.287937098,0.345266814,-4563.1
2,20,17,0.265268034,0.325932929,0.333152903,0.361226834,0.333152903,0.361226834,-4737
2,20,18,0.320995509,0.393900469,0.414692562,0.403870262,0.414692562,0.403870262,-5022.6
2,20,19,0.366592729,0.46136139,0.487140977,0.469303978,0.487140977,0.469303978,-5229.8
2,20,20,0.386707169,0.467596989,0.495585131,0.494058843,0.495585131,0.494058843,-5268.2
2,20,21,0.377899241,0.458002163,0.485637661,0.48592604,0.485637661,0.48592604,-5208.5
2,20,22,0.364560036,0.432266391,0.460032794,0.457601835,0.460032794,0.457601835,-5122.3
2,20,23,0.328108399,0.389387048,0.422397185,0.428298522,0.422397185,0.428298522,-4723.1
2,20,24,0.297865241,0.350615093,0.388687701,0.404472423,0.388687701,0.404472423,-4541.59
2,21,1,0.26275469,0.325347873,0.366710193,0.38532266,0.366710193,0.38532266,-4632.6
2,21,2,0.246219452,0.311755934,0.35434378,0.387645636,0.35434378,0.387645636,-4709.8
2,21,3,0.237730419,0.311558224,0.354689293,0.392535175,0.354689293,0.392535175,-4738.7
2,21,4,0.249822024,0.324923154,0.362567903,0.396151324,0.362567903,0.396151324,-4838.5
2,21,5,0.26609126,0.359472139,0.388875396,0.431101426,0.388875396,0.431101426,-5016.5
2,21,6,0.321382367,0.414583904,0.433684177,0.472318672,0.433684177,0.472318672,-5451.6
2,21,7,0.381421551,0.475673806,0.494194644,0.529914749,0.494194644,0.529914749,-5893.19
2,21,8,0.39878063,0.494097763,0.501282757,0.560659082,0.501282757,0.560659082,-6075
2,21,9,0.358234392,0.434899142,0.429509551,0.522979734,0.429509551,0.522979734,-5572.4
2,21,10,0.316755452,0.362796069,0.359060753,0.480485389,0.359060753,0.480485389,-4939.2
2,21,11,0.266155531,0.305980121,0.304512582,0.424984248,0.304512582,0.424984248,-4458.1
2,21,12,0.231648022,0.265002672,0.25952419,0.382800965,0.25952419,0.382800965,-4049.1
2,21,13,0.210885642,0.236142986,0.224593987,0.349391859,0.224593987,0.349391859,-3744.4
2,21,14,0.190164162,0.217453032,0.203288876,0.327357055,0.203288876,0.327357055,-3689.8
2,21,15,0.181099149,0.208840067,0.190104199,0.304679285,0.190104199,0.304679285,-3788.7
2,21,16,0.185808786,0.213196611,0.194263711,0.299968329,0.194263711,0.299968329,-3848
2,21,17,0.214675186,0.238506511,0.223009126,0.297663546,0.223009126,0.297663546,-4049.8
2,21,18,0.245630555,0.288268797,0.284131885,0.330219309,0.284131885,0.330219309,-4483.4
2,21,19,0.28776912,0.344703398,0.343763631,0.385749243,0.343763631,0.385749243,-4857.8
2,21,20,0.284947951,0.344860505,0.349366354,0.39788627,0.349366354,0.39788627,-4950.4
2,21,21,0.270071464,0.331321396,0.332876281,0.380665049,0.332876281,0.380665049,-4900.2
2,21,22,0.239723443,0.297883002,0.302513669,0.344283466,0.302513669,0.344283466,-4732.6
2,21,23,0.20308299,0.250622891,0.259361451,0.307420719,0.259361451,0.307420719,-4376.2
2,21,24,0.158623894,0.205028898,0.221226729,0.273989533,0.221226729,0.273989533,-3947.59
2,22,1,0.135789458,0.172719551,0.193521368,0.24958565,0.193521368,0.24958565,-3733.1
2,22,2,0.106322476,0.16072475,0.185407964,0.247518269,0.185407964,0.247518269,-3619.2
2,22,3,0.103191021,0.15506867,0.182616092,0.239331415,0.182616092,0.239331415,-3560.6
2,22,4,0.101440937,0.15726932,0.181945453,0.241945669,0.181945453,0.241945669,-3603.6
2,22,5,0.132381545,0.175703428,0.190962885,0.268646917,0.190962885,0.268646917,-3757.2
2,22,6,0.183399383,0.229543573,0.228223807,0.316706089,0.228223807,0.316706089,-4032.7
2,22,7,0.266275155,0.306741432,0.294976002,0.400848502,0.294976002,0.400848502,-4544.8
2,22,8,0.303361509,0.334888715,0.303612772,0.445572911,0.303612772,0.445572911,-4776.8
2,22,9,0.308748301,0.322187279,0.278960087,0.435481714,0.278960087,0.435481714,-4642.5
2,22,10,0.318976962,0.311485553,0.268926854,0.410873106,0.268926854,0.410873106,-4489.7
2,22,11,0.319152247,0.310578439,0.267413696,0.393593417,0.267413696,0.393593417,-4446.6
2,22,12,0.310988261,0.297788645,0.261744893,0.393288362,0.261744893,0.393288362,-4291
2,22,13,0.301491493,0.286216026,0.248269184,0.390869118,0.248269184,0.390869118,-4163
2,22,14,0.293004306,0.277170728,0.243314253,0.390842798,0.243314253,0.390842798,-4099.7
2,22,15,0.2993075,0.279096153,0.24111956,0.379341141,0.24111956,0.379341141,-4177
2,22,16,0.295580998,0.280801951,0.243884367,0.366621736,0.243884367,0.366621736,-4211.29
2,22,17,0.297033098,0.290945382,0.267986622,0.360406877,0.267986622,0.360406877,-4258.2
2,22,18,0.314378339,0.326514755,0.300650429,0.376061842,0.300650429,0.376061842,-4568.5
2,22,19,0.311243501,0.341833717,0.319711639,0.404433739,0.319711639,0.404433739,-4733.7
2,22,20,0.289710174,0.321562542,0.306421515,0.38985839,0.306421515,0.38985839,-4614.8
2,22,21,0.244830701,0.289321483,0.27685889,0.361549023,0.27685889,0.361549023,-4398
2,22,22,0.222822566,0.243406355,0.235067635,0.320441116,0.235067635,0.320441116,-4084.6
2,22,23,0.168541347,0.188629566,0.186218847,0.268530689,0.186218847,0.268530689,-3643.9
2,22,24,0.124343334,0.134807647,0.142162953,0.224435644,0.142162953,0.224435644,-3330.5
2,23,1,0.09236024,0.099653765,0.111516338,0.186026247,0.111516338,0.186026247,-2841.2
2,23,2,0.058579089,0.07715887,0.093226645,0.160819364,0.093226645,0.160819364,-2574.9
2,23,3,0.050629136,0.063977578,0.084945229,0.151526574,0.084945229,0.151526574,-2502.49
2,23,4,0.054970366,0.062663278,0.083389894,0.150104102,0.083389894,0.150104102,-2434.7
2,23,5,0.063964958,0.078792229,0.094813615,0.173710462,0.094813615,0.173710462,-2675.2
2,23,6,0.109719627,0.121276612,0.132463634,0.216754859,0.132463634,0.216754859,-2953
2,23,7,0.188234487,0.195827185,0.202340209,0.2927839,0.202340209,0.2927839,-3329.8
2,23,8,0.233239735,0.233659036,0.230464193,0.330240683,0.230464193,0.330240683,-3541.69
2,23,9,0.264651461,0.243239789,0.235821578,0.342977222,0.235821578,0.342977222,-3578.89
2,23,10,0.265407647,0.240510835,0.230356638,0.340932628,0.230356638,0.340932628,-3543.9
2,23,11,0.257281486,0.227084308,0.220423227,0.351165842,0.220423227,0.351165842,-3406.6
2,23,12,0.230365673,0.204220524,0.203876213,0.348167752,0.203876213,0.348167752,-3251.2
2,23,13,0.225033927,0.185096853,0.170635262,0.346043318,0.170635262,0.346043318,-2872.3
2,23,14,0.20208694,0.181193865,0.15799258,0.343312482,0.15799258,0.343312482,-2804.4
2,23,15,0.216637458,0.175170972,0.15696518,0.343761321,0.15696518,0.343761321,-2853.2
2,23,16,0.216966194,0.179249753,0.16333239,0.349209391,0.16333239,0.349209391,-2911.1
2,23,17,0.243303567,0.200745024,0.19140822,0.3646077,0.19140822,0.3646077,-3065.1
2,23,18,0.25369921,0.232035137,0.22894717,0.39891731,0.22894717,0.39891731,-3460.99
2,23,19,0.266242251,0.277652661,0.272377766,0.443439821,0.272377766,0.443439821,-3940.9
2,23,20,0.260019318,0.280867239,0.270640007,0.446691918,0.270640007,0.446691918,-4056.6
2,23,21,0.230718088,0.269461878,0.25466135,0.442850908,0.25466135,0.442850908,-4021.1
2,23,22,0.210571974,0.24484431,0.226289918,0.416193113,0.226289918,0.416193113,-3800.5
2,23,23,0.176197006,0.211120539,0.190993816,0.372757107,0.190993816,0.372757107,-3547.2
2,23,24,0.156804618,0.176679983,0.164413568,0.337685831,0.164413568,0.337685831,-3329.2
2,24,1,0.12345676,0.156791079,0.151892501,0.32905632,0.151892501,0.32905632,-3201.59
2,24,2,0.111855031,0.149481801,0.15484922,0.319392235,0.15484922,0.319392235,-2962
2,24,3,0.112138255,0.153654247,0.162359119,0.324060268,0.162359119,0.324060268,-2818.4
2,24,4,0.117338383,0.171102572,0.179472029,0.323625914,0.179472029,0.323625914,-2782.1
2,24,5,0.152793662,0.203590481,0.211570643,0.366519638,0.211570643,0.366519638,-2937.8
2,24,6,0.218374319,0.267808218,0.275517259,0.404566395,0.275517259,0.404566395,-3444.9
2,24,7,0.306166995,0.356275556,0.365399493,0.493773748,0.365399493,0.493773748,-4163.4
2,24,8,0.364064009,0.405158643,0.415846147,0.537842651,0.415846147,0.537842651,-4394.9
2,24,9,0.390997351,0.417777027,0.41608797,0.552314136,0.41608797,0.552314136,-4273.9
2,24,10,0.421601842,0.423660577,0.399255196,0.555611099,0.399255196,0.555611099,-4009.49
2,24,11,0.42756523,0.425988805,0.413247945,0.553977367,0.413247945,0.553977367,-4008.8
2,24,12,0.44516202,0.429557508,0.419924465,0.55344639,0.419924465,0.55344639,-3898.5
2,24,13,0.466200552,0.4361733,0.415608189,0.542560142,0.415608189,0.542560142,-3970.6
2,24,14,0.460831904,0.438585041,0.419477021,0.527643351,0.419477021,0.527643351,-3959.29
2,24,15,0.473455207,0.438506834,0.425487822,0.514849757,0.425487822,0.514849757,-4059.1
2,24,16,0.477850253,0.452527183,0.440286533,0.508252475,0.440286533,0.508252475,-4032.29
2,24,17,0.487901784,0.473427016,0.46581794,0.530005365,0.46581794,0.530005365,-4253.6
2,24,18,0.50593648,0.51439593,0.508126585,0.561316531,0.508126585,0.561316531,-4705.3
2,24,19,0.505306068,0.534471701,0.521256782,0.583715212,0.521256782,0.583715212,-4801.49
2,24,20,0.481174829,0.52426229,0.51154516,0.576421267,0.51154516,0.576421267,-4636.3
2,24,21,0.449377169,0.506062804,0.484942769,0.566946186,0.484942769,0.566946186,-4548.8
2,24,22,0.419000241,0.472380098,0.447971825,0.537724303,0.447971825,0.537724303,-4336.3
2,24,23,0.368610047,0.418254346,0.402811555,0.478516397,0.402811555,0.478516397,-3955.59
2,24,24,0.32331973,0.36505624,0.3672079,0.438161678,0.3672079,0.438161678,-3646.9
2,25,1,0.281451472,0.337442106,0.340803045,0.406482396,0.340803045,0.406482396,-3552.99
2,25,2,0.266095872,0.321469801,0.329319923,0.392815324,0.329319923,0.392815324,-3465.4
2,25,3,0.255467438,0.31374457,0.322175923,0.383079701,0.322175923,0.383079701,-3363.5
2,25,4,0.257185233,0.31805013,0.326221905,0.380611527,0.326221905,0.380611527,-3390
2,25,5,0.279197673,0.339833084,0.332386658,0.392877677,0.332386658,0.392877677,-3563.1
2,25,6,0.338440078,0.390136132,0.368672903,0.433699429,0.368672903,0.433699429,-4029.4
2,25,7,0.436393454,0.4613284,0.44809344,0.493998079,0.44809344,0.493998079,-4409.2
2,25,8,0.485427802,0.502932893,0.470002056,0.529273903,0.470002056,0.529273903,-4585.5
2,25,9,0.50723482,0.518269157,0.475082819,0.542229651,0.475082819,0.542229651,-4652.29
2,25,10,0.506482632,0.494277248,0.476949222,0.534526787,0.476949222,0.534526787,-4474.1
2,25,11,0.482086005,0.46720549,0.463565954,0.504412878,0.463565954,0.504412878,-4196.2
2,25,12,0.438396011,0.414745395,0.432973116,0.473550197,0.432973116,0.473550197,-3944.6
2,25,13,0.332945041,0.318375418,0.383879341,0.456009967,0.383879341,0.456009967,-3191.3
2,25,14,0.272589113,0.266050974,0.309179644,0.443984045,0.309179644,0.443984045,-2731.1
2,25,15,0.263285774,0.240485919,0.256884865,0.441604014,0.256884865,0.441604014,-2497.7
2,25,16,0.264846735,0.241612198,0.246917711,0.449034325,0.246917711,0.449034325,-2446.19
2,25,17,0.286758309,0.267770152,0.260269697,0.463889469,0.260269697,0.463889469,-2717
2,25,18,0.32959248,0.325092257,0.311884698,0.495210704,0.311884698,0.495210704,-3173.1
2,25,19,0.373742828,0.379043138,0.368395579,0.528501285,0.368395579,0.528501285,-3609
2,25,20,0.365971235,0.384900158,0.39376987,0.529471032,0.39376987,0.529471032,-3685.4
2,25,21,0.348300026,0.379701788,0.392542473,0.517425151,0.392542473,0.517425151,-3697.99
2,25,22,0.33057746,0.369277825,0.380497672,0.493826563,0.380497672,0.493826563,-3589.2
2,25,23,0.30316931,0.339802631,0.356172574,0.464398896,0.356172574,0.464398896,-3472.7
2,25,24,0.282678469,0.312577227,0.336595379,0.425624034,0.336595379,0.425624034,-3322.8
2,26,1,0.243580025,0.289312716,0.321142899,0.401092617,0.321142899,0.401092617,-3259.6
2,26,2,0.244946942,0.276426489,0.317366861,0.388976433,0.317366861,0.388976433,-3249.2
2,26,3,0.223612579,0.272344478,0.320369977,0.386176532,0.320369977,0.386176532,-3266.1
2,26,4,0.232957741,0.276059445,0.328234527,0.390162033,0.328234527,0.390162033,-3309.7
2,26,5,0.235585789,0.290403929,0.343930237,0.40525511,0.343930237,0.40525511,-3423.1
2,26,6,0.261246315,0.319714402,0.366357298,0.429014262,0.366357298,0.429014262,-3645.1
2,26,7,0.296904863,0.356661979,0.402404531,0.460076721,0.402404531,0.460076721,-3919.8
2,26,8,0.322242494,0.388639348,0.429994956,0.498017318,0.429994956,0.498017318,-4186
2,26,9,0.352291301,0.415713182,0.454623389,0.527642468,0.454623389,0.527642468,-4285.3
2,26,10,0.373204057,0.399829697,0.436767081,0.530689133,0.436767081,0.530689133,-4145.7
2,26,11,0.345165803,0.371653807,0.380201368,0.506886528,0.380201368,0.506886528,-3647.7
2,26,12,0.312926239,0.320483788,0.335125455,0.475020009,0.335125455,0.475020009,-3234.9
2,26,13,0.275759623,0.285884971,0.302289419,0.436579524,0.302289419,0.436579524,-3097.9
2,26,14,0.241074677,0.260840838,0.280871832,0.400236449,0.280871832,0.400236449,-2945.8
2,26,15,0.228316988,0.242577679,0.270346515,0.372418137,0.270346515,0.372418137,-2955.9
2,26,16,0.225954021,0.24400779,0.275025175,0.364048462,0.275025175,0.364048462,-2912.7
2,26,17,0.256015742,0.286858757,0.315970749,0.379853747,0.315970749,0.379853747,-3187.8
2,26,18,0.303490974,0.344370959,0.382744385,0.415394176,0.382744385,0.415394176,-3714.39
2,26,19,0.352386324,0.397698949,0.430720076,0.472904759,0.430720076,0.472904759,-4168.6
2,26,20,0.353382374,0.404315434,0.436517524,0.484660777,0.436517524,0.484660777,-4188.1
2,26,21,0.345281122,0.398470872,0.428583028,0.485836131,0.428583028,0.485836131,-4234.3
2,26,22,0.333690772,0.381577612,0.41111652,0.462879096,0.41111652,0.462879096,-4102.1
2,26,23,0.306206665,0.348345233,0.384538733,0.434089801,0.384538733,0.434089801,-3842.39
2,26,24,0.27296613,0.318116572,0.35822175,0.407331145,0.35822175,0.407331145,-3652.79
2,27,1,0.248255835,0.296158056,0.338789017,0.393155883,0.338789017,0.393155883,-4182.49
2,27,2,0.233488825,0.289398306,0.332709324,0.38061506,0.332709324,0.38061506,-4177.2
2,27,3,0.219586862,0.288291406,0.334608767,0.377842184,0.334608767,0.377842184,-4159.9
