Month,Day,Period,EKPC_KY,AP_MD,AP_PA,AP_VA,AP_WV,AEP_VA,AEP_WV,AEP_KY,AEP_TN,AEP_OH,AEP_IN,AEP_MI,DPL_MD,DPL_DE,DOM_NC,DOM_VA,DAY_OH,JC_NJ,RECO_NJ,BC_MD,ME_PA,PS_NJ,CE_IL,AE_NJ,OVEC_OH,PE_PA,PL_PA,DEOK_OH,DUQ_PA,PN_PA,PEP_MD,ATSI_PA,ATSI_OH
3,4,10,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017,0.607017
3,4,11,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875,0.73702875
3,4,12,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575,0.81142575
3,4,13,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156,0.824156
3,4,14,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632,0.778632
3,4,15,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825,0.66617825
3,4,16,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205,0.4995205
3,4,17,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275,0.27130275
3,4,18,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275,0.0407275
3,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,8,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144,0.055144
3,5,9,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585,0.1082585
3,5,10,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895,0.3367895
3,5,11,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525,0.53455525
3,5,12,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875,0.42768875
3,5,13,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854,0.466854
3,5,14,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015,0.6000015
3,5,15,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525,0.33504525
3,5,16,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025,0.35782025
3,5,17,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815,0.1573815
3,5,18,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925,0.02381925
3,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,8,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855,0.0094855
3,6,9,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825,0.08479825
3,6,10,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425,0.08791425
3,6,11,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212,0.198212
3,6,12,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515,0.2422515
3,6,13,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275,0.15548275
3,6,14,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525,0.13083525
3,6,15,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225,0.09274225
3,6,16,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425,0.05808425
3,6,17,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534,0.04534
3,6,18,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625,0.00762625
3,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,8,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725,0.18479725
3,7,9,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545,0.446545
3,7,10,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025,0.64025025
3,7,11,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345,0.7762345
3,7,12,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175,0.84925175
3,7,13,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175,0.85762175
3,7,14,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505,0.8070505
3,7,15,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425,0.70386425
3,7,16,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275,0.53441275
3,7,17,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175,0.30166175
3,7,18,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375,0.05515375
3,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,8,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426,0.187426
3,8,9,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925,0.44094925
3,8,10,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175,0.62797175
3,8,11,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775,0.75480775
3,8,12,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779,0.672779
3,8,13,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663,0.731663
3,8,14,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665,0.6555665
3,8,15,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225,0.50597225
