VOLL,planning _reserve_margin,BigM,PT_RPS,PT_emis,Inv_bugt_gen,Inv_bugt_line,Inv_bugt_storage,alpha_storage_anchor,reg_up_requirement,reg_dn_requirement,spin_requirement,nspin_requirement,delta_reg,delta_spin,delta_nspin
100000,0.02,1.00E+13,1.00E+10,1.00E+10,1.00E+16,1.00E+16,1.00E+16,0.5,0.00,0.00,0.03,0.00,0.0833333333,0.1666666667,0.5
