Pmax (MW),Pmin (MW),Zone,Type,Flag_thermal,Flag_RET,Flag_VRE,Flag_mustrun,Cost ($/MWh),EF,CC,AF,FOR,RM_SPIN,RU,RD,Flag_UC,Min_down_time,Min_up_time,Start_up_cost ($/MW)
0.6,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.6,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.6,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.6,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.6,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.6,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.6,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.6,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.6,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.6,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.6,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.4,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.5,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.4,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.4,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.4,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.4,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.4,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.5,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.5,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.5,0,AEP_MI,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
41.9,0,AE_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
41.9,0,AE_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
53,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
53,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
53,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
53,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
54,0,PS_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
54,0,PS_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
54,0,PS_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
54,0,PS_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
135,0,PS_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
161,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
112.5,0,RECO_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
112.5,0,RECO_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
112.5,0,RECO_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
112.5,0,RECO_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
325.2,0,RECO_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
183.6,0,RECO_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
183.6,0,RECO_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
258.4,0,RECO_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
60.5,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
93.6,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
60.5,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
315,0,JC_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
181.4,0,JC_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
181.4,0,JC_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
315,0,JC_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
181.4,0,JC_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
181.4,0,JC_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
96.1,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
96.1,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
96.1,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
96.1,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
1170,0,JC_NJ,NuC,1,0,0,0,9,0,0.99,1,0.035,0,1,1,1,0,0,248
1170,0,JC_NJ,NuC,1,0,0,0,9,0,0.99,1,0.035,0,1,1,1,0,0,248
41.8,0,JC_NJ,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
365.5,0,JC_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
244,0,JC_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
68.2,0,AE_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
96,0,PN_NY,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
217.6,0,PN_NY,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
217.6,0,PN_NY,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
24.5,0,PN_NY,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
24.5,0,PN_NY,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
47.3,0,PN_NY,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
410.8,0,AEP_NC,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
657,0,AEP_NC,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
745.2,0,AEP_NC,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
745.2,0,AEP_NC,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
185.3,0,AEP_NC,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
185.3,0,AEP_NC,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
327.3,0,AEP_NC,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
44.4,0,DOM_NC,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
44.4,0,DOM_NC,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
44.4,0,DOM_NC,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
44.4,0,DOM_NC,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
25,0,DOM_NC,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
25,0,DOM_NC,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
25,0,DOM_NC,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
25,0,DOM_NC,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
615.2,0,AP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
615.2,0,AP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
650,0,AP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
100,0,DEOK_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
16.5,0,DEOK_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
21.3,0,DEOK_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
21.3,0,DEOK_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
557.1,0,DEOK_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
557.7,0,DEOK_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
16.5,0,DEOK_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
16.5,0,DEOK_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
16.5,0,DEOK_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
16.5,0,DEOK_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
32.1,0,ATSI_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
680,0,ATSI_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
103.5,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
106.1,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
84.2,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
94,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
94,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
94,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
94,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
2.7,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
2.7,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
2.7,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
2.7,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
32.6,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
2.7,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
2.7,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
2.7,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
2.7,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
2.7,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
18.5,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
18.5,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
18.5,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
17.5,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
17.5,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
17.5,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
17.5,0,AP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
1.1,0,AP_OH,SolarPV,0,0,1,0,0,0,0.35,1,0.035,0,1,1,0,0,0,
27,0,ATSI_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
334,0,AP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
680,0,AP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
680,0,AP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
2.5,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
2.5,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
2.5,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
2.5,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
2.5,0,AP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
65.3,0,ATSI_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
65.3,0,ATSI_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
85,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
85,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
85,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
85,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
85,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
217.3,0,AEP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
217.3,0,AEP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
217.3,0,AEP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
217.3,0,AEP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
217.3,0,AEP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
150.5,0,ATSI_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
16,0,ATSI_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
15,0,ATSI_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
15,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
15,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
135,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
135,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
135,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
19,0,ATSI_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
0.7,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
0.5,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
15.8,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
16,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
2.5,0,ATSI_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
5,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
16,0,ATSI_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
16,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
16,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
8,0,AEP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
19.5,0,AEP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
2.6,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
19.5,0,AEP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
16.3,0,DEOK_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
1.1,0,ATSI_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
0.5,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
3.1,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
3.1,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
2.5,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
2.7,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
3,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
0.4,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
2.1,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
25,0,AEP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
25,0,AEP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
5,0,AEP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
7.5,0,AEP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
22,0,AEP_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
7.5,0,ATSI_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
16.5,0,ATSI_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
22,0,ATSI_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
7.5,0,ATSI_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
2,0,ATSI_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
16.3,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
20,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
14,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
11,0,AEP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
1.2,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
1.2,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
0.6,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
1.2,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
1.5,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
2.1,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
25.5,0,DUQ_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
65.3,0,DUQ_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
65.3,0,DUQ_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
65.3,0,DUQ_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
144,0,DUQ_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.035,0.016,1,1,1,1,6,92
19.6,0,DUQ_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
20,0,DUQ_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
20,0,DUQ_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
20,0,DUQ_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
27,0,ME_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
27,0,ME_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
27,0,DUQ_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
18,0,DPL_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
20,0,DPL_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
156,0,DPL_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
20,0,PL_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
18,0,PL_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
18,0,PL_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
27,0,BC_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
27,0,BC_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
19.6,0,BC_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
975.5,0,PN_PA,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
975.5,0,PN_PA,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
3,0,PN_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
3,0,PN_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
3,0,PN_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
3,0,PN_PA,Oil,1,1,0,0,40,0.82,0.98,1,0.035,0,1,1,1,1,1,87
24,0,AP_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.035,0.016,1,1,1,1,1,119
660,0,PN_PA,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
660,0,PN_PA,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
692,0,PN_PA,Coal,1,1,0,0,23.57,1.01,0.95,1,0.035,0.06,0.36,0.36,1,24,24,124
10,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
10,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
10,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
