Time Period,Month,Day,Hours,PEPCO,BGE,DPL_MD,APS,DPL,APS_MD
1,3,26,13,0.494707399,0.494707399,0.494707399,0.283396409,0.494707399,0.283396409
1,3,26,14,0.441427749,0.441427749,0.441427749,0.275802001,0.441427749,0.275802001
1,3,26,15,0.48217431,0.48217431,0.48217431,0.249034877,0.48217431,0.249034877
1,3,26,16,0.442143043,0.442143043,0.442143043,0.208186455,0.442143043,0.208186455
1,3,26,17,0.298383894,0.298383894,0.298383894,0.192230288,0.298383894,0.192230288
1,3,26,18,0.073273539,0.073273539,0.073273539,0.054233566,0.073273539,0.054233566
1,3,26,19,0.000351352,0.000351352,0.000351352,0.003170665,0.000351352,0.003170665
1,3,26,20,0.0,0.0,0.0,0.0,0.0,0.0
1,3,26,21,0.0,0.0,0.0,0.0,0.0,0.0
1,3,26,22,0.0,0.0,0.0,0.0,0.0,0.0
1,3,26,23,0.0,0.0,0.0,0.0,0.0,0.0
1,3,26,24,0.0,0.0,0.0,0.0,0.0,0.0
1,3,27,1,0.0,0.0,0.0,0.0,0.0,0.0
1,3,27,2,0.0,0.0,0.0,0.0,0.0,0.0
1,3,27,3,0.0,0.0,0.0,0.0,0.0,0.0
1,3,27,4,0.0,0.0,0.0,0.0,0.0,0.0
1,3,27,5,0.0,0.0,0.0,0.0,0.0,0.0
1,3,27,6,0.00140312,0.00140312,0.00140312,0.0,0.00140312,0.0
1,3,27,7,0.075005122,0.075005122,0.075005122,0.007580168,0.075005122,0.007580168
1,3,27,8,0.304016975,0.304016975,0.304016975,0.112818095,0.304016975,0.112818095
1,3,27,9,0.390282535,0.390282535,0.390282535,0.255632519,0.390282535,0.255632519
1,3,27,10,0.454536507,0.454536507,0.454536507,0.383811887,0.454536507,0.383811887
1,3,27,11,0.472262056,0.472262056,0.472262056,0.514951491,0.472262056,0.514951491
1,3,27,12,0.335705056,0.335705056,0.335705056,0.607937106,0.335705056,0.607937106
1,3,27,13,0.348755446,0.348755446,0.348755446,0.638670725,0.348755446,0.638670725
1,3,27,14,0.38047214,0.38047214,0.38047214,0.592688167,0.38047214,0.592688167
1,3,27,15,0.368362504,0.368362504,0.368362504,0.546458791,0.368362504,0.546458791
1,3,27,16,0.281128722,0.281128722,0.281128722,0.512470651,0.281128722,0.512470651
1,3,27,17,0.188163435,0.188163435,0.188163435,0.479930195,0.188163435,0.479930195
1,3,27,18,0.061528989,0.061528989,0.061528989,0.309011714,0.061528989,0.309011714
1,3,27,19,0.0,0.0,0.0,0.053357045,0.0,0.053357045
1,3,27,20,0.0,0.0,0.0,0.0,0.0,0.0
1,3,27,21,0.0,0.0,0.0,0.0,0.0,0.0
1,3,27,22,0.0,0.0,0.0,0.0,0.0,0.0
1,3,27,23,0.0,0.0,0.0,0.0,0.0,0.0
1,3,27,24,0.0,0.0,0.0,0.0,0.0,0.0
1,3,28,1,0.0,0.0,0.0,0.0,0.0,0.0
1,3,28,2,0.0,0.0,0.0,0.0,0.0,0.0
1,3,28,3,0.0,0.0,0.0,0.0,0.0,0.0
1,3,28,4,0.0,0.0,0.0,0.0,0.0,0.0
1,3,28,5,0.0,0.0,0.0,0.0,0.0,0.0
1,3,28,6,0.003020256,0.003020256,0.003020256,0.0,0.003020256,0.0
1,3,28,7,0.088248927,0.088248927,0.088248927,0.01725671,0.088248927,0.01725671
1,3,28,8,0.39307962,0.39307962,0.39307962,0.297890653,0.39307962,0.297890653
1,3,28,9,0.644022949,0.644022949,0.644022949,0.698960832,0.644022949,0.698960832
1,3,28,10,0.700622706,0.700622706,0.700622706,0.722242439,0.700622706,0.722242439
1,3,28,11,0.681352122,0.681352122,0.681352122,0.72632918,0.681352122,0.72632918
1,3,28,12,0.665294066,0.665294066,0.665294066,0.798167533,0.665294066,0.798167533
1,3,28,13,0.602347079,0.602347079,0.602347079,0.808413655,0.602347079,0.808413655
1,3,28,14,0.666371012,0.666371012,0.666371012,0.825800103,0.666371012,0.825800103
1,3,28,15,0.540672742,0.540672742,0.540672742,0.813245597,0.540672742,0.813245597
1,3,28,16,0.371946984,0.371946984,0.371946984,0.815264444,0.371946984,0.815264444
1,3,28,17,0.280242902,0.280242902,0.280242902,0.701384714,0.280242902,0.701384714
1,3,28,18,0.09699611,0.09699611,0.09699611,0.393581776,0.09699611,0.393581776
1,3,28,19,0.000623736,0.000623736,0.000623736,0.050629387,0.000623736,0.050629387
1,3,28,20,0.0,0.0,0.0,0.0,0.0,0.0
1,3,28,21,0.0,0.0,0.0,0.0,0.0,0.0
1,3,28,22,0.0,0.0,0.0,0.0,0.0,0.0
1,3,28,23,0.0,0.0,0.0,0.0,0.0,0.0
1,3,28,24,0.0,0.0,0.0,0.0,0.0,0.0
1,3,29,1,0.0,0.0,0.0,0.0,0.0,0.0
1,3,29,2,0.0,0.0,0.0,0.0,0.0,0.0
1,3,29,3,0.0,0.0,0.0,0.0,0.0,0.0
1,3,29,4,0.0,0.0,0.0,0.0,0.0,0.0
1,3,29,5,0.0,0.0,0.0,0.0,0.0,0.0
1,3,29,6,0.003552434,0.003552434,0.003552434,0.0,0.003552434,0.0
1,3,29,7,0.0945458,0.0945458,0.0945458,0.025439685,0.0945458,0.025439685
1,3,29,8,0.429644287,0.429644287,0.429644287,0.267861098,0.429644287,0.267861098
1,3,29,9,0.719684996,0.719684996,0.719684996,0.604524369,0.719684996,0.604524369
1,3,29,10,0.888319197,0.888319197,0.888319197,0.564555632,0.888319197,0.564555632
1,3,29,11,0.954689294,0.954689294,0.954689294,0.612601338,0.954689294,0.612601338
1,3,29,12,0.917366987,0.917366987,0.917366987,0.572771832,0.917366987,0.572771832
1,3,29,13,0.834690484,0.834690484,0.834690484,0.617896855,0.834690484,0.617896855
1,3,29,14,0.824386822,0.824386822,0.824386822,0.591680326,0.824386822,0.591680326
1,3,29,15,0.819408378,0.819408378,0.819408378,0.659770522,0.819408378,0.659770522
1,3,29,16,0.707791665,0.707791665,0.707791665,0.476345001,0.707791665,0.476345001
1,3,29,17,0.449679377,0.449679377,0.449679377,0.305624292,0.449679377,0.305624292
1,3,29,18,0.116773694,0.116773694,0.116773694,0.111868794,0.116773694,0.111868794
1,3,29,19,0.000685537,0.000685537,0.000685537,0.010356874,0.000685537,0.010356874
1,3,29,20,0.0,0.0,0.0,0.0,0.0,0.0
1,3,29,21,0.0,0.0,0.0,0.0,0.0,0.0
1,3,29,22,0.0,0.0,0.0,0.0,0.0,0.0
1,3,29,23,0.0,0.0,0.0,0.0,0.0,0.0
1,3,29,24,0.0,0.0,0.0,0.0,0.0,0.0
1,3,30,1,0.0,0.0,0.0,0.0,0.0,0.0
1,3,30,2,0.0,0.0,0.0,0.0,0.0,0.0
1,3,30,3,0.0,0.0,0.0,0.0,0.0,0.0
1,3,30,4,0.0,0.0,0.0,0.0,0.0,0.0
1,3,30,5,0.0,0.0,0.0,0.0,0.0,0.0
1,3,30,6,0.002617403,0.002617403,0.002617403,0.0,0.002617403,0.0
1,3,30,7,0.082850462,0.082850462,0.082850462,0.007735221,0.082850462,0.007735221
1,3,30,8,0.205416318,0.205416318,0.205416318,0.109645847,0.205416318,0.109645847
1,3,30,9,0.438948827,0.438948827,0.438948827,0.32162476,0.438948827,0.32162476
1,3,30,10,0.561942715,0.561942715,0.561942715,0.416825411,0.561942715,0.416825411
1,3,30,11,0.49537577,0.49537577,0.49537577,0.469177779,0.49537577,0.469177779
1,3,30,12,0.514932471,0.514932471,0.514932471,0.411745068,0.514932471,0.411745068
1,3,30,13,0.481949994,0.481949994,0.481949994,0.496082551,0.481949994,0.496082551
1,3,30,14,0.422968595,0.422968595,0.422968595,0.426720292,0.422968595,0.426720292
1,3,30,15,0.460575874,0.460575874,0.460575874,0.457422268,0.460575874,0.457422268
1,3,30,16,0.305856138,0.305856138,0.305856138,0.46736936,0.305856138,0.46736936
1,3,30,17,0.238373617,0.238373617,0.238373617,0.295221535,0.238373617,0.295221535
1,3,30,18,0.072027211,0.072027211,0.072027211,0.129063799,0.072027211,0.129063799
1,3,30,19,0.0004864,0.0004864,0.0004864,0.013715817,0.0004864,0.013715817
1,3,30,20,0.0,0.0,0.0,0.0,0.0,0.0
1,3,30,21,0.0,0.0,0.0,0.0,0.0,0.0
1,3,30,22,0.0,0.0,0.0,0.0,0.0,0.0
1,3,30,23,0.0,0.0,0.0,0.0,0.0,0.0
1,3,30,24,0.0,0.0,0.0,0.0,0.0,0.0
1,3,31,1,0.0,0.0,0.0,0.0,0.0,0.0
1,3,31,2,0.0,0.0,0.0,0.0,0.0,0.0
1,3,31,3,0.0,0.0,0.0,0.0,0.0,0.0
1,3,31,4,0.0,0.0,0.0,0.0,0.0,0.0
1,3,31,5,0.0,0.0,0.0,0.0,0.0,0.0
1,3,31,6,0.000392553,0.000392553,0.000392553,0.0,0.000392553,0.0
1,3,31,7,0.062118391,0.062118391,0.062118391,0.001813165,0.062118391,0.001813165
1,3,31,8,0.153661102,0.153661102,0.153661102,0.020618818,0.153661102,0.020618818
1,3,31,9,0.19022577,0.19022577,0.19022577,0.052545392,0.19022577,0.052545392
1,3,31,10,0.21524617,0.21524617,0.21524617,0.10070185,0.21524617,0.10070185
1,3,31,11,0.309814859,0.309814859,0.309814859,0.148613071,0.309814859,0.148613071
1,3,31,12,0.289046164,0.289046164,0.289046164,0.236606945,0.289046164,0.236606945
1,3,31,13,0.26902252,0.26902252,0.26902252,0.234836499,0.26902252,0.234836499
1,3,31,14,0.246812938,0.246812938,0.246812938,0.205636,0.246812938,0.205636
1,3,31,15,0.165514376,0.165514376,0.165514376,0.211543817,0.165514376,0.211543817
1,3,31,16,0.097401252,0.097401252,0.097401252,0.173182563,0.097401252,0.173182563
1,3,31,17,0.054251305,0.054251305,0.054251305,0.099633886,0.054251305,0.099633886
1,3,31,18,0.034385597,0.034385597,0.034385597,0.033328376,0.034385597,0.033328376
1,3,31,19,0.0,0.0,0.0,0.003610508,0.0,0.003610508
1,3,31,20,0.0,0.0,0.0,0.0,0.0,0.0
1,3,31,21,0.0,0.0,0.0,0.0,0.0,0.0
1,3,31,22,0.0,0.0,0.0,0.0,0.0,0.0
1,3,31,23,0.0,0.0,0.0,0.0,0.0,0.0
1,3,31,24,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,5,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,6,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,7,0.03782244,0.03782244,0.03782244,0.012003911,0.03782244,0.012003911
1,4,1,8,0.133574511,0.133574511,0.133574511,0.062590579,0.133574511,0.062590579
1,4,1,9,0.298094343,0.298094343,0.298094343,0.253131111,0.298094343,0.253131111
1,4,1,10,0.564299178,0.564299178,0.564299178,0.350182899,0.564299178,0.350182899
1,4,1,11,0.739733819,0.739733819,0.739733819,0.294664612,0.739733819,0.294664612
1,4,1,12,0.688621795,0.688621795,0.688621795,0.402122321,0.688621795,0.402122321
1,4,1,13,0.571661553,0.571661553,0.571661553,0.445862946,0.571661553,0.445862946
1,4,1,14,0.529740766,0.529740766,0.529740766,0.419684389,0.529740766,0.419684389
1,4,1,15,0.493756345,0.493756345,0.493756345,0.424899216,0.493756345,0.424899216
1,4,1,16,0.42331308,0.42331308,0.42331308,0.364311662,0.42331308,0.364311662
1,4,1,17,0.260647289,0.260647289,0.260647289,0.349526299,0.260647289,0.349526299
1,4,1,18,0.09137333,0.09137333,0.09137333,0.188203669,0.09137333,0.188203669
1,4,1,19,0.002136725,0.002136725,0.002136725,0.03176994,0.002136725,0.03176994
1,4,1,20,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,21,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,22,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,23,0.0,0.0,0.0,0.0,0.0,0.0
1,4,1,24,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,3,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,5,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,6,0.000394842,0.000394842,0.000394842,0.0,0.000394842,0.0
1,4,2,7,0.098981765,0.098981765,0.098981765,0.037854959,0.098981765,0.037854959
1,4,2,8,0.418393004,0.418393004,0.418393004,0.392675193,0.418393004,0.392675193
1,4,2,9,0.705871245,0.705871245,0.705871245,0.733300213,0.705871245,0.733300213
1,4,2,10,0.898406555,0.898406555,0.898406555,0.775547272,0.898406555,0.775547272
1,4,2,11,0.980212116,0.980212116,0.980212116,0.695255394,0.980212116,0.695255394
1,4,2,12,1.0,1.0,1.0,0.663387359,1.0,0.663387359
1,4,2,13,0.993202993,0.993202993,0.993202993,0.716394745,0.993202993,0.716394745
1,4,2,14,0.960868286,0.960868286,0.960868286,0.748648828,0.960868286,0.748648828
1,4,2,15,0.879315653,0.879315653,0.879315653,0.684988703,0.879315653,0.684988703
1,4,2,16,0.704059549,0.704059549,0.704059549,0.633813469,0.704059549,0.633813469
1,4,2,17,0.428836292,0.428836292,0.428836292,0.398359924,0.428836292,0.398359924
1,4,2,18,0.111263071,0.111263071,0.111263071,0.133248635,0.111263071,0.133248635
1,4,2,19,0.002021134,0.002021134,0.002021134,0.013497478,0.002021134,0.013497478
1,4,2,20,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,21,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,22,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,23,0.0,0.0,0.0,0.0,0.0,0.0
1,4,2,24,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,3,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,5,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,6,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,7,0.036944632,0.036944632,0.036944632,0.015543222,0.036944632,0.015543222
1,4,3,8,0.103754204,0.103754204,0.103754204,0.137449292,0.103754204,0.137449292
1,4,3,9,0.201707091,0.201707091,0.201707091,0.328619526,0.201707091,0.328619526
1,4,3,10,0.34741985,0.34741985,0.34741985,0.612324458,0.34741985,0.612324458
1,4,3,11,0.490849391,0.490849391,0.490849391,0.573328756,0.490849391,0.573328756
1,4,3,12,0.553134875,0.553134875,0.553134875,0.674063831,0.553134875,0.674063831
1,4,3,13,0.553963471,0.553963471,0.553963471,0.61198271,0.553963471,0.61198271
1,4,3,14,0.486482094,0.486482094,0.486482094,0.587949573,0.486482094,0.587949573
1,4,3,15,0.467451849,0.467451849,0.467451849,0.574974211,0.467451849,0.574974211
1,4,3,16,0.402775568,0.402775568,0.402775568,0.612656714,0.402775568,0.612656714
1,4,3,17,0.265989675,0.265989675,0.265989675,0.490560784,0.265989675,0.490560784
1,4,3,18,0.07459769,0.07459769,0.07459769,0.290005126,0.07459769,0.290005126
1,4,3,19,0.000127036,0.000127036,0.000127036,0.054230402,0.000127036,0.054230402
1,4,3,20,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,21,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,22,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,23,0.0,0.0,0.0,0.0,0.0,0.0
1,4,3,24,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,1,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,3,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,5,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,6,0.001563346,0.001563346,0.001563346,0.0,0.001563346,0.0
1,4,4,7,0.10796242,0.10796242,0.10796242,0.028890394,0.10796242,0.028890394
1,4,4,8,0.428190811,0.428190811,0.428190811,0.126158938,0.428190811,0.126158938
1,4,4,9,0.676623173,0.676623173,0.676623173,0.249360804,0.676623173,0.249360804
1,4,4,10,0.7899131,0.7899131,0.7899131,0.24607464,0.7899131,0.24607464
1,4,4,11,0.854593959,0.854593959,0.854593959,0.399628823,0.854593959,0.399628823
1,4,4,12,0.869470923,0.869470923,0.869470923,0.53094563,0.869470923,0.53094563
1,4,4,13,0.838807142,0.838807142,0.838807142,0.568860712,0.838807142,0.568860712
1,4,4,14,0.761110227,0.761110227,0.761110227,0.646418604,0.761110227,0.646418604
1,4,4,15,0.59245657,0.59245657,0.59245657,0.671662099,0.59245657,0.671662099
1,4,4,16,0.317256202,0.317256202,0.317256202,0.541522426,0.317256202,0.541522426
1,4,4,17,0.197209325,0.197209325,0.197209325,0.458632627,0.197209325,0.458632627
1,4,4,18,0.073794272,0.073794272,0.073794272,0.235119707,0.073794272,0.235119707
1,4,4,19,0.003294929,0.003294929,0.003294929,0.0474429,0.003294929,0.0474429
1,4,4,20,0.001072368,0.001072368,0.001072368,0.0,0.001072368,0.0
1,4,4,21,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,22,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,23,0.0,0.0,0.0,0.0,0.0,0.0
1,4,4,24,0.000280395,0.000280395,0.000280395,0.0,0.000280395,0.0
1,4,5,1,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,2,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,3,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,5,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,6,0.00035593,0.00035593,0.00035593,0.0,0.00035593,0.0
1,4,5,7,0.040284195,0.040284195,0.040284195,0.015489428,0.040284195,0.015489428
1,4,5,8,0.137467998,0.137467998,0.137467998,0.119985317,0.137467998,0.119985317
1,4,5,9,0.226904884,0.226904884,0.226904884,0.240799691,0.226904884,0.240799691
1,4,5,10,0.333490507,0.333490507,0.333490507,0.386757884,0.333490507,0.386757884
1,4,5,11,0.355716112,0.355716112,0.355716112,0.554391783,0.355716112,0.554391783
1,4,5,12,0.397874948,0.397874948,0.397874948,0.519919499,0.397874948,0.519919499
1,4,5,13,0.414567041,0.414567041,0.414567041,0.381335793,0.414567041,0.381335793
1,4,5,14,0.425464683,0.425464683,0.425464683,0.303883907,0.425464683,0.303883907
1,4,5,15,0.346542042,0.346542042,0.346542042,0.185877882,0.346542042,0.185877882
1,4,5,16,0.205436919,0.205436919,0.205436919,0.115284695,0.205436919,0.115284695
1,4,5,17,0.097938009,0.097938009,0.097938009,0.074213188,0.097938009,0.074213188
1,4,5,18,0.020943799,0.020943799,0.020943799,0.053706704,0.020943799,0.053706704
1,4,5,19,0.0,0.0,0.0,0.013662024,0.0,0.013662024
1,4,5,20,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,21,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,22,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,23,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,24,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,1,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,2,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,3,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,5,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,6,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,7,0.016837441,0.016837441,0.016837441,0.010663815,0.016837441,0.010663815
1,4,6,8,0.047541278,0.047541278,0.047541278,0.121425091,0.047541278,0.121425091
1,4,6,9,0.112657036,0.112657036,0.112657036,0.161243521,0.112657036,0.161243521
1,4,6,10,0.187354295,0.187354295,0.187354295,0.260189164,0.187354295,0.260189164
1,4,6,11,0.212691713,0.212691713,0.212691713,0.213576903,0.212691713,0.213576903
1,4,6,12,0.232164868,0.232164868,0.232164868,0.250197771,0.232164868,0.250197771
1,4,6,13,0.227516031,0.227516031,0.227516031,0.245511388,0.227516031,0.245511388
1,4,6,14,0.231273326,0.231273326,0.231273326,0.304274702,0.231273326,0.304274702
1,4,6,15,0.219525343,0.219525343,0.219525343,0.288918177,0.219525343,0.288918177
1,4,6,16,0.144429808,0.144429808,0.144429808,0.281961382,0.144429808,0.281961382
1,4,6,17,0.064930353,0.064930353,0.064930353,0.404630057,0.064930353,0.404630057
1,4,6,18,0.020188448,0.020188448,0.020188448,0.249974685,0.020188448,0.249974685
1,4,6,19,0.000304429,0.000304429,0.000304429,0.084019467,0.000304429,0.084019467
1,4,6,20,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,21,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,22,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,23,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,24,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,1,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,2,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,3,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,5,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,6,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,7,0.00604509,0.00604509,0.00604509,0.019427445,0.00604509,0.019427445
1,4,7,8,0.023576079,0.023576079,0.023576079,0.119689452,0.023576079,0.119689452
1,4,7,9,0.051506866,0.051506866,0.051506866,0.22800786,0.051506866,0.22800786
1,4,7,10,0.083467332,0.083467332,0.083467332,0.197275823,0.083467332,0.197275823
1,4,7,11,0.144693036,0.144693036,0.144693036,0.335220333,0.144693036,0.335220333
1,4,7,12,0.129232393,0.129232393,0.129232393,0.372200353,0.129232393,0.372200353
1,4,7,13,0.134564478,0.134564478,0.134564478,0.307026093,0.134564478,0.307026093
1,4,7,14,0.13992403,0.13992403,0.13992403,0.337243926,0.13992403,0.337243926
1,4,7,15,0.120353595,0.120353595,0.120353595,0.306029327,0.120353595,0.306029327
1,4,7,16,0.080372685,0.080372685,0.080372685,0.30541861,0.080372685,0.30541861
1,4,7,17,0.028132214,0.028132214,0.028132214,0.279445735,0.028132214,0.279445735
1,4,7,18,0.003388775,0.003388775,0.003388775,0.220035314,0.003388775,0.220035314
1,4,7,19,0.0,0.0,0.0,0.01879616,0.0,0.01879616
1,4,7,20,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,21,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,22,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,23,0.0,0.0,0.0,0.0,0.0,0.0
1,4,7,24,0.0,0.0,0.0,0.0,0.0,0.0
1,4,8,1,0.0,0.0,0.0,0.0,0.0,0.0
1,4,8,2,0.0,0.0,0.0,0.0,0.0,0.0
1,4,8,3,0.0,0.0,0.0,0.0,0.0,0.0
1,4,8,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,8,5,0.0,0.0,0.0,0.0,0.0,0.0
1,4,8,6,0.00281654,0.00281654,0.00281654,4.59e-5,0.00281654,4.59e-5
1,4,8,7,0.12525536,0.12525536,0.12525536,0.033393245,0.12525536,0.033393245
1,4,8,8,0.450224144,0.450224144,0.450224144,0.218146205,0.450224144,0.218146205
1,4,8,9,0.684564649,0.684564649,0.684564649,0.368930011,0.684564649,0.368930011
1,4,8,10,0.811678628,0.811678628,0.811678628,0.447375499,0.811678628,0.447375499
1,4,8,11,0.879337398,0.879337398,0.879337398,0.626777566,0.879337398,0.626777566
1,4,8,12,0.929548724,0.929548724,0.929548724,0.567147224,0.929548724,0.567147224
1,4,8,13,0.91929313,0.91929313,0.91929313,0.531663935,0.91929313,0.531663935
1,4,8,14,0.898231451,0.898231451,0.898231451,0.581921512,0.898231451,0.581921512
1,4,8,15,0.670713131,0.670713131,0.670713131,0.522112385,0.670713131,0.522112385
1,4,8,16,0.440135643,0.440135643,0.440135643,0.461963091,0.440135643,0.461963091
1,4,8,17,0.310165067,0.310165067,0.310165067,0.322472803,0.310165067,0.322472803
1,4,8,18,0.105275205,0.105275205,0.105275205,0.221619064,0.105275205,0.221619064
1,4,8,19,0.004575591,0.004575591,0.004575591,0.016835853,0.004575591,0.016835853
1,4,8,20,0.0,0.0,0.0,0.0,0.0,0.0
1,4,8,21,0.0,0.0,0.0,0.0,0.0,0.0
1,4,8,22,0.0,0.0,0.0,0.0,0.0,0.0
1,4,8,23,0.0,0.0,0.0,0.0,0.0,0.0
1,4,8,24,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,1,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,2,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,3,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,5,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,6,0.001731583,0.001731583,0.001731583,0.0,0.001731583,0.0
1,4,9,7,0.041389753,0.041389753,0.041389753,0.020250172,0.041389753,0.020250172
1,4,9,8,0.14825806,0.14825806,0.14825806,0.15489428,0.14825806,0.15489428
1,4,9,9,0.306812915,0.306812915,0.306812915,0.268180696,0.306812915,0.268180696
1,4,9,10,0.491114908,0.491114908,0.491114908,0.393107125,0.491114908,0.393107125
1,4,9,11,0.583957737,0.583957737,0.583957737,0.479740335,0.583957737,0.479740335
1,4,9,12,0.68708935,0.68708935,0.68708935,0.485863326,0.68708935,0.485863326
1,4,9,13,0.695888034,0.695888034,0.695888034,0.508659207,0.695888034,0.508659207
1,4,9,14,0.676277543,0.676277543,0.676277543,0.417380752,0.676277543,0.417380752
1,4,9,15,0.594922903,0.594922903,0.594922903,0.329336249,0.594922903,0.329336249
1,4,9,16,0.434168377,0.434168377,0.434168377,0.227367082,0.434168377,0.227367082
1,4,9,17,0.250485541,0.250485541,0.250485541,0.268142724,0.250485541,0.268142724
1,4,9,18,0.077282617,0.077282617,0.077282617,0.11472619,0.077282617,0.11472619
1,4,9,19,0.004760995,0.004760995,0.004760995,0.020971641,0.004760995,0.020971641
1,4,9,20,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,21,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,22,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,23,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,24,0.0,0.0,0.0,0.0,0.0,0.0
1,4,10,1,0.0,0.0,0.0,0.0,0.0,0.0
1,4,10,2,0.0,0.0,0.0,0.0,0.0,0.0
1,4,10,3,0.0,0.0,0.0,0.0,0.0,0.0
1,4,10,4,0.0,0.0,0.0,0.0,0.0,0.0
1,4,10,5,0.0,0.0,0.0,0.0,0.0,0.0
1,4,10,6,0.002723838,0.002723838,0.002723838,0.0,0.002723838,0.0
1,4,10,7,0.127330284,0.127330284,0.127330284,0.059948358,0.127330284,0.059948358
1,4,10,8,0.44265691,0.44265691,0.44265691,0.359414851,0.44265691,0.359414851
1,4,10,9,0.618092695,0.618092695,0.618092695,0.72402396,0.618092695,0.72402396
1,4,10,10,0.560800534,0.560800534,0.560800534,0.698414984,0.560800534,0.698414984
1,4,10,11,0.478537184,0.478537184,0.478537184,0.774453994,0.478537184,0.774453994
1,4,10,12,0.466715955,0.466715955,0.466715955,0.751355918,0.466715955,0.751355918
