transformer_id,bus0,bus1,voltage_bus0,voltage_bus1,s_nom,geometry
way/82306874-400-225,way/82306874-400,way/82306874-225,400,225,3575,'LINESTRING (2.21384791 45.24642191, 2.2136061 45.24621199)'
way/823662703-400-225,way/823662703-400,way/823662703-225,400,225,14300,'LINESTRING (5.25903609 45.79546262, 5.25878065 45.79525979)'
way/825954426-380-150,virtual_way/16117836:0-380,way/825954426-150,380,150,3397,'LINESTRING (4.26977765 51.35888882, 4.2694977 51.35868388)'
way/82651599-220-132,way/82651599-220,virtual_way/333236204:1-132,220,132,984,'LINESTRING (8.08310966 45.54859334, 8.08284515 45.54839736)'
way/82741269-220-132,virtual_way/149187920:1-220,way/82741269-132,220,132,1967,'LINESTRING (11.71583437 45.70635686, 11.7155564 45.7061702)'
way/82741307-400-225,way/82741307-400,way/82741307-225,400,225,12513,'LINESTRING (2.43268387 49.0342806, 2.43242429 49.03407137)'
way/82762493-150-132,virtual_relation/6266620:0-150,virtual_way/375927664:1-132,150,132,671,'LINESTRING (11.81669426 42.13572753, 11.81669999 42.13591911)'
way/82762493-220-132,virtual_relation/6266714:1-220,virtual_way/375927664:1-132,220,132,2458,'LINESTRING (11.81694989 42.13572291, 11.81669999 42.13591911)'
way/82762493-220-150,virtual_relation/6266714:1-220,virtual_relation/6266620:0-150,220,150,2458,'LINESTRING (11.81694989 42.13572291, 11.81669426 42.13572753)'
way/82762493-380-132,way/82762493-380,virtual_way/375927664:1-132,380,132,10189,'LINESTRING (11.81695562 42.1359145, 11.81669999 42.13591911)'
way/82762493-380-150,way/82762493-380,virtual_relation/6266620:0-150,380,150,10189,'LINESTRING (11.81695562 42.1359145, 11.81669426 42.13572753)'
way/82762493-380-220,way/82762493-380,virtual_relation/6266714:1-220,380,220,10189,'LINESTRING (11.81695562 42.1359145, 11.81694989 42.13572291)'
way/82767145-380-220,way/82767145-380,virtual_relation/6266714:0-220,380,220,10189,'LINESTRING (11.76356802 42.12541776, 11.76330687 42.12523065)'
way/82773910-380-220,way/82773910-380,way/82773910-220,380,220,3397,'LINESTRING (6.77296927 49.29050215, 6.77270611 49.29065994)'
way/82773910-400-220,virtual_relation/6170191:1-400,way/82773910-220,400,220,1788,'LINESTRING (6.77304675 49.29073024, 6.77270611 49.29065994)'
way/82773910-400-380,virtual_relation/6170191:1-400,way/82773910-380,400,380,3397,'LINESTRING (6.77304675 49.29073024, 6.77296927 49.29050215)'
way/82793962-220-132,way/82793962-220,virtual_way/1100914784:0-132,220,132,1475,'LINESTRING (10.62872077 45.92373994, 10.62844545 45.92355046)'
way/82805188-400-225,way/82805188-400,way/82805188-225,400,225,5363,'LINESTRING (4.24053935 49.20163224, 4.24027142 49.2014272)'
way/828193563-220-132,way/828193563-220,virtual_way/1248064448:0-132,220,132,984,'LINESTRING (-7.71281089 42.45136095, -7.71300656 42.45113057)'
way/829116805-380-220,way/829116805-380,virtual_way/178708511:1-220,380,220,6793,'LINESTRING (8.40305934 53.23690736, 8.40274878 53.2367126)'
way/82949228-400-225,way/82949228-400,way/82949228-225,400,225,10725,'LINESTRING (4.6260502 49.90575327, 4.62577692 49.90554916)'
way/82967739-400-225,way/82967739-400,way/82967739-225,400,225,10725,'LINESTRING (3.29039246 50.29641033, 3.29012274 50.29620309)'
way/82976238-225-150,way/82976238-225,virtual_way/200444860:0-150,225,150,4022,'LINESTRING (3.33887202 50.31725187, 3.33860199 50.31704475)'
way/83058212-380-150,way/83058212-380,way/83058212-150,380,150,5095,'LINESTRING (14.71667553 41.11468788, 14.71640993 41.11450841)'
way/830770515-300-132,way/830770515-300,way/830770515-132,300,132,4022,'LINESTRING (5.76308428 58.7899972, 5.76274795 58.79015226)'
way/830770515-420-132,way/830770515-420,way/830770515-132,420,132,1877,'LINESTRING (5.76317319 58.79022604, 5.76274795 58.79015226)'
way/830770515-420-300,way/830770515-420,way/830770515-300,420,300,4022,'LINESTRING (5.76317319 58.79022604, 5.76308428 58.7899972)'
way/83194280-220-132,virtual_way/96153247:1-220,way/83194280-132,220,132,738,'LINESTRING (-6.60537327 42.560817, -6.60557334 42.56058867)'
way/83293593-400-225,way/83293593-400,way/83293593-225,400,225,14300,'LINESTRING (5.80390322 46.05630932, 5.80364459 46.05610781)'
way/83726363-400-225,way/83726363-400,way/83726363-225,400,225,7150,'LINESTRING (2.6892903 44.77950523, 2.68904861 44.77929634)'
way/83805453-380-132,way/83805453-380,way/83805453-132,380,132,3397,'LINESTRING (11.12384046 43.2901718, 11.12357614 43.28998323)'
way/83872215-380-150,way/83872215-380,way/83872215-150,380,150,8491,'LINESTRING (13.83362662 41.2494678, 13.83336303 41.24928598)'
way/84153220-400-225,way/84153220-400,virtual_way/132920954:1-225,400,225,8938,'LINESTRING (5.46662618 45.75625855, 5.46637015 45.75605621)'
way/84277460-220-150,way/84277460-220,virtual_way/130660943:0-150,220,150,1006,'LINESTRING (13.84702214 42.14845092, 13.84675451 42.14826932)'
way/84301904-380-132,way/84301904-380,virtual_way/84301925:1-132,380,132,5095,'LINESTRING (12.19431893 45.54741772, 12.19404015 45.5472323)'
way/84452130-400-225,way/84452130-400,way/84452130-225,400,225,7150,'LINESTRING (4.68991013 45.81893751, 4.68965669 45.81873333)'
way/84476231-400-225,way/84476231-400,way/84476231-225,400,225,5363,'LINESTRING (4.71938121 45.54297247, 4.71912888 45.54276834)'
way/84603564-400-225,way/84603564-400,way/84603564-225,400,225,3575,'LINESTRING (4.92746052 45.01944528, 4.9272097 45.01924159)'
way/84696559-220-150,way/84696559-220,virtual_way/1378429972:0-150,220,150,1967,'LINESTRING (14.3826152 41.00713799, 14.38240965 41.00731343)'
way/84696559-380-150,way/84696559-380,virtual_way/1378429972:0-150,380,150,8491,'LINESTRING (14.38271053 41.00736101, 14.38240965 41.00731343)'
way/84696559-380-220,way/84696559-380,way/84696559-220,380,220,8491,'LINESTRING (14.38271053 41.00736101, 14.3826152 41.00713799)'
way/84963374-220-150,way/84963374-220,virtual_way/404866993:1-150,220,150,1475,'LINESTRING (12.45468574 42.00915957, 12.45442297 42.00897425)'
way/85047359-400-225,way/85047359-400,way/85047359-225,400,225,21450,'LINESTRING (2.25919428 49.2179663, 2.25893453 49.21775669)'
way/85196861-220-150,virtual_relation/6274465:b:1-220,virtual_way/147707829:1-150,220,150,1475,'LINESTRING (14.98324799 40.64461462, 14.98304521 40.64479133)'
way/85196861-380-150,way/85196861-380,virtual_way/147707829:1-150,380,150,5095,'LINESTRING (14.98334483 40.64483712, 14.98304521 40.64479133)'
way/85196861-380-220,way/85196861-380,virtual_relation/6274465:b:1-220,380,220,5095,'LINESTRING (14.98334483 40.64483712, 14.98324799 40.64461462)'
way/85198005-400-225,way/85198005-400,way/85198005-225,400,225,3575,'LINESTRING (1.91386235 50.92122471, 1.91359532 50.92101432)'
way/85203486-400-225,way/85203486-400,way/85203486-225,400,225,16088,'LINESTRING (2.16057593 50.94922313, 2.16030765 50.9490133)'
way/85273680-400-225,way/85273680-400,virtual_relation/6291066:1-225,400,225,7150,'LINESTRING (2.93808676 49.65775748, 2.93782192 49.65754942)'
way/85523877-380-220,way/85523877-380,way/85523877-220,380,220,5095,'LINESTRING (10.08222937 48.26629819, 10.08194345 48.26610755)'
way/85605950-400-225,way/85605950-400,way/85605950-225,400,225,12513,'LINESTRING (3.08233894 50.52501648, 3.08206889 50.52480877)'
way/85605959-400-225,way/85605959-400,way/85605959-225,400,225,3575,'LINESTRING (2.89511005 50.64450046, 2.89484018 50.64429231)'
way/85817084-400-220,way/85817084-400,virtual_way/85816981:a:0-220,400,220,12513,'LINESTRING (-4.55584288 42.07191077, -4.55604911 42.07168631)'
way/85821243-400-225,way/85821243-400,virtual_relation/10397083:0-225,400,225,7150,'LINESTRING (1.93032973 49.28821642, 1.93007102 49.28800606)'
way/85827397-400-225,way/85827397-400,way/85827397-225,400,225,14300,'LINESTRING (0.73552782 49.34355816, 0.73527394 49.34334514)'
way/85827398-400-225,way/85827398-400,way/85827398-225,400,225,3575,'LINESTRING (1.00984144 49.48358686, 1.00958571 49.48337445)'
way/85877326-400-225,way/85877326-400,way/85877326-225,400,225,7150,'LINESTRING (-1.26006232 48.56378536, -1.26030413 48.56356802)'
way/85995894-400-225,way/85995894-400,way/85995894-225,400,225,12513,'LINESTRING (-1.55612039 48.09296875, -1.55635895 48.09275078)'
way/86023818-400-225,way/86023818-400,way/86023818-225,400,225,2011,'LINESTRING (-2.87759488 48.43040548, -2.8778292 48.43018477)'
way/86071326-275-132,way/86071326-275,way/86071326-132,275,132,3687,'LINESTRING (-4.37684386 55.92986161, -4.3771924 55.92999004)'
way/86071326-400-132,way/86071326-400,way/86071326-132,400,132,3575,'LINESTRING (-4.37682032 55.93009392, -4.3771924 55.92999004)'
way/86071326-400-275,way/86071326-400,way/86071326-275,400,275,3687,'LINESTRING (-4.37682032 55.93009392, -4.37684386 55.92986161)'
way/86131984-400-225,way/86131984-400,way/86131984-225,400,225,7150,'LINESTRING (0.24061141 47.88617624, 0.24036625 47.8859621)'
way/86260748-400-225,way/86260748-400,way/86260748-225,400,225,8938,'LINESTRING (1.85557737 48.106728, 1.8553246 48.10651744)'
way/86342772-400-225,way/86342772-400,way/86342772-225,400,225,16088,'LINESTRING (2.53510227 47.74722232, 2.53484842 47.74701329)'
way/86512030-400-220,way/86512030-400,way/86512030-220,400,220,5363,'LINESTRING (-2.26367701 42.34774744, -2.26389226 42.34752761)'
way/87204522-275-132,way/87204522-275,way/87204522-132,275,132,922,'LINESTRING (-1.65204007 52.77331195, -1.65235306 52.7734482)'
way/87204522-400-132,way/87204522-400,way/87204522-132,400,132,8938,'LINESTRING (-1.65200136 52.77354376, -1.65235306 52.7734482)'
way/87204522-400-275,way/87204522-400,way/87204522-275,400,275,8938,'LINESTRING (-1.65200136 52.77354376, -1.65204007 52.77331195)'
way/87207123-400-132,way/87207123-400,way/87207123-132,400,132,5363,'LINESTRING (-2.08188374 53.0399893, -2.08214333 53.03977012)'
way/87308370-220-150,way/87308370-220,way/87308370-150,220,150,1475,'LINESTRING (5.61228272 50.64866004, 5.61200107 50.64845831)'
way/87342758-380-220,way/87342758-380,way/87342758-220,380,220,10189,'LINESTRING (6.95056535 53.12410495, 6.95026217 53.12390651)'
way/87354306-380-220,way/87354306-380,way/87354306-220,380,220,10189,'LINESTRING (6.18947315 52.53045595, 6.18917739 52.53025564)'
way/87529551-380-150,way/87529551-380,way/87529551-150,380,150,3397,'LINESTRING (3.46934202 50.78244609, 3.46905935 50.78259576)'
way/87529551-400-150,virtual_way/160991582:1-400,way/87529551-150,400,150,1788,'LINESTRING (3.46940554 50.78267604, 3.46905935 50.78259576)'
way/87529551-400-380,virtual_way/160991582:1-400,way/87529551-380,400,380,3397,'LINESTRING (3.46940554 50.78267604, 3.46934202 50.78244609)'
way/87722999-380-220,way/87722999-380,way/87722999-220,380,220,1699,'LINESTRING (9.34410767 53.85185502, 9.34378835 53.85166268)'
way/87761208-380-150,way/87761208-380,way/87761208-150,380,150,1699,'LINESTRING (4.33223322 50.48264193, 4.331958 50.48243714)'
way/87763325-380-150,way/87763325-380,way/87763325-150,380,150,3397,'LINESTRING (3.7755482 51.13124556, 3.77527175 51.13103945)'
way/87772591-380-150,way/87772591-380,way/87772591-150,380,150,15283,'LINESTRING (5.2867026 50.51233707, 5.28642313 50.51213456)'
way/87779917-380-150,way/87779917-380,way/87779917-150,380,150,3397,'LINESTRING (3.53752333 51.20676102, 3.5372475 51.20655436)'
way/87792499-380-150,way/87792499-380,way/87792499-150,380,150,5095,'LINESTRING (5.66414417 51.9269458, 5.66385461 51.9267442)'
way/87794279-380-150,way/87794279-380,way/87794279-150,380,150,6793,'LINESTRING (5.53893016 52.57664433, 5.53863704 52.57644242)'
way/87807194-380-150,way/87807194-380,way/87807194-150,380,150,6793,'LINESTRING (5.06285227 51.10746251, 5.06257032 51.10725946)'
way/87953830-400-132,way/87953830-400,way/87953830-132,400,132,8938,'LINESTRING (1.09641521 51.29385167, 1.09614987 51.29363943)'
way/88110567-220-132,virtual_way/63146819:0-220,way/88110567-132,220,132,1475,'LINESTRING (-5.72764924 43.55561669, -5.72793761 43.55551028)'
way/88144450-400-220,way/88144450-400,way/88144450-220,400,220,1967,'LINESTRING (-6.68796383 53.15454636, -6.68820058 53.15431804)'
way/88287125-400-132,way/88287125-400,way/88287125-132,400,132,3575,'LINESTRING (-0.7275134 52.24325298, -0.72777531 52.24303672)'
way/883151328-420-132,way/883151328-420,way/883151328-132,420,132,1877,'LINESTRING (23.21599373 69.90518727, 23.21534112 69.90503584)'
way/88361192-220-132,way/88361192-220,way/88361192-132,220,132,2950,'LINESTRING (7.61562898 45.01226511, 7.61536862 45.01206791)'
way/88373135-400-380,virtual_relation/6663379:1-400,way/88373135-380,400,380,1788,'LINESTRING (5.05578266 50.26058982, 5.0555056 50.26038674)'
way/88389243-400-132,way/88389243-400,way/88389243-132,400,132,5363,'LINESTRING (-0.88182847 51.25108476, -0.8820845 51.2508682)'
way/884174267-275-132,virtual_way/42793981:1-275,way/884174267-132,275,132,2766,'LINESTRING (-2.90852639 51.56471499, -2.90883444 51.56484803)'
way/884174267-400-132,way/884174267-400,way/884174267-132,400,132,3575,'LINESTRING (-2.90849437 51.56494712, -2.90883444 51.56484803)'
way/884174267-400-275,way/884174267-400,virtual_way/42793981:1-275,400,275,3575,'LINESTRING (-2.90849437 51.56494712, -2.90852639 51.56471499)'
way/88760627-220-132,way/88760627-220,virtual_way/86512037:0-132,220,132,1475,'LINESTRING (-2.25253247 42.41759814, -2.25278644 42.41773468)'
way/88760627-400-132,way/88760627-400,virtual_way/86512037:0-132,400,132,1788,'LINESTRING (-2.25249783 42.41783126, -2.25278644 42.41773468)'
way/88760627-400-220,way/88760627-400,way/88760627-220,400,220,1788,'LINESTRING (-2.25249783 42.41783126, -2.25253247 42.41759814)'
way/88799384-380-220,way/88799384-380,way/88799384-220,380,220,5095,'LINESTRING (5.8435021 50.37569185, 5.84322105 50.37549068)'
way/88916034-380-220,way/88916034-380,way/88916034-220,380,220,15283,'LINESTRING (7.95902075 47.59650783, 7.9587465 47.59631172)'
way/89022080-400-225,way/89022080-400,way/89022080-225,400,225,7150,'LINESTRING (1.7631864 48.97141987, 1.76292994 48.97120913)'
way/89034196-400-225,way/89034196-400,way/89034196-225,400,225,14300,'LINESTRING (1.74108201 48.93310824, 1.74082583 48.93289744)'
way/89038614-400-132,way/89038614-400,way/89038614-132,400,132,3575,'LINESTRING (-0.30100209 52.21472097, -0.30126588 52.21450563)'
way/891280888-380-150,way/891280888-380,way/891280888-150,380,150,3397,'LINESTRING (14.78482873 41.17769646, 14.78456266 41.17751719)'
way/89405664-220-132,way/89405664-220,way/89405664-132,220,132,984,'LINESTRING (8.10589158 47.40645491, 8.10561776 47.40625916)'
way/895564309-400-220,way/895564309-400,way/895564309-220,400,220,3575,'LINESTRING (-0.22655387 52.94470235, -0.22682206 52.94448714)'
way/89573357-275-132,way/89573357-275,way/89573357-132,275,132,922,'LINESTRING (-3.94724859 52.92700896, -3.94757005 52.92713898)'
way/89573357-400-132,way/89573357-400,way/89573357-132,400,132,3575,'LINESTRING (-3.94722207 52.92724121, -3.94757005 52.92713898)'
way/89573357-400-275,way/89573357-400,way/89573357-275,400,275,3575,'LINESTRING (-3.94722207 52.92724121, -3.94724859 52.92700896)'
way/89573358-400-132,way/89573358-400,way/89573358-132,400,132,3575,'LINESTRING (-4.09001163 52.92816524, -4.09026058 52.92794196)'
way/89699558-275-132,way/89699558-275,way/89699558-132,275,132,922,'LINESTRING (-3.29276526 56.10606372, -3.29303615 56.10584176)'
way/90099036-400-132,way/90099036-400,way/90099036-132,400,132,3575,'LINESTRING (-1.89510686 50.84687789, -1.89535622 50.8466592)'
way/90125443-400-132,way/90125443-400,way/90125443-132,400,132,3575,'LINESTRING (-1.02294355 53.95693614, -1.0232136 53.95671914)'
way/90273427-300-132,way/90273427-300,way/90273427-132,300,132,3017,'LINESTRING (5.73442097 58.81654865, 5.73407813 58.81634683)'
way/90534270-400-132,way/90534270-400,way/90534270-132,400,132,3575,'LINESTRING (-1.21662338 52.59766933, -1.21688483 52.59745201)'
way/90539508-400-132,way/90539508-400,way/90539508-132,400,132,5363,'LINESTRING (-1.60175987 53.48781658, -1.60202432 53.48759838)'
way/90547674-400-275,way/90547674-400,way/90547674-275,400,275,4609,'LINESTRING (-1.26666555 53.75629429, -1.26693321 53.75607679)'
way/90842395-400-225,way/90842395-400,way/90842395-225,400,225,3575,'LINESTRING (7.19168672 43.80328051, 7.19143317 43.80308212)'
way/91003266-400-132,way/91003266-400,way/91003266-132,400,132,7150,'LINESTRING (-0.86769501 53.07758843, -0.86796081 53.07737183)'
way/91010022-400-132,way/91010022-400,way/91010022-132,400,132,8938,'LINESTRING (0.74171685 51.36845024, 0.74145273 51.36823722)'
way/91056548-400-132,way/91056548-400,way/91056548-132,400,132,3575,'LINESTRING (-4.70841169 55.91593652, -4.70867349 55.91571173)'
way/91082448-150-132,way/91082448-150,way/91082448-132,150,132,885,'LINESTRING (-0.23533718 50.9751839, -0.23563291 50.97532412)'
way/91082448-400-132,way/91082448-400,way/91082448-132,400,132,3575,'LINESTRING (-0.23529184 50.97541538, -0.23563291 50.97532412)'
way/91082448-400-150,way/91082448-400,way/91082448-150,400,150,3575,'LINESTRING (-0.23529184 50.97541538, -0.23533718 50.9751839)'
way/91441017-220-132,way/91441017-220,way/91441017-132,220,132,4425,'LINESTRING (-5.66548209 39.82137679, -5.66567864 39.82114988)'
way/91752661-220-150,way/91752661-220,way/91752661-150,220,150,1967,'LINESTRING (5.6602243 50.61404589, 5.65994266 50.61384428)'
way/91790241-150-132,way/91790241-150,virtual_way/1202968420:0-132,150,132,168,'LINESTRING (8.55407241 47.28788067, 8.55379754 47.28768604)'
way/91854336-380-220,virtual_way/24479976:1-380,way/91854336-220,380,220,5095,'LINESTRING (6.72385335 51.35566115, 6.7235627 51.35546216)'
way/91955171-275-132,way/91955171-275,way/91955171-132,275,132,1844,'LINESTRING (-1.74271296 54.97773005, -1.74304395 54.97786581)'
way/91955171-400-132,way/91955171-400,way/91955171-132,400,132,3575,'LINESTRING (-1.74267415 54.97796189, -1.74304395 54.97786581)'
way/91955171-400-275,way/91955171-400,way/91955171-275,400,275,3575,'LINESTRING (-1.74267415 54.97796189, -1.74271296 54.97773005)'
way/920899730-380-150,virtual_way/146809665:1-380,way/920899730-150,380,150,1699,'LINESTRING (4.1142923 51.94276299, 4.11400959 51.94255768)'
way/921541546-400-132,way/921541546-400,virtual_way/1236304435:0-132,400,132,5363,'LINESTRING (-0.93161207 39.2438744, -0.93182279 39.2436569)'
way/92221420-275-132,way/92221420-275,way/92221420-132,275,132,1844,'LINESTRING (-2.11605301 52.63705598, -2.11631029 52.63683676)'
