bus_id,voltage,dc,symbol,under_construction,tags,x,y,country,geometry
virtual_way/29112285:1-132,132,f,Substation,f,way/240535875;way/29112285,0.61652596,51.70161703,GB,POINT (0.61652596 51.70161703)
virtual_way/291520006:1-132,132,f,Substation,f,way/291520006;way/675384923;way/853719035,0.4574795,51.1699516,GB,POINT (0.4574795 51.1699516)
virtual_way/291954080:1-400,400,f,Substation,f,way/291954080;way/543076234;way/809641621,-8.6311233,38.5594502,PT,POINT (-8.6311233 38.5594502)
virtual_way/292009073:0-420,420,f,Substation,f,way/1046899504;way/1046899505;way/292009073;way/292009075,8.60309571,62.84244149,NO,POINT (8.60309571 62.84244149)
virtual_way/292009074:0-420,420,f,Substation,f,way/1046899506;way/292009074;way/292009078;way/633896065,8.63889936,62.84886464,NO,POINT (8.63889936 62.84886464)
virtual_way/292009075:1-420,420,f,Substation,f,way/292009075;way/549041497;way/549041499;way/549041501,8.49988619,62.74863402,NO,POINT (8.49988619 62.74863402)
virtual_way/292009076:0-300,300,f,Substation,f,way/292009076;way/292009077;way/292009079;way/292009081,8.6026902,62.84224652,NO,POINT (8.6026902 62.84224652)
virtual_way/292009081:0-300,300,f,Substation,f,way/292009081;way/292009084;way/505858186;way/549041639,8.49948259,62.74843879,NO,POINT (8.49948259 62.74843879)
virtual_way/292480867:0-132,132,f,Substation,f,way/1342548160;way/1342548161;way/292480867,-3.7977327,51.6293962,GB,POINT (-3.7977327 51.6293962)
virtual_way/29252733:0-220,220,f,Substation,f,way/232071584;way/29252733,10.1846439,52.3052655,DE,POINT (10.1846439 52.3052655)
virtual_way/292593505:1-400,400,f,Substation,f,way/292593505,17.46423415,68.08164857,NO,POINT (17.46423415 68.08164857)
virtual_way/29287463:0-220,220,f,Substation,f,way/159712911;way/29287463;way/33641367,7.9695049,50.9541103,DE,POINT (7.9695049 50.9541103)
virtual_way/293585866:a:0-275,275,f,Substation,f,way/293585866,-2.12102794,53.26853049,GB,POINT (-2.12102794 53.26853049)
virtual_way/29472850:0-380,380,f,Substation,f,way/29472850;way/42861982;way/42861983,7.4842531,51.95592941,DE,POINT (7.4842531 51.95592941)
virtual_way/29472851:0-220,220,f,Substation,f,way/29472851;way/38139845;way/741770436,7.3719734,52.1976958,DE,POINT (7.3719734 52.1976958)
virtual_way/294858921:0-150,150,f,Substation,f,way/294858921,12.5485996,41.9341226,IT,POINT (12.5485996 41.9341226)
virtual_way/295416675:0-132,132,f,Substation,f,way/295416675;way/306046713;way/630023806,-4.790922,57.1783822,GB,POINT (-4.790922 57.1783822)
virtual_way/295672719:1-132,132,f,Substation,f,way/295672719;way/295672721;way/295672724,-4.2629287,52.1563193,GB,POINT (-4.2629287 52.1563193)
virtual_way/296234857:1-420,420,f,Substation,f,way/296234857;way/296234868;way/296241581,10.1857853,60.175008,NO,POINT (10.1857853 60.175008)
virtual_way/296234861:0-132,132,f,Substation,f,way/296234861;way/550378130;way/550378138,9.9242753,60.210372,NO,POINT (9.9242753 60.210372)
virtual_way/296234871:1-132,132,f,Substation,f,way/296234871;way/550388265;way/550454493,10.0781321,60.1098441,NO,POINT (10.0781321 60.1098441)
virtual_way/297179614:1-132,132,f,Substation,f,way/297179614;way/307012248;way/307014235,12.9512444,45.7467221,IT,POINT (12.9512444 45.7467221)
virtual_way/297285201:0-220,220,f,Substation,f,way/297285201,13.57322718,45.81568888,IT,POINT (13.57322718 45.81568888)
virtual_way/297374432:1-132,132,f,Substation,f,way/297374432,12.4567534,43.952649,IT,POINT (12.4567534 43.952649)
virtual_way/297395809:0-420,420,f,Substation,f,way/297395809;way/547182342;way/547670350;way/840836839,6.6134584,61.219487,NO,POINT (6.6134584 61.219487)
virtual_way/297395812:0-420,420,f,Substation,f,way/297395812;way/547743452;way/547743454;way/547743455,6.5424129,61.22153094,NO,POINT (6.5424129 61.22153094)
virtual_way/297548819:1-132,132,f,Substation,f,way/297548819;way/600777268;way/600777269,11.9524793,45.1948433,IT,POINT (11.9524793 45.1948433)
virtual_way/299283832:0-220,220,f,Substation,f,way/299283832,12.27900909,45.62470896,IT,POINT (12.27900909 45.62470896)
virtual_way/29995046:0-132,132,f,Substation,f,way/236978946;way/29995046;way/35126470,-2.4236582,51.7893224,GB,POINT (-2.4236582 51.7893224)
virtual_way/30018713:0-220,220,f,Substation,f,way/155647668;way/231006629;way/30018713,10.35713549,52.17604952,DE,POINT (10.35713549 52.17604952)
virtual_way/300645112:0-132,132,f,Substation,f,way/300645112;way/300645114;way/305517301,12.3570495,46.5824155,IT,POINT (12.3570495 46.5824155)
virtual_way/30073263:0-275,275,f,Substation,f,way/193460866;way/30073263;way/313890844,-2.0685211,53.6559798,GB,POINT (-2.0685211 53.6559798)
virtual_way/301036407:1-132,132,f,Substation,f,way/1457163568;way/301036407;way/399250465,-2.471876,41.2504374,ES,POINT (-2.471876 41.2504374)
virtual_way/302515447:1-132,132,f,Substation,f,way/1099759142;way/1351628353;way/302515447,-0.48097894,38.6591321,ES,POINT (-0.48097894 38.6591321)
virtual_way/303440264:1-132,132,f,Substation,f,way/303440264;way/303455781,12.4426837,45.9528752,IT,POINT (12.4426837 45.9528752)
virtual_way/303746839:1-132,132,f,Substation,f,way/303746839,13.4359526,59.3301138,SE,POINT (13.4359526 59.3301138)
virtual_way/304143872:1-132,132,f,Substation,f,way/304143872,12.2433415,58.3398417,SE,POINT (12.2433415 58.3398417)
virtual_way/30419117:1-380,380,f,Substation,f,way/30419117;way/30419119;way/41036073,12.01210116,53.06979259,DE,POINT (12.01210116 53.06979259)
virtual_way/30419417:1-380,380,f,Substation,f,way/259468200;way/30419417,11.88140417,53.08345411,DE,POINT (11.88140417 53.08345411)
virtual_way/304273772:1-132,132,f,Substation,f,way/304273772,11.16624163,43.84864292,IT,POINT (11.16624163 43.84864292)
virtual_way/304988139:1-132,132,f,Substation,f,way/304988139;way/304988140;way/304988141,8.35519209,44.53274779,IT,POINT (8.35519209 44.53274779)
virtual_way/305111530:1-132,132,f,Substation,f,way/305111530,-2.9003762,43.233268,ES,POINT (-2.9003762 43.233268)
virtual_way/305546246:0-132,132,f,Substation,f,way/305546246,8.9277706,44.6583381,IT,POINT (8.9277706 44.6583381)
virtual_way/30628884:0-132,132,f,Substation,f,way/30628884,13.52399944,60.04395735,SE,POINT (13.52399944 60.04395735)
virtual_way/306379716:0-132,132,f,Substation,f,way/306379716,10.83597536,44.66731077,IT,POINT (10.83597536 44.66731077)
virtual_way/306452372:1-132,132,f,Substation,f,way/1408778631;way/306452372,-2.1635564,57.2052955,GB,POINT (-2.1635564 57.2052955)
virtual_way/306595707:1-132,132,f,Substation,f,way/306595707;way/632680582;way/632680584,-3.0238264,56.4699091,GB,POINT (-3.0238264 56.4699091)
virtual_way/30709854:1-132,132,f,Substation,f,way/104372212;way/104372215;way/30709854,0.72806558,52.6825096,GB,POINT (0.72806558 52.6825096)
virtual_way/307309043:1-132,132,f,Substation,f,way/307309043;way/307309047;way/751226153,11.3326473,58.8872936,SE,POINT (11.3326473 58.8872936)
virtual_way/307345340:1-132,132,f,Substation,f,way/1152538067;way/1152538068;way/307345340,17.11459771,60.62670155,SE,POINT (17.11459771 60.62670155)
virtual_way/307767547:1-132,132,f,Substation,f,way/1116236349;way/307767547;way/307767559,-4.8808135,56.2836274,GB,POINT (-4.8808135 56.2836274)
virtual_way/307767556:1-132,132,f,Substation,f,way/1307454522;way/307767556;way/307767575,-4.8165662,56.08982315,GB,POINT (-4.8165662 56.08982315)
virtual_way/307802725:1-132,132,f,Substation,f,way/307802725,13.4799376,58.5403225,SE,POINT (13.4799376 58.5403225)
virtual_way/307802726:1-132,132,f,Substation,f,way/307802726,13.433912,58.6333237,SE,POINT (13.433912 58.6333237)
virtual_way/308049141:1-132,132,f,Substation,f,way/308049141,7.6903639,44.984668,IT,POINT (7.6903639 44.984668)
virtual_way/308226195:1-132,132,f,Substation,f,way/308226195,8.6199836,45.4761351,IT,POINT (8.6199836 45.4761351)
virtual_way/30859575:1-220,220,f,Substation,f,way/30859575;way/41642831,11.3045349,47.6546273,DE,POINT (11.3045349 47.6546273)
virtual_way/308793170:1-132,132,f,Substation,f,way/1298127279;way/1298127281;way/308793170,-4.5042445,55.3933275,GB,POINT (-4.5042445 55.3933275)
virtual_way/309145397:0-132,132,f,Substation,f,way/309145397;way/309145398;way/620895354;way/620895357,16.45546782,62.41917644,SE,POINT (16.45546782 62.41917644)
virtual_way/30967896:1-132,132,f,Substation,f,way/30967896;way/367006634;way/367006643,-2.67940853,53.51335242,GB,POINT (-2.67940853 53.51335242)
virtual_way/309923839:1-132,132,f,Substation,f,way/309923839;way/399104965;way/399104983,-2.38965,39.41106445,ES,POINT (-2.38965 39.41106445)
virtual_way/310436912:1-132,132,f,Substation,f,way/310436912,-3.5474141,54.6621298,GB,POINT (-3.5474141 54.6621298)
virtual_way/310972079:1-132,132,f,Substation,f,way/310972079;way/345406254,-4.5250347,40.4265744,ES,POINT (-4.5250347 40.4265744)
virtual_way/31193726:1-132,132,f,Substation,f,way/211691709;way/212490233;way/31193726,9.44420884,45.63708477,IT,POINT (9.44420884 45.63708477)
virtual_way/312025417:1-220,220,f,Substation,f,way/312025417;way/317656130;way/375221659,19.2515289,50.7606599,PL,POINT (19.2515289 50.7606599)
virtual_way/31283052:0-225,225,f,Substation,f,way/1078061770;way/1078061771;way/119854574;way/119854593;way/31283052,2.3553847,48.9772151,FR,POINT (2.3553847 48.9772151)
virtual_way/313758170:1-132,132,f,Substation,f,way/313758170,-2.3095284,53.5891831,GB,POINT (-2.3095284 53.5891831)
virtual_way/314200814:0-132,132,f,Substation,f,way/1248793614;way/314200814;way/511478064,-8.0178797,41.9642439,ES,POINT (-8.0178797 41.9642439)
virtual_way/31430898:1-132,132,f,Substation,f,way/31430898,-2.6856809,53.389329,GB,POINT (-2.6856809 53.389329)
virtual_way/316455327:1-145,145,f,Substation,f,way/316455327;way/357553542;way/357553545,15.36045159,60.50722638,SE,POINT (15.36045159 60.50722638)
virtual_way/316945283:1-132,132,f,Substation,f,way/316945283,12.2147644,45.536911,IT,POINT (12.2147644 45.536911)
virtual_way/316945287:1-132,132,f,Substation,f,way/316945287,12.29862461,45.47946542,IT,POINT (12.29862461 45.47946542)
virtual_way/316945318:0-132,132,f,Substation,f,way/316945318;way/316945319;way/593665628,12.2699314,45.5249457,IT,POINT (12.2699314 45.5249457)
virtual_way/317608645:0-132,132,f,Substation,f,way/317608645,-3.6888645,42.9489314,ES,POINT (-3.6888645 42.9489314)
virtual_way/31780700:1-132,132,f,Substation,f,way/31780700;way/576061599;way/674095938,-2.9820684,53.5531161,GB,POINT (-2.9820684 53.5531161)
virtual_way/317833627:1-220,220,f,Substation,f,way/317833627;way/375221658;way/375533487,19.2554296,50.7930173,PL,POINT (19.2554296 50.7930173)
virtual_way/317946269:1-132,132,f,Substation,f,way/317946269;way/318370285;way/318370288,12.0147147,46.0757305,IT,POINT (12.0147147 46.0757305)
virtual_way/318302077:0-380,380,f,Substation,f,way/1185493736;way/1186167311;way/318302077,9.52427847,53.54646034,DE,POINT (9.52427847 53.54646034)
virtual_way/318337118:b:1-220,220,f,Substation,f,way/1257563096;way/1257563098;way/318337118,-0.22607187,39.00367604,ES,POINT (-0.22607187 39.00367604)
virtual_way/318491797:0-132,132,f,Substation,f,way/318491797,11.79672051,46.01110146,IT,POINT (11.79672051 46.01110146)
virtual_way/318693015:0-132,132,f,Substation,f,way/318693015,11.74140061,45.72889703,IT,POINT (11.74140061 45.72889703)
virtual_way/318706726:1-132,132,f,Substation,f,way/318706726,11.6903315,45.6058141,IT,POINT (11.6903315 45.6058141)
virtual_way/320962770:1-132,132,f,Substation,f,way/320962770;way/320962771;way/320962772,11.6550408,45.8626686,IT,POINT (11.6550408 45.8626686)
virtual_way/321784749:0-132,132,f,Substation,f,way/321784749,12.28396449,46.21252484,IT,POINT (12.28396449 46.21252484)
virtual_way/32196252:1-275,275,f,Substation,f,way/32196252;way/901903235,-3.1786274,55.9031338,GB,POINT (-3.1786274 55.9031338)
virtual_way/32267173:1-380,380,f,Substation,f,way/186397898;way/32267173;way/33270701,9.3557308,53.8783433,DE,POINT (9.3557308 53.8783433)
virtual_way/323919317:1-132,132,f,Substation,f,way/323919317,-2.1504119,53.5003585,GB,POINT (-2.1504119 53.5003585)
virtual_way/32398460:1-380,380,f,Substation,f,way/203675974;way/32398460;way/98382716,9.0957174,51.1638967,DE,POINT (9.0957174 51.1638967)
virtual_way/32672606:0-220,220,f,Substation,f,way/113563131;way/32672606;way/82131058,7.1890594,51.3762059,DE,POINT (7.1890594 51.3762059)
virtual_way/32672606:1-220,220,f,Substation,f,way/32672606;way/849285218,7.42741938,51.42871308,DE,POINT (7.42741938 51.42871308)
virtual_way/327085277:0-132,132,f,Substation,f,way/327085277,20.7008493,67.1950216,SE,POINT (20.7008493 67.1950216)
virtual_way/32751375:1-132,132,f,Substation,f,way/32751375,0.0565075,50.7972944,GB,POINT (0.0565075 50.7972944)
virtual_way/328017422:1-400,400,f,Substation,f,way/1192637832;way/1347109951;way/328017422,2.26609233,49.1458759,FR,POINT (2.26609233 49.1458759)
virtual_way/32842009:1-220,220,f,Substation,f,way/211506973;way/211506987;way/32842009;way/32842010,8.68379446,44.42645286,IT,POINT (8.68379446 44.42645286)
virtual_way/328682542:1-132,132,f,Substation,f,way/1242286068;way/1242298753;way/328682542,-5.7125106,43.3223553,ES,POINT (-5.7125106 43.3223553)
virtual_way/329277805:0-132,132,f,Substation,f,way/1275202280;way/329277805,-3.2909337,40.5597241,ES,POINT (-3.2909337 40.5597241)
virtual_way/32950166:0-220,220,f,Substation,f,way/32950166;way/51370887,13.47625688,52.62953996,DE,POINT (13.47625688 52.62953996)
virtual_way/32950166:0-380,380,f,Substation,f,way/32950166;way/617568394,13.47658492,52.62972124,DE,POINT (13.47658492 52.62972124)
virtual_way/330938629:0-132,132,f,Substation,f,way/330938629,-5.2038634,42.4719016,ES,POINT (-5.2038634 42.4719016)
virtual_way/330938629:1-132,132,f,Substation,f,way/330938629,-5.20216865,42.63315085,ES,POINT (-5.20216865 42.63315085)
virtual_way/330940740:1-132,132,f,Substation,f,way/330940740;way/543127774;way/546625834,-5.221435,42.6863122,ES,POINT (-5.221435 42.6863122)
virtual_way/331069017:1-132,132,f,Substation,f,way/331069017,7.7593962,45.6000276,IT,POINT (7.7593962 45.6000276)
virtual_way/331374147:0-132,132,f,Substation,f,way/331374147,8.26939811,46.03457741,IT,POINT (8.26939811 46.03457741)
virtual_way/332065194:0-300,300,f,Substation,f,way/332065194;way/332065201;way/583073986,10.84444561,59.93027885,NO,POINT (10.84444561 59.93027885)
virtual_way/332884214:1-132,132,f,Substation,f,way/332884214,8.9047888,44.4286778,IT,POINT (8.9047888 44.4286778)
virtual_way/333231910:1-132,132,f,Substation,f,way/333231910,8.9687676,44.9770561,IT,POINT (8.9687676 44.9770561)
virtual_way/333231911:1-132,132,f,Substation,f,way/333231911,8.5557917,45.5204313,IT,POINT (8.5557917 45.5204313)
virtual_way/333236204:1-132,132,f,Substation,f,way/1000766951;way/1360088682;way/333236204;way/335899646,8.08284515,45.54839736,IT,POINT (8.08284515 45.54839736)
virtual_way/333286392:1-132,132,f,Substation,f,way/333286392,8.4313747,44.457763,IT,POINT (8.4313747 44.457763)
virtual_way/333332920:1-225,225,f,Substation,f,way/333332920,7.62982263,43.82799714,IT,POINT (7.62982263 43.82799714)
virtual_way/333598071:1-132,132,f,Substation,f,way/333598071;way/333598085;way/333598087,-1.1505438,40.3931351,ES,POINT (-1.1505438 40.3931351)
virtual_way/333598074:1-132,132,f,Substation,f,way/333598074;way/333598086;way/333598092,-1.2633033,40.5630781,ES,POINT (-1.2633033 40.5630781)
virtual_way/333598087:0-132,132,f,Substation,f,way/333598087;way/333598092;way/333598093,-1.2274472,40.4561263,ES,POINT (-1.2274472 40.4561263)
virtual_way/33382745:1-220,220,f,Substation,f,way/109195937;way/109195942;way/33382745,6.6994739,50.9748683,DE,POINT (6.6994739 50.9748683)
virtual_way/333865110:0-132,132,f,Substation,f,way/333865110,-2.9980914,43.3434308,ES,POINT (-2.9980914 43.3434308)
virtual_way/333970988:1-380,380,f,Substation,f,way/333970988;way/338831949;way/362725565,10.9485318,44.58228,IT,POINT (10.9485318 44.58228)
virtual_way/334315120:1-132,132,f,Substation,f,way/334315120,8.86386102,44.41759504,IT,POINT (8.86386102 44.41759504)
virtual_way/334458796:1-132,132,f,Substation,f,way/334458796;way/334458800,8.42849836,44.27640616,IT,POINT (8.42849836 44.27640616)
virtual_way/334649396:1-132,132,f,Substation,f,way/334649396;way/334664174;way/334674933,8.0128999,43.914613,IT,POINT (8.0128999 43.914613)
virtual_way/334703253:1-132,132,f,Substation,f,way/1067661364;way/334703253;way/548201566;way/548201568,5.4422222,61.9105818,NO,POINT (5.4422222 61.9105818)
virtual_way/336072948:1-132,132,f,Substation,f,way/336072948,9.1777052,45.6246527,IT,POINT (9.1777052 45.6246527)
virtual_way/336507649:1-220,220,f,Substation,f,way/336507649;way/400415359;way/400415427,27.2273197,69.843526,FI,POINT (27.2273197 69.843526)
virtual_way/338410998:1-220,220,f,Substation,f,way/338410998,-6.33481741,42.49102142,ES,POINT (-6.33481741 42.49102142)
virtual_way/338666030:1-132,132,f,Substation,f,way/1240131332;way/338666030;way/338666032,-6.1139935,37.6135304,ES,POINT (-6.1139935 37.6135304)
virtual_way/338670449:1-132,132,f,Substation,f,way/338670449,9.09262965,45.50146452,IT,POINT (9.09262965 45.50146452)
virtual_way/338788014:1-150,150,f,Substation,f,way/1257937661;way/1257937663;way/338788014,-7.87275896,37.19082804,PT,POINT (-7.87275896 37.19082804)
virtual_way/338973719:0-150,150,f,Substation,f,way/338973719;way/338973720,15.3115947,38.1906957,IT,POINT (15.3115947 38.1906957)
virtual_way/339184134:0-380,380,f,Substation,f,way/1104668094;way/339184134,14.1224002,42.3259044,IT,POINT (14.1224002 42.3259044)
virtual_way/34174518:0-380,380,f,Substation,f,way/34174518;way/881636337;way/903397390,9.55322365,53.56315744,DE,POINT (9.55322365 53.56315744)
virtual_way/34174587:0-400,400,f,Substation,f,way/213581500;way/238856423;way/34174587,24.2725426,60.1662975,FI,POINT (24.2725426 60.1662975)
virtual_way/344151644:0-132,132,f,Substation,f,way/344151644,19.82448862,66.88182576,SE,POINT (19.82448862 66.88182576)
virtual_way/345406254:0-132,132,f,Substation,f,way/345406254,-4.67400872,40.64347771,ES,POINT (-4.67400872 40.64347771)
virtual_way/345674978:0-380,380,f,Substation,f,way/345674978;way/345675089;way/345899153,8.46479465,50.6006552,DE,POINT (8.46479465 50.6006552)
virtual_way/34583213:0-225,225,f,Substation,f,way/34583213;way/34583216;way/34583949,2.4069917,48.6324375,FR,POINT (2.4069917 48.6324375)
virtual_way/34583213:1-225,225,f,Substation,f,way/104760452;way/34583213;way/34583216,2.3952197,48.6475821,FR,POINT (2.3952197 48.6475821)
virtual_way/345896425:0-220,220,f,Substation,f,way/345896425;way/345896426,11.11966514,46.04386312,IT,POINT (11.11966514 46.04386312)
virtual_way/346958783:1-400,400,f,Substation,f,way/346958783,21.65632053,61.18911175,FI,POINT (21.65632053 61.18911175)
virtual_way/346962288:1-400,400,f,Substation,f,way/346962288;way/346962296;way/346962792,21.7551414,61.15739607,FI,POINT (21.7551414 61.15739607)
virtual_way/346962291:1-400,400,f,Substation,f,way/346962291;way/346962293;way/346962294,22.44770382,61.15881475,FI,POINT (22.44770382 61.15881475)
virtual_way/346962292:0-400,400,f,Substation,f,way/346962292;way/346962293;way/346962294,22.25244173,61.1718301,FI,POINT (22.25244173 61.1718301)
virtual_way/347316236:1-400,400,f,Substation,f,way/347316236;way/347316242;way/347316250,23.5157309,61.4084802,FI,POINT (23.5157309 61.4084802)
virtual_way/348523000:1-220,220,f,Substation,f,way/348523000;way/348523001;way/376574850,10.04916756,46.06071638,IT,POINT (10.04916756 46.06071638)
virtual_way/34897791:0-220,220,f,Substation,f,way/201153707;way/34897791,6.89404236,50.84783021,DE,POINT (6.89404236 50.84783021)
virtual_way/349318404:1-400,400,f,Substation,f,way/349318404,24.99546208,60.75437913,FI,POINT (24.99546208 60.75437913)
virtual_way/34942575:0-220,220,f,Substation,f,way/1222462381;way/34942575,13.6943539,52.56038757,DE,POINT (13.6943539 52.56038757)
virtual_way/34942575:1-220,220,f,Substation,f,way/34942575;way/998005837,13.5334559,52.61919434,DE,POINT (13.5334559 52.61919434)
virtual_way/349936346:0-132,132,f,Substation,f,way/1182516935;way/349936346,10.6147062,45.1444133,IT,POINT (10.6147062 45.1444133)
virtual_way/350936037:0-132,132,f,Substation,f,way/350936037;way/350936038;way/350936039;way/350936047;way/356209960,8.38092937,44.65662525,IT,POINT (8.38092937 44.65662525)
virtual_way/35164077:0-380,380,f,Substation,f,way/141161434;way/35164077;way/41339399,6.62179194,51.05467131,DE,POINT (6.62179194 51.05467131)
virtual_way/351960004:1-400,400,f,Substation,f,way/1315690113;way/351960004;way/351960011,21.4296909,62.2846997,FI,POINT (21.4296909 62.2846997)
virtual_way/353297400:1-220,220,f,Substation,f,way/353297400,18.8227015,53.4228551,PL,POINT (18.8227015 53.4228551)
virtual_way/353847414:1-132,132,f,Substation,f,way/353847414;way/353847415;way/353848695,10.3131122,44.8472841,IT,POINT (10.3131122 44.8472841)
virtual_way/354561398:1-132,132,f,Substation,f,way/1368135061;way/1368135062;way/354561398,10.3791663,44.7094999,IT,POINT (10.3791663 44.7094999)
virtual_way/355791374:1-132,132,f,Substation,f,way/355791374;way/412916559;way/412916561,10.3501628,45.1975253,IT,POINT (10.3501628 45.1975253)
virtual_way/355800225:1-132,132,f,Substation,f,way/355800225;way/735059872;way/735059873,10.3437328,45.3661943,IT,POINT (10.3437328 45.3661943)
virtual_way/355844768:a:1-420,420,f,Substation,f,way/355844768;way/753593197,10.38104263,59.32994994,NO,POINT (10.38104263 59.32994994)
virtual_way/356014963:0-132,132,f,Substation,f,way/356014963,10.47739807,45.26564895,IT,POINT (10.47739807 45.26564895)
virtual_way/356068234:1-132,132,f,Substation,f,way/356068234;way/435114149;way/435114151,10.1301938,45.3204085,IT,POINT (10.1301938 45.3204085)
virtual_way/356307027:0-132,132,f,Substation,f,way/356307027;way/356307029,8.58319783,46.66719728,CH,POINT (8.58319783 46.66719728)
virtual_way/357188494:0-132,132,f,Substation,f,way/357188494,9.49348886,45.08670452,IT,POINT (9.49348886 45.08670452)
virtual_way/35801163:1-150,150,f,Substation,f,way/120052071;way/222275288;way/35801163,4.1548264,50.8599215,BE,POINT (4.1548264 50.8599215)
virtual_way/358416514:0-220,220,f,Substation,f,way/1185200811;way/358416514;way/738955832,-3.60636,40.5507482,ES,POINT (-3.60636 40.5507482)
virtual_way/358493679:0-400,400,f,Substation,f,way/358493679,18.52458363,50.13325763,PL,POINT (18.52458363 50.13325763)
virtual_way/358588743:0-132,132,f,Substation,f,way/358588743;way/358588746;way/358588747,-2.93812245,53.21418986,GB,POINT (-2.93812245 53.21418986)
virtual_way/359082113:0-145,145,f,Substation,f,way/359082113,7.62625395,47.22727153,CH,POINT (7.62625395 47.22727153)
virtual_way/359082113:1-145,145,f,Substation,f,way/359082113,7.60485175,47.28015377,CH,POINT (7.60485175 47.28015377)
virtual_way/35964759:1-150,150,f,Substation,f,way/35964759;way/95846371;way/95846375,9.4401931,55.5174061,DK,POINT (9.4401931 55.5174061)
virtual_way/359983694:1-132,132,f,Substation,f,way/359983694,-2.549791,43.1228761,ES,POINT (-2.549791 43.1228761)
virtual_way/360126910:1-132,132,f,Substation,f,way/360126910;way/360616156;way/401178020,-2.7031574,43.1808008,ES,POINT (-2.7031574 43.1808008)
virtual_way/360616157:0-132,132,f,Substation,f,way/360616157;way/360616158;way/401178020,-2.7618944,43.1961782,ES,POINT (-2.7618944 43.1961782)
virtual_way/361721553:0-132,132,f,Substation,f,way/361721553,-2.89005812,43.26073103,ES,POINT (-2.89005812 43.26073103)
virtual_way/361896112:0-132,132,f,Substation,f,way/361896112;way/702534613;way/702534614,-2.89504726,43.22072476,ES,POINT (-2.89504726 43.22072476)
virtual_way/361896112:1-132,132,f,Substation,f,way/361896112;way/361896115;way/702533738,-2.901566,43.1895372,ES,POINT (-2.901566 43.1895372)
virtual_way/361896113:0-132,132,f,Substation,f,way/361896113,-2.8971531,43.20366737,ES,POINT (-2.8971531 43.20366737)
virtual_way/361896115:1-132,132,f,Substation,f,way/361896115;way/361896116;way/361977090,-2.9113207,43.17561,ES,POINT (-2.9113207 43.17561)
virtual_way/361977088:1-132,132,f,Substation,f,way/361977088,-2.7354903,43.0795515,ES,POINT (-2.7354903 43.0795515)
virtual_way/361977090:1-132,132,f,Substation,f,way/361977090;way/475866999,-2.95241083,43.14358183,ES,POINT (-2.95241083 43.14358183)
virtual_way/362332802:a:1-380,380,f,Substation,f,way/362332802;way/693760703,8.58623609,50.13520039,DE,POINT (8.58623609 50.13520039)
virtual_way/362486887:1-150,150,f,Substation,f,way/1257912699;way/362486887;way/502495583,-7.8131945,39.5360555,PT,POINT (-7.8131945 39.5360555)
virtual_way/36258837:0-380,380,f,Substation,f,way/36258837;way/39230385;way/414015967,7.0741578,50.5936577,DE,POINT (7.0741578 50.5936577)
virtual_way/362897345:1-132,132,f,Substation,f,way/362897345;way/372695735;way/372695742,11.2864636,44.5641589,IT,POINT (11.2864636 44.5641589)
virtual_way/363153920:0-132,132,f,Substation,f,way/363153920,11.866184,44.8692025,IT,POINT (11.866184 44.8692025)
virtual_way/363456609:0-132,132,f,Substation,f,way/363456609,9.4995182,45.6917037,IT,POINT (9.4995182 45.6917037)
virtual_way/363476646:1-132,132,f,Substation,f,way/363476646;way/363476647;way/363476652,10.8914817,44.69416967,IT,POINT (10.8914817 44.69416967)
virtual_way/364125039:1-220,220,f,Substation,f,way/364125039,11.16646618,43.84847464,IT,POINT (11.16646618 43.84847464)
virtual_way/365557144:1-220,220,f,Substation,f,way/365557144;way/365559547;way/365565792,9.4018789,46.7862853,CH,POINT (9.4018789 46.7862853)
virtual_way/365571016:0-132,132,f,Substation,f,way/365571016;way/600777252;way/600777266,12.1408162,45.0717361,IT,POINT (12.1408162 45.0717361)
virtual_way/365587953:0-150,150,f,Substation,f,way/365587953,8.91253022,47.17846218,CH,POINT (8.91253022 47.17846218)
virtual_way/365716342:1-220,220,f,Substation,f,way/1267529936;way/365716342;way/754122463;way/754122464;way/754122465,21.16346405,51.465436,PL,POINT (21.16346405 51.465436)
virtual_way/365716344:1-400,400,f,Substation,f,way/1148150975;way/1148150976;way/365716344,21.3301462,51.9309317,PL,POINT (21.3301462 51.9309317)
virtual_way/365984155:1-132,132,f,Substation,f,way/365984155,10.8328449,45.8972813,IT,POINT (10.8328449 45.8972813)
virtual_way/366949809:0-132,132,f,Substation,f,way/1053055298;way/366949809;way/366954813,-2.6511223,53.3478908,GB,POINT (-2.6511223 53.3478908)
virtual_way/366954813:0-132,132,f,Substation,f,way/366954813,-2.6018507,53.3728214,GB,POINT (-2.6018507 53.3728214)
virtual_way/366988717:0-132,132,f,Substation,f,way/366988717,0.19421582,52.230971,GB,POINT (0.19421582 52.230971)
virtual_way/367006635:1-132,132,f,Substation,f,way/367006635;way/367006640;way/367006644,-2.71018557,53.53538206,GB,POINT (-2.71018557 53.53538206)
virtual_way/367607437:1-132,132,f,Substation,f,way/367607437,14.04203369,58.61314089,SE,POINT (14.04203369 58.61314089)
virtual_way/367607440:1-132,132,f,Substation,f,way/367607440,14.078722,58.3026233,SE,POINT (14.078722 58.3026233)
virtual_way/368750389:1-132,132,f,Substation,f,way/368750389,10.5909884,42.9805018,IT,POINT (10.5909884 42.9805018)
