From_zone,To_zone,from_bus,to_bus,X,Capacity (MW),Loss (%)
TenneT,TenneT,B189,B181,0.164844,6792.41,0.0
Amprion,Amprion,B309,B190,0.376791,1698.103,0.0
Amprion,Amprion,B109,B190,2.273054,3396.205,0.0
Amprion,Amprion,B191,B427,1.286221,983.112,0.0
Amprion,Amprion,B129,B428,1.048077,3396.205,0.0
50Hertz,50Hertz,B192,B193,2.264303,983.112,0.0
TransnetBW,TransnetBW,B90,B120,0.911818,983.112,0.0
Amprion,Amprion,B196,B627,4.334663,3396.205,0.0
50Hertz,50Hertz,B161,B572,3.056757,3396.205,0.0
Amprion,Amprion,B401,B199,2.031411,1698.103,0.0
Amprion,Amprion,B232,B728,3.153458,3396.205,0.0
Amprion,Amprion,B151,B622,0.690509,491.556,0.0
Amprion,Amprion,B100,B99,0.284984,1698.103,0.0
Amprion,Amprion,B196,B526,0.921006,3396.205,0.0
50Hertz,50Hertz,B770,B201,3.180706,3396.205,0.0
TransnetBW,TransnetBW,B203,B204,0.378594,1698.103,0.0
TransnetBW,TransnetBW,B203,B204,0.377772,1698.103,0.0
50Hertz,50Hertz,B759,B5,0.483662,3396.205,0.0
50Hertz,50Hertz,B178,B607,7.870167,3396.205,0.0
Amprion,Amprion,B344,B205,0.654166,6792.41,0.0
Amprion,Amprion,B783,B207,0.394284,983.112,0.0
Amprion,Amprion,B784,B194,0.325014,3396.205,0.0
Amprion,Amprion,B81,B494,0.550874,3396.205,0.0
Amprion,Amprion,B207,B542,2.333373,491.556,0.0
Amprion,Amprion,B428,B196,3.328175,3396.205,0.0
TransnetBW,TransnetBW,B208,B431,1.530211,1698.103,0.0
TransnetBW,TransnetBW,B180,B209,1.140727,491.556,0.0
TransnetBW,TransnetBW,B209,B700,2.752472,983.112,0.0
TransnetBW,TransnetBW,B364,B308,1.766537,5094.308,0.0
TransnetBW,TransnetBW,B616,B210,0.327419,1698.103,0.0
Amprion,Amprion,B135,B214,1.425208,3396.205,0.0
Amprion,Amprion,B472,B614,0.635066,1474.668,0.0
Amprion,Amprion,B217,B216,0.644783,1698.103,0.0
Amprion,Amprion,B320,B433,0.440025,3396.205,0.0
50Hertz,50Hertz,B651,B303,0.300906,3396.205,0.0
TransnetBW,TransnetBW,B203,B219,0.307527,3396.205,0.0
TransnetBW,TransnetBW,B219,B220,3.629377,3396.205,0.0
TransnetBW,TransnetBW,B115,B208,0.248508,3396.205,0.0
TransnetBW,TransnetBW,B624,B202,0.229886,983.112,0.0
TransnetBW,TransnetBW,B26,B27,0.25786,1698.103,0.0
TenneT,TenneT,B294,B223,3.281988,3396.205,0.0
TenneT,TenneT,B733,B731,1.010992,3396.205,0.0
Amprion,Amprion,B514,B255,0.4401,3396.205,0.0
Amprion,Amprion,B60,B667,0.960262,3396.205,0.0
50Hertz,50Hertz,B671,B768,2.07293,3396.205,0.0
Amprion,Amprion,B128,B423,0.162489,1966.224,0.0
50Hertz,50Hertz,B636,B759,5.125724,3396.205,0.0
TransnetBW,TransnetBW,B308,B370,0.779389,5094.308,0.0
50Hertz,50Hertz,B437,B228,3.220654,3396.205,0.0
50Hertz,50Hertz,B661,B303,0.311432,3396.205,0.0
50Hertz,50Hertz,B661,B574,1.26737,1698.103,0.0
Amprion,Amprion,B493,B145,1.665508,983.112,0.0
Amprion,Amprion,B467,B229,0.67588,983.112,0.0
Amprion,Amprion,B557,B230,9.844632,1698.103,0.0
Amprion,Amprion,B302,B232,0.517093,3396.205,0.0
50Hertz,50Hertz,B673,B187,5.820853,3396.205,0.0
TenneT,TenneT,B591,B295,0.646208,3396.205,0.0
TenneT,TenneT,B543,B224,5.964487,983.112,0.0
Amprion,Amprion,B237,B394,0.500837,491.556,0.0
Amprion,Amprion,B239,B240,2.000085,491.556,0.0
Amprion,Amprion,B612,B241,1.634914,1698.103,0.0
Amprion,Amprion,B152,B464,0.199169,3396.205,0.0
TransnetBW,TransnetBW,B392,B417,0.471,983.112,0.0
50Hertz,50Hertz,B242,B6,1.51305,3396.205,0.0
TenneT,TenneT,B498,B243,6.546777,983.112,0.0
TransnetBW,TransnetBW,B638,B621,2.499034,3396.205,0.0
Amprion,Amprion,B64,B245,0.132629,5094.308,0.0
Amprion,Amprion,B166,B96,1.947514,1474.668,0.0
Amprion,Amprion,B746,B490,1.279832,983.112,0.0
Amprion,Amprion,B491,B248,0.244344,6792.41,0.0
50Hertz,50Hertz,B768,B673,9.466212,3396.205,0.0
50Hertz,50Hertz,B575,B165,0.386833,983.112,0.0
Amprion,Amprion,B142,B149,0.926329,3396.205,0.0
TenneT,TenneT,B283,B127,2.36929,983.112,0.0
TenneT,TenneT,B380,B127,2.594837,491.556,0.0
Amprion,Amprion,B497,B687,0.694436,3396.205,0.0
Amprion,Amprion,B617,B199,5.097985,3396.205,0.0
Amprion,Amprion,B249,B250,3.219006,1698.103,0.0
Amprion,Amprion,B250,B215,0.405836,3396.205,0.0
Amprion,Amprion,B720,B251,1.198261,3396.205,0.0
Amprion,Amprion,B715,B720,0.770228,1698.103,0.0
Amprion,Amprion,B715,B720,0.77462,1698.103,0.0
Amprion,Amprion,B715,B720,0.772728,1698.103,0.0
Amprion,Amprion,B715,B720,0.776519,1698.103,0.0
Amprion,Amprion,B584,B715,0.691889,3396.205,0.0
Amprion,Amprion,B585,B252,1.633596,3396.205,0.0
TenneT,TenneT,B578,B422,7.052144,3396.205,0.0
Amprion,Amprion,B728,B345,1.157549,3396.205,0.0
TenneT,TenneT,B181,B476,0.193334,3396.205,0.0
TenneT,TenneT,B189,B729,0.59692,6792.41,0.0
TenneT,TenneT,B731,B730,0.417233,1698.103,0.0
TransnetBW,TransnetBW,B737,B706,4.864601,3396.205,0.0
TenneT,TenneT,B733,B732,0.823795,1698.103,0.0
Amprion,Amprion,B236,B712,0.252346,983.112,0.0
50Hertz,50Hertz,B256,B257,5.49142,491.556,0.0
50Hertz,50Hertz,B721,B532,0.176453,3396.205,0.0
TenneT,50Hertz,B655,B260,1.137296,3396.205,0.0
Amprion,Amprion,B471,B252,0.831172,1698.103,0.0
TenneT,TenneT,B261,B82,0.802684,1966.224,0.0
TenneT,TenneT,B82,B75,0.383202,1966.224,0.0
Amprion,Amprion,B263,B264,0.524426,983.112,0.0
Amprion,Amprion,B264,B336,0.59157,983.112,0.0
Amprion,Amprion,B267,B745,0.234509,983.112,0.0
Amprion,Amprion,B140,B267,0.198815,983.112,0.0
TransnetBW,TransnetBW,B419,B679,0.860669,983.112,0.0
TransnetBW,TransnetBW,B268,B488,0.318944,1474.668,0.0
TenneT,TenneT,B779,B780,3.143504,1698.103,0.0
TenneT,TenneT,B779,B780,3.141373,1698.103,0.0
TransnetBW,TransnetBW,B270,B287,2.416692,3396.205,0.0
50Hertz,50Hertz,B271,B158,2.300278,491.556,0.0
Amprion,Amprion,B183,B344,2.867313,3396.205,0.0
50Hertz,50Hertz,B130,B242,0.312882,1698.103,0.0
TransnetBW,TransnetBW,B79,B21,2.48521,1699.0,0.0
TransnetBW,TransnetBW,B94,B22,2.48521,3397.0,0.0
Amprion,Amprion,B139,B138,2.48521,3397.0,0.0
Amprion,Amprion,B49,B48,2.48521,3397.0,0.0
Amprion,Amprion,B51,B50,2.48521,3397.0,0.0
Amprion,Amprion,B53,B52,2.48521,3397.0,0.0
Amprion,Amprion,B2,B55,2.48521,10189.0,0.0
Amprion,Amprion,B62,B61,2.48521,3397.0,0.0
50Hertz,50Hertz,B130,B233,2.48521,5095.0,0.0
Amprion,Amprion,B123,B122,2.48521,3397.0,0.0
Amprion,Amprion,B125,B124,2.48521,3397.0,0.0
Amprion,Amprion,B141,B140,2.48521,3397.0,0.0
Amprion,Amprion,B157,B156,2.48521,3397.0,0.0
50Hertz,50Hertz,B179,B159,2.48521,3397.0,0.0
Amprion,Amprion,B11,B185,2.48521,6793.0,0.0
50Hertz,50Hertz,B187,B186,2.48521,3397.0,0.0
Amprion,Amprion,B129,B191,2.48521,5095.0,0.0
50Hertz,50Hertz,B5,B192,2.48521,8491.0,0.0
Amprion,Amprion,B194,B207,2.48521,5095.0,0.0
Amprion,Amprion,B199,B96,2.48521,5095.0,0.0
Amprion,Amprion,B214,B213,2.48521,3397.0,0.0
Amprion,Amprion,B148,B147,2.48521,5095.0,0.0
Amprion,Amprion,B232,B231,2.48521,3397.0,0.0
50Hertz,50Hertz,B242,B193,2.48521,3397.0,0.0
Amprion,Amprion,B241,B240,2.48521,3397.0,0.0
Amprion,Amprion,B252,B258,2.48521,6793.0,0.0
50Hertz,50Hertz,B259,B260,2.48521,1788.0,0.0
Amprion,Amprion,B265,B263,2.48521,3397.0,0.0
TenneT,TenneT,B273,B272,2.48521,3397.0,0.0
Amprion,Amprion,B281,B280,2.48521,5095.0,0.0
TenneT,TenneT,B284,B283,2.48521,11887.0,0.0
50Hertz,50Hertz,B289,B288,2.48521,8491.0,0.0
50Hertz,50Hertz,B292,B291,2.48521,1699.0,0.0
Amprion,Amprion,B302,B301,2.48521,5095.0,0.0
Amprion,Amprion,B304,B229,2.48521,5095.0,0.0
50Hertz,50Hertz,B306,B305,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B308,B307,2.48521,3397.0,0.0
TenneT,TenneT,B311,B172,2.48521,492.0,0.0
TenneT,TenneT,B312,B172,2.48521,3397.0,0.0
TenneT,TenneT,B312,B311,2.48521,3397.0,0.0
TenneT,TenneT,B314,B313,2.48521,10189.0,0.0
50Hertz,50Hertz,B318,B317,2.48521,5095.0,0.0
Amprion,Amprion,B320,B151,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B322,B37,2.48521,6793.0,0.0
TenneT,TenneT,B80,B324,2.48521,1699.0,0.0
TenneT,TenneT,B328,B327,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B331,B330,2.48521,5095.0,0.0
TenneT,TenneT,B333,B332,2.48521,10189.0,0.0
Amprion,Amprion,B355,B354,2.48521,8491.0,0.0
Amprion,Amprion,B358,B357,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B18,B363,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B370,B369,2.48521,8491.0,0.0
Amprion,Amprion,B375,B374,2.48521,3397.0,0.0
Amprion,Amprion,B74,B376,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B378,B377,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B382,B381,2.48521,6793.0,0.0
Amprion,Amprion,B384,B383,2.48521,8491.0,0.0
TransnetBW,TransnetBW,B200,B385,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B387,B106,2.48521,5095.0,0.0
50Hertz,50Hertz,B391,B390,2.48521,3397.0,0.0
Amprion,Amprion,B405,B113,2.48521,3397.0,0.0
50Hertz,50Hertz,B9,B406,2.48521,6793.0,0.0
TransnetBW,TransnetBW,B410,B409,2.48521,8491.0,0.0
Amprion,Amprion,B411,B59,2.48521,1699.0,0.0
TransnetBW,TransnetBW,B418,B417,2.48521,1967.0,0.0
TenneT,TenneT,B422,B421,2.48521,6793.0,0.0
Amprion,Amprion,B424,B423,2.48521,6793.0,0.0
Amprion,Amprion,B426,B425,2.48521,3397.0,0.0
Amprion,Amprion,B428,B427,2.48521,10189.0,0.0
Amprion,Amprion,B433,B218,2.48521,8491.0,0.0
Amprion,Amprion,B435,B434,2.48521,5095.0,0.0
50Hertz,50Hertz,B437,B436,2.48521,11887.0,0.0
TransnetBW,TransnetBW,B441,B440,2.48521,5095.0,0.0
Amprion,Amprion,B443,B442,2.48521,3397.0,0.0
Amprion,Amprion,B447,B446,2.48521,1699.0,0.0
TransnetBW,TransnetBW,B463,B462,2.48521,5095.0,0.0
TransnetBW,TransnetBW,B28,B462,2.48521,1788.0,0.0
TransnetBW,TransnetBW,B28,B463,2.48521,5095.0,0.0
Amprion,Amprion,B471,B470,2.48521,6793.0,0.0
Amprion,Amprion,B473,B472,2.48521,3397.0,0.0
Amprion,Amprion,B262,B474,2.48521,3397.0,0.0
Amprion,Amprion,B479,B478,2.48521,3397.0,0.0
TenneT,TenneT,B482,B481,2.48521,8491.0,0.0
Amprion,Amprion,B491,B490,2.48521,5095.0,0.0
Amprion,Amprion,B494,B493,2.48521,15283.0,0.0
Amprion,Amprion,B497,B496,2.48521,3441.0,0.0
TenneT,TenneT,B499,B498,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B504,B503,2.48521,5095.0,0.0
TransnetBW,TransnetBW,B511,B510,2.48521,6793.0,0.0
Amprion,Amprion,B512,B35,2.48521,5095.0,0.0
TransnetBW,TransnetBW,B513,B197,2.48521,5095.0,0.0
TenneT,TenneT,B516,B515,2.48521,10189.0,0.0
TenneT,TenneT,B522,B13,2.48521,16982.0,0.0
50Hertz,50Hertz,B531,B530,2.48521,3397.0,0.0
TenneT,TenneT,B534,B533,2.48521,3397.0,0.0
TenneT,TenneT,B540,B539,2.48521,5095.0,0.0
Amprion,Amprion,B60,B542,2.48521,10189.0,0.0
TenneT,TenneT,B554,B553,2.48521,3397.0,0.0
Amprion,Amprion,B557,B556,2.48521,5095.0,0.0
TenneT,TenneT,B563,B562,2.48521,492.0,0.0
Amprion,Amprion,B565,B564,2.48521,1699.0,0.0
TenneT,TenneT,B29,B571,2.48521,3575.0,0.0
TenneT,TenneT,B578,B577,2.48521,8491.0,0.0
TransnetBW,TransnetBW,B582,B171,2.48521,5095.0,0.0
TransnetBW,TransnetBW,B588,B587,2.48521,5095.0,0.0
TenneT,TenneT,B593,B592,2.48521,5095.0,0.0
50Hertz,50Hertz,B602,B601,2.48521,6793.0,0.0
TransnetBW,TransnetBW,B605,B604,2.48521,1699.0,0.0
50Hertz,50Hertz,B607,B271,2.48521,6793.0,0.0
TenneT,TenneT,B609,B608,2.48521,5095.0,0.0
50Hertz,50Hertz,B611,B610,2.48521,6793.0,0.0
Amprion,Amprion,B612,B239,2.48521,5095.0,0.0
Amprion,Amprion,B620,B619,2.48521,1699.0,0.0
Amprion,Amprion,B627,B626,2.48521,6793.0,0.0
TransnetBW,TransnetBW,B633,B206,2.48521,5095.0,0.0
TransnetBW,TransnetBW,B635,B634,2.48521,6793.0,0.0
TransnetBW,TransnetBW,B638,B38,2.48521,3397.0,0.0
Amprion,Amprion,B639,B46,2.48521,3397.0,0.0
Amprion,Amprion,B642,B641,2.48521,13585.0,0.0
Amprion,Amprion,B216,B649,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B653,B652,2.48521,6793.0,0.0
TenneT,TenneT,B656,B91,2.48521,8491.0,0.0
50Hertz,50Hertz,B658,B657,2.48521,5095.0,0.0
TransnetBW,TransnetBW,B660,B659,2.48521,1699.0,0.0
Amprion,Amprion,B667,B666,2.48521,3397.0,0.0
50Hertz,50Hertz,B72,B672,2.48521,1699.0,0.0
TransnetBW,TransnetBW,B680,B679,2.48521,5095.0,0.0
TransnetBW,TransnetBW,B683,B682,2.48521,5095.0,0.0
Amprion,Amprion,B687,B117,2.48521,6793.0,0.0
TransnetBW,TransnetBW,B689,B105,2.48521,5095.0,0.0
TenneT,TenneT,B692,B691,2.48521,8491.0,0.0
Amprion,Amprion,B695,B694,2.48521,3397.0,0.0
TenneT,TenneT,B697,B696,2.48521,3397.0,0.0
Amprion,Amprion,B238,B701,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B718,B717,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B44,B717,2.48521,1788.0,0.0
TransnetBW,TransnetBW,B44,B718,2.48521,3397.0,0.0
TenneT,TenneT,B719,B116,2.48521,6793.0,0.0
TransnetBW,TransnetBW,B723,B722,2.48521,5095.0,0.0
TenneT,TenneT,B727,B726,2.48521,1699.0,0.0
TransnetBW,TransnetBW,B736,B735,2.48521,15283.0,0.0
Amprion,Amprion,B142,B743,2.48521,5095.0,0.0
50Hertz,50Hertz,B749,B748,2.48521,3397.0,0.0
50Hertz,50Hertz,B750,B155,2.48521,1699.0,0.0
50Hertz,50Hertz,B753,B752,2.48521,5095.0,0.0
50Hertz,50Hertz,B759,B758,2.48521,10189.0,0.0
TenneT,TenneT,B766,B765,2.48521,8491.0,0.0
50Hertz,50Hertz,B770,B769,2.48521,16982.0,0.0
Amprion,Amprion,B777,B776,2.48521,3397.0,0.0
Amprion,Amprion,B782,B781,2.48521,6793.0,0.0
Amprion,Amprion,B784,B783,2.48521,1699.0,0.0
TenneT,TenneT,B786,B785,2.48521,6793.0,0.0
Amprion,Amprion,B788,B787,2.48521,3397.0,0.0
TransnetBW,TransnetBW,B221,B789,2.48521,6793.0,0.0
Amprion,Amprion,B791,B78,2.48521,3397.0,0.0
