Month,Day,Period,BGE,APS,PEPCO,DPL,DPL_MD,APS_MD,NI
1,7,15,0.687066694,0.793659334,0.694582891,0.659232756,0.659232756,0.793659334,4405.69
1,7,16,0.700344443,0.802203968,0.697672101,0.672867656,0.672867656,0.802203968,4307.39
1,7,17,0.733429916,0.821716559,0.727349963,0.718241686,0.718241686,0.821716559,4595.7
1,7,18,0.783903651,0.853114811,0.76204626,0.771578863,0.771578863,0.853114811,4452.9
1,7,19,0.788604462,0.858720172,0.757642158,0.779706265,0.779706265,0.858720172,4708.89
1,7,20,0.780926509,0.849752519,0.747963511,0.775743146,0.775743146,0.849752519,4653.99
1,7,21,0.768197226,0.836715937,0.729177439,0.769451044,0.769451044,0.836715937,4831.79
1,7,22,0.74600776,0.819351516,0.713534283,0.755155473,0.755155473,0.819351516,4831.2
1,7,23,0.715468797,0.796293033,0.69213761,0.729025446,0.729025446,0.796293033,4765.7
1,7,24,0.692868832,0.774385079,0.666396203,0.707077927,0.707077927,0.774385079,4650.6
1,8,1,0.675780041,0.758019775,0.652035058,0.69064998,0.69064998,0.758019775,4380.4
1,8,2,0.670147775,0.748941076,0.641054306,0.684763166,0.684763166,0.748941076,4061.79
1,8,3,0.669427878,0.751820495,0.639262817,0.68236675,0.68236675,0.751820495,4130.4
1,8,4,0.670943957,0.757206915,0.63969466,0.685517016,0.685517016,0.757206915,4157.19
1,8,5,0.680112609,0.769384268,0.646989769,0.69431876,0.69431876,0.769384268,4295.19
1,8,6,0.698092586,0.785486133,0.658743052,0.709482544,0.709482544,0.785486133,4340
1,8,7,0.722938452,0.807818288,0.679010797,0.731448061,0.731448061,0.807818288,4438.7
1,8,8,0.745369113,0.832867033,0.699190675,0.750150541,0.750150541,0.832867033,4740.8
1,8,9,0.749517487,0.842030886,0.706031656,0.74173905,0.74173905,0.842030886,4705.3
1,8,10,0.72416697,0.823820132,0.703911717,0.710653756,0.710653756,0.823820132,4420.69
1,8,11,0.701864068,0.796728357,0.68289117,0.682339184,0.682339184,0.796728357,4333.3
1,8,12,0.681712915,0.773718704,0.674733654,0.65680809,0.65680809,0.773718704,4650.69
1,8,13,0.65977698,0.748466374,0.662505783,0.631858388,0.631858388,0.748466374,4542.09
1,8,14,0.642106259,0.724867429,0.64143226,0.61068864,0.61068864,0.724867429,4455.3
